"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034612","response to tumor necrosis factor","18/865","213/28905",0.0845070422535211,2.82390295530408,4.69255250921052,8.06263321685581e-05,0.00209316649093953,0.00164488033292993,"18126/245527/84094/20307/16193/217166/108153/20308/20296/20305/21935/66107/239337/20186/240873/20293/17940/20306",18
"GO:0032651","regulation of interleukin-1 beta production","12/865","107/28905",0.11214953271028,3.74760952946896,5.00107954706564,8.76880945826794e-05,0.00226399096947259,0.00177911992941608,"12774/22418/83433/14728/16193/15507/11433/16000/15951/56644/637515/13653",12
"GO:0010951","negative regulation of endopeptidase activity","16/865","177/28905",0.0903954802259887,3.02067208778289,4.73617567502911,8.98629813935704e-05,0.00230746529818791,0.00181328351296316,"15511/18787/15951/20716/238393/20713/55948/14080/16199/16625/217847/71869/628900/21857/385643/17940",16
"GO:0030431","sleep","7/865","37/28905",0.189189189189189,6.32198094047805,5.6893657236668,9.8585917222193e-05,0.00251769144036459,0.00197848625638131,"18628/16193/16490/19218/14811/11657/239556",7
"GO:0002532","production of molecular mediator involved in inflammatory response","12/865","109/28905",0.110091743119266,3.67884605186403,4.92144851484931,0.000104987463951141,0.00265234458659361,0.00208430120849237,"18126/18787/83433/14728/16193/16889/217303/56644/18807/214084/15930/20202",12
"GO:0050795","regulation of behavior","12/865","109/28905",0.110091743119266,3.67884605186403,4.92144851484931,0.000104987463951141,0.00265234458659361,0.00208430120849237,"18628/18619/225642/16193/16490/109648/217166/18143/17242/19218/13983/11657",12
"GO:0051588","regulation of neurotransmitter transport","13/865","126/28905",0.103174603174603,3.4477016240022,4.83619632085825,0.000107255353612675,0.00269514923329391,0.00211793853348306,"18751/18166/18212/12286/109648/18442/67847/214084/110877/12290/20964/12287/116837",13
"GO:1903307","positive regulation of regulated secretory pathway","9/865","64/28905",0.140625,4.69915101156069,5.20337246088902,0.000116415900399371,0.0029097782764715,0.00228660122396972,"14126/14125/19204/16414/56807/58226/27062/68891/239556",9
"GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","7/865","38/28905",0.184210526315789,6.15561302099178,5.58559326023465,0.00011774756830956,0.00292749112955885,0.00230052057716478,"16193/19204/16414/20344/20339/17242/26887",7
"GO:1903706","regulation of hemopoiesis","29/865","457/28905",0.0634573304157549,2.12050189094497,4.24075172619661,0.000137285082735851,0.00339527686197771,0.00266812227278319,"16197/13388/83433/18729/100038909/14728/15519/16193/16323/235497/15507/13655/12262/12578/226421/20259/18733/16184/18722/17242/20308/18725/13386/12477/20371/100041146/21950/240873/16160",29
"GO:0034381","plasma lipoprotein particle clearance","7/865","39/28905",0.179487179487179,5.9977767896843,5.48547043937534,0.000139825709051616,0.00342208857725804,0.00268919181662867,"68453/83433/16891/16889/20288/20186/238055",7
"GO:0042403","thyroid hormone metabolic process","7/865","39/28905",0.179487179487179,5.9977767896843,5.48547043937534,0.000139825709051616,0.00342208857725804,0.00268919181662867,"13038/21819/13030/114479/13039/70337/214593",7
"GO:0071674","mononuclear cell migration","17/865","203/28905",0.083743842364532,2.7983997266437,4.51623144366405,0.000140564329460894,0.00342234085044943,0.0026893900613516,"12267/18787/22418/13123/20307/57781/17242/20308/20296/20305/12642/15945/16854/13035/240873/20293/20306",17
"GO:0099538","synaptic signaling via neuropeptide","4/865","10/28905",0.4,13.3664739884393,6.86961759598505,0.000144799931020819,0.00350729317457129,0.0027561484428705,"18166/18212/18619/109648",4
"GO:0015844","monoamine transport","12/865","113/28905",0.106194690265487,3.54862141285999,4.76767514144486,0.000148516986500337,0.00354254476936591,0.00278385032670682,"17918/18751/14125/16490/217303/110058/214084/110877/19218/16854/27083/27062",12
"GO:0032611","interleukin-1 beta production","12/865","113/28905",0.106194690265487,3.54862141285999,4.76767514144486,0.000148516986500337,0.00354254476936591,0.00278385032670682,"12774/22418/83433/14728/16193/15507/11433/16000/15951/56644/637515/13653",12
"GO:0032755","positive regulation of interleukin-6 production","12/865","113/28905",0.106194690265487,3.54862141285999,4.76767514144486,0.000148516986500337,0.00354254476936591,0.00278385032670682,"18126/18985/12774/22418/16193/19204/226421/21897/100689/56644/13874/21950",12
"GO:0022409","positive regulation of cell-cell adhesion","24/865","349/28905",0.0687679083094556,2.29796114414429,4.28473277733139,0.000154489253618222,0.00365373298466335,0.00287122575020419,"14990/12774/16197/22418/14728/15519/16193/15505/19204/13655/16414/16000/20344/16184/20339/17242/20296/381091/13035/20371/21950/20533/16160/26887",24
"GO:0045670","regulation of osteoclast differentiation","11/865","97/28905",0.11340206185567,3.789464275073,4.83334883109006,0.000154733531378593,0.00365373298466335,0.00287122575020419,"83433/18729/100038909/14728/18733/18722/20308/18725/13386/100041146/16160",11
"GO:0006874","intracellular calcium ion homeostasis","23/865","328/28905",0.0701219512195122,2.34320809248555,4.29704525416273,0.000158201430479692,0.00371694260912037,0.00292089799011979,"12774/17918/22418/18751/14126/18166/20307/109648/20856/18442/14065/20750/12061/20296/14724/15945/19228/17329/12478/268878/116903/329693/80982",23
"GO:0030574","collagen catabolic process","7/865","40/28905",0.175,5.8478323699422,5.38877229086769,0.000165142499981322,0.00386071943986184,0.00303388263909126,"17381/58223/13038/13030/13039/118453/17389",7
"GO:0001655","urogenital system development","9/865","67/28905",0.134328358208955,4.48874126477439,5.02136299905338,0.0001668805848376,0.00386291560665951,0.0030356084605149,"14228/22418/13123/21923/16000/19156/106389/13983/20682",9
"GO:1905517","macrophage migration","9/865","67/28905",0.134328358208955,4.48874126477439,5.02136299905338,0.0001668805848376,0.00386291560665951,0.0030356084605149,"12267/83433/68279/57781/17242/118453/20296/16854/240873",9
"GO:0008217","regulation of blood pressure","18/865","226/28905",0.079646017699115,2.66146605964499,4.40414607361416,0.00017057885700935,0.00392916690728891,0.0030876709514386,"54409/18126/12267/12873/18162/13388/18166/17227/19204/109648/276952/11549/12061/170639/54140/16591/12287/217246",18
"GO:0045088","regulation of innate immune response","30/865","486/28905",0.0617283950617284,2.06272746735174,4.14986212087952,0.000171682913037446,0.00393530735786808,0.00309249632315974,"14990/15481/22418/83433/17381/15519/217303/279572/226421/217166/21897/15951/56644/18784/234311/637515/77777/56620/231655/77772/232345/414084/23960/13874/382551/246727/20186/16160/58218/20202",30
"GO:0016079","synaptic vesicle exocytosis","12/865","115/28905",0.104347826086957,3.48690625785373,4.69337792430268,0.000175534009722132,0.00400405005671988,0.00314651663824853,"18751/19894/18166/12286/109648/18442/12290/208898/20964/27062/12287/116837",12
"GO:0002696","positive regulation of leukocyte activation","26/865","397/28905",0.0654911838790932,2.18846551447999,4.18790176626655,0.00018265775510338,0.00414641928130813,0.00325839514316123,"14990/17082/16197/22418/83433/14728/16019/15519/16193/15505/13655/16000/217304/16184/380797/56644/17242/20296/77777/381091/22163/17474/20371/21950/20533/16160",26
"GO:0002703","regulation of leukocyte mediated immunity","22/865","311/28905",0.0707395498392283,2.36384588219988,4.24723272166373,0.000192525171843702,0.00434191245839551,0.00341202022917563,"14990/16197/83433/14126/14728/14125/14128/16193/12523/19204/16414/217303/14130/56644/20296/77777/20311/16016/20371/68891/12269/16160",22
"GO:0002446","neutrophil mediated immunity","7/865","41/28905",0.170731707317073,5.70520231213873,5.29529299993018,0.000194041629338808,0.00434191245839551,0.00341202022917563,"19204/16414/217304/20311/13035/68891/58218",7
"GO:0042745","circadian sleep/wake cycle","7/865","41/28905",0.170731707317073,5.70520231213873,5.29529299993018,0.000194041629338808,0.00434191245839551,0.00341202022917563,"18628/16193/16490/217166/18143/19218/11657",7
"GO:0099003","vesicle-mediated transport in synapse","20/865","271/28905",0.0738007380073801,2.46613911225817,4.2590902031951,0.000212748029742222,0.00473792887089433,0.0037232231895022,"20965/18751/19894/18166/140494/23969/12286/109648/56807/269994/18442/214084/110877/12290/208898/20964/27062/11838/12287/116837",20
"GO:0045861","negative regulation of proteolysis","24/865","357/28905",0.0672268907563025,2.24646621654442,4.16221777460852,0.000216709993679211,0.00480339745423874,0.00377467059496858,"15511/235505/18787/12578/192200/15516/15951/20716/13012/238393/213945/209351/20713/55948/14080/232345/16199/16625/217847/71869/628900/21857/385643/17940",24
"GO:0099504","synaptic vesicle cycle","18/865","231/28905",0.0779220779220779,2.60385856917649,4.29858918516083,0.000223623705474957,0.00493336991561888,0.00387680730815986,"20965/18751/19894/18166/140494/23969/12286/109648/56807/18442/214084/110877/12290/208898/20964/27062/12287/116837",18
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","14/865","154/28905",0.0909090909090909,3.03783499737257,4.4534945267153,0.00022873085545844,0.00502245929812714,0.0039468167287172,"20307/109648/16447/20311/15945/16854/17329/12945/330122/20301/100039863/100040048/385643/20202",14
"GO:0070588","calcium ion transmembrane transport","23/865","338/28905",0.0680473372781065,2.27388240927592,4.13764662149661,0.000244414319126448,0.00532927853973383,0.00418792556476434,"12774/17918/14126/217154/14219/12286/68279/14065/11549/620592/12061/14724/15945/19218/12290/58226/14811/17329/12478/239556/329693/12287/80982",23
"GO:0071356","cellular response to tumor necrosis factor","16/865","193/28905",0.0829015544041451,2.77025367636048,4.33391570679097,0.000244972156753034,0.00532927853973383,0.00418792556476434,"245527/84094/20307/16193/217166/108153/20308/20296/20305/21935/239337/20186/240873/20293/17940/20306",16
"GO:0032722","positive regulation of chemokine production","10/865","86/28905",0.116279069767442,3.88560290361608,4.7070017719537,0.000248404258844039,0.00537903968805594,0.00422702954171666,"17082/22418/16193/12523/68279/18442/56644/13653/23960/246727",10
"GO:0035821","modulation of process of another organism","5/865","20/28905",0.25,8.35404624277457,5.77834132175186,0.000252944566398533,0.00545223173168215,0.00428454630094667,"18126/14128/56644/20311/20202",5
"GO:0030282","bone mineralization","13/865","138/28905",0.0942028985507246,3.14790148278462,4.4422667921786,0.000267209778700919,0.00573341895029963,0.00450551263486097,"16000/18675/17313/14119/20750/80752/15891/13386/64654/19228/16591/214593/20682",13
"GO:0045730","respiratory burst","6/865","31/28905",0.193548387096774,6.46764870408354,5.34965773969402,0.000273903765097687,0.00585033541906378,0.00459738951178318,"83433/16889/16069/18173/56644/20202",6
"GO:0030099","myeloid cell differentiation","30/865","500/28905",0.06,2.0049710982659,3.98143106673195,0.000278504988726909,0.0059216965702613,0.00465346749442247,"17082/235505/13388/83433/18729/100038909/14728/17150/16323/235497/16889/12262/226421/20259/15951/18733/22402/80752/18722/23845/20308/18725/14724/13386/110257/100041146/21950/19824/20533/16160",30
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","21/865","298/28905",0.0704697986577181,2.35483182682236,4.12909987422139,0.000280657802368661,0.00594059015013665,0.00466831470227246,"14990/16197/14728/15519/16193/15505/19204/13655/16414/16000/20344/16184/20339/17242/20296/381091/20371/21950/20533/16160/26887",21
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","19/865","256/28905",0.07421875,2.4801074783237,4.17788542108769,0.000282187490334923,0.00594618393311122,0.0046727104842809,"83433/14728/14125/16019/16193/16414/217303/16000/11549/54635/242248/56644/56620/18413/16199/11602/240873/237310/16160",19
"GO:0048771","tissue remodeling","17/865","216/28905",0.0787037037037037,2.62997752087347,4.22326962407937,0.000294159488883334,0.0061707832065303,0.00484920811561436,"18126/18162/21990/16193/11433/16889/12578/93695/16000/13038/20750/17242/17312/13386/19228/246256/21857",17
"GO:0030217","T cell differentiation","23/865","343/28905",0.0670553935860058,2.24073543537977,4.06003672336659,0.000301353853650908,0.00629360781469162,0.00494572780635034,"18782/16197/14728/15519/16193/15507/13655/16889/12578/17085/16184/19156/13039/244234/17242/13653/17474/12477/21942/20371/21950/240873/16160",23
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","18/865","237/28905",0.0759493670886076,2.53793809907075,4.17553717171956,0.000305823755531537,0.00633429591653422,0.0049777018795045,"14990/17082/16197/83433/14728/14125/14128/16193/14130/18173/56644/77777/56620/16016/20371/240873/12269/16160",18
"GO:0045671","negative regulation of osteoclast differentiation","7/865","44/28905",0.159090909090909,5.316211245402,5.03235611164729,0.000305998121526552,0.00633429591653422,0.0049777018795045,"18729/100038909/14728/18733/18722/18725/100041146",7
"GO:0042130","negative regulation of T cell proliferation","11/865","105/28905",0.104761904761905,3.50074318744839,4.50884725822486,0.000312360137253157,0.00643763282873941,0.00505890748607606,"18782/14990/14728/12578/93695/208154/16184/18784/12477/20371/15930",11
"GO:0001662","behavioral fear response","8/865","58/28905",0.137931034482759,4.60912896153079,4.83241355033282,0.000317627681630135,0.00651760906541487,0.00512175549142043,"18619/225642/18143/17242/56710/12290/13983/72585",8
"GO:0006590","thyroid hormone generation","5/865","21/28905",0.238095238095238,7.95623451692816,5.60084066173974,0.000323846416701409,0.00652721974836213,0.00512930788796146,"13038/21819/13030/114479/13039",5
"GO:0071639","positive regulation of monocyte chemotactic protein-1 production","5/865","21/28905",0.238095238095238,7.95623451692816,5.60084066173974,0.000323846416701409,0.00652721974836213,0.00512930788796146,"12523/68279/56644/23960/246727",5
"GO:0002664","regulation of T cell tolerance induction","4/865","12/28905",0.333333333333333,11.1387283236994,6.16986715887429,0.000325342479219115,0.00652721974836213,0.00512930788796146,"14728/16184/20371/15930",4
"GO:0051709","regulation of killing of cells of another organism","4/865","12/28905",0.333333333333333,11.1387283236994,6.16986715887429,0.000325342479219115,0.00652721974836213,0.00512930788796146,"18126/14128/56644/20311",4
"GO:0042749","regulation of circadian sleep/wake cycle","6/865","32/28905",0.1875,6.26553468208092,5.23443166787575,0.000328641130968345,0.00652721974836213,0.00512930788796146,"18628/16193/16490/217166/19218/11657",6
"GO:0071605","monocyte chemotactic protein-1 production","6/865","32/28905",0.1875,6.26553468208092,5.23443166787575,0.000328641130968345,0.00652721974836213,0.00512930788796146,"12523/68279/56644/23960/246727/20186",6
"GO:0071637","regulation of monocyte chemotactic protein-1 production","6/865","32/28905",0.1875,6.26553468208092,5.23443166787575,0.000328641130968345,0.00652721974836213,0.00512930788796146,"12523/68279/56644/23960/246727/20186",6
"GO:0031016","pancreas development","10/865","89/28905",0.112359550561798,3.7546275248425,4.57129303281887,0.000329208572113604,0.00652721974836213,0.00512930788796146,"100039795/13388/11865/22418/13924/14561/16193/16000/26424/20682",10
"GO:0046928","regulation of neurotransmitter secretion","11/865","106/28905",0.10377358490566,3.46771730832152,4.4705160588778,0.000339265007185139,0.00669834566707129,0.00526378436623382,"18751/18166/18212/12286/109648/18442/67847/12290/20964/12287/116837",11
"GO:1902105","regulation of leukocyte differentiation","24/865","369/28905",0.0650406504065041,2.17341040462428,3.9844152445884,0.000351596003332882,0.00691275991490048,0.00543227826334178,"16197/83433/18729/100038909/14728/15519/16193/15507/13655/12262/12578/18733/16184/18722/17242/20308/18725/13386/12477/20371/100041146/21950/240873/16160",24
"GO:0002209","behavioral defense response","8/865","59/28905",0.135593220338983,4.53100813167434,4.76847980082646,0.000357933187696586,0.00700803353744274,0.00550714746684046,"18619/225642/18143/17242/56710/12290/13983/72585",8
"GO:0070371","ERK1 and ERK2 cascade","24/865","371/28905",0.0646900269541779,2.16169390648614,3.9554450999156,0.000380118947356937,0.00741153084493879,0.00582422916500605,"21687/83433/20307/14219/16193/16323/109648/93695/16000/270190/19886/11549/54635/18784/20308/20296/20305/64654/20608/13983/20682/20293/12771/20306",24
"GO:0060740","prostate gland epithelium morphogenesis","6/865","33/28905",0.181818181818182,6.07566999474514,5.12400962147706,0.000391584983625793,0.00754122064777705,0.00592614375564832,"22418/13123/21923/16000/13983/20682",6
"GO:0061037","negative regulation of cartilage development","6/865","33/28905",0.181818181818182,6.07566999474514,5.12400962147706,0.000391584983625793,0.00754122064777705,0.00592614375564832,"13038/20378/22402/108153/239337/20682",6
"GO:0150077","regulation of neuroinflammatory response","6/865","33/28905",0.181818181818182,6.07566999474514,5.12400962147706,0.000391584983625793,0.00754122064777705,0.00592614375564832,"83433/217166/16000/57781/239849/74603",6
"GO:0050432","catecholamine secretion","9/865","75/28905",0.12,4.00994219653179,4.58420984249687,0.000396407222624946,0.00760292873108009,0.0059746360342355,"17918/18751/16490/110058/214084/110877/19218/27083/27062",9
"GO:0030278","regulation of ossification","13/865","144/28905",0.0902777777777778,3.01673892100193,4.26115133223817,0.000404635705947797,0.00772076637788306,0.00606723680371272,"22418/21990/17130/13654/18442/17313/14119/80752/17242/13386/64654/16591/20682",13
"GO:0030279","negative regulation of ossification","7/865","46/28905",0.152173913043478,5.08507162603669,4.87007865932064,0.000405837262255185,0.00772076637788306,0.00606723680371272,"21990/17130/18442/17242/13386/64654/20682",7
"GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","5/865","22/28905",0.227272727272727,7.59458749343142,5.43470341133802,0.000408823286677549,0.00774621219394276,0.00608723297820391,"16193/17085/13039/20371/240873",5
"GO:0046942","carboxylic acid transport","24/865","374/28905",0.0641711229946524,2.1443541157924,3.9123325555237,0.000426712745371172,0.00805270357630176,0.00632808417147357,"18782/28250/18126/21366/18212/12286/18442/18173/102680/225579/19156/72401/18784/30805/54140/14080/16513/16181/20608/75497/20186/114644/245128/57394",24
"GO:0051216","cartilage development","17/865","224/28905",0.0758928571428571,2.53604975227085,4.05349993508304,0.000448191846376288,0.0084242139444887,0.00662002946142323,"22418/14219/242316/13038/20378/12842/17313/22402/108153/17242/19228/22422/239337/20204/20682/12165/12163",17
"GO:0018108","peptidyl-tyrosine phosphorylation","21/865","309/28905",0.0679611650485437,2.27100286211347,3.94521928527967,0.000454104128386879,0.00850133585374479,0.00668063444068429,"21687/83433/14728/14125/16019/16193/16414/217303/16000/19886/11549/54635/242248/56644/56620/18413/16199/11602/240873/237310/16160",21
"GO:0015849","organic acid transport","24/865","376/28905",0.0638297872340425,2.13294797687861,3.88381593740384,0.000460489836245608,0.0085628592956993,0.00672898162191578,"18782/28250/18126/21366/18212/12286/18442/18173/102680/225579/19156/72401/18784/30805/54140/14080/16513/16181/20608/75497/20186/114644/245128/57394",24
"GO:0002360","T cell lineage commitment","6/865","34/28905",0.176470588235294,5.89697381842911,5.01804267766558,0.000463561692112849,0.0085628592956993,0.00672898162191578,"16193/17085/13039/244234/20371/240873",6
"GO:0060512","prostate gland morphogenesis","6/865","34/28905",0.176470588235294,5.89697381842911,5.01804267766558,0.000463561692112849,0.0085628592956993,0.00672898162191578,"22418/13123/21923/16000/13983/20682",6
"GO:0032620","interleukin-17 production","7/865","47/28905",0.148936170212766,4.97687861271676,4.79243435628188,0.000464679531901111,0.0085628592956993,0.00672898162191578,"16193/17085/244234/18413/20371/20186/16160",7
"GO:0033674","positive regulation of kinase activity","23/865","355/28905",0.0647887323943662,2.16499226573313,3.87911080980716,0.000487900178289721,0.00895563647571641,0.00703763908486983,"21687/22418/83433/14125/18212/15519/217303/15516/16000/320207/21897/18173/56742/19886/11549/54635/13131/269582/239126/13874/16160/80982/11553",23
"GO:0018212","peptidyl-tyrosine modification","21/865","311/28905",0.067524115755627,2.25639834209988,3.91262401394166,0.00049409638468963,0.00903408136831351,0.00709928370874963,"21687/83433/14728/14125/16019/16193/16414/217303/16000/19886/11549/54635/242248/56644/56620/18413/16199/11602/240873/237310/16160",21
"GO:0042391","regulation of membrane potential","29/865","495/28905",0.0585858585858586,1.95771588719566,3.77486737442012,0.000513077352797139,0.00934476930540216,0.00734343269527689,"64540/17762/83433/18212/16193/319477/12286/16889/16490/12578/57814/14799/11549/16529/319504/15165/209027/12669/58226/14168/14811/16513/16181/14404/11657/239556/20273/116837/22437",29
"GO:0002698","negative regulation of immune effector process","14/865","167/28905",0.0838323353293413,2.80135682392441,4.10041428461108,0.000523471341853621,0.00949726577362998,0.0074632695274233,"14990/16197/14728/12523/11433/217303/14130/17174/16854/232345/20371/240873/12269/19074",14
"GO:0050678","regulation of epithelial cell proliferation","26/865","426/28905",0.0610328638497653,2.03948546771961,3.7962855973671,0.00053676276387894,0.00970095472102745,0.00762333512424017,"21687/235505/22418/13123/17381/16193/13655/12578/333424/217166/16000/13039/106389/17242/20296/55948/13386/226841/16682/76905/57277/13983/20682/16160/12771/12165",26
"GO:0072676","lymphocyte migration","11/865","112/28905",0.0982142857142857,3.28194673823287,4.24980574850258,0.000544944188145569,0.00979938312433874,0.00770068346012708,"22418/13123/20307/57781/20308/20296/20305/12642/15945/20293/20306",11
"GO:0015837","amine transport","12/865","130/28905",0.0923076923076923,3.08457092040907,4.18387507381368,0.000546379735811183,0.00979938312433874,0.00770068346012708,"17918/18751/12286/16490/110058/72401/54140/214084/110877/19218/16181/57394",12
"GO:0052548","regulation of endopeptidase activity","22/865","336/28905",0.0654761904761905,2.18796449215524,3.84701254440016,0.000556520535631082,0.0099433079731196,0.00781378442663133,"15511/18787/12578/15951/20716/238393/326623/13033/56644/637515/20713/55948/14080/16199/16625/217847/71869/628900/21857/385643/17940/20202",22
"GO:0050680","negative regulation of epithelial cell proliferation","14/865","169/28905",0.0828402366863905,2.76820467216199,4.04912097166932,0.000589553778918637,0.010493610633101,0.00824623068758603,"235505/22418/12578/333424/13039/106389/55948/13386/16682/57277/13983/20682/16160/12165",14
"GO:0014046","dopamine secretion","7/865","49/28905",0.142857142857143,4.77374071015689,4.64354924536929,0.000602700930419963,0.0106469611730955,0.00836673867793127,"17918/18751/16490/110058/214084/110877/27083",7
"GO:1905521","regulation of macrophage migration","7/865","49/28905",0.142857142857143,4.77374071015689,4.64354924536929,0.000602700930419963,0.0106469611730955,0.00836673867793127,"12267/83433/57781/17242/118453/20296/240873",7
"GO:0002285","lymphocyte activation involved in immune response","17/865","230/28905",0.0739130434782609,2.46989193264639,3.93093293460754,0.000605330758772457,0.0106533679231153,0.00837177331667171,"18985/13388/14728/16193/17085/18173/17079/17242/16854/17474/26909/246256/12478/20371/240873/16160/12557",17
"GO:0030858","positive regulation of epithelial cell differentiation","8/865","64/28905",0.125,4.17702312138728,4.4689266714904,0.000626686229791807,0.0108481548680315,0.00852484342179284,"18787/67888/55948/12945/20379/15377/20682/12165",8
"GO:0002517","T cell tolerance induction","4/865","14/28905",0.285714285714286,9.54748142031379,5.61848103827217,0.000627190846614058,0.0108481548680315,0.00852484342179284,"14728/16184/20371/15930",4
"GO:0045161","neuronal ion channel clustering","4/865","14/28905",0.285714285714286,9.54748142031379,5.61848103827217,0.000627190846614058,0.0108481548680315,0.00852484342179284,"319504/21367/80297/269116",4
"GO:0098883","synapse pruning","4/865","14/28905",0.285714285714286,9.54748142031379,5.61848103827217,0.000627190846614058,0.0108481548680315,0.00852484342179284,"83433/12259/12260/12262",4
"GO:0002363","alpha-beta T cell lineage commitment","5/865","24/28905",0.208333333333333,6.96170520231214,5.13177997755376,0.000627941716132061,0.0108481548680315,0.00852484342179284,"16193/17085/13039/20371/240873",5
"GO:0042116","macrophage activation","11/865","114/28905",0.0964912280701754,3.22436872528141,4.17954354681533,0.000633207589793469,0.0108990566462986,0.00856484374395793,"17082/22418/83433/12259/14128/12523/217166/21897/18173/18784/77777",11
"GO:0002673","regulation of acute inflammatory response","9/865","80/28905",0.1125,3.75932080924856,4.34070783273355,0.000641145376244596,0.010995409207932,0.00864056081393024,"18782/14990/12774/14125/16193/14130/109648/19218/16016",9
"GO:0002819","regulation of adaptive immune response","18/865","253/28905",0.0711462450592885,2.37743608490027,3.86502465640021,0.000664674335319601,0.0113541036173497,0.00892243489424687,"14990/17082/16197/83433/14728/14125/14128/16193/14130/18173/56644/77777/56620/16016/20371/240873/12269/16160",18
"GO:0042886","amide transport","24/865","386/28905",0.0621761658031088,2.07769025727036,3.7438503938868,0.000666893508914347,0.0113541036173497,0.00892243489424687,"18126/100039795/11865/17918/13924/245049/18751/108052/16193/276952/217166/22270/19156/18575/214084/78896/19218/12290/16181/20186/114644/57394/12557/20202",24
"GO:0017158","regulation of calcium ion-dependent exocytosis","7/865","50/28905",0.14,4.67826589595376,4.57209880065586,0.000682942055932503,0.0115853600029849,0.00910416390731985,"19894/12286/56807/110058/58226/27062/239556",7
"GO:0002861","regulation of inflammatory response to antigenic stimulus","8/865","65/28905",0.123076923076923,4.11276122721209,4.4126845477803,0.00069617504790451,0.0117251847673953,0.0092140428902057,"18782/14990/83433/14125/14130/109648/16016/16160",8
"GO:0042596","fear response","8/865","65/28905",0.123076923076923,4.11276122721209,4.4126845477803,0.00069617504790451,0.0117251847673953,0.0092140428902057,"18619/225642/18143/17242/56710/12290/13983/72585",8
"GO:0051279","regulation of release of sequestered calcium ion into cytosol","9/865","81/28905",0.111111111111111,3.71290944123314,4.29436253420571,0.000702455442807989,0.0117887075919812,0.00926396125327227,"17918/14126/14065/12061/15945/17329/12478/329693/80982",9
"GO:0070372","regulation of ERK1 and ERK2 cascade","22/865","343/28905",0.0641399416909621,2.14331215558065,3.74124023991307,0.00073143204490667,0.012231313804329,0.00961177603870612,"21687/83433/20307/14219/16193/16323/109648/93695/16000/270190/19886/11549/54635/18784/20308/20296/20305/64654/20608/13983/20293/20306",22
"GO:0030856","regulation of epithelial cell differentiation","14/865","173/28905",0.0809248554913295,2.70419993985766,3.94874138756397,0.000743130911774389,0.0123828799802406,0.00973088181599312,"235505/13388/18787/67888/14313/381823/20378/58198/55948/12945/20379/15377/20682/12165",14
"GO:0019882","antigen processing and presentation","12/865","135/28905",0.0888888888888889,2.97032755298651,4.03026318279952,0.000765857453626381,0.0125990774363923,0.0099007770179241,"14990/83433/16019/14128/14130/12514/18173/19156/13039/77777/381091/246256",12
"GO:0032732","positive regulation of interleukin-1 production","9/865","82/28905",0.109756097560976,3.66763005780347,4.24874788028638,0.000768464131948909,0.0125990774363923,0.0099007770179241,"12774/22418/16193/15507/15951/380797/56644/637515/13653",9
"GO:0036230","granulocyte activation","7/865","51/28905",0.137254901960784,4.58653519211153,4.50251526920073,0.000771413834534547,0.0125990774363923,0.0099007770179241,"14125/19204/16414/217303/13035/246256/68891",7
"GO:0002762","negative regulation of myeloid leukocyte differentiation","8/865","66/28905",0.121212121212121,4.05044666316343,4.35755952549267,0.000771736327629213,0.0125990774363923,0.0099007770179241,"18729/100038909/14728/12262/18733/18722/18725/100041146",8
"GO:0002886","regulation of myeloid leukocyte mediated immunity","10/865","99/28905",0.101010101010101,3.37537221930286,4.15820422593817,0.00077219287118131,0.0125990774363923,0.0099007770179241,"14990/14126/14125/12523/19204/16414/217303/20311/16016/68891",10
"GO:0044344","cellular response to fibroblast growth factor stimulus","10/865","99/28905",0.101010101010101,3.37537221930286,4.15820422593817,0.00077219287118131,0.0125990774363923,0.0099007770179241,"68169/15245/22418/14219/13655/80752/64654/16591/396184/83379",10
"GO:0002758","innate immune response-activating signaling pathway","19/865","278/28905",0.0683453237410072,2.28383998003909,3.77783858737513,0.000776389863651298,0.0126237230771538,0.00992014438786652,"15481/83433/217303/279572/226421/217166/21897/15951/56644/234311/637515/56620/231655/414084/23960/382551/246727/20186/20202",19
"GO:0050851","antigen receptor-mediated signaling pathway","15/865","194/28905",0.077319587628866,2.58372564209523,3.88735924466832,0.000784252130006537,0.0127075888237956,0.00998604890040992,"17060/18751/14728/16019/16889/217303/56743/237754/12518/240754/16854/12478/12477/20371/329693",15
"GO:0001935","endothelial cell proliferation","14/865","175/28905",0.08,2.67329479768786,3.89961467035271,0.000831803509906071,0.0132622254249742,0.0104219009175098,"12490/21687/22418/13655/16889/16000/17242/20296/13386/226841/76905/16160/12771/12165",14
"GO:0051047","positive regulation of secretion","26/865","439/28905",0.0592255125284738,1.97909068165958,3.63069676489444,0.000834301030940302,0.0132622254249742,0.0104219009175098,"18162/83433/245049/18751/14126/14125/19204/16414/276952/56807/16000/18442/20750/170639/54140/110877/78896/16854/58226/20608/27062/20186/68891/239556/12287/20202",26
