Unnamed: 0,ID,Gene.name,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000057003,ENSMUSG00000057003,Myh4,9.45448020577289,-0.338426681970576,18.4356628394129,1.75738028927377e-05,0.0007196075726078
ENSMUSG00000029368,ENSMUSG00000029368,Alb,3.33492281808497,0.308689485429377,17.8406986346723,2.40190456425328e-05,0.0009080358066482
ENSMUSG00000000861,ENSMUSG00000000861,Bcl11a,1.12130970569236,2.42640206408381,17.8170528809521,2.43193854551055e-05,0.0009133810149467
ENSMUSG00000047880,ENSMUSG00000047880,Cxcr5,1.10867798391056,3.08257124241675,17.7468534216998,2.52334503889794e-05,0.0009354826908722
ENSMUSG00000033765,ENSMUSG00000033765,Calm4,7.75594425796089,0.898775027893109,17.3960952991246,3.03448718453502e-05,0.0010830543390103
ENSMUSG00000059956,ENSMUSG00000059956,Serpinb12,5.65014086642502,1.42544191618444,17.3494612480477,3.10986417095051e-05,0.001100840830452
ENSMUSG00000074199,ENSMUSG00000074199,Krtdap,8.93944901563609,1.58466048243656,17.2066755005841,3.35256221995585e-05,0.001158212827852
ENSMUSG00000030730,ENSMUSG00000030730,Atp2a1,3.07325763758182,3.35834948582736,17.1791195129023,3.40154744670549e-05,0.0011701552027034
ENSMUSG00000073601,ENSMUSG00000073601,Serpinb3c,9.06505762074916,0.975569700358216,17.0955614998232,3.55452786458193e-05,0.0012158036876493
ENSMUSG00000017950,ENSMUSG00000017950,Hnf4a,4.73798528984471,-0.101264726562503,17.0834888415669,3.57719546133899e-05,0.0012211341100598
ENSMUSG00000103527,ENSMUSG00000103527,Gm37261,1.37687805979451,0.524859179584932,16.9982247856225,3.74147837139631e-05,0.0012671777140373
ENSMUSG00000037922,ENSMUSG00000037922,Bank1,1.06894236390417,3.1198063538505,16.894805891507,3.95095486752962e-05,0.0013148747289834
ENSMUSG00000042268,ENSMUSG00000042268,Slc26a9,1.04766916709548,5.86637187868793,16.8838140598137,3.97390090701987e-05,0.0013199629621602
ENSMUSG00000038777,ENSMUSG00000038777,Sema6c,1.02026503984678,2.27651349659466,16.7811725877859,4.19474361071985e-05,0.0013695678997196
ENSMUSG00000024774,ENSMUSG00000024774,Ankrd22,2.8994004780636,-0.607157584847076,16.7019754161456,4.37354342295628e-05,0.0014092619638942
ENSMUSG00000030468,ENSMUSG00000030468,Siglecg,1.37537321914924,2.78977067620199,16.6105431797811,4.58951802825033e-05,0.0014570663220811
ENSMUSG00000094626,ENSMUSG00000094626,Cecr6,1.27687927128897,1.52572320518506,16.6009952481516,4.61268095134549e-05,0.0014617280683868
ENSMUSG00000060180,ENSMUSG00000060180,Myh13,1.91566749607256,-0.647320764523578,16.530687190413,4.78690456251228e-05,0.0015086187889058
ENSMUSG00000105128,ENSMUSG00000105128,Gm42870,1.90137459766197,-0.0225062926168592,16.2640250397701,5.5100211869526e-05,0.0016871626153086
ENSMUSG00000061723,ENSMUSG00000061723,Tnnt3,3.62298529658353,3.66874866692812,16.2513649104531,5.54696195634004e-05,0.0016924615427494
ENSMUSG00000054046,ENSMUSG00000054046,Klk13,1.49800295829398,2.46761032659368,16.1348938156578,5.89871601404519e-05,0.0017777616322749
ENSMUSG00000024471,ENSMUSG00000024471,Myot,5.65596450831995,-0.506894628042843,16.1158110041442,5.95845033136841e-05,0.0017863952219558
ENSMUSG00000000567,ENSMUSG00000000567,Sox9,2.63305023989276,1.29617214482143,15.8981088151842,6.68454781747139e-05,0.0019531342343286
ENSMUSG00000041605,ENSMUSG00000041605,5730559C18Rik,1.50917782795344,1.9856655677698,15.8743299082864,6.76906516943773e-05,0.001967823178009
ENSMUSG00000027913,ENSMUSG00000027913,Crct1,8.08787947523783,0.726362682681738,15.8456784883212,6.87233004843224e-05,0.0019805817591565
ENSMUSG00000026413,ENSMUSG00000026413,Pkp1,5.35841788840042,0.836669476274105,15.8219883548081,6.95890937174338e-05,0.0019994106443247
ENSMUSG00000103469,ENSMUSG00000103469,Gm9910,1.19681844576941,1.82147958660656,15.7364214847397,7.28086799424739e-05,0.0020705852030174
ENSMUSG00000032572,ENSMUSG00000032572,Col6a4,1.58979164076453,1.36579790977385,15.7307527158306,7.30271943520293e-05,0.0020705852030174
ENSMUSG00000039518,ENSMUSG00000039518,Cdsn,2.0642414731522,0.906123605840309,15.3856559015002,8.76511435868464e-05,0.00237887622875
ENSMUSG00000028358,ENSMUSG00000028358,Zfp618,1.65567174572234,2.29936533126365,15.2987187407201,9.17787408468001e-05,0.0024606123070886
ENSMUSG00000027690,ENSMUSG00000027690,Slc2a2,3.8066201739352,0.492745412916975,15.2806638937126,9.26601791554655e-05,0.0024765408193194
ENSMUSG00000021055,ENSMUSG00000021055,Esr2,1.70938629548951,1.5504064572866,15.2710906629367,9.31309953403915e-05,0.002483712635025
ENSMUSG00000086969,ENSMUSG00000086969,4930443O20Rik,1.57914755647685,-0.329071245301167,15.2564775815659,9.38543199766278e-05,0.0024853373611015
ENSMUSG00000000031,ENSMUSG00000000031,H19,2.89929650895419,3.05577041314407,15.2157378401219,9.59008643048626e-05,0.0025178928000989
ENSMUSG00000017697,ENSMUSG00000017697,Ada,3.38024181394881,3.73878496160861,15.2145724059004,9.59600655296141e-05,0.0025178928000989
ENSMUSG00000079355,ENSMUSG00000079355,Ackr4,1.27389876152539,2.98627256602656,15.1659823110576,9.84613343478092e-05,0.0025694780510255
ENSMUSG00000045539,ENSMUSG00000045539,Sprr3,8.44335764720134,1.16144192512533,15.0530401767877,0.0001045317477875,0.0026936065771437
ENSMUSG00000043681,ENSMUSG00000043681,Fam25c,4.2282942314139,-0.0323255883099589,14.9448823957964,0.0001106979088378,0.0027902326066575
ENSMUSG00000007122,ENSMUSG00000007122,Casq1,2.33060744407563,1.40041457483612,14.9445365425679,0.0001107182022807,0.0027902326066575
ENSMUSG00000026950,ENSMUSG00000026950,Neb,3.18448216551406,2.39161560472359,14.9358524372039,0.0001112289840675,0.002795155184171
ENSMUSG00000028786,ENSMUSG00000028786,Tmem54,1.25814873543262,1.1684861786793,14.9003123444232,0.000113344217237,0.0028317984941287
ENSMUSG00000017204,ENSMUSG00000017204,Gsdma,6.24384437269085,-0.883620285678141,14.8338199461094,0.0001174109908356,0.0029207042871806
ENSMUSG00000006457,ENSMUSG00000006457,Actn3,3.30763716195638,0.836722846368038,14.5983748342335,0.0001330292193162,0.0032416563401929
ENSMUSG00000062713,ENSMUSG00000062713,Sim2,5.84247084782731,-0.738519599614314,14.5074269862805,0.0001396080470949,0.003366018355063
ENSMUSG00000054169,ENSMUSG00000054169,Ceacam10,3.2801887993618,0.565407994941317,14.2764199576848,0.0001578297009202,0.0037220604844925
ENSMUSG00000003545,ENSMUSG00000003545,Fosb,1.02090630309688,3.87575548540019,14.2676113078367,0.0001585700701213,0.0037344118016698
ENSMUSG00000044322,ENSMUSG00000044322,Dsc1,7.03628654848756,-0.392324257565789,14.1428553538221,0.0001694393633243,0.0039207586367092
ENSMUSG00000004612,ENSMUSG00000004612,Nkg7,1.14765875691895,2.26813704237954,14.0604804211902,0.0001770245650704,0.0040571665166679
ENSMUSG00000033196,ENSMUSG00000033196,Myh2,4.9703900340713,0.486502956296846,13.9951199815015,0.0001832857208693,0.0041465387691158
ENSMUSG00000057609,ENSMUSG00000057609,Lce1a1,6.43546266397933,-0.852181693184748,13.9559440145358,0.0001871449933733,0.0042062484234208
ENSMUSG00000053522,ENSMUSG00000053522,Lgals7,4.82971956453306,0.688056143296766,13.9402380903921,0.0001887150957793,0.004222544197959
ENSMUSG00000079110,ENSMUSG00000079110,Capn3,1.67321359884974,-0.33246228038982,13.8996423813975,0.000192835155742,0.0042894003223705
ENSMUSG00000078963,ENSMUSG00000078963,Hsbp1l1,1.41888278612626,-0.481968497177206,13.8670584320051,0.000196207570488,0.0043531818631181
ENSMUSG00000044453,ENSMUSG00000044453,Ffar1,1.54390379997441,0.300024746391892,13.8086601853188,0.0002024011304816,0.0044733244722728
ENSMUSG00000069917,ENSMUSG00000069917,Hba-a2,1.40502260431616,3.64576608230381,13.7849511380092,0.0002049715236832,0.0045127766242352
ENSMUSG00000031870,ENSMUSG00000031870,Pgr,1.15516301259862,1.63921820089526,13.7704730769051,0.0002065572960597,0.0045303323495857
ENSMUSG00000030592,ENSMUSG00000030592,Ryr1,2.00057069959224,2.88779485899086,13.6947496069544,0.0002150548802227,0.0046468572458478
ENSMUSG00000054325,ENSMUSG00000054325,Lce3a,6.96460762158938,-0.991908411578258,13.5549883936263,0.0002316748645459,0.0048824486429197
ENSMUSG00000042092,ENSMUSG00000042092,Lce1c,6.90724420711302,-1.03044746957155,13.5173683937856,0.000236365638258,0.0049631026040571
ENSMUSG00000032262,ENSMUSG00000032262,Elovl4,2.84572062117472,-0.105069512813746,13.4273574814806,0.0002479811834812,0.0051567522581817
ENSMUSG00000030484,ENSMUSG00000030484,Lypd5,6.39267118354056,-0.341588395603324,13.305638380642,0.0002646091833402,0.0054434340233921
ENSMUSG00000096107,ENSMUSG00000096107,Gm16505,2.25488036935475,-0.119915575881325,13.2694413449819,0.000269767584117,0.005510098794543
ENSMUSG00000058470,ENSMUSG00000058470,Gm8369,1.34165757088481,1.19007092586534,13.1625641064143,0.0002855978089644,0.0057249077078357
ENSMUSG00000097990,ENSMUSG00000097990,Gm19557,1.23494615499693,0.832567320997978,12.9081145287601,0.0003271606877561,0.0063369922429522
ENSMUSG00000109491,ENSMUSG00000109491,Gm15396,1.89414657531085,-0.281615492020752,12.8993890677993,0.0003286894035349,0.0063594574944316
ENSMUSG00000048582,ENSMUSG00000048582,Gja3,2.80398413449335,0.181963148460616,12.7699720904088,0.0003522280921003,0.0066946638144626
ENSMUSG00000032807,ENSMUSG00000032807,Alox12b,5.96781394526407,-0.491245342622097,12.6336595347465,0.0003788627802173,0.0070607734791002
ENSMUSG00000034796,ENSMUSG00000034796,Cpne7,1.32164851715926,0.313093334177015,12.574775658711,0.0003909881754858,0.0072245842238604
ENSMUSG00000001864,ENSMUSG00000001864,Aif1l,1.04649320136784,2.91644775210821,12.5457849207265,0.0003971010283227,0.0072981072785237
ENSMUSG00000046056,ENSMUSG00000046056,Sbsn,1.78364342669194,2.26537489964516,12.5035060959041,0.0004061890126214,0.0074090715576615
ENSMUSG00000050600,ENSMUSG00000050600,Zfp831,1.10016592200991,1.58119078021276,12.4618444827506,0.0004153495947698,0.0075133385773734
ENSMUSG00000025407,ENSMUSG00000025407,Gli1,1.03076535279007,2.18890205915131,12.4293538391724,0.0004226381020318,0.0076132270020144
ENSMUSG00000026227,ENSMUSG00000026227,2810459M11Rik,1.33615479354682,0.814759518830172,12.3624324772269,0.0004380595747684,0.0078581779494629
ENSMUSG00000091956,ENSMUSG00000091956,C2cd4b,1.30081301651625,1.5459817801136,12.1763324485669,0.0004839971352594,0.0084965647807921
ENSMUSG00000031757,ENSMUSG00000031757,Mt4,6.67012722271585,-0.544055384006868,12.0788053927049,0.0005099826411057,0.0087915907500215
ENSMUSG00000092572,ENSMUSG00000092572,Serpinb10,1.01084920713308,0.93633130754767,11.9142897176996,0.0005570497372079,0.0093870776341422
ENSMUSG00000097636,ENSMUSG00000097636,Mirt1,1.38227703825713,1.14485417773129,11.882463478784,0.0005666494298579,0.0095024022580946
ENSMUSG00000020061,ENSMUSG00000020061,Mybpc1,6.81831958066818,0.981539034362577,11.8548094999187,0.0005751261867276,0.009592123683445
ENSMUSG00000026616,ENSMUSG00000026616,Cr2,1.152235875331,2.70387243862634,11.8406252402339,0.0005795236410964,0.0096432510124147
ENSMUSG00000042306,ENSMUSG00000042306,S100a14,1.25789621871127,3.60299173049182,11.7409958311624,0.0006113830198069,0.0100377446461449
ENSMUSG00000099338,ENSMUSG00000099338,2810030D12Rik,1.45782695200858,0.223359857565039,11.6576179367101,0.0006394016066132,0.0104282349067228
ENSMUSG00000089901,ENSMUSG00000089901,Gm8113,1.22986712592266,1.36790038923497,11.6286615209774,0.000649432709269,0.0105320512465566
ENSMUSG00000027868,ENSMUSG00000027868,Tbx15,2.57738146689048,-0.404543588815919,11.6054832039187,0.0006575765882104,0.0106341114485545
ENSMUSG00000100281,ENSMUSG00000100281,4930422M22Rik,1.38619592832916,-0.097173427297316,11.5555870329623,0.0006754597860459,0.0108621746750438
ENSMUSG00000002500,ENSMUSG00000002500,Rpl3l,1.85625454572085,0.527803755172805,11.5498959725407,0.0006775304754768,0.0108845995578178
ENSMUSG00000093759,ENSMUSG00000093759,Scarletltr,1.53245858910765,-0.182576308249872,11.3995621396446,0.0007346141874338,0.0115653095681945
ENSMUSG00000020848,ENSMUSG00000020848,Doc2b,1.27364009416932,1.10773359907803,11.3100188150226,0.0007708999119967,0.0119941729087658
ENSMUSG00000030365,ENSMUSG00000030365,Clec2i,1.04622933656992,1.7974795419026,11.2690725787392,0.0007880909154829,0.0122065582138461
ENSMUSG00000097391,ENSMUSG00000097391,Mirg,2.37091941386222,0.194172960473367,11.2128351487294,0.0008123351805913,0.0124811463263945
ENSMUSG00000068890,ENSMUSG00000068890,Lce1a2,6.20616055848041,-0.945636857910869,11.2073810854975,0.0008147261908928,0.012504738905647
ENSMUSG00000025064,ENSMUSG00000025064,Col17a1,1.23036622693029,2.32101053289741,11.1219983922696,0.0008530982137424,0.0129231635384063
ENSMUSG00000068105,ENSMUSG00000068105,Tnfrsf13c,1.02045937329368,2.09818712722033,11.1073946049075,0.0008598419759111,0.0129957884615019
ENSMUSG00000055978,ENSMUSG00000055978,Fut2,1.40058740172523,1.43219832653191,11.0352195849324,0.0008939708640667,0.0134010119353453
ENSMUSG00000015401,ENSMUSG00000015401,Tmem27,3.4554582224611,-0.0556466555822537,11.0114275984693,0.0009055187710295,0.0135388014690186
ENSMUSG00000027776,ENSMUSG00000027776,Il12a,1.39944772852332,0.465547958104098,10.8750516754141,0.0009746830952166,0.0143611639986659
