"","ID","Gene.name","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000073409","ENSMUSG00000073409","H2-Q6",0.698240002051886,6.97368909735974,23.2048909531886,1.45626486002536e-06,0.0251045499219771
"ENSMUSG00000056313","ENSMUSG00000056313","Tcim",-0.553251075071447,5.71287689110959,19.8864257448779,8.21817829003841e-06,0.068695703561558
"ENSMUSG00000060550","ENSMUSG00000060550","H2-Q7",0.736121305174524,6.04338460684888,19.1704943883542,1.19547021686104e-05,0.068695703561558
"ENSMUSG00000001998","ENSMUSG00000001998","Ap4e1",1.73158756848995,5.01953823187811,18.1556543465658,2.03564109580632e-05,0.0841581722478842
"ENSMUSG00000066363","ENSMUSG00000066363","Serpina3f",1.10984838080975,3.77615392658671,17.8100357545653,2.44092384267893e-05,0.0841581722478842
"ENSMUSG00000038457","ENSMUSG00000038457","Tmem255b",-1.58618503520734,0.679401780191369,16.9447298453447,3.84840061947286e-05,0.110570963798488
"ENSMUSG00000074151","ENSMUSG00000074151","Nlrc5",0.67210281392208,4.72626959069273,16.3614886754492,5.23379326674926e-05,0.122202445430643
"ENSMUSG00000078853","ENSMUSG00000078853","Igtp",0.741490799665732,5.40495185728832,16.1654080609064,5.80444710727712e-05,0.122202445430643
"ENSMUSG00000053113","ENSMUSG00000053113","Socs3",-0.634800041117336,6.02510544109276,15.8937604188013,6.69992362417507e-05,0.122202445430643
"ENSMUSG00000073008","ENSMUSG00000073008","Gpr174",1.16097634508755,2.0791205727305,15.5050629425406,8.22845652674186e-05,0.122202445430643
"ENSMUSG00000058396","ENSMUSG00000058396","Gpr182",0.880693696950812,5.57739271507804,15.4638201564696,8.40997269399989e-05,0.122202445430643
"ENSMUSG00000024534","ENSMUSG00000024534","Sncaip",-1.10244395343344,2.72760843969504,15.3530858818537,8.91751578829232e-05,0.122202445430643
"ENSMUSG00000054690","ENSMUSG00000054690","Emcn",-0.589853666561831,5.95026461175116,15.291024020702,9.21533610185254e-05,0.122202445430643
"ENSMUSG00000076562","ENSMUSG00000076562","Igkv4-50",3.19197041268523,2.89640142249291,14.4265129718574,0.00014573601589353,0.17945308414204
"ENSMUSG00000029298","ENSMUSG00000029298","Gbp9",0.495983738245635,6.60207935290217,14.1450278370795,0.000169243810808402,0.194506270301737
"ENSMUSG00000104769","ENSMUSG00000104769","Igkv8-34",-3.00090558016162,-0.847174790296857,13.6323440919461,0.000222322133429421,0.219777675777963
"ENSMUSG00000035042","ENSMUSG00000035042","Ccl5",0.899057250386836,3.65489616987765,13.5886355474207,0.000227558973046176,0.219777675777963
"ENSMUSG00000055413","ENSMUSG00000055413","H2-Q5",0.511862221400881,5.31834160338336,13.3785130101953,0.000254523441882705,0.219777675777963
"ENSMUSG00000000794","ENSMUSG00000000794","Kcnn3",-0.698525281461901,4.95019303433998,13.2729297995823,0.000269266065553131,0.219777675777963
"ENSMUSG00000041479","ENSMUSG00000041479","Syt15",0.617375094224674,4.07954984079706,13.1094035763696,0.000293817213782405,0.219777675777963
"ENSMUSG00000018102","ENSMUSG00000018102","Hist1h2bc",-0.447206183485413,5.32556625978377,13.0685590586028,0.000300294059727719,0.219777675777963
