Gene,Symbol,Ure,Ure,Ure,Ure_DMXAA,Ure_DMXAA,Ure_DMXAA,Ure_RT,Ure_RT,Ure_RT,Ure_RT_DMXAA,Ure_RT_DMXAA,Ure_RT_DMXAA,PBS_RT_DMXAA,PBS_RT_DMXAA,PBS_RT_DMXAA
ENSMUSG00000058761,Rnf169,41.50742268,41.43853728,40.80326096,39.06140116,40.29111496,41.02705817,43.24287984,44.91400391,47.83807922,44.32838388,48.41374138,42.48170408,43.5487967,48.51141532,46.34485471
ENSMUSG00000030726,Pold3,27.75841441,25.52855874,22.02175996,22.59479852,28.04219903,22.4876344,25.85172164,26.03633521,24.22283774,27.22952722,25.10931982,23.79969153,25.77677511,25.31030365,24.46982052
ENSMUSG00000030725,Lipt2,2.812297145,2.540757031,3.780302119,2.947147633,3.283751931,2.803801744,2.467664339,2.96952092,2.91646207,2.626470145,2.760432623,2.832113606,3.121119494,3.301343954,3.054621891
ENSMUSG00000035165,Kcne3,1.666546456,1.08889587,1.980158253,1.63730424,1.980675768,2.002715531,1.527601733,2.916493761,1.944308046,3.16248446,2.866603108,2.881799809,2.643771807,3.484751951,3.350230461
ENSMUSG00000030729,Pgm2l1,43.22604871,41.43853728,34.26273825,37.47087704,36.74674779,44.17418258,47.4437846,37.1190115,42.85578986,40.6298851,33.92147011,41.63703862,37.37999582,42.7799154,40.69544648
ENSMUSG00000051048,P4ha3,1.718626033,2.359274385,2.700215799,1.730864483,3.179505838,1.945495088,1.527601733,6.787476388,3.645577587,4.984933132,4.246819419,9.688809703,4.516443503,6.190019913,4.893964104
ENSMUSG00000030718,Ppme1,47.496574,48.57685466,42.9634336,38.64038007,42.89726728,41.82814438,45.91618287,46.98206312,48.2431434,43.6851667,44.00766623,43.72385917,52.65512181,43.92621538,47.16598962
ENSMUSG00000047248,C2cd3,47.34033527,44.28176539,29.40234981,42.14888916,43.73123603,42.45756927,45.85742896,39.13404355,45.08364282,43.41715954,41.93734177,45.01570047,44.13630155,45.57688736,45.32664741
ENSMUSG00000099137,Gm10603,0.885352805,1.81482645,1.500119888,1.63730424,1.928552721,1.487731538,1.674486515,1.590814778,1.012660441,1.232832925,1.857983496,2.186192959,1.248447798,1.42141198,2.003569197
ENSMUSG00000032942,Ucp3,6.145390057,6.170409931,6.360508327,6.970238052,5.83778121,8.525846119,7.050469539,3.817955468,6.075962645,4.984933132,5.839376702,4.869247953,5.177386455,7.657283893,7.127451078
ENSMUSG00000033685,Ucp2,646.1513088,688.5451553,844.1474636,773.1350623,766.9385065,782.6040092,811.3034052,882.2658761,737.5003458,876.2226013,899.901035,927.1445593,759.8640801,1015.02571,860.647929
ENSMUSG00000030708,Dnajb13,9.999278738,10.10253391,13.14105022,12.53707247,11.10220891,12.87459984,14.54159342,15.53695767,13.772182,10.82748917,13.96141884,14.85617488,13.51261146,13.20537581,14.55051073
ENSMUSG00000044881,Coa4,8.905607626,9.316109112,9.720776877,9.964165806,10.32036321,7.095335026,8.607448229,9.279752874,8.587360538,9.541054813,8.865235538,7.949792577,9.620391852,8.528471881,8.605493928
ENSMUSG00000030706,Mrpl48,28.80000595,26.79893725,35.04280059,29.70537693,28.87616777,34.21782537,27.23243859,29.74823636,25.35701744,27.97994726,28.02900817,27.97333263,29.00805177,30.62913557,27.03176146
ENSMUSG00000030704,Rab6a,188.8926249,180.1517723,178.8142907,158.8185113,150.166497,160.6750061,163.2771237,177.1637392,193.2966249,159.7858674,151.8768795,154.8222104,198.5766379,175.0170815,181.6350436
ENSMUSG00000030701,Plekhb1,113.0647611,109.5550234,118.7494904,104.3664503,112.8985188,113.6398013,106.1683205,84.20712894,103.4938971,91.87285365,91.99672567,84.66529094,107.2563534,95.73897466,93.44515354
ENSMUSG00000029461,Fam168a,110.5128619,114.9390085,95.10760092,110.2139654,108.6244289,110.0921338,101.5561383,100.2743582,110.3394816,116.3151064,104.8433544,107.0737688,104.4289864,102.4333666,106.1234767
ENSMUSG00000008318,Relt,4.01012741,4.416077696,5.220417212,5.332933812,3.909228489,4.405974169,6.668569105,6.098123317,3.564564752,5.092135996,5.680120974,4.670503139,4.516443503,6.41927991,5.813635211
ENSMUSG00000032875,Arhgef17,169.5711019,178.941888,139.3311352,189.4127106,189.6236432,178.4133436,177.5543246,157.7557989,159.5952855,185.0857431,176.0837502,172.5601851,161.6005517,161.8575577,168.0370494
ENSMUSG00000048779,P2ry6,15.41555472,13.85317524,12.78102145,15.01641889,14.17746865,13.7329065,15.12913255,25.18790066,18.59244569,24.87106423,22.66739865,24.34623977,18.76343602,23.06355568,21.08674466
ENSMUSG00000032860,P2ry2,16.3529871,17.54332235,16.44131398,20.30257258,24.02872444,21.11434375,19.59442993,37.43717445,27.74689608,27.39033151,31.32029322,42.92887992,31.83541884,44.01791938,30.97320906
ENSMUSG00000030691,Fchsd2,71.97397508,71.62515057,66.96535182,84.4848988,86.42001113,74.55823821,79.64092883,70.36704037,76.11155873,82.17099454,78.77850023,78.25577068,76.70610144,78.2235109,71.43873776
ENSMUSG00000047767,Atg16l2,18.54032933,18.51122979,14.52116052,14.22115683,14.64657607,12.64571807,15.80480255,13.46889846,14.17724617,13.02514786,14.38610078,13.31590257,13.73292577,13.02196782,13.89360279
ENSMUSG00000030688,Stard10,84.57723266,91.4672531,123.9699076,99.68843818,111.7518117,98.41916326,88.98280097,74.76829459,89.6001958,80.83095875,72.08975965,76.66581216,83.97647391,79.73662688,79.38732376
ENSMUSG00000032812,Arap1,110.0441457,115.362468,111.3689005,119.6635499,120.3521144,111.8659675,116.0096009,123.5532811,109.8534046,127.7858128,113.496249,124.215509,115.5181403,125.0842542,109.5065525
ENSMUSG00000110195,Pde2a,1.562387303,0.72593058,0.960076729,1.309843392,0.833968744,1.945495088,1.586355646,2.333195008,1.3772182,2.572868714,3.185114565,3.179917031,1.835952643,3.163787956,2.463404751
ENSMUSG00000092517,Art2a-ps,0.364557037,0.60494215,0.240019182,0.327460848,0.573353512,0.686645325,0.705046954,0.424217274,0.891141188,1.447238651,1.061704855,0.447175832,0.954695375,0.596075992,1.018207297
ENSMUSG00000001829,Clpb,36.35154458,36.78048273,36.18289171,32.65252457,38.93591575,37.76549288,35.22297074,36.5887399,35.8481796,34.8409305,35.19551594,35.62500799,37.60031014,37.41523148,35.30880142
ENSMUSG00000110360,Gm45380,0.781193651,0.96790744,0.480038364,1.263063271,0.990337884,0.858306656,0.616916085,1.113570345,0.729115517,0.69681861,0.796278641,0.894351665,0.807819163,0.550223992,0.755444123
ENSMUSG00000032737,Inppl1,113.7938752,119.6575573,108.4886703,111.2431281,118.9447922,108.3755205,112.4549891,114.5916912,110.9875843,104.8444001,112.1160327,117.3588129,114.9306355,114.6299984,118.8674906
ENSMUSG00000073985,Gm10602,1.77070561,1.391366945,1.620129479,2.760027148,2.866767558,1.602172425,2.027009992,1.749896256,1.903801629,2.251260124,2.12340971,2.434623977,1.652357379,1.467263979,2.660477131
ENSMUSG00000032725,Folr2,2.708137991,3.024710751,3.180254163,2.619686785,3.023136698,3.147124407,3.055203467,2.757412283,4.050641763,4.931331701,4.671501361,4.322699714,3.928938657,4.447643938,3.810066014
ENSMUSG00000030649,Anapc15,5.572514713,6.049421501,5.160412416,5.941075387,6.046273396,5.836485263,5.493490849,7.158666503,4.860770116,5.842556037,6.476399615,6.807009894,5.50785793,6.41927991,6.076398385
ENSMUSG00000030842,Lamtor1,45.56962966,46.64103977,55.20441189,49.91438927,48.21381803,50.75453361,45.88680591,57.26933202,50.02542578,57.88954605,56.69503925,62.75367515,52.03089792,59.88271116,50.91036484
ENSMUSG00000064307,Lrrc51,7.239061169,7.198811586,6.300503531,6.736337446,8.183318303,6.465910144,7.549877798,7.954073892,8.222802779,8.73703334,7.007252042,7.999478781,9.032887006,7.794839891,11.56157963
ENSMUSG00000066306,Numa1,259.5646106,240.4040105,208.3966549,245.8295367,251.4936994,230.1978452,239.1284252,209.3512248,216.7903472,206.7407214,216.8001314,210.1726413,207.4259297,212.065497,204.8895844
ENSMUSG00000070427,Il18bp,8.384811858,6.109915716,6.900551487,7.952620596,6.411134722,7.610319019,7.109223452,8.378291167,6.15697548,8.469026182,9.024491266,8.049164984,6.352396146,8.299211884,7.390214252
ENSMUSG00000070426,Rnf121,27.49801653,24.86312237,29.82238338,21.93987682,24.44570882,25.69197925,23.35468035,27.89228578,28.75955652,22.99501413,22.82665438,23.05439847,29.08148987,24.43911566,23.78006719
ENSMUSG00000099481,Xndc1,6.718265402,7.319800017,6.420513122,6.736337446,7.818456978,6.294248813,7.491123885,4.719417176,5.103808622,5.896157469,6.210973401,6.06171684,4.957072137,4.906163931,7.521595838
ENSMUSG00000070424,Art5,0.364557037,0.544447935,0.240019182,0.608141575,0.416984372,0.743865769,0.470031303,0.530271593,0.85063477,0.536014315,0.424681942,0.794979258,0.403909582,0.320963996,0.821134917
ENSMUSG00000030996,Art1,3.072695029,3.871629761,2.640211004,2.760027148,1.980675768,6.179807925,3.495857813,2.492276486,5.549379216,4.073708796,2.654262137,3.080544624,3.267995705,2.10919197,5.846480608
ENSMUSG00000066279,Chrna10,0.833273228,0.60494215,1.380110297,0.608141575,0.886091791,0.858306656,0.705046954,1.219624663,1.174686111,1.554441514,1.220960583,0.645920647,0.734381057,0.871187988,1.707960627
ENSMUSG00000063550,Nup98,104.3153922,107.5587143,78.36626297,93.70058267,87.5145951,93.44098465,98.03090355,107.8042148,100.8609799,97.28659823,94.49173208,96.391235,96.53438999,95.92238266,101.4922757
ENSMUSG00000030990,Pgap2,34.68499812,34.90516206,39.18313148,36.06747341,34.81819507,36.67830445,36.69181856,39.66431514,39.33173152,39.07544359,40.50404021,39.00366983,41.96987743,41.54191142,39.94000235
ENSMUSG00000073982,Rhog,77.0777736,80.21532911,78.48627256,64.69690756,62.80827105,74.44379732,72.50232842,77.04846244,70.40015385,63.83930495,67.63059926,64.54237848,79.57018757,68.41118304,70.35483967
ENSMUSG00000030987,Stim1,90.09766779,90.6808283,80.82645959,94.54262485,94.75969857,97.27475438,98.67719659,93.3808275,98.14704992,95.03533811,90.35108315,91.57167325,90.95309396,92.02496271,94.85750559
ENSMUSG00000030978,Rrm1,38.43472765,37.14344802,37.6830116,39.99700359,41.9069294,43.48753725,41.50963941,44.06556936,40.99249464,46.84765116,41.61883031,45.71130732,38.70188172,46.21881535,40.26845632
ENSMUSG00000030966,Trim21,23.27957081,21.65692897,19.38154896,21.75275634,22.10017172,20.31325753,19.27128341,17.76409836,18.22788793,18.43889245,19.05760214,17.48954367,16.63373095,15.26871579,18.95179388
ENSMUSG00000073975,Olfr550,1.92694434,1.633343805,1.500119888,1.777644604,1.563691396,1.773833756,1.468847821,1.962004893,2.268359387,1.983252967,2.070324467,2.335251569,2.166424119,1.788227975,1.87218761
ENSMUSG00000073968,Trim68,14.84267938,15.12355375,14.34114613,16.93440386,16.88786707,14.99175626,17.91994341,14.37036017,14.62281677,15.06200226,16.82802195,15.1046059,12.81494945,13.9390078,17.90074119
ENSMUSG00000109618,Gm45527,1.249909842,1.08889587,0.660052751,0.935602423,1.250953116,0.514983994,0.82255478,0.318162956,0.445570594,0.482412884,1.061704855,0.645920647,0.403909582,0.68777999,0.88682571
ENSMUSG00000043366,Olfr78,0.208318307,0.060494215,0,0,0.052123047,0.171661331,0.205638695,0.848434549,0.243038506,0.482412884,0.796278641,1.341527497,0.477347687,0.917039987,0.9853619
ENSMUSG00000073940,Hbb-bt,194.6213783,214.5729806,158.472665,220.1940303,135.572044,161.5905332,255.6382747,60.61004306,118.6838037,110.9549633,93.00534529,86.7521115,98.95784748,68.68629504,135.8157152
ENSMUSG00000052305,Hbb-bs,1762.737435,2084.812132,1560.484713,1978.845905,1287.543495,1501.006681,2324.21666,638.0227805,1325.045934,1091.86116,925.4350367,836.0200619,1058.830609,715.933118,1301.23608
ENSMUSG00000072244,Trim6,2.603978838,2.540757031,1.680134275,3.087487996,2.866767558,1.37329065,1.997633036,1.962004893,1.944308046,3.48409305,2.070324467,2.384937773,1.835952643,2.292599968,2.693322527
ENSMUSG00000056144,Trim34a,6.926583709,5.867938856,4.620369256,6.829897689,6.567503861,6.752012363,7.902401275,6.204177636,5.30634071,5.842556037,5.733206216,6.310147858,4.406286344,6.556835908,5.419490451
ENSMUSG00000090215,Trim34b,8.436891435,7.319800017,6.660532304,10.3851869,8.652425722,8.754727894,9.98816518,7.158666503,6.886090998,7.075388962,7.060337285,7.701361559,6.315677093,6.786095905,7.850049805
ENSMUSG00000057143,Trim12c,66.87017656,62.8534894,66.90534702,72.78986852,63.22525543,69.06507561,69.09460148,62.89021091,61.52924838,71.61151253,64.87016663,64.24426126,56.76765574,59.69930316,67.30021778
ENSMUSG00000052749,Trim30b,2.447740108,1.93581488,3.240258959,2.479346421,1.876429675,1.773833756,4.054019985,0.901461708,1.498737452,1.768847241,2.282665438,1.739017126,1.211728745,1.375559981,2.102105387
ENSMUSG00000030921,Trim30a,42.02821844,32.66687611,29.5823642,38.21935898,31.27382791,36.27776134,38.42505899,41.78540151,36.49628229,43.5243624,38.96456817,37.91057335,34.62606686,37.55278747,41.22097283
ENSMUSG00000094685,Gm5900,2.551899261,2.843228106,2.880230186,2.666466906,2.241291,3.433226625,2.937695641,2.96952092,2.754436399,1.768847241,2.866603108,3.378661845,3.047681388,2.567711964,2.594786337
ENSMUSG00000044465,Fam160a2,32.28933759,34.60269099,29.70237379,32.04438299,34.71394898,31.6429054,35.19359378,31.33905114,31.14943516,29.69519307,31.90423089,32.99163919,27.06194196,31.50032356,33.30523223
ENSMUSG00000037060,Cavin3,29.94575664,25.95201824,30.48243613,26.94534978,24.13297054,23.28872061,24.79415121,34.20251774,29.93424263,32.10725749,35.62019788,30.85513244,39.7300152,44.79740337,35.27595603
ENSMUSG00000037049,Smpd1,83.43148197,85.8412911,89.46715014,78.26314269,80.94709124,86.51731096,79.78781361,96.03218546,85.71157971,90.69362215,92.68683383,91.32324223,94.25780872,97.16038664,86.15347547
ENSMUSG00000037032,Apbb1,115.8249787,98.90804155,106.8085361,88.78866995,85.63816543,86.5745314,82.96052491,87.49481282,97.57996008,84.90466755,89.34246354,82.23066697,104.2821101,86.38516679,79.9785409
ENSMUSG00000030895,Hpx,1.301989419,0.72593058,0.780062342,0.842042181,0.729722651,0.629424881,1.116324344,1.113570345,1.053166858,0.750420041,1.698727768,0.944037869,1.395324009,1.238003983,0.88682571
ENSMUSG00000036989,Trim3,187.6427151,171.0171458,146.3516963,133.1362248,114.8791945,111.2365427,131.0506026,125.5683132,119.3724128,87.85274628,121.4059502,100.0183279,141.2214773,97.11453464,101.6893481
ENSMUSG00000110077,Gm45632,1.041591535,0.84691901,0.360028773,0.42102109,0.521230465,0.572204438,0.793177823,0.424217274,0.931647606,0.321608589,0.371596699,0.645920647,0.477347687,0.596075992,0.525526347
ENSMUSG00000030881,Arfip2,53.22532745,55.53368938,54.00431598,51.738814,50.97633949,47.14964565,50.17584155,49.20920381,49.13428459,39.7722622,51.01491828,51.22647592,51.8105836,42.6423594,46.31200931
ENSMUSG00000089847,Timm10b,15.98843006,13.91366945,16.80134275,13.42589477,14.49020693,11.78741141,11.9270443,16.12025642,13.28610498,13.18595216,13.5367369,12.57060951,16.30325947,12.42589183,14.71473771
ENSMUSG00000110234,Gm45799,0.468716191,0.60494215,0.720057546,0.280680727,0.469107419,0.743865769,0.499408259,0.265135796,0.202532088,0.268007158,0.371596699,0.397489629,0.624223899,0.275111996,0.49268095
ENSMUSG00000030882,Dnhd1,3.124774605,3.024710751,4.020321301,4.210210904,4.326212861,3.604887957,4.200904767,3.552819672,4.010135346,3.966505933,4.45916039,4.223327307,2.607052754,2.84282396,4.138519981
ENSMUSG00000030888,Rrp8,18.43617017,19.47913723,17.94143386,16.56016289,15.63691396,17.9099989,19.59442993,18.45345143,19.0785227,19.29651535,18.04898253,19.47699181,19.82828855,19.99147172,18.82041229
ENSMUSG00000030890,Ilk,25.62315177,25.28658188,22.56180312,24.65312385,24.02872444,27.23693123,26.20424512,23.22589577,23.16967089,18.92130533,22.82665438,22.20973301,28.1267945,22.14651569,22.49909672
ENSMUSG00000043866,Taf10,51.35046268,46.94351085,64.08512163,47.15436212,50.24661684,52.98613092,50.08771068,54.72402838,50.63302204,50.22454135,49.79395769,48.74216574,56.03327468,54.15121124,52.91393404
ENSMUSG00000030894,Tpp1,159.2593457,151.8404797,145.8116532,149.4624871,162.467536,160.9038878,150.4393938,175.2547614,153.7218549,175.5446883,170.1912882,193.9749389,153.8161125,195.1461093,173.6207668
ENSMUSG00000036862,Dchs1,51.55878099,57.59049269,41.82334249,49.16590733,39.61351535,45.14693012,52.96665241,55.57246293,52.98239426,47.49086834,50.74949206,53.56172749,66.16773327,54.05950724,51.99426293
ENSMUSG00000030879,Mrpl17,24.58156023,26.91992568,34.922791,28.39553354,26.63487677,28.03801744,26.38050686,24.92276486,25.43803027,27.81914297,27.4450705,31.05387725,29.4486804,27.55705161,27.82005098
ENSMUSG00000086513,9130208D14Rik,4.843400639,5.807444641,2.580206208,5.613614539,4.117720675,5.207060382,5.052836503,5.408770247,4.860770116,6.003360332,5.733206216,5.366109989,4.259410133,4.814459933,5.156727278
ENSMUSG00000078606,Gm4070,11.97830265,12.8852678,9.120728921,10.10450617,9.642763606,12.41683629,10.54632735,9.969105945,12.92154722,11.63151064,7.644274955,8.198223595,7.086777204,7.88654389,10.93751709
ENSMUSG00000045868,Gvin1,0.468716191,0.544447935,0.360028773,0.467801212,0.260615233,0.572204438,0.499408259,0.371190115,0.85063477,0.69681861,0.424681942,0.298117222,0.110157159,0.229259997,0.558371743
ENSMUSG00000053541,Gm4759,8.697289319,10.70747606,6.7205371,15.4842201,12.40528507,14.30511094,13.9540543,10.92359481,11.05825201,14.41878508,12.7935435,8.396968409,8.44538216,7.611431893,8.933947895
ENSMUSG00000063286,Gm8995,70.56782651,76.82765307,48.06384122,84.81235965,76.77724752,77.87702395,87.01454489,86.32821531,73.23560308,95.78575815,78.72541499,72.19405384,63.9645901,65.93517508,88.51834403
ENSMUSG00000073902,Gm1966,0.572875344,0.24197686,0.240019182,1.356623513,0.625476558,0.743865769,1.263209126,0.530271593,0.526583429,0.69681861,0.637022913,0.496862036,0.25703337,0.137555998,0.229917777
ENSMUSG00000062542,Syt9,1.197830265,1.149390085,0.720057546,0.748481938,0.729722651,0.743865769,1.410093908,0.954488867,1.498737452,1.018427199,0.796278641,1.291841294,1.762514538,0.917039987,0.919671107
ENSMUSG00000051041,Olfml1,11.14502943,15.18404797,12.00095911,14.12759659,11.05008586,15.67840159,15.77542559,17.28685393,17.49877242,17.95647956,18.52674972,15.25366451,15.53215936,16.41501577,15.66725421
ENSMUSG00000036528,Ppfibp2,47.60073316,42.82990423,42.72341442,44.39433498,45.45129656,45.20415057,45.00549722,40.56577685,38.68362884,41.59471087,43.58298429,41.04080418,43.43863954,43.55939939,40.20276553
ENSMUSG00000048065,Cyb5r2,0.833273228,0.665436365,0.780062342,0.79526206,0.521230465,1.087188431,0.881308692,0.318162956,0.6886091,0.428811452,0.477767185,0.596234443,0.440628634,0.275111996,0.59121714
ENSMUSG00000049709,Nlrp10,2.135262647,1.45186116,1.740139071,3.461728965,1.563691396,4.291533282,2.203271731,3.022548079,2.592410728,3.269687323,2.972773594,2.881799809,2.019547908,2.246747969,2.036414594
ENSMUSG00000031029,Eif3f,167.6962372,184.1443905,209.3567316,200.6867198,195.0444401,206.8519042,188.8056989,181.6710477,184.668758,185.7289603,178.3133304,171.1192852,178.1608445,181.7573255,158.1834304
ENSMUSG00000031028,Tub,1.354068996,1.33087273,1.620129479,1.450183756,1.928552721,0.629424881,1.55697869,2.068059212,2.22785297,1.661644377,2.548091652,3.378661845,2.350019384,3.072083957,1.806496817
ENSMUSG00000048330,Ric3,9.166005509,9.074132252,9.420752899,12.1628315,8.07907221,10.0707981,12.33832169,9.226725715,10.77470709,10.50588058,10.19236661,8.595713224,9.289920376,8.161655886,8.966793292
ENSMUSG00000036111,Lmo1,1.145750689,0.907413225,1.500119888,1.356623513,0.521230465,1.544951981,1.410093908,1.802923416,1.296205364,1.554441514,1.804898253,2.583682588,1.505481168,2.705267962,2.134950784
ENSMUSG00000031027,Stk33,5.93707175,5.686456211,5.460436394,5.707174781,5.055935512,3.719328844,6.081029977,3.71190115,4.820263698,5.25294029,4.246819419,4.223327307,4.22269108,4.676903934,6.733306318
ENSMUSG00000085407,1700095J03Rik,0.572875344,1.028401655,0.960076729,1.169503029,0.729722651,0.629424881,0.969439562,0.954488867,1.296205364,0.69681861,0.902449127,0.944037869,0.844538216,0.458519994,0.9853619
ENSMUSG00000031026,Trim66,0.312477461,0.302471075,0.360028773,0.748481938,0.208492186,0.686645325,0.675669997,0.530271593,0.567089847,0.482412884,0.955534369,0.447175832,0.697662005,0.320963996,0.49268095
ENSMUSG00000046364,Rpl27a,269.6159689,267.3239361,353.8482793,287.650965,280.9432207,300.4645502,282.9294672,276.324527,277.3879479,254.6067998,252.367244,243.8102011,280.0929353,279.2845281,255.8327947
ENSMUSG00000077575,Gm24888,0.416636614,0.544447935,0.360028773,0.374240969,0.521230465,0.514983994,0.793177823,0.159081478,0.486077012,0.482412884,0.265426214,0.447175832,0.477347687,0.275111996,0.459835553
ENSMUSG00000031024,St5,140.2503002,129.9415738,129.2503296,142.8197099,138.3866885,140.5906303,141.1856525,102.0242545,113.9850592,116.4223093,119.8664781,114.0298373,113.2782781,98.03157463,110.6561414
ENSMUSG00000031023,Akip1,16.24882795,14.15564631,18.54148182,17.07474422,15.63691396,18.65386466,17.09738863,16.91566381,15.31142587,17.74207384,17.35887438,17.24111265,18.17593117,18.75346774,16.65261611
ENSMUSG00000031022,BC051019,13.54068996,17.84579343,16.74133795,14.03403635,12.82226944,14.59121316,19.50629906,19.62004893,20.29371523,18.59969674,19.3761136,16.69456441,21.7376793,15.63553178,20.39699133
ENSMUSG00000031021,Tmem9b,54.31899856,52.93243814,60.96487226,56.27648575,54.52070666,57.10600287,55.90434805,59.1252826,56.02037559,57.67514033,58.28759653,54.70451017,61.06378492,60.47878715,57.2823718
ENSMUSG00000109147,4930431P19Rik,1.406148572,0.96790744,1.740139071,2.198665694,1.824306628,1.087188431,1.586355646,1.855950575,1.660763123,1.018427199,1.008619612,0.944037869,1.064852533,1.513115979,1.051052694
ENSMUSG00000034825,Nrip3,2.187342224,1.875320665,2.520201412,2.947147633,2.501906233,2.918242631,3.466480857,4.083091265,3.807603257,2.251260124,3.397455536,3.72646527,2.93752423,3.943271945,2.332023164
ENSMUSG00000007279,Scube2,104.2633127,123.226716,78.48627256,130.4229778,77.8718315,105.1139552,108.8710005,63.36745534,85.30651553,64.48252213,66.5688944,46.85409,74.20920585,55.15995523,73.50799776
ENSMUSG00000035901,Dennd5a,327.7367765,314.1464586,281.722515,297.2408898,285.2694336,286.9605254,287.1597489,272.4535444,305.4994018,262.4862102,263.7805712,256.5795554,316.73855,271.5355402,281.1237501
ENSMUSG00000047554,Tmem41b,38.27848892,37.80888438,36.2428965,34.9447505,36.6425017,36.10610001,35.16421682,38.49771764,40.95198823,35.80575626,35.72636837,36.56904585,41.85972027,42.36724741,38.42911411
ENSMUSG00000101585,1600010M07Rik,0.520795768,0.36296529,1.500119888,1.169503029,0.729722651,1.087188431,0.763800867,0.848434549,0.729115517,1.018427199,0.796278641,0.69560685,1.02813348,1.375559981,0.919671107
ENSMUSG00000066232,Ipo7,170.6126935,169.5652847,145.0915956,121.8154355,138.6994268,143.1655503,139.540543,146.9912855,180.2940649,138.1844905,135.0488575,140.0157218,177.1694301,156.7221338,155.9827888
ENSMUSG00000073867,AA474408,1.041591535,0.84691901,0.840067137,1.075942787,0.833968744,0.972747544,0.793177823,1.166597504,0.567089847,0.536014315,0.743193398,0.69560685,0.77110011,0.73363199,0.525526347
ENSMUSG00000061079,Zfp143,20.15479621,17.78529921,18.66149141,25.35482567,22.56927914,21.51488685,18.91875993,15.69603915,14.7038296,18.54609531,16.82802195,15.1046059,14.76105925,14.2141198,16.12708977
ENSMUSG00000109904,Gm45819,4.843400639,4.113606621,5.10040762,8.747882656,12.40528507,13.44680428,11.83891343,7.848019574,9.883565902,12.27472782,12.74045826,11.67625785,4.626600662,15.08530779,11.75865201
ENSMUSG00000031016,Wee1,27.39385737,25.16559345,23.82190383,30.54741911,40.4474841,42.80089193,40.80459246,37.91441889,37.58995556,44.75719533,48.3075709,38.35774918,28.60414219,48.23630332,42.5019433
ENSMUSG00000031015,Swap70,123.0640399,111.4303441,102.428186,127.803291,113.4718723,119.4762866,126.6440591,138.2948314,128.4053439,132.1275287,125.9181958,135.9414531,123.8533653,139.619338,138.9688733
ENSMUSG00000109799,Gm45515,1.249909842,1.512355375,1.500119888,2.151885573,1.667937489,1.773833756,2.115140862,1.643841938,1.579750288,1.608042946,1.751813011,2.335251569,1.175009692,1.558967978,1.905033007
ENSMUSG00000038371,Sbf2,117.1269681,112.3377573,96.7277304,113.909595,97.67858917,102.8251374,117.5665796,109.6601654,120.7901374,100.5562856,105.7988888,102.005776,109.5696538,107.8897545,96.49977543
ENSMUSG00000030790,Adm,14.26980403,15.48651904,19.14152978,11.55468993,5.264427698,6.237028369,10.07629605,15.32484903,10.3291365,8.683431908,9.130661752,10.980651,18.06577401,14.85604779,9.328092655
ENSMUSG00000110062,B430319F04Rik,1.145750689,1.512355375,1.500119888,1.403403635,2.241291,1.945495088,1.850748254,1.325678982,1.53924387,1.608042946,1.16787534,1.739017126,0.881257269,1.329707981,1.67511523
ENSMUSG00000005686,Ampd3,44.94467474,41.4990315,43.38346717,48.32386515,38.04982396,39.99709018,48.67761677,48.09563347,45.28617491,43.95317386,49.79395769,40.19613872,47.07382578,47.41096734,44.96534805
ENSMUSG00000030788,Rnf141,166.1338499,152.3849276,146.1116771,155.9181438,136.666628,165.9392869,170.7094937,140.7340807,156.4357849,128.9650443,121.3528649,114.6757579,150.1442072,112.3832504,131.5786591
ENSMUSG00000030787,Lyve1,306.9049458,297.0870899,323.0658192,224.4042412,140.3152412,264.1867888,248.5878052,139.4614289,109.6913789,49.68852703,51.22725925,41.73641103,137.9167626,46.44807535,60.99390162
ENSMUSG00000005611,Mrvi1,16.87378287,16.03096698,14.04112216,18.52492798,14.07322256,18.825526,18.36059776,24.23341179,20.41523449,25.08546996,20.59707418,27.82427402,20.52595055,22.51333168,24.6668929
ENSMUSG00000005609,Ctr9,56.97505697,55.71517203,54.60436394,49.07234709,53.26975354,51.21229716,49.52954851,55.46640861,54.15708037,47.97328122,48.73225284,52.07114138,56.43718426,54.74728723,54.55620387
ENSMUSG00000005610,Eif4g2,970.242515,978.1309625,859.7487104,820.4765449,833.708129,872.8978695,879.8692215,1005.129804,1073.096016,921.5694123,908.3415886,907.4688227,1070.727582,1001.591074,955.3412076
ENSMUSG00000110424,1700012D14Rik,1.874864763,1.69383802,1.140091115,1.917984967,2.137044907,2.002715531,1.645109559,1.007516026,1.984814464,1.715245809,1.486386797,1.937761941,1.358604956,1.283855982,1.806496817
ENSMUSG00000038296,Galnt18,164.6235421,162.5479557,171.9137392,147.9655232,124.7825734,134.8113655,138.3360877,135.5374191,126.9066064,116.7439179,118.3270061,110.7505478,152.0535979,107.7980505,121.2323591
ENSMUSG00000059263,Usp47,156.9678443,160.4306582,145.8716579,157.929689,159.2359071,151.3480737,153.2008277,155.9528754,173.124429,158.6066359,157.5570005,163.7160409,162.9591566,159.8859218,147.1145317
ENSMUSG00000030772,Dkk3,117.4394456,108.8290928,91.80733717,94.54262485,71.92980419,100.9940832,98.94158919,141.2113252,141.0433462,119.7991995,109.7271968,130.4262845,128.7737184,122.2872823,124.7139712
