Gene,Symbol,Ure,Ure,Ure,Ure_DMXAA,Ure_DMXAA,Ure_DMXAA,Ure_RT,Ure_RT,Ure_RT,Ure_RT_DMXAA,Ure_RT_DMXAA,Ure_RT_DMXAA,PBS_RT_DMXAA,PBS_RT_DMXAA,PBS_RT_DMXAA
ENSMUSG00000044405,Adig,2.187342224,2.480262816,2.340187026,2.339006058,0.990337884,2.002715531,2.027009992,1.431733301,3.240513411,1.715245809,1.16787534,0.993724072,2.203143172,1.513115979,2.496250147
ENSMUSG00000074625,Arhgap40,4.270525294,4.113606621,5.040402825,6.87667781,6.150519489,8.239743901,6.639192149,5.88601468,4.820263698,4.931331701,4.512245633,4.471758325,4.700038767,4.814459933,4.795427914
ENSMUSG00000037761,Actr5,14.58228149,14.70009425,14.28114134,15.29709962,13.39562295,12.98904073,15.65791777,11.87808368,11.0177456,13.29315502,12.10343535,12.32217849,12.7782304,12.56344782,14.18921136
ENSMUSG00000037754,Ppp1r16b,426.5317336,480.2030788,340.5272147,469.3917357,392.121679,355.8539397,395.3844563,272.4005172,344.6286012,305.5281597,281.0332751,253.4990108,337.8887245,234.7163847,312.2611862
ENSMUSG00000027654,Fam83d,1.145750689,1.270378515,1.020081524,1.122722908,1.720060535,2.803801744,0.675669997,1.007516026,1.174686111,1.018427199,0.955534369,0.894351665,1.138290639,1.100447985,0.88682571
ENSMUSG00000027655,Dhx35,12.60325758,13.24823309,11.34090636,13.47267489,14.59445302,16.30782647,14.2184469,12.77954539,12.19243171,15.75882087,14.54535651,12.52092331,11.63993976,13.80145181,13.72937581
ENSMUSG00000074622,Mafb,20.46727367,20.38655046,19.02152018,20.72359367,21.31832603,21.40044596,25.02916686,37.1190115,30.66335815,35.85935769,35.30168642,48.2453037,29.85258998,43.65110339,34.84896587
ENSMUSG00000078956,Gm14221,8.957687202,11.07044135,12.24097829,14.03403635,7.818456978,7.724759907,5.7285065,7.264720822,6.683558909,3.48409305,4.299904662,5.366109989,5.030510243,4.676903934,6.109243781
ENSMUSG00000070544,Top1,172.4875582,179.0023822,194.4155375,144.9248153,149.7495126,159.9883607,153.670859,168.0960949,174.0155701,138.2916934,144.4449455,134.699298,179.7764828,163.5540817,178.1205862
ENSMUSG00000016933,Plcg1,161.8633246,173.4369144,169.4535426,194.6988642,180.8148484,162.3916194,181.0795593,163.8539222,152.1421046,162.465939,179.1626943,167.4425062,161.4536755,161.0780737,156.8696145
ENSMUSG00000098889,Gm27206,0.364557037,0.96790744,0.360028773,0.701701817,0.469107419,0.514983994,0.793177823,0.106054319,0.405064176,0.375210021,0.637022913,0.496862036,0.110157159,0.412667994,0.68975333
ENSMUSG00000035877,Zhx3,71.81773635,72.59305801,69.48555323,57.02496769,54.46858361,60.65367038,64.89369671,62.83718375,67.11913402,53.49422867,63.11835362,46.65534519,60.99034682,64.3762071,59.285941
ENSMUSG00000027412,Lpin3,11.61374562,11.91736036,13.56108379,11.46112968,10.84159368,11.50130919,11.98579822,8.166182529,8.060777109,9.005040497,11.3071567,9.490064889,8.482101213,7.84069189,9.919309795
ENSMUSG00000057133,Chd6,92.12877129,87.0511754,68.5254765,100.6240406,93.50874545,88.74890826,101.2036148,83.51777587,86.48120165,84.52945753,84.19319499,85.16215298,74.8701488,76.71039493,82.50763644
ENSMUSG00000053141,Ptprt,3.85388868,3.448170256,2.400191821,2.058325331,2.554029279,2.632140413,2.085763905,7.741965255,3.402539081,5.145737427,2.972773594,4.223327307,3.782062446,3.668159949,4.171365378
ENSMUSG00000083567,Gm11451,0.885352805,0.786424795,0.960076729,0.608141575,0.781845698,0.801086213,0.440654346,0.636325911,1.053166858,0.857622905,0.690108156,0.844665461,1.02813348,1.008743986,0.821134917
ENSMUSG00000016921,Srsf6,172.643797,176.401131,165.5532309,167.566394,167.1586102,153.1219075,165.5391494,144.817172,138.0053649,136.0404332,154.1595449,151.4435486,151.2457788,131.0908662,161.4351246
ENSMUSG00000017858,Ift52,28.80000595,29.27920007,29.46235461,35.45933184,32.26416579,35.59111602,32.96094509,32.18748568,32.12158918,33.07208326,35.88562409,33.0910116,32.27604747,34.06803552,32.45125191
ENSMUSG00000017861,Mybl2,2.760217568,2.05680331,1.620129479,2.479346421,2.241291,1.945495088,2.350156513,2.439249327,2.22785297,2.412064419,2.654262137,1.838389533,2.203143172,2.980379958,2.463404751
ENSMUSG00000070708,Gtsf1l,0.416636614,0.786424795,0.300023978,0.187120485,0.15636914,0.400543106,0.264392608,0.74238023,1.012660441,0.69681861,0.212340971,0.496862036,0.954695375,0.73363199,0.78828952
ENSMUSG00000074607,Tox2,57.96456893,51.1781059,42.90342881,52.95509715,34.87031812,43.48753725,47.06188417,35.84635967,34.79501275,26.53270861,29.94007691,20.52040209,34.44247159,21.6421437,31.89288017
ENSMUSG00000017817,Jph2,39.11176215,37.68789595,32.70261357,38.54681983,29.81438261,41.48482172,34.371039,38.92193491,44.03047597,33.87610473,32.59433904,36.56904585,41.23549637,38.01130747,43.71722297
ENSMUSG00000035399,Oser1,16.19674837,20.62852732,18.12144825,15.85846107,16.41875965,18.13888067,16.89174994,18.77161439,18.34940719,16.02682803,15.50089088,14.16056803,18.35952643,17.10279576,17.11245167
ENSMUSG00000099632,2900093K20Rik,1.093671112,1.391366945,1.560124684,0.842042181,1.459445302,1.087188431,0.910685649,1.219624663,1.093673276,1.072028631,1.327131069,1.987448144,1.248447798,1.742375976,1.313815867
ENSMUSG00000048486,Fitm2,43.79892405,45.1286844,47.58380286,43.50551267,42.11542159,41.94258527,39.51200637,36.48268559,44.88111074,33.661699,35.35477167,37.1652803,40.9050249,38.83664346,40.23561092
ENSMUSG00000053353,2310001K24Rik,0.364557037,0.96790744,0.480038364,0.748481938,0.573353512,0.343322663,0.558162172,0.583298752,0.607596264,0.482412884,0.477767185,0.447175832,0.697662005,0.68777999,0.229917777
ENSMUSG00000017950,Hnf4a,0.052079577,0.423459505,1.440115093,0.935602423,7.609964792,0,0.352523477,0.318162956,0.769621935,0.482412884,0.265426214,0.397489629,0.146876211,0.091703999,0.065690793
ENSMUSG00000017679,Ttpal,30.67487071,30.30760172,31.86254643,33.07354566,29.03253691,38.56657909,36.72119551,39.61128798,36.73932079,33.07208326,38.85839769,36.22124243,36.38858139,41.54191142,38.39626871
ENSMUSG00000017707,Serinc3,1218.557937,1275.278547,1382.810513,1224.610012,1009.519165,1205.176986,1260.095168,1175.82423,1127.496135,1029.790703,1045.24843,916.4123393,1145.487573,1063.995645,1080.744932
ENSMUSG00000058812,0610039K10Rik,0.312477461,1.08889587,0.660052751,1.169503029,0.938214837,0.9155271,1.1457013,0.74238023,0.6886091,0.482412884,0.955534369,1.093096479,0.440628634,0.412667994,0.68975333
ENSMUSG00000035268,Pkig,36.35154458,38.83728604,45.78365899,40.37124456,42.42815987,46.92076388,41.48026245,53.98164815,46.37984819,53.17262008,56.32344255,48.49373472,47.88164494,57.2232952,57.2823718
ENSMUSG00000017697,Ada,3.020615452,4.416077696,4.800383643,2.806807269,2.971013651,139.4462214,3.613365639,7.529856618,4.536718775,4.609723112,5.41469476,5.813285822,4.626600662,5.364683925,3.941447601
ENSMUSG00000027656,Wisp2,30.36239325,26.25448932,33.18265193,39.43564213,27.26035333,31.92900762,37.42624247,52.65596917,46.13680968,59.44398757,57.80982935,64.7908095,46.22928756,64.83472709,53.99783213
ENSMUSG00000018326,Ywhab,373.4105654,385.7716091,381.6905044,329.9869746,353.0815171,357.2272304,346.1780544,373.2581742,384.3248905,358.0039612,357.6352804,338.5617914,404.7908388,391.1175545,355.4200374
ENSMUSG00000018322,Tomm34,26.14394753,26.73844304,29.10232583,28.91011487,26.06152326,25.80642013,27.79060077,25.61211793,22.07599761,27.17592579,29.19688351,27.17835337,23.53691289,26.64001163,29.98784716
ENSMUSG00000018209,Stk4,174.6749004,170.775169,136.3909003,182.0682315,164.8651961,162.9638238,165.2453798,113.531148,128.7699017,125.9633641,109.3025148,114.4770131,130.5362329,108.1648665,108.225582
ENSMUSG00000040154,Wfdc5,0.15623873,0.060494215,0.060004796,0.280680727,0.416984372,3.490447069,0.352523477,0.212108637,0.202532088,0.321608589,0.424681942,0.596234443,0.403909582,0.320963996,0.229917777
ENSMUSG00000042845,Wfdc12,0.15623873,0.302471075,0.180014387,0.42102109,0.260615233,2.7465813,0.940062605,1.537787619,0.972154023,2.840875871,1.804898253,2.782427402,0.881257269,1.467263979,1.839342214
ENSMUSG00000017002,Slpi,55.41266967,69.44735883,91.26729401,55.52800381,95.0203138,140.4761894,72.64921321,100.7516026,62.74444091,96.69698248,78.93775596,81.98223595,83.49912622,98.62765062,89.8978507
ENSMUSG00000016995,Matn4,75.72370461,71.14119685,80.70644999,65.0243684,80.16524554,74.84434043,68.9477167,86.64637827,77.32675126,77.45406856,83.07840489,94.65221787,77.07329197,89.41139875,82.60617263
ENSMUSG00000017007,Rbpjl,43.64268532,62.18805303,57.96463249,69.28135943,86.47213417,58.65095485,59.13581326,57.26933202,58.45076064,58.96157469,79.09701169,86.25524946,51.8840217,68.64044304,59.58154957
ENSMUSG00000017009,Sdc4,238.2119841,242.2793311,283.7626781,188.2899876,255.0380666,195.0644928,175.1160372,199.9654177,209.7017241,196.3956451,188.3995265,197.9498352,234.5245907,211.561125,199.9299296
ENSMUSG00000045503,Sys1,20.46727367,21.95940005,23.94191342,22.03343706,21.26620298,18.310542,21.0926547,22.74865133,21.54941418,21.86938407,23.19825108,21.36506755,23.20644141,22.55918368,21.02105387
ENSMUSG00000017734,Dbndd2,23.38372996,23.22977856,24.2419374,17.44898519,18.81641979,17.56667623,20.12321514,23.80919452,26.16714579,18.7068996,21.65877904,18.63232635,24.96895595,22.10066369,23.6486856
ENSMUSG00000017721,Pigt,83.95227773,81.84867291,88.44706862,89.53715189,85.32542715,85.88788608,88.30713097,110.4555728,90.2888049,106.1844359,108.8778329,110.3530582,103.474291,112.7959184,99.52155192
ENSMUSG00000017723,Wfdc2,312.3212218,376.999948,493.9594768,350.0556466,421.5190772,387.8973882,400.5548007,419.0736398,426.6540969,446.660729,404.9873169,397.8374323,478.8531685,452.1007137,407.6442181
ENSMUSG00000074595,Wfdc6a,1.249909842,1.391366945,1.980158253,0.842042181,0.833968744,0.801086213,1.292586082,0.530271593,0.6886091,0.482412884,0.371596699,0.049686204,0.991414427,0.320963996,0.29560857
ENSMUSG00000076434,Wfdc3,2.499819684,2.29878017,2.160172639,1.450183756,2.241291,1.716613313,3.055203467,2.280167849,2.91646207,2.46566585,1.751813011,1.838389533,3.1945576,2.521859965,3.054621891
ENSMUSG00000017299,Dnttip1,26.71682288,28.49277527,33.6026855,29.65859681,28.14644512,31.81456673,30.4639038,26.88476976,27.54436399,25.56788284,28.29443438,26.88023615,26.62131333,29.52868759,28.77256749
ENSMUSG00000001403,Ube2c,4.01012741,5.867938856,3.300263754,3.742409692,3.857105442,6.980894138,3.525234769,3.393738194,3.848109675,4.55612168,4.512245633,3.57740666,3.818781498,3.209639955,3.186003477
ENSMUSG00000017300,Tnnc2,0,0.060494215,0,0,0,31.47124407,0,0,0,0.053601432,0,0,0,0,0
ENSMUSG00000050373,Snx21,28.69584679,29.88414222,34.56276223,28.72299439,27.05186114,25.00533392,28.14312424,22.16535258,23.33169656,20.743754,23.94144448,19.67573663,25.33614648,17.79057575,21.80934339
ENSMUSG00000017307,Acot8,11.61374562,11.07044135,13.14105022,11.41434956,12.61377726,10.52856165,11.75078256,10.49937754,11.13926485,9.11224336,11.41332719,11.72594405,12.26416366,10.77521985,11.8243428
ENSMUSG00000045822,Zswim3,5.78083302,6.230904146,6.960556282,5.332933812,6.202642536,6.008146594,7.28548519,6.416286273,5.873430557,4.984933132,5.361609517,5.415796193,6.572710464,5.593943922,6.404852351
ENSMUSG00000017764,Zswim1,10.62423366,11.61488928,10.56084401,10.01094593,9.43427142,10.0707981,9.312495182,10.92359481,9.843059485,10.55948201,10.56396331,8.993202853,10.09773954,11.23373984,10.64190852
ENSMUSG00000039873,Neurl2,3.281013336,3.569158686,2.940234981,3.087487996,3.023136698,3.032683519,3.290219118,3.340711035,3.200006993,4.395317386,3.928307963,4.074268696,2.607052754,2.567711964,3.580148237
ENSMUSG00000017760,Ctsa,189.2571819,182.874012,220.09759,196.7104095,219.646518,207.8246517,209.9277305,285.8694157,203.9093064,298.2919665,279.5468883,324.9974578,234.3042764,348.8878631,252.5154096
ENSMUSG00000017754,Pltp,470.174419,410.4532489,440.7352232,466.444588,388.1603274,402.0308378,407.4583854,304.0577313,312.8715698,332.4360784,307.7351522,293.2976599,353.9716697,288.317372,333.3807762
ENSMUSG00000039849,Pcif1,92.59748748,87.0511754,88.38706382,97.91079358,94.70757552,99.56357213,95.79825486,88.02508441,82.55207913,85.22627614,80.63648373,77.85828105,82.83818327,80.79122287,77.0553006
ENSMUSG00000039834,Zfp335,27.65425526,27.28289097,19.44155375,26.19686785,28.40706035,21.80098907,27.23243859,21.90021678,24.42536983,25.35347711,23.30442156,21.56381236,23.39003668,21.3211797,23.78006719
ENSMUSG00000085436,Zfp335os,1.041591535,1.33087273,1.320105502,1.684084362,1.250953116,1.487731538,1.468847821,0.636325911,1.174686111,0.536014315,1.16787534,1.142782683,1.211728745,0.68777999,0.821134917
ENSMUSG00000017737,Mmp9,9.47848297,7.501282662,21.24169762,14.68895804,11.77980851,12.35961585,22.67901035,8.802508441,10.00508516,13.82916934,10.19236661,10.08629933,10.46493007,8.253359884,12.48125074
ENSMUSG00000017740,Slc12a5,10.78047239,10.16302812,11.82094472,8.280081444,9.747009699,9.212491444,11.95642126,8.643426963,11.13926485,7.128990394,10.61704855,7.30387193,10.53836817,8.253359884,9.262401862
ENSMUSG00000039804,Ncoa5,54.21483941,54.3842993,47.58380286,43.22483195,46.75437273,41.08427862,45.26988983,44.11859652,46.90643162,36.66337917,38.27446002,40.04708011,47.55117347,39.43271945,45.91786455
ENSMUSG00000017652,Cd40,16.30090753,18.57172401,14.94119409,18.94594907,11.9883007,12.53127718,14.04218516,15.43090335,11.62534186,15.59801658,12.0503501,13.21653016,16.00950705,12.10492783,13.72937581
ENSMUSG00000053166,Cdh22,1.406148572,2.359274385,2.160172639,2.292225937,1.303076163,2.059935975,2.144517818,1.219624663,1.822788793,1.500840083,1.16787534,1.24215509,1.432043062,1.008743986,1.510888247
ENSMUSG00000017664,Slc35c2,25.41483346,25.89152403,29.64236899,26.1033076,30.80472049,24.26146815,27.23243859,27.20293271,25.64056236,28.51596157,30.78944079,27.82427402,27.42913249,29.89550358,28.14850495
ENSMUSG00000017670,Elmo2,96.86801277,97.75865146,90.0071933,83.64285662,82.92776701,73.87159289,80.52223752,89.19168191,82.51157272,80.4021473,82.38829674,82.52878419,89.44761279,84.04671482,78.63187964
ENSMUSG00000056824,Zfp663,0.677034498,0.96790744,0.900071933,1.169503029,1.19883007,1.029967988,1.116324344,0.424217274,0.648102682,0.911224336,0.690108156,0.298117222,0.917976322,0.550223992,0.722598727
ENSMUSG00000017667,Zfp334,19.89439832,23.04829592,18.781501,20.44291294,17.66971277,18.13888067,19.80006862,15.58998483,17.13421466,15.43721228,14.91695321,15.1542921,18.28608833,14.0307118,19.41162943
ENSMUSG00000018459,Slc13a3,0.468716191,0.786424795,0.54004316,0.888822302,1.146707023,0.801086213,0.616916085,1.48476046,1.053166858,1.340035788,1.008619612,1.291841294,0.51406674,1.008743986,1.051052694
ENSMUSG00000039725,Trp53rka,17.0300216,15.24454218,19.14152978,15.10997913,14.49020693,13.79012694,14.77660908,17.02171813,16.28357989,13.13235073,14.38610078,11.77563025,16.0462261,15.13115979,15.7986358
ENSMUSG00000027661,Slc2a10,9.530562547,9.739568617,9.660772081,9.777045321,11.9883007,9.155271001,8.724956054,9.120671396,10.49116217,9.058641929,10.88247476,11.32845442,11.5297826,11.23373984,10.47768154
ENSMUSG00000017897,Eya2,64.3182773,61.15965138,69.54555803,54.4052809,61.60944098,52.1850447,56.28624848,61.51150477,58.8153184,56.87111886,56.48269828,61.36246145,72.48341036,61.71679114,55.41018419
ENSMUSG00000039671,Zmynd8,81.08790101,81.48570762,75.84606156,87.24492595,78.91429243,79.59363726,86.51513663,73.28353413,73.31661591,76.75724995,75.96498237,70.85252634,75.67796796,74.69290695,77.58082694
ENSMUSG00000027678,Ncoa3,111.606533,114.8785143,96.12768245,99.64165806,101.6399407,101.1657446,120.2692595,101.9712273,108.9622634,103.2899586,105.3742068,98.77617277,106.962601,104.9093745,108.389809
ENSMUSG00000006800,Sulf2,59.26655835,64.72881006,59.70477156,57.77344963,66.24839212,65.63184899,61.25095412,79.85890188,71.73686563,83.35022603,80.63648373,80.24321882,74.50295827,91.42888672,75.44587616
ENSMUSG00000039621,Prex1,90.20182695,95.88333079,77.64620542,84.29777832,79.95675336,78.44922839,75.6162858,86.69940543,69.87357042,89.56799209,86.63511616,85.26152539,85.48195508,90.83281073,76.59546504
ENSMUSG00000042854,Trp53rkb,3.69764995,2.903722321,5.10040762,3.835969935,3.59649021,3.433226625,3.202088249,3.446765353,3.159500575,2.626470145,2.388835923,3.825837678,4.47972445,3.484751951,3.415921254
ENSMUSG00000074582,Arfgef2,132.2300454,140.2860846,120.7896534,141.6034267,153.7629872,138.8167965,142.5957464,146.7261497,147.6053859,142.6334093,147.0992076,162.0763962,145.0769779,164.3794177,127.4072937
ENSMUSG00000002718,Cse1l,55.67306755,59.94976708,48.00383643,47.85606394,51.44544691,51.49839938,54.69989284,53.71651235,58.00519005,54.405453,53.24449847,51.62396555,60.65987534,56.03114321,55.08173022
ENSMUSG00000090397,Gm17096,0.677034498,0.60494215,0.600047955,0.42102109,0.312738279,0.286102219,0.558162172,0.636325911,0.405064176,0.375210021,0.371596699,0.54654824,0.330471476,0.412667994,0.558371743
ENSMUSG00000039536,Stau1,121.6578913,122.4402912,123.6098788,112.9739926,117.2768547,109.9204725,118.0953648,122.4927379,120.466086,106.5060445,114.0801867,113.3839166,126.3502609,119.1693463,114.4005166
ENSMUSG00000017999,Ddx27,37.39313611,35.14713892,36.00287732,30.7345396,34.97456421,34.96169113,33.87163074,33.14197455,36.01020528,33.55449614,35.67328312,33.14069781,36.02139086,33.56366353,33.37092302
ENSMUSG00000039501,Znfx1,150.0412606,147.4848962,125.4100227,138.4223785,131.6106925,129.6615255,144.6227564,133.5754142,146.7547511,139.5781277,130.9082086,136.3886289,141.7355441,136.5472541,134.9617349
ENSMUSG00000074578,Zfas1,15.51971387,18.45073558,23.76189903,20.39613282,19.54614244,16.70836958,16.53922646,16.80960949,12.03040604,11.73871351,14.91695321,15.1542921,15.49544031,12.47174383,14.41912914
ENSMUSG00000050556,Kcnb1,19.84231874,23.04829592,20.34162569,25.869407,26.63487677,18.65386466,27.67309294,28.47558453,30.0962683,31.14243172,31.32029322,29.51360494,29.88930904,30.12476358,29.23240304
ENSMUSG00000085151,1110018N20Rik,0.468716191,0.907413225,0.960076729,0.79526206,0.781845698,0.743865769,0.82255478,0.74238023,0.891141188,1.340035788,0.902449127,0.944037869,1.138290639,0.917039987,0.9853619
ENSMUSG00000017969,Ptgis,67.18265402,71.3226795,78.24625338,73.30444985,60.6191031,70.20948449,74.08868407,81.3966895,74.04573143,73.54116406,74.10699887,65.03924052,78.46861598,81.06633486,74.39482347
ENSMUSG00000017929,B4galt5,67.80760894,61.58311088,60.60484349,50.61609109,56.29289024,60.0242455,60.69279195,82.8284228,70.64319235,75.52441703,71.34656625,79.44823957,76.26547281,92.6210387,81.19382058
ENSMUSG00000039463,Slc9a8,31.35190521,31.27550916,31.02247929,37.98545838,39.92625363,36.621084,35.60487117,35.58122388,30.74437098,37.14579205,34.71774875,41.78609723,29.63227567,35.5811515,33.76506778
ENSMUSG00000047030,Spata2,29.26872214,31.09402652,29.70237379,26.57110882,25.27967756,32.90175516,31.37458945,34.57370785,32.40513411,26.15749859,27.4450705,30.15952559,32.67995705,30.81254357,31.86003477
ENSMUSG00000006418,Rnf114,107.3360077,104.8364746,113.6490827,98.846396,92.36203843,96.70254995,93.09557487,104.8346939,101.4685762,88.54956489,93.21768626,87.24897353,107.9172964,98.44424262,92.88678179
ENSMUSG00000042821,Snai1,21.30054689,20.74951575,18.96151539,20.30257258,15.84540614,15.50674026,20.06446123,19.19583166,18.95700345,25.78228857,17.14653341,14.75680247,25.005675,18.84517174,23.94429417
ENSMUSG00000085596,Gm11476,1.510307726,1.57284959,1.08008632,1.122722908,0.521230465,1.029967988,0.646293041,0.636325911,0.486077012,0.268007158,0.796278641,0.496862036,1.138290639,0.779483989,0.853980314
ENSMUSG00000078923,Ube2v1,5.832912597,4.476571911,7.860628215,7.625159748,4.951689419,5.264280825,5.199721285,6.62839491,5.630392051,6.003360332,7.219593013,6.310147858,5.067229296,5.593943922,5.813635211
ENSMUSG00000090213,Tmem189,48.12152892,53.96083979,57.96463249,46.12519946,53.79098401,50.81175405,53.96546893,67.87476388,57.31658095,59.22958184,63.27760935,69.06382301,63.08333283,78.08595491,58.79326005
ENSMUSG00000056501,Cebpb,131.8134088,138.8947177,144.4915476,114.7984173,113.7324875,130.3481709,125.7627504,151.0213496,144.9724687,114.8142663,128.6786284,116.3154026,173.9014344,176.3467895,129.4437083
ENSMUSG00000006462,A530013C23Rik,0.572875344,0.302471075,0.660052751,0.842042181,0.833968744,0.972747544,1.233832169,0.636325911,0.526583429,0.750420041,1.008619612,0.645920647,0.587504846,0.412667994,1.018207297
ENSMUSG00000084797,Gm14321,1.562387303,1.391366945,1.560124684,2.105105452,1.876429675,1.544951981,1.850748254,1.166597504,1.336711782,1.286434357,1.857983496,1.689330923,1.064852533,1.054595985,1.248125074
ENSMUSG00000087624,9230111E07Rik,1.041591535,1.45186116,1.620129479,1.917984967,1.459445302,1.8310542,1.615732603,1.219624663,0.769621935,1.125630062,1.53947204,1.142782683,1.175009692,1.100447985,1.37950666
ENSMUSG00000087684,1200007C13Rik,2.239421801,2.903722321,2.400191821,2.01154521,0.521230465,0.801086213,1.175078256,1.962004893,1.620256705,0.964825768,1.380216311,1.093096479,2.607052754,1.192151983,1.149588884
ENSMUSG00000027540,Ptpn1,121.6578913,119.0526151,119.8295767,109.7929443,118.5799308,118.4463186,118.62415,136.7040166,118.4002587,120.0136052,128.7317137,122.6255505,130.0956043,136.0887341,112.9224738
ENSMUSG00000074577,Ripor3,1.822785187,1.512355375,1.200095911,1.122722908,1.824306628,1.773833756,1.233832169,1.590814778,1.053166858,1.232832925,1.327131069,1.739017126,1.321885903,0.73363199,1.18243428
ENSMUSG00000044641,Pard6b,135.9276953,122.9242449,153.6122766,158.7249511,139.6897647,132.5797682,132.2844347,109.6601654,116.0103801,141.2397721,143.1178144,143.6428146,123.8900844,114.5382944,118.6375728
ENSMUSG00000051149,Adnp,9.166005509,8.469190102,6.420513122,9.589924837,10.84159368,9.212491444,10.16442692,8.007101052,10.08609799,8.629830477,8.281297868,8.496340817,9.289920376,8.069951887,10.01784599
ENSMUSG00000078919,Dpm1,9.061846356,9.013638037,7.980637806,9.777045321,9.590640559,10.47134121,11.54514387,8.8555356,7.817738603,8.897837634,9.980025636,9.738495907,7.123496257,8.024099888,10.54337233
ENSMUSG00000074576,Mocs3,8.697289319,8.771661177,9.300743308,7.812280233,10.68522454,9.727475438,9.841280398,7.794992414,9.802553067,10.07706913,9.661514179,8.198223595,9.069606059,9.216251871,8.441266945
ENSMUSG00000074575,Kcng1,0.989511958,0.786424795,0.240019182,0.842042181,0.521230465,1.029967988,0.851931736,1.48476046,1.012660441,1.232832925,1.433301554,1.142782683,1.28516685,1.146299984,1.346661264
ENSMUSG00000027544,Nfatc2,10.36383577,10.94945292,7.380589851,10.89976823,10.89371672,13.10348162,11.457013,13.68100709,10.28863008,15.49081371,14.06758933,14.35931284,10.57508723,12.97611582,13.46661264
ENSMUSG00000027546,Atp9a,171.4980463,174.0418566,202.3961753,191.7517166,195.3050553,179.6149729,183.1947002,180.769586,175.3117755,178.3319627,181.8700416,181.1062121,190.1679748,190.7443173,161.2708977
ENSMUSG00000027551,Zfp64,18.12369271,18.69271244,19.56156334,18.66526834,18.19094323,18.02443978,18.97751384,15.90814778,16.89117615,18.7068996,18.89834642,18.13546432,16.89076432,17.37790776,16.06139897
ENSMUSG00000047907,Tshz2,6.978663286,6.230904146,8.400671375,7.71871999,7.662087838,8.010862126,7.931778231,10.71148617,9.275969638,9.80906197,9.024491266,10.980651,8.518820266,10.27084786,10.14922757
ENSMUSG00000052056,Zfp217,62.2871738,56.19912575,50.34402345,59.36397374,58.79479647,54.47386245,52.14409763,54.77705554,53.02290068,57.56793747,57.70365886,46.60565898,53.53637908,47.77778333,53.70222356
ENSMUSG00000013523,Bcas1,11.04087027,4.839537201,9.360748103,7.671939869,5.629289024,7.724759907,8.636825185,7.794992414,8.506347703,8.897837634,5.99863243,7.552302948,8.261786896,6.740243906,7.324523458
ENSMUSG00000052033,Pfdn4,9.790960431,10.10253391,10.92087279,9.122123625,8.287564396,7.495878132,8.901217793,8.590399804,10.00508516,8.469026182,9.820769908,8.645399427,11.38290639,8.528471881,9.590855829
ENSMUSG00000027495,Fam210b,51.35046268,49.18179681,40.56324178,40.93260601,34.08847242,35.59111602,36.77994943,39.92945094,38.88616093,36.39537201,36.46956176,36.96653548,46.26600662,36.45233949,35.60440999
ENSMUSG00000027496,Aurka,2.864376722,2.964216536,3.660292528,2.385786179,3.023136698,2.346038194,1.96825608,3.234656716,2.956968487,3.591295913,2.760432623,2.683054995,3.231276652,3.117935956,2.956085701
ENSMUSG00000027498,Cstf1,26.87306161,26.37547775,23.64188944,24.41922324,24.39358577,24.08980682,24.17723513,24.55157475,24.38486341,23.42382558,24.04761496,21.76255718,24.96895595,22.37577569,24.86396528
ENSMUSG00000074570,Cass4,17.13418075,14.82108268,10.50083922,10.24484653,6.359011675,9.384152776,11.72140561,12.14321948,15.55446437,8.629830477,6.104802915,13.56433358,13.87980198,8.299211884,11.43019804
ENSMUSG00000027502,Rtf2,81.76493551,80.21532911,93.36746185,84.43811868,83.86598185,90.46552158,88.10149228,92.79752874,81.05334168,88.33515916,84.40553596,87.59677696,86.80384098,96.24334665,83.39446215
ENSMUSG00000081344,Gm14303,2.656058415,2.238285955,3.660292528,2.619686785,2.084921861,2.517699525,2.820187816,2.333195008,2.268359387,3.001680166,3.132029322,1.78870333,2.460176542,2.796971961,2.791858717
ENSMUSG00000008999,Bmp7,5.207957676,4.960525631,4.860388438,6.50243684,4.169843721,4.5776355,4.641559113,3.552819672,4.577225192,3.85930307,3.025858836,2.086820551,3.671905287,2.292599968,3.744375221
ENSMUSG00000027509,Rae1,34.11212278,34.36071413,32.34258479,27.88095221,31.01321268,28.66744232,30.31701902,30.80877954,32.32412127,28.7303673,31.69188992,27.6255292,34.84638117,30.07891158,32.18848874
ENSMUSG00000027510,Rbm38,16.66546456,15.97047276,15.96127561,18.99272919,12.40528507,20.77102108,17.53804298,13.09770834,15.67598362,12.48913355,11.57258292,10.78190618,15.82591179,10.77521985,14.8461193
ENSMUSG00000027513,Pck1,29.47704045,18.20875872,22.50179833,37.33053668,9.43427142,28.95354454,35.69300204,13.36284414,39.00768018,16.77724807,9.449173208,14.50837145,25.66661796,15.31456779,25.19241925
ENSMUSG00000027514,Zbp1,7.186981593,6.472881006,7.80062342,8.420421808,7.401472605,8.583066563,8.636825185,12.40835527,8.830399044,13.7755679,10.93556001,12.62029572,6.168800882,10.04158786,9.426628845
ENSMUSG00000038400,Pmepa1,61.55805973,69.38686462,62.94503052,44.11365425,59.8372574,45.83357545,49.99957981,87.75994861,73.39762875,74.23798267,68.58613362,86.30493566,84.30694539,85.05545881,76.23416568
