"X","ID","Gene.name","logFC","logCPM","LR","PValue"
36,"ENSMUSG00000092083","Kcnb2",-1.75589944186113,-1.18218894743522,4.08598880896501,0.0432401439644656
137,"ENSMUSG00000050967","Creg2",-1.60114513468941,-1.00216184377872,7.29951183862038,0.00689733475240678
143,"ENSMUSG00000026069","Il1rl1",-1.52045613709712,2.68247415671165,15.1644294239682,9.85423451979751e-05
157,"ENSMUSG00000026051","1500015O10Rik",-1.69940659245745,-1.00176189811422,6.94810298119445,0.00839081638528454
281,"ENSMUSG00000055567","Unc80",-1.52679006698465,-0.647728286128438,5.32617728180517,0.021007412625243
305,"ENSMUSG00000100444","C530043A13Rik",-1.69290812722249,0.392700762119771,12.0671633695713,0.000513177242547194
390,"ENSMUSG00000090186","Gm7592",-1.22502918157642,-0.686757334916794,3.9967439796383,0.0455882512416924
661,"ENSMUSG00000102717","Gm37759",-2.17330280779152,-1.23009259586534,7.13181145389782,0.00757281839919231
759,"ENSMUSG00000073530","Pappa2",-2.14579277801269,1.99549870223245,28.6045518940459,8.8773255360898e-08
800,"ENSMUSG00000026582","Sele",-1.16412701409864,0.581456721001276,6.49224379283506,0.0108346140345586
823,"ENSMUSG00000040612","Ildr2",-1.16224524785168,4.26752574867251,27.5918944803849,1.49805214075613e-07
836,"ENSMUSG00000026678","Rgs5",-1.03825745030903,5.12514078900386,19.7330547806692,8.90477441202455e-06
881,"ENSMUSG00000038209","Itln1",-1.74661334661189,2.4469382518245,29.4916158801586,5.61591147126242e-08
910,"ENSMUSG00000005339","Fcer1a",-2.81768552594068,-0.0391911147385621,34.8883314128003,3.49167187477789e-09
1003,"ENSMUSG00000026621","1-Mar",-1.16483310272718,-0.459443018119343,5.13724655926784,0.0234177610629178
1441,"ENSMUSG00000053475","Tnfaip6",-1.33433052148874,0.232290506733207,4.02396496080552,0.044858137199801
1460,"ENSMUSG00000026834","Acvr1c",-1.02452053676175,0.753249919202042,6.03296885261248,0.0140410976498542
