"X","ID","Gene.name","logFC","logCPM","LR","PValue"
30,"ENSMUSG00000025938","Slco5a1",1.64260351934444,1.81226441248859,22.5977386343942,1.99719545450009e-06
257,"ENSMUSG00000026011","Ctla4",1.034457851209,0.483583172623954,7.23368044072784,0.00715483784162166
287,"ENSMUSG00000061816","Myl1",2.6048203828388,2.7915493240533,6.08584702865159,0.0136269019573945
511,"ENSMUSG00000067006","Serpinb5",1.89152440119137,1.34172243248398,8.35761058495594,0.00384075272825378
512,"ENSMUSG00000059956","Serpinb12",10.9482089063575,2.75187351884252,17.2680409800074,3.24600736442349e-05
513,"ENSMUSG00000044594","Serpinb3a",9.98677137129372,1.80133314466658,9.8620989868452,0.0016871850481129
514,"ENSMUSG00000073601","Serpinb3c",10.5885825427568,2.3947096878953,10.0760752888647,0.00150206937410508
578,"ENSMUSG00000042474","Fcmr",1.38478804701314,3.66683212649964,23.2255848285896,1.44067857602088e-06
606,"ENSMUSG00000053024","Cntn2",1.2716641539442,-1.3987065970266,4.31723112747836,0.0377282652773384
658,"ENSMUSG00000026413","Pkp1",7.08110225948874,2.14428397015333,10.687125643586,0.00107883700021737
660,"ENSMUSG00000026407","Cacna1s",2.72385383133388,0.686983437211689,6.14151411924328,0.013204420085486
801,"ENSMUSG00000026581","Sell",1.10336261045364,5.25317169135088,32.400668540701,1.2544331114527e-08
848,"ENSMUSG00000053925","Gm9929",1.01155972435833,-0.585655292612661,4.68210674392493,0.0304783483966393
851,"ENSMUSG00000038421","Fcrla",1.64038498443456,2.6322964136383,42.5421929132441,6.91738211717892e-11
897,"ENSMUSG00000007122","Casq1",2.26734760129094,2.04197881861813,7.33395921098383,0.00676638469556346
1030,"ENSMUSG00000037568","Vash2",1.12165755206258,-0.0472719807027675,6.67927622590831,0.00975402224227006
1063,"ENSMUSG00000103089","Gm38118",1.11095091561157,-0.347619263006009,5.44013592541859,0.0196791379770333
1125,"ENSMUSG00000026726","Cubn",1.12988327031099,0.422497784926856,8.0474158648429,0.00455686086070164
1211,"ENSMUSG00000026940","Ccdc183",1.92659129618691,-0.884523967603931,13.1953378313652,0.000280646405817692
1443,"ENSMUSG00000026950","Neb",3.76251445854638,3.36261524065649,9.83835822937579,0.00170909970440394
1465,"ENSMUSG00000026989","Dapl1",1.60689778354454,-0.185045001305746,6.12108082047273,0.0133579102968302
1488,"ENSMUSG00000086881","Gm13594",1.08005915532884,-0.542068782624675,5.96204722720652,0.0146170588705914
1609,"ENSMUSG00000075224","Lrrc55",1.28337249157063,-0.348078528435528,7.5445435050898,0.00601920696338131
1809,"ENSMUSG00000079110","Capn3",1.42779549251211,0.118970715659434,7.68180566668329,0.00557803268723138
1846,"ENSMUSG00000033268","Duox1",2.3287318778971,-0.778492730013129,5.26390617732372,0.0217721006407123
1878,"ENSMUSG00000001998","Ap4e1",1.78970546784111,5.08443468128308,41.605959007549,1.11652432137877e-10
1925,"ENSMUSG00000027401","Tgm3",6.75969458331295,3.72374762344061,12.6171521952393,0.000382223202664049
2004,"ENSMUSG00000083674","Zfp133-ps",1.14441570489401,-0.706734452464043,5.55384045020234,0.0184401840223921
2204,"ENSMUSG00000017697","Ada",3.5668543774364,4.71487390686421,7.80749608575655,0.00520299471261578
2209,"ENSMUSG00000040154","Wfdc5",3.79430421627714,-0.253587980688582,12.2811447982235,0.000457557609521697
2210,"ENSMUSG00000042845","Wfdc12",2.38546679162467,-0.369359449550264,6.91973275983181,0.00852497149773484
2223,"ENSMUSG00000017300","Tnnc2",8.6263945324583,2.40260288685086,7.63316443319725,0.00573046739478874
2313,"ENSMUSG00000050600","Zfp831",1.20461316335029,1.57209640558358,12.7293654249284,0.000359958658524901
2366,"ENSMUSG00000038751","Ptk6",1.32970026664881,-0.612353192332173,4.22716906331912,0.0397817411728199
2414,"ENSMUSG00000039278","Pcsk1n",1.20077995417265,-0.931504658789496,4.343500803509,0.0371504613041544
2741,"ENSMUSG00000073008","Gpr174",1.22418411898692,2.07224684436382,13.1449235413642,0.000288299280120126
2765,"ENSMUSG00000031258","Xkrx",1.98199951192805,0.760297384199081,12.8894656058608,0.000330436767789961
2845,"ENSMUSG00000084771","A230072E10Rik",2.05500257457174,-0.933120036893554,13.629654709533,0.000222640820837291
2917,"ENSMUSG00000084806","Gm15232",1.24355189607313,-0.728071179635151,6.10543773603779,0.0134766566333657
2933,"ENSMUSG00000097804","Gm16685",1.04896076564193,-0.562246022683389,5.28137389206748,0.0215547329896645
2989,"ENSMUSG00000027690","Slc2a2",2.91591481860307,1.61955299847464,5.47887000300728,0.0192476977039551
3083,"ENSMUSG00000085174","Gm16206",1.73445602153367,-0.493431208109955,12.397508535192,0.000429907067861586
3158,"ENSMUSG00000043461","Sptssb",1.93263064304881,0.804394935752641,4.4404585961526,0.0350968187368339
3217,"ENSMUSG00000059994","Fcrl1",1.403679430199,2.34738413903277,24.8939571288005,6.05719947787766e-07
3337,"ENSMUSG00000043165","Lor",7.11546750728048,6.6169849248997,12.4117928757079,0.000426631071545615
3339,"ENSMUSG00000045539","Sprr3",10.7712359503279,2.57571951358289,10.1381273390043,0.00145233632298093
3342,"ENSMUSG00000057609","Lce1a1",4.88150865439257,0.46014276248337,4.56923514511606,0.0325510955397584
3343,"ENSMUSG00000068890","Lce1a2",8.52612639511307,0.399380296988698,9.25316946401823,0.00235088202652291
3344,"ENSMUSG00000042092","Lce1c",8.42363945459427,0.304375540053733,9.20621696973187,0.00241194601534467
3346,"ENSMUSG00000059832","Kprp",9.12838639946444,0.968228619671208,9.52257262527494,0.00202959861979352
3347,"ENSMUSG00000054325","Lce3a",8.48147310169466,0.357914004284301,9.23282210539846,0.00237714978649105
3348,"ENSMUSG00000027913","Crct1",10.336176606053,2.14519847258373,9.98818444831594,0.00157547861668241
3349,"ENSMUSG00000041984","Rptn",3.98551313003909,4.01725351683915,8.14528568303206,0.00431732531160601
3354,"ENSMUSG00000028148","Them5",3.33670875681647,0.341807042154711,7.65082694542167,0.00567463031194255
3443,"ENSMUSG00000038354","Ankrd35",1.3707221267272,0.397212101194972,5.13517139726623,0.023445771968531
3467,"ENSMUSG00000027868","Tbx15",2.5449139507398,0.430829768481597,6.27943663809495,0.01221469246768
3711,"ENSMUSG00000037922","Bank1",1.43209096667973,3.1728495581419,30.4986585507932,3.34097444482189e-08
3754,"ENSMUSG00000036960","Clca2",1.92555149526911,-0.803004834056838,5.30528680664143,0.0212607989797724
