"X","ID","Gene.name","logFC","logCPM","LR","PValue","FDR","entrezgene_id"
"ENSMUSG00000003545","ENSMUSG00000003545","Fosb",-0.400248910844149,3.54316996275275,2.91704608274226,0.0876481802429434,0.840500077311984,14282
"ENSMUSG00000048482","ENSMUSG00000048482","Bdnf",0.316025839732387,5.57168215099342,2.9167768582198,0.0876628075298421,0.840500077311984,12064
"ENSMUSG00000025162","ENSMUSG00000025162","Csnk1d",0.189220185591505,7.51773822507338,2.91529416891732,0.0877434111911667,0.840805261547817,104318
"ENSMUSG00000049516","ENSMUSG00000049516","Spty2d1",0.203743094874748,5.71083808107576,2.90745326884457,0.0881710044043983,0.844002237683687,101685
"ENSMUSG00000039994","ENSMUSG00000039994","Timeless",0.308807802177041,4.38264193782515,2.90576532602566,0.0882633491743632,0.844002237683687,21853
"ENSMUSG00000022769","ENSMUSG00000022769","Sdf2l1",0.272835797484011,4.67253627488724,2.90492440100131,0.0883093940052772,0.844002237683687,64136
"ENSMUSG00000110598","ENSMUSG00000110598","Gm45854",0.922762771009607,-0.664918419550901,2.9048192891884,0.0883151512302084,0.844002237683687,NA
"ENSMUSG00000030124","ENSMUSG00000030124","Lag3",0.473909457293198,1.73206626147907,2.90449193027808,0.0883330840654249,0.844002237683687,16768
"ENSMUSG00000046711","ENSMUSG00000046711","Hmga1",0.308746387461988,4.07500772570857,2.90380386417113,0.0883707894320468,0.844002237683687,15361
"ENSMUSG00000069206","ENSMUSG00000069206","Zfp874a",0.351424511851998,3.10681590928966,2.90194838456109,0.0884725549133539,0.844240813809659,238692
"ENSMUSG00000023066","ENSMUSG00000023066","Rttn",-0.356891140388823,3.18100506631099,2.90156286781732,0.0884937148647865,0.844240813809659,246102
"ENSMUSG00000027223","ENSMUSG00000027223","Mapk8ip1",-0.249313695414865,4.93966117195099,2.90033542788036,0.0885611222014365,0.844416584972657,19099
"ENSMUSG00000025479","ENSMUSG00000025479","Cyp2e1",0.472843805776687,4.03343541282349,2.89717673536522,0.0887348441883154,0.845605295169911,13106
"ENSMUSG00000031298","ENSMUSG00000031298","Adgrg2",0.454314125535236,2.15218765756359,2.89620778378008,0.0887882086632413,0.845646369693711,237175
"ENSMUSG00000060459","ENSMUSG00000060459","Kng2",0.535955283946751,1.74531036284556,2.89300878037353,0.0889646392022624,0.846858870904364,385643
"ENSMUSG00000057346","ENSMUSG00000057346","Apol9a",0.642776970102946,0.721983751041974,2.89163932169511,0.0890402833533938,0.847111172587834,223672
"ENSMUSG00000054422","ENSMUSG00000054422","Fabp1",-1.05982297919325,1.00889764408621,2.88952398848542,0.0891572641145329,0.847306138037602,14080
"ENSMUSG00000045690","ENSMUSG00000045690","Wdr89",0.470349575630574,2.41799097719398,2.88949122393911,0.0891590773478862,0.847306138037602,72338
"ENSMUSG00000030861","ENSMUSG00000030861","Acadsb",0.173754308214532,6.72792686107145,2.88804389183633,0.0892392145317082,0.847600451411635,66885
"ENSMUSG00000050064","ENSMUSG00000050064","Zfp697",-0.336318940171754,4.81072019060994,2.88712609367532,0.0892900724704775,0.847616497422116,242109
"ENSMUSG00000042155","ENSMUSG00000042155","Klhl23",-0.393454636376412,4.28365029419018,2.88594125059558,0.0893557746502739,0.847773362243297,277396
"ENSMUSG00000020432","ENSMUSG00000020432","Tcn2",0.168593730945076,7.44163108607236,2.88412406592986,0.0894566434635169,0.847840445489775,21452
"ENSMUSG00000021681","ENSMUSG00000021681","Aggf1",0.180976272628601,6.21276627353362,2.88404188098921,0.0894612083268114,0.847840445489775,66549
"ENSMUSG00000056481","ENSMUSG00000056481","Cd248",-0.376318168555684,3.70535410512111,2.88137109751287,0.0896096913629543,0.848781027146137,70445
"ENSMUSG00000074211","ENSMUSG00000074211","Sdhaf1",-0.44364787543873,2.57655120464221,2.8804781195881,0.0896593963562238,0.848785466109249,68332
"ENSMUSG00000025613","ENSMUSG00000025613","Cct8",0.169975689731489,6.90370835767281,2.87937211162965,0.0897210005018131,0.848902484989438,12469
"ENSMUSG00000089847","ENSMUSG00000089847","Timm10b",0.299857645455482,3.77147250938054,2.87698385122911,0.0898541822053732,0.849696240832929,14356
"ENSMUSG00000081094","ENSMUSG00000081094","Rpl19-ps11",0.41175694377103,2.32210164577953,2.87403409494019,0.0900189719114604,0.850787860077668,NA
"ENSMUSG00000030224","ENSMUSG00000030224","Strap",0.181003339258667,6.55256035927998,2.86703031565867,0.0904115568319978,0.853349190526956,20901
"ENSMUSG00000031353","ENSMUSG00000031353","Rbbp7",0.185001019793432,6.64612820948229,2.86653391197266,0.0904394523156913,0.853349190526956,245688
"ENSMUSG00000104822","ENSMUSG00000104822","Gm42967",-0.942456463791445,-0.0172729172573962,2.86511519258701,0.090519228983729,0.853349190526956,NA
"ENSMUSG00000054604","ENSMUSG00000054604","Cggbp1",0.184065661872658,7.20959818677161,2.86430631739695,0.0905647474018644,0.853349190526956,106143
"ENSMUSG00000055313","ENSMUSG00000055313","Pgbd1",-0.608856979432107,1.29699822315464,2.86394077836892,0.0905853257930941,0.853349190526956,319207
"ENSMUSG00000041268","ENSMUSG00000041268","Dmxl2",-0.233517584666104,5.94810871926889,2.86391132562202,0.0905869840863351,0.853349190526956,235380
"ENSMUSG00000044583","ENSMUSG00000044583","Tlr7",-0.331854712365442,4.61419583407054,2.86188159617007,0.090701344408293,0.853588993589573,170743
"ENSMUSG00000058470","ENSMUSG00000058470","Gm8369",-0.683570471880001,1.39411244759388,2.86129177064779,0.0907346061145519,0.853588993589573,666926
"ENSMUSG00000032369","ENSMUSG00000032369","Plscr1",-0.223295143206932,5.72917116179746,2.86059727606488,0.0907737873390849,0.853588993589573,22038
"ENSMUSG00000066839","ENSMUSG00000066839","Ecsit",-0.315420150804883,3.94408704288761,2.85994682758377,0.0908105002751481,0.853588993589573,26940
"ENSMUSG00000020954","ENSMUSG00000020954","Strn3",0.169964954910351,6.92621809358293,2.85750776307484,0.0909483107722332,0.854418490137618,94186
"ENSMUSG00000031389","ENSMUSG00000031389","Arhgap4",-0.307224713961872,4.02278504241986,2.85290690290488,0.0912088841713953,0.856399757206255,171207
"ENSMUSG00000026578","ENSMUSG00000026578","Ccdc181",-0.332023855471254,4.76858305185633,2.85087656673816,0.0913241315660531,0.856621879167879,74895
"ENSMUSG00000022596","ENSMUSG00000022596","Slurp1",0.919545695133743,-0.0184590083779578,2.85043504248889,0.0913492146074107,0.856621879167879,57277
"ENSMUSG00000027404","ENSMUSG00000027404","Snrpb",0.171055820199656,6.90058223949053,2.84986493509056,0.0913816135384727,0.856621879167879,20638
"ENSMUSG00000058254","ENSMUSG00000058254","Tspan7",0.337971913248694,8.12967972725751,2.84581375376044,0.0916121999459317,0.858164921513935,21912
"ENSMUSG00000040631","ENSMUSG00000040631","Dok4",0.243392383817056,5.48487959257992,2.84450466840751,0.0916868459021679,0.858164921513935,114255
"ENSMUSG00000030353","ENSMUSG00000030353","Tead4",0.281959827815595,4.39406344765859,2.84435189545417,0.0916955615423556,0.858164921513935,21679
"ENSMUSG00000036964","ENSMUSG00000036964","Trim17",0.653319246544148,0.46800271702409,2.84285472736522,0.0917810220620825,0.858255576253922,56631
"ENSMUSG00000013415","ENSMUSG00000013415","Igf2bp1",-0.681917766781728,1.01072973680468,2.84243809443876,0.0918048194565944,0.858255576253922,140486
"ENSMUSG00000049823","ENSMUSG00000049823","Zbtb12",0.35188467342419,3.00363799739938,2.84110012401751,0.0918812874825906,0.858504886131371,193736
"ENSMUSG00000013150","ENSMUSG00000013150","Gfod2",0.286984705721261,4.15559853992916,2.83904333120414,0.0919989727931399,0.85878070647658,70575
"ENSMUSG00000041440","ENSMUSG00000041440","Gk5",0.364801923813373,2.73463227838967,2.83744528569867,0.0920905225980703,0.85878070647658,235533
"ENSMUSG00000050270","ENSMUSG00000050270","Tmem220",-0.338772672026946,3.25514152509286,2.83639073272859,0.092150990676099,0.85878070647658,338369
"ENSMUSG00000001366","ENSMUSG00000001366","Fbxo9",0.20057584974972,5.76949633122514,2.83382508880926,0.0922982849458181,0.85878070647658,71538
"ENSMUSG00000111187","ENSMUSG00000111187","AC132392.1",0.864055110380867,-0.277967851573854,2.83341870840785,0.0923216388070388,0.85878070647658,NA
"ENSMUSG00000027433","ENSMUSG00000027433","Xrn2",-0.17396976349598,6.84775915044418,2.83324670925168,0.0923315251851039,0.85878070647658,24128
"ENSMUSG00000038168","ENSMUSG00000038168","P3h2",0.270560365612912,4.77609905613828,2.8304761508468,0.0924909333463608,0.85878070647658,210530
"ENSMUSG00000022858","ENSMUSG00000022858","Tra2b",0.18894402485114,6.72881987698855,2.83006615607319,0.0925145483922258,0.85878070647658,20462
"ENSMUSG00000067610","ENSMUSG00000067610","Klri1",-1.07650894305274,-0.573746636150677,2.8298823276012,0.0925251387468639,0.85878070647658,503550
"ENSMUSG00000003808","ENSMUSG00000003808","Farsa",0.247277835801848,5.10581256685629,2.82913335532883,0.0925683006453702,0.85878070647658,66590
"ENSMUSG00000076526","ENSMUSG00000076526","Igkv12-98",-0.771425401806448,2.42831398051935,2.82821252431232,0.0926213964395007,0.85878070647658,NA
"ENSMUSG00000086688","ENSMUSG00000086688","Gm11560",0.977802341168061,-0.838174183611746,2.82712319491361,0.0926842507157098,0.85878070647658,NA
"ENSMUSG00000069892","ENSMUSG00000069892","9930111J21Rik2",-0.38147292857809,5.04030457076182,2.82656034438276,0.092716745339109,0.85878070647658,245240
"ENSMUSG00000043733","ENSMUSG00000043733","Ptpn11",0.172072403905024,7.81581058182151,2.8238669006469,0.0928724153848516,0.85878070647658,19247
"ENSMUSG00000076576","ENSMUSG00000076576","Igkv6-32",0.860554016850103,3.69814159227254,2.82246785025973,0.09295338687291,0.85878070647658,NA
"ENSMUSG00000005470","ENSMUSG00000005470","Asf1b",0.478568785960606,2.19967945231064,2.82073402860063,0.0930538400931185,0.85878070647658,66929
"ENSMUSG00000035184","ENSMUSG00000035184","Fam124a",-0.317979427735517,3.93008457985567,2.81986828018099,0.09310404352698,0.85878070647658,629059
"ENSMUSG00000063952","ENSMUSG00000063952","Brpf3",0.250151133972026,5.27682618700555,2.81930769619877,0.0931365666449905,0.85878070647658,268936
"ENSMUSG00000091649","ENSMUSG00000091649","Phf11b",-0.40315716085166,2.5987373513514,2.81829248283435,0.0931954972094913,0.85878070647658,236451
"ENSMUSG00000110275","ENSMUSG00000110275","Gm5905",0.617152983167769,1.66053683315961,2.81817749097383,0.0932021747512687,0.85878070647658,NA
"ENSMUSG00000016356","ENSMUSG00000016356","Col20a1",-0.544695342685457,2.21087828888077,2.81707085795627,0.093266463186195,0.85878070647658,73368
"ENSMUSG00000085913","ENSMUSG00000085913","Gm15601",-0.708176022891012,0.888213810355458,2.81685497287203,0.0932790103744451,0.85878070647658,NA
"ENSMUSG00000022272","ENSMUSG00000022272","Myo10",-0.182588291895329,8.06503648903429,2.81651959942711,0.0932985058372438,0.85878070647658,17909
"ENSMUSG00000054720","ENSMUSG00000054720","Lrrc8c",-0.198901866011347,7.38823175870954,2.81631099891147,0.0933106341471284,0.85878070647658,100604
"ENSMUSG00000031147","ENSMUSG00000031147","Magix",-0.332632469161548,3.66767449053567,2.81577282293398,0.0933419323274546,0.85878070647658,54634
"ENSMUSG00000039232","ENSMUSG00000039232","Stx11",-0.260769673063342,4.83879252679682,2.81511607346926,0.0933801417366086,0.85878070647658,74732
"ENSMUSG00000027932","ENSMUSG00000027932","Slc27a3",0.461153449595638,1.88897405654981,2.81490511272921,0.093392418952878,0.85878070647658,26568
"ENSMUSG00000048856","ENSMUSG00000048856","Slc25a47",-0.99543153735981,-0.352962387150423,2.81347256954591,0.0934758346621632,0.85878070647658,104910
"ENSMUSG00000035198","ENSMUSG00000035198","Tubg1",0.280173150532421,4.36892944352304,2.81241420524948,0.0935375143071929,0.85878070647658,103733
"ENSMUSG00000032942","ENSMUSG00000032942","Ucp3",-0.452849352679818,2.47649033315564,2.81151916730943,0.0935897101152448,0.85878070647658,22229
"ENSMUSG00000076512","ENSMUSG00000076512","Igkv9-123",-1.68268078685,0.898826915766886,2.81070887386066,0.0936369912091041,0.85878070647658,NA
"ENSMUSG00000020137","ENSMUSG00000020137","Thap2",0.301144072462739,4.00511863817544,2.81024832004677,0.093663876369802,0.85878070647658,66816
"ENSMUSG00000009378","ENSMUSG00000009378","Slc16a12",-0.299389267467733,4.54117767715701,2.81020911256876,0.0936661655223118,0.85878070647658,240638
"ENSMUSG00000081788","ENSMUSG00000081788","Gm5898",0.337958773518531,3.00918860997489,2.80957939566099,0.0937029402657049,0.85878070647658,NA
"ENSMUSG00000097479","ENSMUSG00000097479","Gm26582",-1.35418421623765,-1.0957904911409,2.80946986631782,0.093709338256416,0.85878070647658,NA
"ENSMUSG00000052760","ENSMUSG00000052760","A630001G21Rik",-0.349387834118101,3.0352951656275,2.80905535214907,0.0937335557756505,0.85878070647658,319997
"ENSMUSG00000035478","ENSMUSG00000035478","Mbd3",0.170587909800451,6.60230541973866,2.80870543050002,0.0937540048488268,0.85878070647658,17192
"ENSMUSG00000107756","ENSMUSG00000107756","Gm44164",-1.27469090142748,-0.890319350961748,2.80773157629297,0.0938109414674168,0.858845894825703,NA
"ENSMUSG00000042807","ENSMUSG00000042807","Hecw2",0.234849375415015,6.14562407175179,2.80293815570327,0.0940917386459964,0.860564972866691,329152
"ENSMUSG00000084835","ENSMUSG00000084835","Gm12352",-1.17225655249348,-0.411406483501051,2.80279471699859,0.0941001553199901,0.860564972866691,NA
"ENSMUSG00000019831","ENSMUSG00000019831","Wasf1",-0.6089115200238,1.08763693454725,2.80197153439725,0.0941484737413179,0.860564972866691,83767
"ENSMUSG00000023988","ENSMUSG00000023988","Bysl",0.265798232432775,4.48396745111235,2.7990658843124,0.0943192428487977,0.861213636780383,53414
"ENSMUSG00000004931","ENSMUSG00000004931","Apba3",0.247401387305953,4.85308303203112,2.79861988016799,0.0943454849552352,0.861213636780383,57267
"ENSMUSG00000053094","ENSMUSG00000053094","Tmem248",0.176053758794615,6.75564346921781,2.79660531335326,0.094464117579087,0.861213636780383,71667
"ENSMUSG00000087028","ENSMUSG00000087028","Gm13387",0.578330520936151,0.876345672483883,2.79586508654763,0.0945077483886272,0.861213636780383,NA
"ENSMUSG00000045078","ENSMUSG00000045078","Rnf216",0.192191144321162,5.97523131072018,2.79574755572332,0.094514677964878,0.861213636780383,108086
"ENSMUSG00000036461","ENSMUSG00000036461","Elf1",0.19690177181727,6.85029280859713,2.79567114699981,0.0945191832930266,0.861213636780383,13709
"ENSMUSG00000097290","ENSMUSG00000097290","1300002E11Rik",-0.308640592435753,3.85623474282225,2.79434819504047,0.0945972262759275,0.861264902838657,100043489
"ENSMUSG00000026974","ENSMUSG00000026974","Zmynd19",0.288947360062099,4.03818567962674,2.79388224104079,0.0946247303194163,0.861264902838657,67187
"ENSMUSG00000023795","ENSMUSG00000023795","Pisd-ps2",-0.839089139357687,0.0818776240594219,2.79167012101933,0.0947554247529077,0.861999349506795,NA
"ENSMUSG00000053286","ENSMUSG00000053286","Trmt1l",0.252480482551016,4.72522949164999,2.79022709839404,0.0948407859537398,0.862229587471917,98685
"ENSMUSG00000058153","ENSMUSG00000058153","Sez6l",-0.99996843505739,0.342113391420268,2.78929473850174,0.0948959836913643,0.862229587471917,56747
"ENSMUSG00000006269","ENSMUSG00000006269","Atp6v1b1",-0.588192838719585,1.1243298041759,2.78870724819547,0.0949307823552236,0.862229587471917,110935
"ENSMUSG00000085881","ENSMUSG00000085881","Gm15912",-0.763677713390908,0.290096308348073,2.78625018998619,0.0950764712589301,0.862838847492893,NA
"ENSMUSG00000037857","ENSMUSG00000037857","Nufip2",0.211566255081499,6.23491268306136,2.78494655612586,0.095153867784138,0.862838847492893,68564
"ENSMUSG00000079173","ENSMUSG00000079173","Zan",-0.516370026299984,1.6535032326406,2.78449015985863,0.0951809801617366,0.862838847492893,22635
"ENSMUSG00000026616","ENSMUSG00000026616","Cr2",-0.597516532986614,2.61306874107881,2.78377530474123,0.0952234632805205,0.862838847492893,12902
"ENSMUSG00000053263","ENSMUSG00000053263","Gm12592",-0.791918905070616,0.275074131137649,2.78336058373293,0.0952481191936293,0.862838847492893,791413
"ENSMUSG00000041870","ENSMUSG00000041870","Ankrd13a",0.204179598788705,7.89656480857044,2.78128173546518,0.09537181526497,0.863291774008449,68420
"ENSMUSG00000039531","ENSMUSG00000039531","Zufsp",-0.331142576916467,3.37217137089498,2.78048048548599,0.0954195380995663,0.863291774008449,NA
"ENSMUSG00000030315","ENSMUSG00000030315","Vgll4",0.238758853180775,6.21961876701466,2.7789999599895,0.0955077873351067,0.863291774008449,232334
"ENSMUSG00000003865","ENSMUSG00000003865","Gys1",-0.229227047339501,5.14564129065809,2.77792970885663,0.0955716368126328,0.863291774008449,14936
"ENSMUSG00000031517","ENSMUSG00000031517","Gpm6a",0.217001402103598,6.81550990354491,2.77694814793535,0.0956302360380263,0.863291774008449,234267
"ENSMUSG00000042190","ENSMUSG00000042190","Cmklr1",0.203240181339689,6.70946972906138,2.77677196217155,0.0956407584762224,0.863291774008449,14747
"ENSMUSG00000078572","ENSMUSG00000078572","Ndufaf8",0.326882996858934,3.27421354813866,2.7756806290434,0.095705964858214,0.863291774008449,208501
"ENSMUSG00000038664","ENSMUSG00000038664","Herc1",-0.173161129379845,6.74901310883813,2.77561295059791,0.0957100101914125,0.863291774008449,235439
"ENSMUSG00000057609","ENSMUSG00000057609","Lce1a1",3.22327881075234,-3.1593992637494,2.77328998216284,0.0958489735745792,0.863291774008449,67127
"ENSMUSG00000063651","ENSMUSG00000063651","Cnfn",3.22327881075234,-3.1593992637494,2.77328998216284,0.0958489735745792,0.863291774008449,72383
"ENSMUSG00000017204","ENSMUSG00000017204","Gsdma",3.22327881075234,-2.91890726463037,2.77328998216284,0.0958489735745792,0.863291774008449,57911
"ENSMUSG00000082286","ENSMUSG00000082286","Pisd-ps1",-0.504958202588691,3.14601475977407,2.7708733392751,0.0959937739560586,0.864144474792947,NA
"ENSMUSG00000078813","ENSMUSG00000078813","Leng1",0.311749654298182,3.84571988241051,2.76893452854163,0.0961101158599604,0.864740233460259,69757
"ENSMUSG00000020395","ENSMUSG00000020395","Itk",0.333577589083611,3.36975776404657,2.76679901977079,0.0962384387831901,0.865443112250086,16428
"ENSMUSG00000041264","ENSMUSG00000041264","Uspl1",0.234064839902051,4.9723009456793,2.76496851144347,0.0963485827759308,0.865981865732154,231915
"ENSMUSG00000001627","ENSMUSG00000001627","Ifrd1",0.198857625705963,5.91074057618022,2.76384162056189,0.0964164575144735,0.866140339287133,15982
"ENSMUSG00000041471","ENSMUSG00000041471","Fam35a",-0.340787667359018,3.342228025385,2.75890851943992,0.0967142012545772,0.867389213506376,NA
"ENSMUSG00000087174","ENSMUSG00000087174","5530601H04Rik",-0.32483807920655,3.69025081389471,2.75731192476653,0.0968107803052998,0.867389213506376,71445
"ENSMUSG00000031637","ENSMUSG00000031637","Lrp2bp",-0.616284798209362,0.922506566172383,2.7568481532533,0.0968388538418599,0.867389213506376,67620
"ENSMUSG00000007591","ENSMUSG00000007591","Tssk4",-1.03642824599486,-0.59654693777132,2.7557102188174,0.0969077741634215,0.867389213506376,71099
"ENSMUSG00000030068","ENSMUSG00000030068","Gm20696",-1.22347779040441,-0.89102775358143,2.75470636236666,0.096968618280414,0.867389213506376,NA
"ENSMUSG00000022774","ENSMUSG00000022774","Ncbp2",0.208729796571076,5.56592823378657,2.75441450634331,0.0969863155952254,0.867389213506376,68092
"ENSMUSG00000056071","ENSMUSG00000056071","S100a9",-0.443071399861391,3.58170482949446,2.75283295873833,0.0970822773684583,0.867389213506376,20202
"ENSMUSG00000052825","ENSMUSG00000052825","Gm9892",-1.03757801801785,-0.41121892703333,2.75191458569319,0.0971380479439885,0.867389213506376,NA
"ENSMUSG00000067928","ENSMUSG00000067928","Zfp760",-0.334550696335102,3.71676131731095,2.75187114145198,0.0971406870727413,0.867389213506376,240034
"ENSMUSG00000025153","ENSMUSG00000025153","Fasn",-0.203554267119521,9.7748262122233,2.74874756094122,0.0973306417553474,0.867389213506376,14104
"ENSMUSG00000111171","ENSMUSG00000111171","Gm47815",-0.551117502551382,1.73260734700955,2.74796761491417,0.0973781358633479,0.867389213506376,NA
"ENSMUSG00000066979","ENSMUSG00000066979","Bub3",0.216390400107644,5.81126855899194,2.74770487419955,0.0973941409105889,0.867389213506376,12237
"ENSMUSG00000060913","ENSMUSG00000060913","Trim55",-0.778506008044491,0.67594127217207,2.74641910537701,0.0974725058515555,0.867389213506376,381485
"ENSMUSG00000032932","ENSMUSG00000032932","Hspa13",0.183490027618254,6.24256026994866,2.74607525918719,0.0974934742119489,0.867389213506376,110920
"ENSMUSG00000005566","ENSMUSG00000005566","Trim28",0.173960545000461,6.82830618250702,2.74217558681196,0.0977316277791793,0.867389213506376,21849
"ENSMUSG00000079523","ENSMUSG00000079523","Tmsb10",0.171560271592821,8.37081089403936,2.74141771738761,0.0977779845588213,0.867389213506376,19240
"ENSMUSG00000031828","ENSMUSG00000031828","Klhl36",-0.317092436205892,3.55756223099445,2.74052587086581,0.0978325670622267,0.867389213506376,234796
"ENSMUSG00000061654","ENSMUSG00000061654","Spry3",0.868874714652363,-0.449273635767871,2.74036726369081,0.0978422775672103,0.867389213506376,NA
"ENSMUSG00000020196","ENSMUSG00000020196","Cabin1",-0.179305867913284,6.27863243058041,2.7401069131602,0.0978582194473759,0.867389213506376,104248
"ENSMUSG00000038271","ENSMUSG00000038271","Iffo1",-0.343147850080005,4.41666556218616,2.73957002996465,0.0978911030230008,0.867389213506376,320678
"ENSMUSG00000055737","ENSMUSG00000055737","Ghr",0.16767590533477,6.73614859767662,2.73872238614597,0.0979430449219834,0.867389213506376,14600
"ENSMUSG00000076583","ENSMUSG00000076583","Igkv8-24",-2.27403236145342,6.00188172956173,2.73751857071776,0.0980168639633124,0.867389213506376,NA
"ENSMUSG00000028214","ENSMUSG00000028214","Gem",-0.291107726508268,5.22493728861727,2.73737914346206,0.098025417688077,0.867389213506376,14579
"ENSMUSG00000090625","ENSMUSG00000090625","Gm20721",-0.547927703582751,1.54093654854616,2.73658486289663,0.0980741615513364,0.867389213506376,NA
"ENSMUSG00000044927","ENSMUSG00000044927","H1fx",-0.510440506264265,2.09449838466728,2.73640671073073,0.0980850981247089,0.867389213506376,NA
"ENSMUSG00000090210","ENSMUSG00000090210","Itga10",0.712435121934586,0.618511549103972,2.73616613114391,0.0980998691627528,0.867389213506376,213119
"ENSMUSG00000104213","ENSMUSG00000104213","Ighd",-0.588423510043173,4.65291473029561,2.73576502387112,0.0981245016299407,0.867389213506376,NA
"ENSMUSG00000031791","ENSMUSG00000031791","Tmem38a",-0.335185536601384,4.1490763359324,2.73572838681027,0.0981267518909767,0.867389213506376,74166
"ENSMUSG00000059288","ENSMUSG00000059288","Cdyl",-0.287483893908065,4.45658717384879,2.73456725635849,0.0981980980979473,0.867389213506376,12593
"ENSMUSG00000030093","ENSMUSG00000030093","Wnt7a",-0.281337611056362,4.37840749343357,2.73419979861463,0.0982206884978024,0.867389213506376,22421
"ENSMUSG00000098488","ENSMUSG00000098488","Pla2g4b",0.925344959728856,-0.533537945446854,2.73276782884959,0.098308776591637,0.867389213506376,211429
"ENSMUSG00000024228","ENSMUSG00000024228","Nudt12",-0.332174149778115,3.72199187388862,2.73254236534722,0.0983226539048443,0.867389213506376,67993
"ENSMUSG00000020290","ENSMUSG00000020290","Xpo1",-0.197414311020671,6.53522051100123,2.73202921621123,0.0983542462807021,0.867389213506376,103573
"ENSMUSG00000022756","ENSMUSG00000022756","Slc7a4",-0.293820141435904,4.06469082603261,2.73190671630527,0.0983617897080807,0.867389213506376,224022
"ENSMUSG00000079553","ENSMUSG00000079553","Kifc1",0.565186631480698,1.31386321548069,2.73157818340149,0.0983820235674605,0.867389213506376,100502766
"ENSMUSG00000005580","ENSMUSG00000005580","Adcy9",-0.211441265933676,5.46656430088944,2.73138995784099,0.0983936181495448,0.867389213506376,11515
"ENSMUSG00000011463","ENSMUSG00000011463","Cpb1",0.975871042544852,-0.945760679054992,2.731007968284,0.0984171530609937,0.867389213506376,76703
"ENSMUSG00000048217","ENSMUSG00000048217","Nags",-1.14800087409748,-0.160573855120097,2.72959656683071,0.0985041647654575,0.867712466219582,217214
"ENSMUSG00000034343","ENSMUSG00000034343","Ube2f",0.22691579302281,5.24079332702175,2.72823365934682,0.0985882665205846,0.868009768410806,67921
"ENSMUSG00000057948","ENSMUSG00000057948","Unc13d",-0.190324507019824,6.361611407514,2.72719467850777,0.0986524321677557,0.86813133136291,70450
"ENSMUSG00000000197","ENSMUSG00000000197","Nalcn",-0.769671511330696,0.262415076367222,2.72504551981812,0.0987853051382614,0.868753915465709,338370
"ENSMUSG00000042213","ENSMUSG00000042213","Zfand4",-0.447512545688882,2.25570215740125,2.72442071728774,0.098823970545174,0.868753915465709,67492
"ENSMUSG00000010142","ENSMUSG00000010142","Tnfrsf13b",-0.385765646613998,3.63729124027701,2.72107346668494,0.0990313939373702,0.869505319565581,57916
"ENSMUSG00000078453","ENSMUSG00000078453","Abracl",0.24061877892951,4.78786302962543,2.72060201338449,0.099060647247717,0.869505319565581,73112
"ENSMUSG00000030616","ENSMUSG00000030616","Sytl2",0.337528090761775,4.20126660862081,2.72000728012735,0.0990975634378094,0.869505319565581,83671
"ENSMUSG00000073616","ENSMUSG00000073616","Cops9",0.277801146275912,4.87560010229634,2.71915319112559,0.0991506045863302,0.869505319565581,66915
"ENSMUSG00000022358","ENSMUSG00000022358","Fbxo32",-0.293296253662689,5.7746340377066,2.71861776425338,0.0991838717898475,0.869505319565581,67731
"ENSMUSG00000013495","ENSMUSG00000013495","Tmem175",-0.343680856169571,4.29926268695804,2.71802683563572,0.0992206015785907,0.869505319565581,72392
"ENSMUSG00000055745","ENSMUSG00000055745","Rtl6",-0.42010155986945,2.96292000641826,2.71699410863323,0.0992848274631375,0.869505319565581,223732
"ENSMUSG00000022601","ENSMUSG00000022601","Zbtb11",0.2777449614736,4.72232471778679,2.71594538966348,0.0993500943431836,0.869505319565581,271377
"ENSMUSG00000004996","ENSMUSG00000004996","Mri1",-0.35422864599825,3.01108945666165,2.71397698844634,0.0994727240200795,0.869505319565581,67873
"ENSMUSG00000040841","ENSMUSG00000040841","Six5",-0.320024942448658,3.70392529397634,2.71380199301709,0.0994836340785148,0.869505319565581,20475
"ENSMUSG00000077440","ENSMUSG00000077440","Gm23130",-0.960205127288194,-0.408567158376108,2.71336925486609,0.0995106186705453,0.869505319565581,115487513
"ENSMUSG00000028729","ENSMUSG00000028729","Ebna1bp2",0.218775315241132,5.17284607650236,2.71330373936571,0.0995147047684257,0.869505319565581,69072
"ENSMUSG00000057388","ENSMUSG00000057388","Mrpl18",0.257417658238719,4.65682628285046,2.71125297627722,0.0996427002702064,0.869569849045122,67681
"ENSMUSG00000047414","ENSMUSG00000047414","Flrt2",0.299803793929679,4.46190539975662,2.70887616308379,0.0997912706750811,0.869569849045122,399558
"ENSMUSG00000062997","ENSMUSG00000062997","Rpl35",0.169941312710283,7.19395109059649,2.70838531176234,0.0998219830527785,0.869569849045122,66489
"ENSMUSG00000042268","ENSMUSG00000042268","Slc26a9",-0.33324364979827,5.53116867136305,2.70792331372036,0.0998508995219229,0.869569849045122,320718
"ENSMUSG00000085637","ENSMUSG00000085637","1700048M11Rik",-1.21985161074878,-1.06370314371295,2.70743037748867,0.0998817625004683,0.869569849045122,100503166
"ENSMUSG00000105632","ENSMUSG00000105632","Gm43272",-1.10955656624891,-0.510719540670063,2.70549640808122,0.10000294992751,0.869569849045122,NA
"ENSMUSG00000075702","ENSMUSG00000075702","Selenom",0.277705518362665,4.91806141979851,2.70394190796625,0.100100475263791,0.869569849045122,114679
