"X","ID","Gene.name","logFC","logCPM","LR","PValue","entrezgene_id"
15331,"ENSMUSG00000085337","Gm15964",-0.27592442318227,0.145623782623601,0.327986446147596,0.566847153907692,NA
15332,"ENSMUSG00000039763","Dnajc28",-0.190517894390206,3.18480777574439,0.478826449783606,0.488954368026027,246738
15333,"ENSMUSG00000022962","Gart",-0.0300860573994473,5.44286268732732,0.0296205501240721,0.863354024793432,14450
15334,"ENSMUSG00000022961","Son",-0.0270526200160957,8.75354771085605,0.0249039935397732,0.874606524934021,20658
15335,"ENSMUSG00000022960","Donson",-0.216003763571588,3.84738355818876,0.965199141169599,0.325880424836358,60364
15336,"ENSMUSG00000022956","Atp5o",0.00111384875792503,6.44306354497925,4.76354367766607e-05,0.994493169750449,NA
15337,"ENSMUSG00000085169","Gm10785",-0.0756032554418102,-0.158162708548544,0.018190055684792,0.89271425252068,100038392
15338,"ENSMUSG00000058240","Cryzl1",-0.0281302636385218,5.02758460042291,0.0239174588989117,0.877095117896609,66609
15339,"ENSMUSG00000022957","Itsn1",-0.000248154878258569,6.32015199864369,2.5013018217562e-06,0.998738105840921,16443
15340,"ENSMUSG00000039680","Mrps6",0.0727724286414025,4.36530752553631,0.13475723780248,0.713549681924372,121022
15341,"ENSMUSG00000089774","Slc5a3",0.00352441851822538,4.84389767813458,0.000363294844131085,0.984793005699545,53881
15342,"ENSMUSG00000039672","Kcne2",0.0586907018136631,4.41328782831506,0.0815934993942085,0.775149452680777,246133
15343,"ENSMUSG00000051989","Smim11",0.171342084107504,4.37915320720236,0.756309438827383,0.384485947739475,68936
15344,"ENSMUSG00000085637","1700048M11Rik",1.00252104237566,-1.2422366003369,1.49425685843329,0.221557157072398,100503166
15345,"ENSMUSG00000022951","Rcan1",0.0423707470559827,5.92217265858351,0.0678936830512824,0.794428628944282,54720
15346,"ENSMUSG00000022949","Clic6",0.0854987770684661,5.92057802808497,0.275146177676439,0.599900377426381,209195
15347,"ENSMUSG00000022952","Runx1",0.133515791273645,6.06627524952592,0.66999901590901,0.413051950133121,12394
15348,"ENSMUSG00000022948","Setd4",0.114602859404928,1.98858005928013,0.102822325832554,0.748468665560369,224440
15349,"ENSMUSG00000051483","Cbr1",-0.0204648035886683,5.41845229351571,0.0134538777634612,0.907659791850895,12408
15350,"ENSMUSG00000022947","Cbr3",0.0844416755986064,4.13798422976828,0.167550504884089,0.682297990049263,109857
15351,"ENSMUSG00000022946","Dopey2",-0.0308471119988796,6.31502538420455,0.0359565884172355,0.849605169729156,NA
15352,"ENSMUSG00000097768","2310043M15Rik",0.490292417921328,-0.752734207772612,0.615303992010797,0.432797724025266,102633000
15353,"ENSMUSG00000039456","Morc3",0.052941921989058,5.51152240501504,0.0952131608901348,0.757651460095988,338467
15354,"ENSMUSG00000022945","Chaf1b",-0.262359066518817,2.21395475017814,0.553087962073438,0.457058692423124,110749
15355,"ENSMUSG00000062713","Sim2",-2.65782590891675,-2.55307338461633,6.04956014926137,0.0139097614909301,20465
15356,"ENSMUSG00000040820","Hlcs",-0.00343954832687418,4.6452527150609,0.000327776668430535,0.985555405480519,110948
15357,"ENSMUSG00000022941","Ripply3",0.217286479091266,5.46953139739024,1.56777710490201,0.210530125826698,170765
15358,"ENSMUSG00000022940","Pigp",0.107425786648583,4.73647502408621,0.333763285692538,0.563451486720316,56176
15359,"ENSMUSG00000040785","Ttc3",-0.160923025267898,6.72418211065397,1.08548496153458,0.29747376498843,22129
15360,"ENSMUSG00000022898","Dscr3",-0.0541236397643045,5.45065525593203,0.0890142005144585,0.765434156086756,NA
15361,"ENSMUSG00000022897","Dyrk1a",-0.00229442078229117,6.38454020617579,0.000214385233669141,0.988317871516195,13548
15362,"ENSMUSG00000062609","Kcnj15",-0.177524168342777,7.01444533445653,1.06364088892881,0.30238624913246,16516
15363,"ENSMUSG00000040732","Erg",-0.0742677539499394,6.89917183852641,0.221420605351627,0.637959613760183,13876
15364,"ENSMUSG00000022895","Ets2",0.0762863676759079,7.86770969520309,0.226639176345716,0.634027104144607,23872
