"Gene_ID","Gene_Name","Count"
"ENSMUSG00000033581","Igf2bp2",503
"ENSMUSG00000022858","Tra2b",3766
"ENSMUSG00000013089","Etv5",5261
"ENSMUSG00000022861","Dgkg",226
"ENSMUSG00000089874","9230117E06Rik",33
"ENSMUSG00000089663","Gm15651",21
"ENSMUSG00000004462","Tbccd1",460
"ENSMUSG00000004460","Dnajb11",2639
"ENSMUSG00000022868","Ahsg",25
"ENSMUSG00000022871","Fetub",255
"ENSMUSG00000060459","Kng2",18
"ENSMUSG00000022884","Eif4a2",10945
"ENSMUSG00000022881","Rfc4",125
"ENSMUSG00000022878","Adipoq",569
"ENSMUSG00000068463","B630019A10Rik",20
"ENSMUSG00000045231","BC106179",72
"ENSMUSG00000022885","St6gal1",2648
"ENSMUSG00000022887","Masp1",95
"ENSMUSG00000033355","Rtp4",763
"ENSMUSG00000022508","Bcl6",1993
"ENSMUSG00000097867","Lppos",114
"ENSMUSG00000033306","Lpp",4308
"ENSMUSG00000022510","Trp63",33
"ENSMUSG00000090257","Gm4524",74
"ENSMUSG00000038168","P3h2",828
"ENSMUSG00000022512","Cldn1",480
"ENSMUSG00000022514","Il1rap",994
"ENSMUSG00000068428","Gmnc",99
"ENSMUSG00000038127","Ccdc50",4690
"ENSMUSG00000022523","Fgf12",133
"ENSMUSG00000051065","Mb21d2",506
"ENSMUSG00000022525","Hrasls",12
"ENSMUSG00000048939","Atp13a5",19
"ENSMUSG00000038094","Atp13a4",590
"ENSMUSG00000038084","Opa1",2750
"ENSMUSG00000097313","Gm26569",17
"ENSMUSG00000097184","4632428C04Rik",172
"ENSMUSG00000022528","Hes1",2486
"ENSMUSG00000023176","Cpn2",31
"ENSMUSG00000047953","Gp5",74
"ENSMUSG00000022533","Atp13a3",12086
"ENSMUSG00000022537","Tmem44",1288
"ENSMUSG00000022538","Lsg1",913
"ENSMUSG00000046546","Fam43a",2479
"ENSMUSG00000047434","Xxylt1",977
"ENSMUSG00000049076","Acap2",5621
"ENSMUSG00000047714","Ppp1r2",7792
"ENSMUSG00000022548","Apod",456
"ENSMUSG00000046598","Bdh1",209
"ENSMUSG00000022770","Dlg1",3850
"ENSMUSG00000022780","Meltf",5
"ENSMUSG00000045625","Pigz",75
"ENSMUSG00000107002","0610012G03Rik",720
"ENSMUSG00000022774","Ncbp2",1516
"ENSMUSG00000022772","Senp5",948
"ENSMUSG00000022781","Pak2",5457
"ENSMUSG00000023791","Pigx",415
"ENSMUSG00000035790","Cep19",406
"ENSMUSG00000052384","Nrros",1662
"ENSMUSG00000035764","Fbxo45",1150
"ENSMUSG00000022787","Wdr53",275
"ENSMUSG00000014074","Rnf168",1466
"ENSMUSG00000053774","Ubxn7",2377
"ENSMUSG00000079625","Tm4sf19",10
"ENSMUSG00000103847","Gm20056",11
"ENSMUSG00000014075","Tctex1d2",430
"ENSMUSG00000005615","Pcyt1a",5284
"ENSMUSG00000022797","Tfrc",2577
"ENSMUSG00000022791","Tnk2",2378
"ENSMUSG00000079620","Muc4",1437
"ENSMUSG00000035638","Muc20",395
"ENSMUSG00000094430","Gm933",12
"ENSMUSG00000035629","Rubcn",2316
"ENSMUSG00000022800","Fyttd1",1984
"ENSMUSG00000022801","Lrch3",2431
"ENSMUSG00000035578","Iqcg",685
"ENSMUSG00000060636","Rpl35a",3521
"ENSMUSG00000022802","Lmln",351
"ENSMUSG00000022807","Osbpl11",1701
"ENSMUSG00000022808","Snx4",3862
"ENSMUSG00000097318","1700007L15Rik",19
"ENSMUSG00000022811","Zfp148",2860
"ENSMUSG00000035506","Slc12a8",13
"ENSMUSG00000075254","Heg1",17437
"ENSMUSG00000022817","Itgb5",4673
"ENSMUSG00000022814","Umps",572
"ENSMUSG00000061751","Kalrn",1257
"ENSMUSG00000022833","Ccdc14",238
"ENSMUSG00000022836","Mylk",15321
"ENSMUSG00000035376","Hacd2",723
"ENSMUSG00000022840","Adcy5",1507
"ENSMUSG00000034473","Sec22a",630
"ENSMUSG00000022844","Pdia5",388
"ENSMUSG00000022848","Dirc2",1986
"ENSMUSG00000022849","Hspbap1",219
"ENSMUSG00000034422","Parp14",4204
"ENSMUSG00000049502","Dtx3l",1703
"ENSMUSG00000022906","Parp9",1589
"ENSMUSG00000086324","Gm15564",80
"ENSMUSG00000022905","Kpna1",2313
"ENSMUSG00000034379","Wdr5b",183
"ENSMUSG00000003955","Fam162a",829
"ENSMUSG00000075229","Ccdc58",312
"ENSMUSG00000059657","Stfa2l1",40
"ENSMUSG00000022901","Cd86",306
"ENSMUSG00000022900","Ildr1",668
"ENSMUSG00000022899","Slc15a2",1695
"ENSMUSG00000022838","Eaf2",50
"ENSMUSG00000022837","Iqcb1",327
"ENSMUSG00000034243","Golgb1",5167
"ENSMUSG00000084834","4930565N06Rik",54
"ENSMUSG00000022831","Hcls1",2036
"ENSMUSG00000047746","Fbxo40",98
"ENSMUSG00000034206","Polq",41
"ENSMUSG00000022828","Gtf2e1",582
"ENSMUSG00000022827","Rabl3",290
"ENSMUSG00000022820","Ndufb4",609
"ENSMUSG00000022816","Fstl1",3631
"ENSMUSG00000108763","Gm36028",14
"ENSMUSG00000034158","Lrrc58",6379
"ENSMUSG00000022812","Gsk3b",5538
"ENSMUSG00000022809","Nr1i2",40
"ENSMUSG00000022805","Maats1",333
"ENSMUSG00000046516","Cox17",829
"ENSMUSG00000022803","Popdc2",575
"ENSMUSG00000002847","Pla1a",129
"ENSMUSG00000002844","Adprh",1458
"ENSMUSG00000075122","Cd80",78
"ENSMUSG00000002846","Timmdc1",484
"ENSMUSG00000034064","Poglut1",1327
"ENSMUSG00000002845","Tmem39a",850
"ENSMUSG00000022799","Arhgap31",12964
"ENSMUSG00000022793","B4galt4",1589
"ENSMUSG00000049436","Upk1b",471
"ENSMUSG00000022790","Igsf11",62
"ENSMUSG00000061080","Lsamp",168
"ENSMUSG00000047261","Gap43",886
"ENSMUSG00000022708","Zbtb20",8605
"ENSMUSG00000081824","BC002163",15
"ENSMUSG00000055370","Gm9968",31
"ENSMUSG00000071552","Tigit",37
"ENSMUSG00000022704","Qtrt2",467
"ENSMUSG00000022701","Ccdc191",464
"ENSMUSG00000036304","Zdhhc23",125
"ENSMUSG00000036292","Gramd1c",511
"ENSMUSG00000052459","Atp6v1a",6409
"ENSMUSG00000022698","Naa50",3480
"ENSMUSG00000068284","Usf3",3054
"ENSMUSG00000022696","Sidt1",317
"ENSMUSG00000043065","Spice1",681
"ENSMUSG00000071550","Cfap44",1426
"ENSMUSG00000022687","Boc",1677
"ENSMUSG00000036208","Nepro",382
"ENSMUSG00000022668","Gtpbp8",582
"ENSMUSG00000022667","Cd200r1",271
"ENSMUSG00000062082","Cd200r4",216
"ENSMUSG00000036172","Cd200r3",61
"ENSMUSG00000022665","Ccdc80",1187
"ENSMUSG00000022664","Slc35a5",1287
"ENSMUSG00000022663","Atg3",1721
"ENSMUSG00000052013","Btla",512
"ENSMUSG00000022661","Cd200",3202
"ENSMUSG00000022659","Gcsam",90
"ENSMUSG00000033157","Abhd10",293
"ENSMUSG00000033149","Phldb2",9337
"ENSMUSG00000087141","Plcxd2",135
"ENSMUSG00000022657","Cd96",129
"ENSMUSG00000022656","Nectin3",7016
"ENSMUSG00000072419","Dppa2",6
"ENSMUSG00000030775","Trat1",30
"ENSMUSG00000061100","Retnla",996
"ENSMUSG00000022651","Retnlg",427
"ENSMUSG00000064061","Dzip3",449
"ENSMUSG00000033031","C330027C09Rik",144
"ENSMUSG00000032965","Ift57",996
"ENSMUSG00000055447","Cd47",11024
"ENSMUSG00000022641","Bbx",2040
"ENSMUSG00000083692","Gm9575",19
"ENSMUSG00000022639","Dubr",1637
"ENSMUSG00000081453","Gm6767",13
"ENSMUSG00000022637","Cblb",2020
"ENSMUSG00000022636","Alcam",16244
"ENSMUSG00000035356","Nfkbiz",1392
"ENSMUSG00000075033","Nxpe3",806
"ENSMUSG00000022604","Cep97",443
"ENSMUSG00000098274","Rpl24",1697
"ENSMUSG00000102101","Zbtb11os1",185
"ENSMUSG00000022601","Zbtb11",1042
"ENSMUSG00000071533","Pcnp",3544
"ENSMUSG00000044763","Trmt10c",485
"ENSMUSG00000052917","Senp7",1036
"ENSMUSG00000035270","Impg2",31
"ENSMUSG00000035258","Abi3bp",3490
"ENSMUSG00000022757","Tfg",1753
"ENSMUSG00000022754","Tmem45a",356
"ENSMUSG00000022752","Tomm70a",2354
"ENSMUSG00000022751","Nit2",407
"ENSMUSG00000097876","Gm16892",40
"ENSMUSG00000022749","Tbc1d23",1972
"ENSMUSG00000022748","Cmss1",309
"ENSMUSG00000043336","Filip1l",3958
"ENSMUSG00000068196","Col8a1",621
"ENSMUSG00000035107","Dcbld2",1343
"ENSMUSG00000022747","St3gal6",2364
"ENSMUSG00000022742","Cpox",1452
"ENSMUSG00000022744","Cldnd1",1821
"ENSMUSG00000022724","Riox2",337
"ENSMUSG00000022723","Crybg3",2330
"ENSMUSG00000091562","Crybg3",781
"ENSMUSG00000022722","Arl6",360
"ENSMUSG00000085783","Gm9816",18
"ENSMUSG00000050312","Nsun3",378
"ENSMUSG00000022911","Arl13b",1046
"ENSMUSG00000047854","Stx19",175
"ENSMUSG00000022912","Pros1",5611
"ENSMUSG00000052504","Epha3",264
"ENSMUSG00000059920","4930453N24Rik",1208
"ENSMUSG00000047141","Zfp654",1189
"ENSMUSG00000054604","Cggbp1",5225
"ENSMUSG00000004843","Chmp2b",2338
"ENSMUSG00000091243","Vgll3",1022
"ENSMUSG00000064115","Cadm2",175
"ENSMUSG00000022707","Gbe1",891
"ENSMUSG00000022883","Robo1",662
"ENSMUSG00000052516","Robo2",1225
"ENSMUSG00000032932","Hspa13",2319
"ENSMUSG00000022876","Samsn1",293
"ENSMUSG00000048490","Nrip1",1954
"ENSMUSG00000050299","Gm9843",88
"ENSMUSG00000022867","Usp25",4401
"ENSMUSG00000090386","Mir99ahg",158
"ENSMUSG00000102562","Gm37694",36
"ENSMUSG00000109841","E330011O21Rik",12
"ENSMUSG00000022865","Cxadr",4234
"ENSMUSG00000022863","Btg3",1563
"ENSMUSG00000022864","D16Ertd472e",619
"ENSMUSG00000022860","Chodl",15
"ENSMUSG00000022762","Ncam2",24
"ENSMUSG00000022889","Mrpl39",888
"ENSMUSG00000053062","Jam2",2657
"ENSMUSG00000022890","Atp5j",3189
"ENSMUSG00000008976","Gabpa",2249
"ENSMUSG00000022892","App",69726
"ENSMUSG00000041134","Cyyr1",10244
"ENSMUSG00000022893","Adamts1",7482
"ENSMUSG00000022894","Adamts5",1166
"ENSMUSG00000044442","N6amt1",474
"ENSMUSG00000052299","Ltn1",2092
"ENSMUSG00000041079","Rwdd2b",150
"ENSMUSG00000025616","Usp16",1651
"ENSMUSG00000025613","Cct8",3801
"ENSMUSG00000025610","Map3k7cl",49
"ENSMUSG00000025612","Bach1",3236
"ENSMUSG00000050520","Cldn8",331
"ENSMUSG00000002489","Tiam1",1623
"ENSMUSG00000022982","Sod1",11759
"ENSMUSG00000022983","Scaf4",1972
"ENSMUSG00000053414","Hunk",542
"ENSMUSG00000022978","Mis18a",360
"ENSMUSG00000039956","Mrap",50
"ENSMUSG00000039929","Urb1",609
"ENSMUSG00000039903","Eva1c",493
"ENSMUSG00000022972","1110004E09Rik",1114
"ENSMUSG00000022973","Synj1",2736
"ENSMUSG00000087354","4930404I05Rik",32
"ENSMUSG00000022974","Paxbp1",1477
"ENSMUSG00000039851","4932438H23Rik",21
"ENSMUSG00000022971","Ifnar2",2197
"ENSMUSG00000022969","Il10rb",2389
"ENSMUSG00000084866","A930006K02Rik",28
"ENSMUSG00000022967","Ifnar1",3187
"ENSMUSG00000022965","Ifngr2",1610
"ENSMUSG00000022964","Tmem50b",4628
"ENSMUSG00000085337","Gm15964",32
"ENSMUSG00000039763","Dnajc28",300
"ENSMUSG00000022962","Gart",1473
"ENSMUSG00000022961","Son",17611
"ENSMUSG00000022960","Donson",550
"ENSMUSG00000022956","Atp5o",2896
"ENSMUSG00000085169","Gm10785",19
"ENSMUSG00000058240","Cryzl1",1207
"ENSMUSG00000022957","Itsn1",2422
"ENSMUSG00000039680","Mrps6",459
"ENSMUSG00000089774","Slc5a3",502
"ENSMUSG00000039672","Kcne2",608
"ENSMUSG00000051989","Smim11",720
"ENSMUSG00000085637","1700048M11Rik",17
"ENSMUSG00000022951","Rcan1",1398
"ENSMUSG00000022949","Clic6",1997
"ENSMUSG00000022952","Runx1",2041
"ENSMUSG00000022948","Setd4",156
"ENSMUSG00000051483","Cbr1",1575
"ENSMUSG00000022947","Cbr3",596
"ENSMUSG00000022946","Dopey2",3123
"ENSMUSG00000097768","2310043M15Rik",29
"ENSMUSG00000039456","Morc3",1626
"ENSMUSG00000022945","Chaf1b",199
"ENSMUSG00000062713","Sim2",9
"ENSMUSG00000040820","Hlcs",841
"ENSMUSG00000022941","Ripply3",1677
"ENSMUSG00000022940","Pigp",968
"ENSMUSG00000040785","Ttc3",3568
"ENSMUSG00000022898","Dscr3",1472
"ENSMUSG00000022897","Dyrk1a",2915
"ENSMUSG00000062609","Kcnj15",4457
"ENSMUSG00000040732","Erg",4902
"ENSMUSG00000022895","Ets2",9371
"ENSMUSG00000022913","Psmg1",318
"ENSMUSG00000022914","Brwd1",2222
"ENSMUSG00000040681","Hmgn1",5092
"ENSMUSG00000023147","Wrb",671
"ENSMUSG00000045275","Lca5l",97
"ENSMUSG00000040666","Sh3bgr",204
"ENSMUSG00000074892","B3galt5",8
"ENSMUSG00000000159","Igsf5",643
"ENSMUSG00000000157","Itgb2l",27
"ENSMUSG00000040605","Bace2",670
"ENSMUSG00000000386","Mx1",101
"ENSMUSG00000022938","Fam3b",31
"ENSMUSG00000023341","Mx2",128
"ENSMUSG00000000385","Tmprss2",3016
"ENSMUSG00000005251","Ripk4",1261
"ENSMUSG00000014039","Prdm15",446
"ENSMUSG00000045975","C2cd2",1909
"ENSMUSG00000046962","Zbtb21",1015
"ENSMUSG00000080717","B230307C23Rik",102
"ENSMUSG00000068141","Gm10232",21
"ENSMUSG00000023795","Pisd-ps2",35
"ENSMUSG00000046201","Scaf8",2342
"ENSMUSG00000023800","Tiam2",161
"ENSMUSG00000036983","Tfb1m",169
"ENSMUSG00000069729","Arid1b",3415
"ENSMUSG00000004945","Tmem242",1151
"ENSMUSG00000034265","Zdhhc14",859
"ENSMUSG00000002365","Snx9",2342
"ENSMUSG00000023805","Synj2",1112
"ENSMUSG00000015659","Serac1",469
"ENSMUSG00000034345","Gtf2h5",1263
"ENSMUSG00000034377","Tulp4",3960
"ENSMUSG00000058542","Gm15590",14
"ENSMUSG00000038141","Tmem181a",444
"ENSMUSG00000092074","Dynlt1a",28
"ENSMUSG00000096255","Dynlt1",212
"ENSMUSG00000096780","Tmem181b-ps",704
"ENSMUSG00000000579","Dynlt1c",121
"ENSMUSG00000095677","Dynlt1f",166
"ENSMUSG00000041831","Sytl3",69
"ENSMUSG00000052397","Ezr",12518
"ENSMUSG00000023806","Rsph3b",117
"ENSMUSG00000052031","Tagap1",388
"ENSMUSG00000094724","Rnaset2b",32
"ENSMUSG00000023809","Rps6ka2",1375
"ENSMUSG00000071984","Fndc1",1739
"ENSMUSG00000090069","E430024P14Rik",13
"ENSMUSG00000033450","Tagap",323
"ENSMUSG00000073471","Rsph3a",395
"ENSMUSG00000095687","Rnaset2a",1629
"ENSMUSG00000069135","Fgfr1op",881
"ENSMUSG00000040899","Ccr6",155
"ENSMUSG00000023861","Mpc1",1215
"ENSMUSG00000087478","4930506C21Rik",40
"ENSMUSG00000073468","Sft2d1",999
"ENSMUSG00000055945","Prr18",1387
"ENSMUSG00000058159","T2",97
"ENSMUSG00000023868","Pde10a",61
"ENSMUSG00000023873","1700010I14Rik",54
"ENSMUSG00000062078","Qk",20432
"ENSMUSG00000037196","Pacrg",228
"ENSMUSG00000023826","Park2",180
"ENSMUSG00000023827","Agpat4",1805
"ENSMUSG00000014426","Map3k4",1926
"ENSMUSG00000097350","4732491K20Rik",36
"ENSMUSG00000023828","Slc22a3",178
"ENSMUSG00000023829","Slc22a1",28
"ENSMUSG00000023830","Igf2r",4967
"ENSMUSG00000078247","Airn",163
"ENSMUSG00000089769","Gm16574",38
"ENSMUSG00000089817","Gm7162",53
"ENSMUSG00000057388","Mrpl18",821
"ENSMUSG00000068039","Tcp1",4210
"ENSMUSG00000062480","Acat3",18
"ENSMUSG00000023832","Acat2",1018
"ENSMUSG00000060475","Wtap",2379
"ENSMUSG00000006818","Sod2",3455
"ENSMUSG00000038347","Tcte2",101
"ENSMUSG00000086292","Gm16052",17
"ENSMUSG00000086465","Gm16049",20
"ENSMUSG00000068036","Afdn",8485
"ENSMUSG00000048826","Dact2",111
"ENSMUSG00000023886","Smoc2",444
"ENSMUSG00000023885","Thbs2",161
"ENSMUSG00000046991","Wdr27",71
"ENSMUSG00000050088","1600012H06Rik",1435
"ENSMUSG00000023883","Phf10",1382
"ENSMUSG00000036552","Ermard",503
"ENSMUSG00000101556","Gm28869",12
"ENSMUSG00000014773","Dll1",1667
"ENSMUSG00000097566","A930024N18Rik",124
"ENSMUSG00000014763","Fam120b",1654
"ENSMUSG00000014769","Psmb1",3098
"ENSMUSG00000014767","Tbp",898
"ENSMUSG00000051977","Prdm9",169
"ENSMUSG00000023852","Chd1",3981
"ENSMUSG00000048027","Rgmb",1403
"ENSMUSG00000060149","BC002059",189
"ENSMUSG00000096696","Zfp960",89
"ENSMUSG00000095990","Zfp97",120
"ENSMUSG00000072761","Gm6712",86
"ENSMUSG00000043801","Oaz1-ps",89
"ENSMUSG00000097379","Gm26873",53
"ENSMUSG00000047786","Lix1",52
"ENSMUSG00000023845","Lnpep",2124
"ENSMUSG00000080316","Spaca6",790
"ENSMUSG00000003665","Has1",129
"ENSMUSG00000045551","Fpr1",324
"ENSMUSG00000052270","Fpr2",523
"ENSMUSG00000007564","Ppp2r1a",6258
"ENSMUSG00000067942","Zfp160",567
"ENSMUSG00000076137","Gm26384",40
"ENSMUSG00000062743","Zfp677",166
"ENSMUSG00000023882","Zfp54",187
"ENSMUSG00000023892","Zfp51",297
"ENSMUSG00000057409","Zfp53",313
"ENSMUSG00000097781","9330136K24Rik",55
"ENSMUSG00000051341","Zfp52",198
"ENSMUSG00000067931","Zfp948",411
"ENSMUSG00000035868","Zfp983",204
"ENSMUSG00000073448","Gm10509",21
"ENSMUSG00000067929","Gm10226",12
"ENSMUSG00000067928","Zfp760",517
"ENSMUSG00000061544","Zfp229",450
"ENSMUSG00000069743","Zfp820",208
"ENSMUSG00000078546","Zfp995",145
"ENSMUSG00000071267","Zfp942",450
"ENSMUSG00000053347","Zfp943",544
"ENSMUSG00000099397","Gm7809",26
"ENSMUSG00000063383","Zfp947",49
"ENSMUSG00000096433","Zfp994",389
"ENSMUSG00000033972","Zfp944",266
"ENSMUSG00000044501","Zfp758",403
"ENSMUSG00000071266","Zfp946",362
"ENSMUSG00000096975","Gm16386",23
"ENSMUSG00000059142","Zfp945",922
"ENSMUSG00000002617","Zfp40",280
"ENSMUSG00000071256","Zfp213",182
"ENSMUSG00000062012","Zfp13",235
"ENSMUSG00000023903","Mmp25",142
"ENSMUSG00000043782","Bicdl2",236
"ENSMUSG00000041319","Thoc6",248
"ENSMUSG00000023904","Hcfc1r1",1159
"ENSMUSG00000023905","Tnfrsf12a",848
"ENSMUSG00000023906","Cldn6",11
"ENSMUSG00000023908","Pkmyt1",182
"ENSMUSG00000023909","Paqr4",1020
"ENSMUSG00000097006","9530082P21Rik",2308
"ENSMUSG00000040097","Flywch1",1536
"ENSMUSG00000023911","Flywch2",63
"ENSMUSG00000039218","Srrm2",21634
"ENSMUSG00000092981","Mir5125",373
"ENSMUSG00000055839","Elob",2032
"ENSMUSG00000024114","Prss41",42
"ENSMUSG00000024124","Prss30",32
"ENSMUSG00000045027","Prss22",35
"ENSMUSG00000016946","Kctd5",1106
"ENSMUSG00000024122","Pdpk1",3053
"ENSMUSG00000036820","Amdhd2",592
"ENSMUSG00000024121","Atp6v0c",717
"ENSMUSG00000036473","Tbc1d24",727
"ENSMUSG00000024118","Tedc2",188
"ENSMUSG00000072082","Ccnf",96
"ENSMUSG00000035435","Abca17",78
"ENSMUSG00000024130","Abca3",23508
"ENSMUSG00000073437","D330041H03Rik",196
"ENSMUSG00000034681","Rnps1",720
"ENSMUSG00000024132","Eci1",1230
"ENSMUSG00000024136","Dnase1l2",101
"ENSMUSG00000024137","E4f1",779
"ENSMUSG00000043445","Pgp",928
"ENSMUSG00000024142","Mlst8",521
"ENSMUSG00000033597","Caskin1",109
"ENSMUSG00000052752","Traf7",3218
"ENSMUSG00000079657","Rab26",14
"ENSMUSG00000093565","Rab26os",28
"ENSMUSG00000032855","Pkd1",9106
"ENSMUSG00000002496","Tsc2",4272
"ENSMUSG00000041429","Nthl1",232
"ENSMUSG00000002504","Slc9a3r2",13986
"ENSMUSG00000071230","Npw",466
"ENSMUSG00000041130","Zfp598",2633
"ENSMUSG00000007021","Syngr3",24
"ENSMUSG00000040888","Gfer",404
"ENSMUSG00000019320","Noxo1",118
"ENSMUSG00000040688","Tbl3",867
"ENSMUSG00000044533","Rps2",11666
"ENSMUSG00000090101","Snhg9",23
"ENSMUSG00000040048","Ndufb10",1832
"ENSMUSG00000002500","Rpl3l",36
"ENSMUSG00000075705","Msrb1",2773
"ENSMUSG00000039628","Hs3st6",164
"ENSMUSG00000024158","Hagh",993
"ENSMUSG00000045316","Fahd1",327
"ENSMUSG00000046070","Igfals",52
"ENSMUSG00000039183","Nubp2",888
"ENSMUSG00000024160","Spsb3",235
"ENSMUSG00000073436","Eme2",408
"ENSMUSG00000024163","Mapk8ip3",3709
"ENSMUSG00000038880","Mrps34",723
"ENSMUSG00000024165","Jpt2",737
"ENSMUSG00000038002","Cramp1l",1574
"ENSMUSG00000024169","Ift140",1110
"ENSMUSG00000024168","Tmem204",6133
"ENSMUSG00000024170","Telo2",428
"ENSMUSG00000036636","Clcn7",2214
"ENSMUSG00000059562","Ccdc154",182
"ENSMUSG00000067722","BC003965",556
"ENSMUSG00000015127","Unkl",571
"ENSMUSG00000035521","Gnptg",1375
"ENSMUSG00000015126","Tsr3",467
"ENSMUSG00000047507","Baiap3",483
"ENSMUSG00000015120","Ube2i",4841
"ENSMUSG00000024173","Tpsab1",26
"ENSMUSG00000033825","Tpsb2",151
"ENSMUSG00000033200","Tpsg1",8
"ENSMUSG00000024112","Cacna1h",144
"ENSMUSG00000024175","Tekt4",494
"ENSMUSG00000024176","Sox8",13
"ENSMUSG00000091475","2810468N07Rik",40
"ENSMUSG00000002279","Lmf1",627
"ENSMUSG00000019214","Chtf18",65
"ENSMUSG00000041199","Rpusd1",379
"ENSMUSG00000063011","Msln",2197
"ENSMUSG00000002280","Narfl",527
"ENSMUSG00000061046","Haghl",550
"ENSMUSG00000071202","Ccdc78",523
"ENSMUSG00000057411","Fam173a",1354
"ENSMUSG00000002274","Metrn",80
"ENSMUSG00000097518","Gm26694",40
"ENSMUSG00000025738","Fbxl16",176
"ENSMUSG00000025737","Wdr24",655
"ENSMUSG00000025736","Jmjd8",1768
"ENSMUSG00000039615","Stub1",1407
"ENSMUSG00000093593","Gm20683",18
"ENSMUSG00000025735","Rhbdl1",47
"ENSMUSG00000025733","Rhot2",945
"ENSMUSG00000073434","Wdr90",644
"ENSMUSG00000025732","Mcrip2",198
"ENSMUSG00000025731","Mettl26",480
"ENSMUSG00000025730","Rab40c",854
"ENSMUSG00000084862","Gm16278",27
"ENSMUSG00000025728","Pigq",2904
"ENSMUSG00000090113","Nhlrc4",200
"ENSMUSG00000097405","D630044L22Rik",15
"ENSMUSG00000037326","Capn15",1374
"ENSMUSG00000097523","1700022N22Rik",16
"ENSMUSG00000037098","Rab11fip3",1930
"ENSMUSG00000036775","Decr2",663
"ENSMUSG00000024177","Nme4",43
"ENSMUSG00000049124","Gm8186",266
"ENSMUSG00000024180","Tmem8",1232
"ENSMUSG00000024181","Mrpl28",707
"ENSMUSG00000024182","Axin1",2040
"ENSMUSG00000073433","Arhgdig",608
"ENSMUSG00000024186","Rgs11",799
"ENSMUSG00000024187","Fam234a",2350
"ENSMUSG00000024188","Luc7l",2499
"ENSMUSG00000089764","Gm16580",31
"ENSMUSG00000034413","Neurl1b",617
"ENSMUSG00000024190","Dusp1",21566
"ENSMUSG00000001576","Ergic1",2464
"ENSMUSG00000015575","Atp6v0e",2521
"ENSMUSG00000048249","Crebrf",4973
"ENSMUSG00000024191","Bnip1",367
"ENSMUSG00000015579","Nkx2-5",27
"ENSMUSG00000024301","Kifc5b",66
"ENSMUSG00000024193","Phf1",2247
"ENSMUSG00000024194","Cuta",1008
"ENSMUSG00000067629","Syngap1",787
"ENSMUSG00000079605","Zbtb9",18
"ENSMUSG00000048731","Ggnbp1",122
"ENSMUSG00000057789","Bak1",1371
"ENSMUSG00000042644","Itpr3",4262
"ENSMUSG00000024208","Uqcc2",458
"ENSMUSG00000024210","Ip6k3",67
"ENSMUSG00000044857","Lemd2",2167
"ENSMUSG00000097090","Gm26724",58
"ENSMUSG00000063239","Grm4",58
"ENSMUSG00000046711","Hmga1",648
"ENSMUSG00000062753","AI413582",465
"ENSMUSG00000024213","Nudt3",2985
"ENSMUSG00000052146","Rps10",6360
"ENSMUSG00000040276","Pacsin1",112
"ENSMUSG00000024215","Spdef",40
"ENSMUSG00000056692","D17Wsu92e",7839
"ENSMUSG00000024217","Snrpc",734
"ENSMUSG00000039512","Uhrf1bp1",917
"ENSMUSG00000024218","Taf11",875
"ENSMUSG00000024219","Anks1",3588
"ENSMUSG00000062859","Tcp11",268
"ENSMUSG00000085521","4930526A20Rik",35
"ENSMUSG00000038677","Scube3",142
"ENSMUSG00000024220","Zfp523",1068
"ENSMUSG00000002257","Def6",546
"ENSMUSG00000002250","Ppard",1431
"ENSMUSG00000007570","Fance",605
"ENSMUSG00000037805","Rpl10a",6702
"ENSMUSG00000002249","Tead3",960
"ENSMUSG00000037446","Tulp1",49
"ENSMUSG00000024222","Fkbp5",1372
"ENSMUSG00000066170","E230001N04Rik",21
"ENSMUSG00000004865","Srpk1",1791
"ENSMUSG00000053436","Mapk14",4299
"ENSMUSG00000004864","Mapk13",601
"ENSMUSG00000063952","Brpf3",1427
"ENSMUSG00000005936","Kctd20",3074
"ENSMUSG00000024006","Stk38",3357
"ENSMUSG00000071172","Srsf3",6416
"ENSMUSG00000085912","Trp53cor1",22
"ENSMUSG00000023067","Cdkn1a",3294
"ENSMUSG00000084956","Gm16194",46
"ENSMUSG00000064147","Rab44",331
"ENSMUSG00000024008","Cpne5",221
"ENSMUSG00000024007","Ppil1",546
"ENSMUSG00000052712","BC004004",1630
"ENSMUSG00000024011","Pi16",929
"ENSMUSG00000024012","Mtch1",7880
"ENSMUSG00000024013","Fgd2",800
"ENSMUSG00000097125","Gm26885",23
"ENSMUSG00000024014","Pim1",1668
"ENSMUSG00000042203","Tbc1d22b",1059
"ENSMUSG00000090083","Rnf8",225
"ENSMUSG00000098374","Gm28043",152
"ENSMUSG00000024019","Cmtr1",540
"ENSMUSG00000024018","Ccdc167",339
"ENSMUSG00000043557","Mdga1",65
"ENSMUSG00000044477","Zfand3",4558
"ENSMUSG00000062202","Btbd9",1790
"ENSMUSG00000024026","Glo1",5160
"ENSMUSG00000099474","1700097N02Rik",64
"ENSMUSG00000033826","Dnah8",845
"ENSMUSG00000024027","Glp1r",1415
"ENSMUSG00000024030","Abcg1",4982
"ENSMUSG00000024028","Tff2",66
"ENSMUSG00000042345","Ubash3a",78
"ENSMUSG00000024033","Rsph1",1279
"ENSMUSG00000024036","Slc37a1",1294
"ENSMUSG00000041119","Pde9a",1191
"ENSMUSG00000024037","Wdr4",598
"ENSMUSG00000024038","Ndufv3",1340
