"Gene_ID","Gene_Name","Count"
"ENSMUSG00000043572","Pars2",149
"ENSMUSG00000025413","Ttc4",721
"ENSMUSG00000034853","Acot11",934
"ENSMUSG00000061887","Ssbp3",2373
"ENSMUSG00000028622","Mrpl37",1138
"ENSMUSG00000028621","Cyb5rl",366
"ENSMUSG00000028619","Tceanc2",647
"ENSMUSG00000028618","Tmem59",8993
"ENSMUSG00000070877","Ldlrad1",429
"ENSMUSG00000028617","Lrrc42",601
"ENSMUSG00000063172","Hspb11",256
"ENSMUSG00000057375","Yipf1",1137
"ENSMUSG00000028614","Ndc1",422
"ENSMUSG00000028613","Lrp8",104
"ENSMUSG00000028609","Magoh",951
"ENSMUSG00000028608","0610037L13Rik",1245
"ENSMUSG00000028607","Cpt2",815
"ENSMUSG00000028600","Podn",1991
"ENSMUSG00000028603","Scp2",6393
"ENSMUSG00000028601","Echdc2",814
"ENSMUSG00000034636","Zyg11b",2687
"ENSMUSG00000048351","Coa7",329
"ENSMUSG00000028597","Gpx7",243
"ENSMUSG00000034610","Zcchc11",1561
"ENSMUSG00000063800","Prpf38a",880
"ENSMUSG00000028587","Orc1",43
"ENSMUSG00000028582","Cc2d1b",1654
"ENSMUSG00000091985","Gm17354",181
"ENSMUSG00000034557","Zfyve9",1574
"ENSMUSG00000094958","3110021N24Rik",17
"ENSMUSG00000028568","Btf3l4",1327
"ENSMUSG00000028567","Txndc12",1706
"ENSMUSG00000073775","Kti12",332
"ENSMUSG00000003411","Rab3b",37
"ENSMUSG00000053510","Nrd1",5504
"ENSMUSG00000028559","Osbpl9",6451
"ENSMUSG00000028552","Eps15",5411
"ENSMUSG00000085873","Ttc39aos1",51
"ENSMUSG00000028555","Ttc39a",367
"ENSMUSG00000028557","Rnf11",4783
"ENSMUSG00000059027","9630013D21Rik",49
"ENSMUSG00000028551","Cdkn2c",792
"ENSMUSG00000010517","Faf1",1379
"ENSMUSG00000028546","Elavl4",26
"ENSMUSG00000061298","Agbl4",20
"ENSMUSG00000028545","Bend5",75
"ENSMUSG00000034401","Spata6",1238
"ENSMUSG00000100514","Gm12960",17
"ENSMUSG00000028544","Slc5a9",46
"ENSMUSG00000070867","Trabd2b",1142
"ENSMUSG00000055210","Foxd2",48
"ENSMUSG00000085399","Foxd2os",57
"ENSMUSG00000028719","Cmpk1",2739
"ENSMUSG00000028718","Stil",37
"ENSMUSG00000028717","Tal1",983
"ENSMUSG00000028716","Pdzk1ip1",410
"ENSMUSG00000078597","Cyp4a12b",108
"ENSMUSG00000063929","Cyp4a32",62
"ENSMUSG00000028713","Cyp4b1",27148
"ENSMUSG00000034210","Efcab14",2872
"ENSMUSG00000028710","Atpaf1",574
"ENSMUSG00000028709","Mob3c",802
"ENSMUSG00000028708","Mknk1",1747
"ENSMUSG00000034171","Faah",1686
"ENSMUSG00000028706","Nsun4",1108
"ENSMUSG00000063882","Uqcrh",2332
"ENSMUSG00000078238","Gm12854",28
"ENSMUSG00000028703","Lrrc41",1021
"ENSMUSG00000028702","Rad54l",101
"ENSMUSG00000028700","Pomgnt1",1913
"ENSMUSG00000028701","Lurap1",509
"ENSMUSG00000028699","Tspan1",1711
"ENSMUSG00000028698","Pik3r3",1085
"ENSMUSG00000003810","Mast2",2313
"ENSMUSG00000028696","Ipp",409
"ENSMUSG00000055900","Tmem69",240
"ENSMUSG00000087299","Gm12953",20
"ENSMUSG00000034042","Gpbp1l1",2764
"ENSMUSG00000085408","C530005A16Rik",101
"ENSMUSG00000034035","Ccdc17",407
"ENSMUSG00000028693","Nasp",716
"ENSMUSG00000028692","Akr1a1",12892
"ENSMUSG00000028691","Prdx1",8807
"ENSMUSG00000028690","Mmachc",272
"ENSMUSG00000028689","Ccdc163",182
"ENSMUSG00000033985","Tesk2",190
"ENSMUSG00000028688","Toe1",468
"ENSMUSG00000028687","Mutyh",64
"ENSMUSG00000043155","Hpdl",16
"ENSMUSG00000033948","Zswim5",249
"ENSMUSG00000028684","Urod",1248
"ENSMUSG00000046861","Hectd3",2094
"ENSMUSG00000086890","1700021J08Rik",52
"ENSMUSG00000028683","Eif2b3",516
"ENSMUSG00000028681","Ptch2",177
"ENSMUSG00000073771","Btbd19",183
"ENSMUSG00000047671","Tctex1d4",442
"ENSMUSG00000028680","Plk3",664
"ENSMUSG00000047675","Rps8",11006
"ENSMUSG00000028678","Kif2c",35
"ENSMUSG00000060268","Gm1661",35
"ENSMUSG00000048772","Tmem53",220
"ENSMUSG00000028677","Rnf220",2234
"ENSMUSG00000033423","Eri3",1119
"ENSMUSG00000009640","Dmap1",665
"ENSMUSG00000084260","Gm12844",11
"ENSMUSG00000028542","Slc6a9",988
"ENSMUSG00000078588","Ccdc24",87
"ENSMUSG00000028541","B4galt2",450
"ENSMUSG00000033379","Atp6v0b",3967
"ENSMUSG00000028540","Dph2",247
"ENSMUSG00000033365","Ipo13",2143
"ENSMUSG00000028539","Artn",95
"ENSMUSG00000028538","St3gal3",608
"ENSMUSG00000033326","Kdm4a",2437
"ENSMUSG00000033295","Ptprf",20644
"ENSMUSG00000006395","Hyi",869
"ENSMUSG00000033253","Szt2",2462
"ENSMUSG00000006392","Med8",936
"ENSMUSG00000006390","Elovl1",5928
"ENSMUSG00000006398","Cdc20",213
"ENSMUSG00000006389","Mpl",36
"ENSMUSG00000033191","Tie1",13998
"ENSMUSG00000028536","2610528J11Rik",288
"ENSMUSG00000050854","Tmem125",401
"ENSMUSG00000028730","Cfap57",327
"ENSMUSG00000028729","Ebna1bp2",1391
"ENSMUSG00000043383","Olfr1342",67
"ENSMUSG00000028645","Slc2a1",1104
"ENSMUSG00000045268","Zfp691",240
"ENSMUSG00000028644","Ermap",50
"ENSMUSG00000028643","Svbp",537
"ENSMUSG00000078584","AU022252",453
"ENSMUSG00000028641","P3h1",695
"ENSMUSG00000028639","Ybx1",20013
"ENSMUSG00000060288","Ppih",251
"ENSMUSG00000028637","Ccdc30",331
"ENSMUSG00000028636","Ppcs",298
"ENSMUSG00000070806","Zmynd12",83
"ENSMUSG00000048899","Rimkla",28
"ENSMUSG00000087385","Frg2f1",90
"ENSMUSG00000032998","Foxj3",2229
"ENSMUSG00000023247","Guca2a",12
"ENSMUSG00000028634","Hivep3",1297
"ENSMUSG00000052135","Foxo6",110
"ENSMUSG00000000085","Scmh1",1664
"ENSMUSG00000028633","Ctps",1654
"ENSMUSG00000070803","Cited4",71
"ENSMUSG00000028631","Kcnq4",196
"ENSMUSG00000032897","Nfyc",932
"ENSMUSG00000032890","Rims3",233
"ENSMUSG00000028629","Exo5",265
"ENSMUSG00000064141","Zfp69",337
"ENSMUSG00000032870","Smap2",2458
"ENSMUSG00000043207","Zmpste24",3284
"ENSMUSG00000049878","Rlf",1338
"ENSMUSG00000083679","Gm12892",80
"ENSMUSG00000028657","Ppt1",4263
"ENSMUSG00000028656","Cap1",13471
"ENSMUSG00000028655","Mfsd2a",452
"ENSMUSG00000028654","Mycl",505
"ENSMUSG00000028653","Trit1",376
"ENSMUSG00000028651","Ppie",570
"ENSMUSG00000046093","Hpcal4",444
"ENSMUSG00000054958","Nt5c1a",35
"ENSMUSG00000032744","Heyl",826
"ENSMUSG00000011257","Pabpc4",1606
"ENSMUSG00000032726","Bmp8a",9
"ENSMUSG00000028649","Macf1",42054
"ENSMUSG00000028648","Ndufs5",977
"ENSMUSG00000023075","Akirin1",1989
"ENSMUSG00000043333","Rhbdl2",32
"ENSMUSG00000097337","Gm26606",28
"ENSMUSG00000054304","D130007C19Rik",10
"ENSMUSG00000028647","Mycbp",714
"ENSMUSG00000085875","Gm12905",19
"ENSMUSG00000028646","Rragc",3241
"ENSMUSG00000028907","Utp11",1150
"ENSMUSG00000032643","Fhl3",205
"ENSMUSG00000028902","Sf3a3",1203
"ENSMUSG00000028894","Inpp5b",3644
"ENSMUSG00000028890","Mtf1",1322
"ENSMUSG00000078570","1110065P20Rik",306
"ENSMUSG00000028889","Yrdc",514
"ENSMUSG00000042763","Maneal",34
"ENSMUSG00000028873","Cdca8",76
"ENSMUSG00000044730","9930104L06Rik",663
"ENSMUSG00000028871","Rspo1",729
"ENSMUSG00000028869","Gnl2",1469
"ENSMUSG00000042707","Dnali1",934
"ENSMUSG00000050213","Snip1",790
"ENSMUSG00000028863","Meaf6",1022
"ENSMUSG00000042677","Zc3h12a",535
"ENSMUSG00000028859","Csf3r",1644
"ENSMUSG00000028861","Mrps15",700
"ENSMUSG00000042616","Oscp1",469
"ENSMUSG00000050188","Lsm10",354
"ENSMUSG00000042608","Stk40",3328
"ENSMUSG00000086961","Gm12946",27
"ENSMUSG00000050212","Eva1b",2021
"ENSMUSG00000073758","Sh3d21",1107
"ENSMUSG00000043962","Thrap3",6083
"ENSMUSG00000028849","Map7d1",9294
"ENSMUSG00000028847","Trappc3",1873
"ENSMUSG00000056174","Col8a2",620
"ENSMUSG00000042558","Adprhl2",1006
"ENSMUSG00000028845","Tekt2",417
"ENSMUSG00000028842","Ago3",1439
"ENSMUSG00000041530","Ago1",5913
"ENSMUSG00000042500","Ago4",1317
"ENSMUSG00000042489","Clspn",76
"ENSMUSG00000073755","5730409E04Rik",412
"ENSMUSG00000028837","Psmb2",1611
"ENSMUSG00000028833","Ncdn",1184
"ENSMUSG00000028830","AU040320",2312
"ENSMUSG00000042446","Zmym4",1751
"ENSMUSG00000028820","Sfpq",6884
"ENSMUSG00000085334","Gm12940",564
"ENSMUSG00000084088","Gm12941",23
"ENSMUSG00000043872","Zmym1",242
"ENSMUSG00000042408","Zmym6",744
"ENSMUSG00000070737","Tmem35b",194
"ENSMUSG00000042388","Dlgap3",21
"ENSMUSG00000042380","Smim12",692
"ENSMUSG00000050234","Gja4",1409
"ENSMUSG00000042367","Gjb3",60
"ENSMUSG00000046623","Gjb4",28
"ENSMUSG00000042357","Gjb5",19
"ENSMUSG00000061894","Zscan20",221
"ENSMUSG00000062545","Tlr12",135
"ENSMUSG00000028796","Phc2",4012
"ENSMUSG00000028794","A3galt2",14
"ENSMUSG00000028799","Zfp362",1423
"ENSMUSG00000041000","Trim62",773
"ENSMUSG00000028789","Azin2",1014
"ENSMUSG00000028792","Ak2",1481
"ENSMUSG00000028793","Rnf19b",2137
"ENSMUSG00000028786","Tmem54",58
"ENSMUSG00000001334","Fndc5",315
"ENSMUSG00000040928","S100pbp",1127
"ENSMUSG00000028811","Yars",1202
"ENSMUSG00000050390","C77080",2855
"ENSMUSG00000001333","Sync",178
"ENSMUSG00000057236","Rbbp4",3931
"ENSMUSG00000057572","Zbtb8os",589
"ENSMUSG00000028807","Zbtb8a",455
"ENSMUSG00000048485","Zbtb8b",22
"ENSMUSG00000040859","Bsdc1",2186
"ENSMUSG00000047945","Marcksl1",720
"ENSMUSG00000028800","Hdac1",2453
"ENSMUSG00000000409","Lck",538
"ENSMUSG00000050493","Fam167b",74
"ENSMUSG00000028798","Eif3i",2092
"ENSMUSG00000028797","Tmem234",3642
"ENSMUSG00000078552","Dcdc2b",220
"ENSMUSG00000040795","Iqcc",406
"ENSMUSG00000028795","Ccdc28b",297
"ENSMUSG00000053841","Txlna",3466
"ENSMUSG00000003731","Kpna6",2475
"ENSMUSG00000053730","Tmem39b",242
"ENSMUSG00000028790","Khdrbs1",4011
"ENSMUSG00000028788","Ptp4a2",9931
"ENSMUSG00000070729","Gm12966",30
"ENSMUSG00000028782","Adgrb2",61
"ENSMUSG00000085517","Gm12963",153
"ENSMUSG00000040690","Col16a1",1150
"ENSMUSG00000028779","Pef1",1703
"ENSMUSG00000028776","Tinagl1",3300
"ENSMUSG00000023232","Serinc2",823
"ENSMUSG00000028773","Fabp3",918
"ENSMUSG00000028772","Zcchc17",827
"ENSMUSG00000074088","Snrnp40",867
"ENSMUSG00000078532","Nkain1",250
"ENSMUSG00000028580","Pum1",3741
"ENSMUSG00000097158","Gm26516",20
"ENSMUSG00000025743","Sdc3",7675
"ENSMUSG00000028581","Laptm5",8386
"ENSMUSG00000028909","Ptpru",2311
"ENSMUSG00000028910","Mecr",347
"ENSMUSG00000028911","Srsf4",1114
"ENSMUSG00000102602","A930004J17Rik",181
"ENSMUSG00000085667","Gm12992",45
"ENSMUSG00000070720","Tmem200b",642
"ENSMUSG00000028906","Epb41",7151
"ENSMUSG00000050511","Oprd1",26
"ENSMUSG00000040025","Ythdf2",1683
"ENSMUSG00000028901","Gmeb1",643
"ENSMUSG00000028899","Taf12",780
"ENSMUSG00000086290","Snhg12",293
"ENSMUSG00000028898","Trnau1ap",807
"ENSMUSG00000028896","Rcc1",322
"ENSMUSG00000085241","Snhg3",130
"ENSMUSG00000091021","Gm17300",76
"ENSMUSG00000066043","Phactr4",2188
"ENSMUSG00000066042","Med18",170
"ENSMUSG00000028893","Sesn2",996
"ENSMUSG00000054428","Atpif1",1594
"ENSMUSG00000054405","Dnajc8",4420
"ENSMUSG00000056529","Ptafr",622
"ENSMUSG00000028886","Eya3",1526
"ENSMUSG00000037752","Xkr8",301
"ENSMUSG00000028885","Smpdl3b",268
"ENSMUSG00000028884","Rpa2",467
"ENSMUSG00000037731","Themis2",968
"ENSMUSG00000028882","Ppp1r8",1095
"ENSMUSG00000028879","Stx12",3923
"ENSMUSG00000028878","Fam76a",2858
"ENSMUSG00000028874","Fgr",993
"ENSMUSG00000037692","Ahdc1",1296
"ENSMUSG00000028868","Wasf2",8918
"ENSMUSG00000028865","Cd164l2",31
"ENSMUSG00000028862","Map3k6",854
"ENSMUSG00000028860","Sytl1",167
"ENSMUSG00000028857","Tmem222",802
"ENSMUSG00000037622","Wdtc1",2554
"ENSMUSG00000028854","Slc9a1",2118
"ENSMUSG00000046694","Fam46b",610
"ENSMUSG00000056596","Trnp1",182
"ENSMUSG00000037600","Kdf1",357
"ENSMUSG00000028851","Nudc",3353
"ENSMUSG00000028850","Gpatch3",189
"ENSMUSG00000028848","Gpn2",392
"ENSMUSG00000047281","Sfn",194
"ENSMUSG00000037553","Zdhhc18",4148
"ENSMUSG00000043257","Pigv",681
"ENSMUSG00000007880","Arid1a",8238
"ENSMUSG00000003644","Rps6ka1",2726
"ENSMUSG00000003038","Hmgn2",1002
"ENSMUSG00000012117","Dhdds",1529
"ENSMUSG00000012123","Crybg2",440
"ENSMUSG00000000682","Cd52",1108
"ENSMUSG00000012126","Ubxn11",715
"ENSMUSG00000028843","Sh3bgrl3",2335
"ENSMUSG00000037443","Cep85",332
"ENSMUSG00000028841","Cnksr1",435
"ENSMUSG00000028840","Zfp593",50
"ENSMUSG00000050105","Grrp1",319
"ENSMUSG00000050890","Pdik1l",662
"ENSMUSG00000028834","Trim63",57
"ENSMUSG00000028836","Slc30a2",40
"ENSMUSG00000028838","Extl1",171
"ENSMUSG00000037366","Pafah2",964
"ENSMUSG00000028832","Stmn1",2099
"ENSMUSG00000037348","Paqr7",3820
"ENSMUSG00000078521","Aunip",12
"ENSMUSG00000046671","Mtfr1l",3692
"ENSMUSG00000050989","Selenon",2760
"ENSMUSG00000037306","Man1c1",2322
"ENSMUSG00000037295","Ldlrap1",2239
"ENSMUSG00000028826","Tmem57",2813
"ENSMUSG00000028822","Tmem50a",4426
"ENSMUSG00000037266","Rsrp1",16047
"ENSMUSG00000028821","Syf2",3039
"ENSMUSG00000070691","Runx3",404
"ENSMUSG00000037242","Clic4",28062
"ENSMUSG00000028809","Srrm1",5289
"ENSMUSG00000043924","Ncmap",124
"ENSMUSG00000059713","Rcan3",1421
"ENSMUSG00000028803","Nipal3",4161
"ENSMUSG00000028801","Stpg1",60
"ENSMUSG00000037188","Grhl3",17
"ENSMUSG00000062157","Ifnlr1",854
"ENSMUSG00000037157","Il22ra1",85
"ENSMUSG00000037139","Myom3",175
"ENSMUSG00000028676","Srsf10",3972
"ENSMUSG00000028675","Pnrc2",2633
"ENSMUSG00000062585","Cnr2",766
"ENSMUSG00000028673","Fuca1",3540
"ENSMUSG00000028672","Hmgcl",1117
"ENSMUSG00000028671","Gale",327
"ENSMUSG00000028670","Lypla2",2020
"ENSMUSG00000028669","Pithd1",925
"ENSMUSG00000028668","Eloa",2400
"ENSMUSG00000059291","Rpl11",9836
"ENSMUSG00000007872","Id3",4151
"ENSMUSG00000018983","E2f2",1156
"ENSMUSG00000036995","Asap3",412
"ENSMUSG00000001604","Tcea3",480
"ENSMUSG00000051351","Zfp46",1411
"ENSMUSG00000066037","Hnrnpr",3538
"ENSMUSG00000066178","6030445D17Rik",31
"ENSMUSG00000001089","Luzp1",3912
"ENSMUSG00000036940","Kdm1a",2114
"ENSMUSG00000028664","Ephb2",140
"ENSMUSG00000036905","C1qb",1117
"ENSMUSG00000036896","C1qc",1254
"ENSMUSG00000036887","C1qa",1862
"ENSMUSG00000060862","Zbtb40",636
"ENSMUSG00000036856","Wnt4",382
"ENSMUSG00000006699","Cdc42",15301
"ENSMUSG00000101493","2810405F17Rik",44
"ENSMUSG00000028763","Hspg2",13689
"ENSMUSG00000043411","Usp48",3262
"ENSMUSG00000041351","Rap1gap",1558
"ENSMUSG00000087476","Rap1gapos",14
"ENSMUSG00000028766","Alpl",2411
"ENSMUSG00000057530","Ece1",20527
"ENSMUSG00000028760","Eif4g3",7014
"ENSMUSG00000028759","Hp1bp3",7136
"ENSMUSG00000045349","Sh2d5",35
"ENSMUSG00000028758","Kif17",28
"ENSMUSG00000028757","Ddost",5082
"ENSMUSG00000028756","Pink1",4960
"ENSMUSG00000041241","Mul1",1125
"ENSMUSG00000046447","Camk2n1",4133
"ENSMUSG00000043621","Ubxn10",1082
"ENSMUSG00000041202","Pla2g2d",502
"ENSMUSG00000041193","Pla2g5",10
"ENSMUSG00000041161","Otud3",689
"ENSMUSG00000070661","Rnf186",691
"ENSMUSG00000041143","Tmco4",595
"ENSMUSG00000041120","Nbl1",8461
"ENSMUSG00000050608","Minos1",2038
"ENSMUSG00000028745","Capzb",9181
"ENSMUSG00000028744","Pqlc2",320
"ENSMUSG00000028743","Akr7a5",641
"ENSMUSG00000028741","Mrto4",483
"ENSMUSG00000078517","Emc1",1400
"ENSMUSG00000066036","Ubr4",10167
"ENSMUSG00000041025","Iffo2",1399
"ENSMUSG00000028737","Aldh4a1",971
"ENSMUSG00000078234","Klhdc7a",942
"ENSMUSG00000040964","Arhgef10l",819
"ENSMUSG00000040945","Rcc2",3104
"ENSMUSG00000025330","Padi4",137
"ENSMUSG00000025328","Padi3",9
"ENSMUSG00000025329","Padi1",35
"ENSMUSG00000028927","Padi2",431
"ENSMUSG00000009863","Sdhb",2330
"ENSMUSG00000036622","Atp13a2",4758
"ENSMUSG00000060572","Mfap2",1129
"ENSMUSG00000040860","Crocc",615
"ENSMUSG00000028923","Necap2",2994
"ENSMUSG00000040842","Szrd1",4071
"ENSMUSG00000097620","4921514A10Rik",28
"ENSMUSG00000028920","Fbxo42",1404
"ENSMUSG00000073733","Rsg1",29
"ENSMUSG00000028919","Arhgef19",414
"ENSMUSG00000085395","Gm13056",106
"ENSMUSG00000006445","Epha2",4349
"ENSMUSG00000006218","Fam131c",45
"ENSMUSG00000006221","Hspb7",780
"ENSMUSG00000006215","Zbtb17",650
"ENSMUSG00000040761","Spen",4742
"ENSMUSG00000048406","B330016D10Rik",157
"ENSMUSG00000006219","Fblim1",2520
"ENSMUSG00000043085","Tmem82",133
"ENSMUSG00000040740","Slc25a34",86
"ENSMUSG00000028917","Plekhm2",1934
"ENSMUSG00000078515","Ddi2",5133
"ENSMUSG00000040697","Dnajc16",1616
"ENSMUSG00000028914","Casp9",1049
"ENSMUSG00000040659","Efhd2",3500
"ENSMUSG00000100396","Gm29367",14
"ENSMUSG00000051435","Fhad1",1370
"ENSMUSG00000040616","Tmem51",433
"ENSMUSG00000073728","Tmem51os1",28
"ENSMUSG00000040606","Kazn",1363
"ENSMUSG00000057637","Prdm2",3875
"ENSMUSG00000082575","Gm13050",38
"ENSMUSG00000028583","Pdpn",7714
"ENSMUSG00000046862","Pramef8",519
"ENSMUSG00000070610","Gm13127",32
"ENSMUSG00000066026","Dhrs3",4103
"ENSMUSG00000020220","Vps13d",3849
"ENSMUSG00000028599","Tnfrsf1b",2346
"ENSMUSG00000028602","Tnfrsf8",29
"ENSMUSG00000078502","Gm13212",58
"ENSMUSG00000084350","Znf41-ps",80
"ENSMUSG00000070605","Zfp992",51
"ENSMUSG00000073716","Gm13241",9
"ENSMUSG00000067916","Zfp991",123
"ENSMUSG00000078496","Zfp982",42
"ENSMUSG00000066000","Zfp979",122
"ENSMUSG00000078495","Zfp984",780
"ENSMUSG00000093594","Gm20707",82
"ENSMUSG00000080059","Rps19-ps3",23
"ENSMUSG00000059423","Zfp933",394
"ENSMUSG00000029022","Miip",675
"ENSMUSG00000070583","Fv1",150
"ENSMUSG00000029020","Mfn2",3616
"ENSMUSG00000019055","Plod1",2159
"ENSMUSG00000044496","2510039O18Rik",3091
"ENSMUSG00000029019","Nppb",32
"ENSMUSG00000041616","Nppa",1535
"ENSMUSG00000086806","Gm13054",11
"ENSMUSG00000029016","Clcn6",1213
"ENSMUSG00000029009","Mthfr",1478
"ENSMUSG00000029007","Agtrap",2390
"ENSMUSG00000029005","Draxin",33
"ENSMUSG00000029003","Mad2l2",379
"ENSMUSG00000055401","Fbxo6",1072
"ENSMUSG00000029001","Fbxo44",256
"ENSMUSG00000041556","Fbxo2",155
"ENSMUSG00000047719","Ubiad1",670
"ENSMUSG00000028991","Mtor",2713
"ENSMUSG00000028989","Angptl7",154
"ENSMUSG00000017264","Exosc10",1961
"ENSMUSG00000082860","Gm13204",23
"ENSMUSG00000006442","Srm",555
"ENSMUSG00000028979","Masp2",29
"ENSMUSG00000041459","Tardbp",5755
"ENSMUSG00000028977","Casz1",4216
"ENSMUSG00000086606","Gm13205",18
"ENSMUSG00000086740","Gm17029",19
"ENSMUSG00000028975","Pex14",877
"ENSMUSG00000028974","Dffa",835
"ENSMUSG00000073705","Cenps",59
"ENSMUSG00000028961","Pgd",4579
"ENSMUSG00000063077","Kif1b",9029
"ENSMUSG00000028960","Ube4b",2860
"ENSMUSG00000085286","Ube4bos3",27
"ENSMUSG00000028996","Rbp7",11
"ENSMUSG00000028992","Nmnat1",188
"ENSMUSG00000028990","Lzic",537
"ENSMUSG00000083811","Gm13071",19
"ENSMUSG00000028988","Ctnnbip1",402
"ENSMUSG00000039953","Clstn1",14117
"ENSMUSG00000039936","Pik3cd",1662
"ENSMUSG00000044700","Tmem201",859
"ENSMUSG00000028982","Slc25a33",254
"ENSMUSG00000039911","Spsb1",693
"ENSMUSG00000028980","H6pd",9507
"ENSMUSG00000102813","Gm37795",151
"ENSMUSG00000047875","Gpr157",222
"ENSMUSG00000063524","Eno1",3269
"ENSMUSG00000039852","Rere",6728
"ENSMUSG00000085213","Gm13091",48
"ENSMUSG00000028967","Errfi1",7190
"ENSMUSG00000028964","Park7",3277
"ENSMUSG00000028965","Tnfrsf9",79
"ENSMUSG00000014592","Camta1",831
"ENSMUSG00000028957","Per3",3348
"ENSMUSG00000028955","Vamp3",4182
"ENSMUSG00000039768","Dnajc11",1434
"ENSMUSG00000039759","Thap3",719
"ENSMUSG00000047777","Phf13",939
"ENSMUSG00000073700","Klhl21",1911
"ENSMUSG00000028952","Zbtb48",448
"ENSMUSG00000028950","Tas1r1",28
"ENSMUSG00000028948","Nol9",982
"ENSMUSG00000039713","Plekhg5",1747
"ENSMUSG00000024793","Tnfrsf25",174
"ENSMUSG00000028943","Espn",401
"ENSMUSG00000028940","Hes2",31
"ENSMUSG00000028937","Acot7",1781
"ENSMUSG00000042804","Gpr153",1460
"ENSMUSG00000039662","Icmt",3704
"ENSMUSG00000058498","Rnf207",57
"ENSMUSG00000028936","Rpl22",6205
"ENSMUSG00000005045","Chd5",213
"ENSMUSG00000028931","Kcnab2",641
"ENSMUSG00000039577","Nphp4",190
"ENSMUSG00000039546","Ajap1",58
"ENSMUSG00000047613","A430005L14Rik",530
"ENSMUSG00000029027","Dffb",212
"ENSMUSG00000039523","Cep104",2446
"ENSMUSG00000029028","Lrrc47",1861
"ENSMUSG00000078350","Smim1",1171
"ENSMUSG00000029026","Trp73",354
"ENSMUSG00000029029","Wrap73",406
"ENSMUSG00000029030","Tprgl",6033
"ENSMUSG00000057751","Megf6",2003
"ENSMUSG00000029032","Arhgef16",845
"ENSMUSG00000039410","Prdm16",1353
"ENSMUSG00000085069","Gm13111",246
"ENSMUSG00000098424","Gm27202",20
"ENSMUSG00000086810","Gm13110",11
"ENSMUSG00000046637","Ttc34",251
"ENSMUSG00000029059","Fam213b",188
"ENSMUSG00000042333","Tnfrsf14",342
"ENSMUSG00000029056","Pank4",849
"ENSMUSG00000029055","Plch2",218
"ENSMUSG00000029047","Pex10",513
"ENSMUSG00000029048","Rer1",2504
"ENSMUSG00000029049","Morn1",299
"ENSMUSG00000029050","Ski",9572
"ENSMUSG00000073684","Faap20",529
"ENSMUSG00000029053","Prkcz",2552
"ENSMUSG00000084803","5830444B04Rik",44
"ENSMUSG00000078490","Cfap74",559
"ENSMUSG00000029064","Gnb1",20055
"ENSMUSG00000029063","Nadk",5571
"ENSMUSG00000042202","Slc35e2",795
"ENSMUSG00000086682","Gm16023",56
"ENSMUSG00000029062","Cdk11b",3164
"ENSMUSG00000029061","Mmp23",528
"ENSMUSG00000029060","Mib2",1702
"ENSMUSG00000074738","Fndc10",227
"ENSMUSG00000029038","Ssu72",1536
"ENSMUSG00000096221","1500002C15Rik",68
"ENSMUSG00000084845","Tmem240",69
"ENSMUSG00000029036","Atad3a",972
"ENSMUSG00000042116","Vwa1",322
"ENSMUSG00000097728","Gm26840",30
"ENSMUSG00000073680","Tmem88b",38
"ENSMUSG00000078487","Ankrd65",112
"ENSMUSG00000029066","Mrpl20",721
"ENSMUSG00000029068","Ccnl2",5593
"ENSMUSG00000065990","Aurkaip1",1551
"ENSMUSG00000073679","Mxra8os",16
"ENSMUSG00000029070","Mxra8",8055
"ENSMUSG00000029071","Dvl1",3430
"ENSMUSG00000029072","Tas1r3",80
"ENSMUSG00000029073","Cptp",741
"ENSMUSG00000029034","Ints11",920
"ENSMUSG00000051557","Pusl1",421
"ENSMUSG00000029033","Acap3",1409
"ENSMUSG00000023286","Ube2j2",1352
"ENSMUSG00000023571","C1qtnf12",243
"ENSMUSG00000050796","B3galt6",196
"ENSMUSG00000029076","Sdf4",7538
"ENSMUSG00000029075","Tnfrsf4",55
"ENSMUSG00000103183","Gm37090",91
"ENSMUSG00000087381","Gm16008",59
"ENSMUSG00000041954","Tnfrsf18",130
"ENSMUSG00000029074","Ttll10",169
"ENSMUSG00000086549","Gm13648",89
"ENSMUSG00000059939","9430015G10Rik",405
"ENSMUSG00000041936","Agrn",17207
"ENSMUSG00000035692","Isg15",332
"ENSMUSG00000078349","AW011738",329
"ENSMUSG00000078486","Perm1",148
"ENSMUSG00000078485","Plekhn1",220
"ENSMUSG00000078484",NA,1143
"ENSMUSG00000095567","Noc2l",1329
"ENSMUSG00000062353","Gm15772",3507
"ENSMUSG00000040274","Cdk6",2569
"ENSMUSG00000058503","Fam133b",725
"ENSMUSG00000008307","1700109H08Rik",78
"ENSMUSG00000040302","Rbm48",369
"ENSMUSG00000104891","2510017J16Rik",14
"ENSMUSG00000005907","Pex1",481
"ENSMUSG00000104950","4833413G10Rik",104
"ENSMUSG00000007415","Gatad1",2885
"ENSMUSG00000040351","Ankib1",2281
"ENSMUSG00000105950","Gm43679",15
"ENSMUSG00000000600","Krit1",1668
"ENSMUSG00000040429","Mterf1a",68
"ENSMUSG00000040407","Akap9",4273
"ENSMUSG00000106535","Gm43031",67
"ENSMUSG00000001467","Cyp51",1268
"ENSMUSG00000053178","Mterf1b",31
"ENSMUSG00000044674","Fzd1",3147
"ENSMUSG00000028926","Cdk14",3597
"ENSMUSG00000046798","Cldn12",1286
"ENSMUSG00000040464","Gtpbp10",540
