"gene1","module1","EntrezID"
"ENSMUSG00000020044","turquoise","21859"
"ENSMUSG00000020053","turquoise","16000"
"ENSMUSG00000035311","turquoise","432486"
"ENSMUSG00000074802","turquoise","237436"
"ENSMUSG00000020017","turquoise","15109"
"ENSMUSG00000035916","turquoise","237523"
"ENSMUSG00000020181","turquoise","260315"
"ENSMUSG00000056888","turquoise","73690"
"ENSMUSG00000069516","turquoise","17105"
"ENSMUSG00000069515","turquoise","17110"
"ENSMUSG00000034707","turquoise","75612"
"ENSMUSG00000020102","turquoise","20503"
"ENSMUSG00000025355","turquoise","58223"
"ENSMUSG00000025352","turquoise","14561"
"ENSMUSG00000025351","turquoise","12512"
"ENSMUSG00000025348","turquoise","16404"
"ENSMUSG00000031497","turquoise","24099"
"ENSMUSG00000031502","turquoise","12826"
"ENSMUSG00000031503","turquoise","12827"
"ENSMUSG00000031443","turquoise","14068"
"ENSMUSG00000038457","turquoise","272465"
"ENSMUSG00000031451","turquoise","14456"
"ENSMUSG00000031548","turquoise","20377"
"ENSMUSG00000056313","turquoise","69068"
"ENSMUSG00000025044","turquoise","20288"
"ENSMUSG00000031596","turquoise","11988"
"ENSMUSG00000031594","turquoise","234199"
"ENSMUSG00000070047","turquoise","14107"
"ENSMUSG00000031626","turquoise","234214"
"ENSMUSG00000050914","turquoise","654824"
"ENSMUSG00000038173","turquoise","320981"
"ENSMUSG00000031517","turquoise","234267"
"ENSMUSG00000037921","turquoise","234311"
"ENSMUSG00000031604","turquoise","66234"
"ENSMUSG00000036469","turquoise","72925"
"ENSMUSG00000036437","turquoise","18166"
"ENSMUSG00000015568","turquoise","16956"
"ENSMUSG00000036330","turquoise","110877"
"ENSMUSG00000006273","turquoise","11966"
"ENSMUSG00000007888","turquoise","12931"
"ENSMUSG00000038508","turquoise","23886"
"ENSMUSG00000000792","turquoise","114479"
"ENSMUSG00000050147","turquoise","14065"
"ENSMUSG00000005413","turquoise","15368"
"ENSMUSG00000064325","turquoise","15245"
"ENSMUSG00000031709","turquoise","71310"
"ENSMUSG00000034656","turquoise","12286"
"ENSMUSG00000052837","turquoise","16477"
"ENSMUSG00000005142","turquoise","17159"
"ENSMUSG00000045333","turquoise","94187"
"ENSMUSG00000031665","turquoise","58198"
"ENSMUSG00000031740","turquoise","17390"
"ENSMUSG00000033192","turquoise","270084"
"ENSMUSG00000031762","turquoise","17750"
"ENSMUSG00000031765","turquoise","17748"
"ENSMUSG00000031785","turquoise","14766"
"ENSMUSG00000031883","turquoise","12354"
"ENSMUSG00000031886","turquoise","234673"
"ENSMUSG00000031903","turquoise","192654"
"ENSMUSG00000031910","turquoise","15118"
"ENSMUSG00000003849","turquoise","18104"
"ENSMUSG00000031827","turquoise","72042"
"ENSMUSG00000006519","turquoise","13057"
"ENSMUSG00000006517","turquoise","192156"
"ENSMUSG00000015027","turquoise","50917"
"ENSMUSG00000025279","turquoise","13421"
"ENSMUSG00000045201","turquoise","218763"
"ENSMUSG00000021775","turquoise","353187"
"ENSMUSG00000021806","turquoise","18074"
"ENSMUSG00000021879","turquoise","110083"
"ENSMUSG00000021994","turquoise","22418"
"ENSMUSG00000021922","turquoise","16427"
"ENSMUSG00000056234","turquoise","27057"
"ENSMUSG00000041445","turquoise","105450"
"ENSMUSG00000021803","turquoise","170677"
"ENSMUSG00000050335","turquoise","16854"
"ENSMUSG00000072572","turquoise","214922"
"ENSMUSG00000000957","turquoise","17387"
"ENSMUSG00000022180","turquoise","50934"
"ENSMUSG00000002324","turquoise","56739"
"ENSMUSG00000022218","turquoise","21816"
"ENSMUSG00000022225","turquoise","17228"
"ENSMUSG00000061068","turquoise","17227"
"ENSMUSG00000040314","turquoise","13035"
"ENSMUSG00000071347","turquoise","239126"
"ENSMUSG00000043157","turquoise","219144"
"ENSMUSG00000021939","turquoise","13030"
"ENSMUSG00000059456","turquoise","19229"
"ENSMUSG00000034205","turquoise","94352"
"ENSMUSG00000022074","turquoise","21933"
"ENSMUSG00000022094","turquoise","213053"
"ENSMUSG00000021996","turquoise","13885"
"ENSMUSG00000021998","turquoise","18826"
"ENSMUSG00000022018","turquoise","66214"
"ENSMUSG00000022123","turquoise","64929"
"ENSMUSG00000025557","turquoise","56643"
"ENSMUSG00000032925","turquoise","223272"
"ENSMUSG00000049723","turquoise","17381"
"ENSMUSG00000043613","turquoise","17392"
"ENSMUSG00000005800","turquoise","17394"
"ENSMUSG00000036912","turquoise","330890"
"ENSMUSG00000049307","turquoise","14345"
"ENSMUSG00000043885","turquoise","234967"
"ENSMUSG00000001348","turquoise","11433"
"ENSMUSG00000074472","turquoise","619310"
"ENSMUSG00000036411","turquoise","68283"
"ENSMUSG00000031990","turquoise","83964"
"ENSMUSG00000031994","turquoise","30806"
"ENSMUSG00000016087","turquoise","14247"
"ENSMUSG00000032122","turquoise","56857"
"ENSMUSG00000032024","turquoise","71566"
"ENSMUSG00000032013","turquoise","72169"
"ENSMUSG00000032010","turquoise","53376"
"ENSMUSG00000066705","turquoise","59095"
"ENSMUSG00000032068","turquoise","76509"
"ENSMUSG00000032053","turquoise","18985"
"ENSMUSG00000032911","turquoise","121021"
"ENSMUSG00000040722","turquoise","56807"
"ENSMUSG00000038264","turquoise","20361"
"ENSMUSG00000032323","turquoise","13070"
"ENSMUSG00000032334","turquoise","16949"
"ENSMUSG00000025232","turquoise","15211"
"ENSMUSG00000050721","turquoise","102595"
"ENSMUSG00000035284","turquoise","320528"
"ENSMUSG00000032224","turquoise","76886"
"ENSMUSG00000034858","turquoise","235493"
"ENSMUSG00000034593","turquoise","17918"
"ENSMUSG00000032350","turquoise","14629"
"ENSMUSG00000046186","turquoise","235505"
"ENSMUSG00000032420","turquoise","23959"
"ENSMUSG00000032363","turquoise","108153"
"ENSMUSG00000032372","turquoise","18828"
"ENSMUSG00000046997","turquoise","211949"
"ENSMUSG00000037953","turquoise","333424"
"ENSMUSG00000032537","turquoise","270190"
"ENSMUSG00000091345","turquoise","665033"
"ENSMUSG00000032595","turquoise","69398"
"ENSMUSG00000032492","turquoise","19228"
"ENSMUSG00000032496","turquoise","17002"
"ENSMUSG00000045594","turquoise","12091"
"ENSMUSG00000032440","turquoise","21813"
"ENSMUSG00000052336","turquoise","13051"
"ENSMUSG00000036814","turquoise","102680"
"ENSMUSG00000025804","turquoise","12768"
"ENSMUSG00000049103","turquoise","12772"
"ENSMUSG00000079227","turquoise","12774"
"ENSMUSG00000034614","turquoise","216505"
"ENSMUSG00000034394","turquoise","16878"
"ENSMUSG00000020473","turquoise","11568"
"ENSMUSG00000041046","turquoise","56089"
"ENSMUSG00000020176","turquoise","14783"
"ENSMUSG00000020120","turquoise","56193"
"ENSMUSG00000032740","turquoise","108686"
"ENSMUSG00000020303","turquoise","20856"
"ENSMUSG00000020300","turquoise","67579"
"ENSMUSG00000040711","turquoise","268396"
"ENSMUSG00000002699","turquoise","16822"
"ENSMUSG00000020143","turquoise","94176"
"ENSMUSG00000020326","turquoise","12450"
"ENSMUSG00000057098","turquoise","13591"
"ENSMUSG00000020340","turquoise","76884"
"ENSMUSG00000020399","turquoise","171285"
"ENSMUSG00000058163","turquoise","432555"
"ENSMUSG00000040283","turquoise","237754"
"ENSMUSG00000036545","turquoise","216725"
"ENSMUSG00000020334","turquoise","30805"
"ENSMUSG00000018339","turquoise","14778"
"ENSMUSG00000000594","turquoise","14667"
"ENSMUSG00000018593","turquoise","20692"
"ENSMUSG00000049892","turquoise","19416"
"ENSMUSG00000010142","turquoise","57916"
"ENSMUSG00000042436","turquoise","76293"
"ENSMUSG00000033066","turquoise","14457"
"ENSMUSG00000020901","turquoise","320207"
"ENSMUSG00000020893","turquoise","18626"
"ENSMUSG00000045377","turquoise","67020"
"ENSMUSG00000018774","turquoise","12514"
"ENSMUSG00000040950","turquoise","216864"
"ENSMUSG00000000318","turquoise","17312"
"ENSMUSG00000000317","turquoise","12029"
"ENSMUSG00000018920","turquoise","66102"
"ENSMUSG00000070390","turquoise","637515"
"ENSMUSG00000085148","turquoise","100042498"
"ENSMUSG00000038178","turquoise","215113"
"ENSMUSG00000020846","turquoise","76566"
"ENSMUSG00000017390","turquoise","11676"
"ENSMUSG00000020826","turquoise","18126"
"ENSMUSG00000091523","turquoise","104522"
"ENSMUSG00000078771","turquoise","14017"
"ENSMUSG00000035385","turquoise","20296"
"ENSMUSG00000035373","turquoise","20306"
"ENSMUSG00000009185","turquoise","20307"
"ENSMUSG00000072620","turquoise","20556"
"ENSMUSG00000020684","turquoise","276952"
"ENSMUSG00000019122","turquoise","20308"
"ENSMUSG00000018927","turquoise","20305"
"ENSMUSG00000000982","turquoise","20302"
"ENSMUSG00000069792","turquoise","100034251"
"ENSMUSG00000051748","turquoise","66107"
"ENSMUSG00000003948","turquoise","67468"
"ENSMUSG00000010080","turquoise","71889"
"ENSMUSG00000001506","turquoise","12842"
"ENSMUSG00000020875","turquoise","15417"
"ENSMUSG00000017400","turquoise","217154"
"ENSMUSG00000020889","turquoise","217166"
"ENSMUSG00000001555","turquoise","14230"
"ENSMUSG00000001751","turquoise","27419"
"ENSMUSG00000044052","turquoise","12777"
"ENSMUSG00000034947","turquoise","217203"
"ENSMUSG00000001493","turquoise","17285"
"ENSMUSG00000001494","turquoise","74499"
"ENSMUSG00000017309","turquoise","52685"
"ENSMUSG00000034708","turquoise","14824"
"ENSMUSG00000020695","turquoise","17534"
"ENSMUSG00000020604","turquoise","74008"
"ENSMUSG00000041797","turquoise","217262"
"ENSMUSG00000041654","turquoise","69806"
"ENSMUSG00000034714","turquoise","117160"
"ENSMUSG00000051043","turquoise","70355"
"ENSMUSG00000034652","turquoise","217303"
"ENSMUSG00000063193","turquoise","217304"
"ENSMUSG00000044811","turquoise","140497"
"ENSMUSG00000047798","turquoise","246746"
"ENSMUSG00000020758","turquoise","192897"
"ENSMUSG00000020773","turquoise","217333"
"ENSMUSG00000034227","turquoise","15223"
"ENSMUSG00000053113","turquoise","12702"
"ENSMUSG00000033880","turquoise","19039"
"ENSMUSG00000063130","turquoise","70405"
"ENSMUSG00000033715","turquoise","105387"
"ENSMUSG00000058258","turquoise","319554"
"ENSMUSG00000021306","turquoise","83924"
"ENSMUSG00000041324","turquoise","16323"
"ENSMUSG00000021322","turquoise","27052"
"ENSMUSG00000018102","turquoise","68024"
"ENSMUSG00000036181","turquoise","50708"
"ENSMUSG00000021356","turquoise","16364"
"ENSMUSG00000045136","turquoise","73710"
"ENSMUSG00000021423","turquoise","17084"
"ENSMUSG00000015396","turquoise","12522"
"ENSMUSG00000038132","turquoise","666794"
"ENSMUSG00000021379","turquoise","15904"
"ENSMUSG00000021388","turquoise","66695"
"ENSMUSG00000021451","turquoise","20354"
"ENSMUSG00000021453","turquoise","23882"
"ENSMUSG00000021457","turquoise","20963"
"ENSMUSG00000025877","turquoise","212032"
"ENSMUSG00000034675","turquoise","56320"
"ENSMUSG00000049625","turquoise","212937"
"ENSMUSG00000055254","turquoise","18212"
"ENSMUSG00000021477","turquoise","13039"
"ENSMUSG00000060969","turquoise","16371"
"ENSMUSG00000062382","turquoise","434624"
"ENSMUSG00000005583","turquoise","17260"
"ENSMUSG00000021613","turquoise","12950"
"ENSMUSG00000021614","turquoise","13003"
"ENSMUSG00000045034","turquoise","218440"
"ENSMUSG00000045312","turquoise","218454"
"ENSMUSG00000021665","turquoise","15212"
"ENSMUSG00000052727","turquoise","17755"
"ENSMUSG00000021624","turquoise","17079"
"ENSMUSG00000034751","turquoise","328329"
"ENSMUSG00000021730","turquoise","15165"
"ENSMUSG00000021732","turquoise","14165"
"ENSMUSG00000093930","turquoise","208715"
"ENSMUSG00000020658","turquoise","668212"
"ENSMUSG00000045679","turquoise","217430"
"ENSMUSG00000020651","turquoise","23985"
"ENSMUSG00000004698","turquoise","79221"
"ENSMUSG00000020581","turquoise","23795"
"ENSMUSG00000002565","turquoise","20259"
"ENSMUSG00000020598","turquoise","319504"
"ENSMUSG00000044712","turquoise","625098"
"ENSMUSG00000021242","turquoise","67963"
"ENSMUSG00000002020","turquoise","16997"
"ENSMUSG00000021256","turquoise","238328"
"ENSMUSG00000007682","turquoise","13371"
"ENSMUSG00000021003","turquoise","14420"
"ENSMUSG00000021886","turquoise","14744"
"ENSMUSG00000021186","turquoise","23876"
"ENSMUSG00000021190","turquoise","19141"
"ENSMUSG00000021198","turquoise","217843"
"ENSMUSG00000079017","turquoise","76933"
"ENSMUSG00000061947","turquoise","217847"
"ENSMUSG00000021091","turquoise","20716"
"ENSMUSG00000054150","turquoise","212073"
"ENSMUSG00000021070","turquoise","12062"
"ENSMUSG00000021281","turquoise","21928"
"ENSMUSG00000001270","turquoise","12709"
"ENSMUSG00000052160","turquoise","104759"
"ENSMUSG00000002799","turquoise","16450"
"ENSMUSG00000006360","turquoise","12925"
"ENSMUSG00000095079","turquoise","238447"
"ENSMUSG00000087642","turquoise","380792"
"ENSMUSG00000076612","turquoise","404711"
"ENSMUSG00000076613","turquoise","16016"
"ENSMUSG00000076615","turquoise","380795"
"ENSMUSG00000076617","turquoise","16019"
"ENSMUSG00000076618","turquoise","777656"
"ENSMUSG00000076619","turquoise","777655"
"ENSMUSG00000076620","turquoise","777654"
"ENSMUSG00000076621","turquoise","777648"
"ENSMUSG00000096464","turquoise","777686"
"ENSMUSG00000095285","turquoise","544896"
"ENSMUSG00000076665","turquoise","780799"
"ENSMUSG00000095583","turquoise","668421"
"ENSMUSG00000095642","turquoise","238418"
"ENSMUSG00000096805","turquoise","195180"
"ENSMUSG00000096459","turquoise","780825"
"ENSMUSG00000076666","turquoise","629826"
"ENSMUSG00000094322","turquoise","636260"
"ENSMUSG00000095981","turquoise","380808"
"ENSMUSG00000096499","turquoise","668469"
"ENSMUSG00000095700","turquoise","380809"
"ENSMUSG00000093894","turquoise","780931"
"ENSMUSG00000095589","turquoise","780932"
"ENSMUSG00000095889","turquoise","780939"
"ENSMUSG00000096767","turquoise","668549"
"ENSMUSG00000096672","turquoise","780956"
"ENSMUSG00000094088","turquoise","380823"
"ENSMUSG00000095863","turquoise","435328"
"ENSMUSG00000094502","turquoise","619833"
"ENSMUSG00000096577","turquoise","619886"
"ENSMUSG00000094124","turquoise","100775173"
"ENSMUSG00000096452","turquoise","619994"
"ENSMUSG00000096326","turquoise","213570"
"ENSMUSG00000095127","turquoise","100775175"
"ENSMUSG00000022181","turquoise","12274"
"ENSMUSG00000079105","turquoise","109828"
"ENSMUSG00000039942","turquoise","19219"
"ENSMUSG00000022150","turquoise","13132"
"ENSMUSG00000003882","turquoise","16197"
"ENSMUSG00000045763","turquoise","70350"
"ENSMUSG00000022265","turquoise","11732"
"ENSMUSG00000022262","turquoise","110082"
"ENSMUSG00000039168","turquoise","223453"
"ENSMUSG00000022231","turquoise","20356"
"ENSMUSG00000022297","turquoise","14368"
"ENSMUSG00000054196","turquoise","68588"
"ENSMUSG00000022305","turquoise","239393"
"ENSMUSG00000037362","turquoise","18133"
"ENSMUSG00000022371","turquoise","12818"
"ENSMUSG00000022358","turquoise","67731"
"ENSMUSG00000022351","turquoise","20775"
"ENSMUSG00000022372","turquoise","20491"
"ENSMUSG00000005124","turquoise","22402"
"ENSMUSG00000005125","turquoise","17988"
"ENSMUSG00000022587","turquoise","17069"
"ENSMUSG00000016552","turquoise","239554"
"ENSMUSG00000071715","turquoise","17972"
"ENSMUSG00000071714","turquoise","12984"
"ENSMUSG00000071713","turquoise","12983"
"ENSMUSG00000033287","turquoise","72844"
"ENSMUSG00000022440","turquoise","72709"
"ENSMUSG00000033220","turquoise","19354"
"ENSMUSG00000018008","turquoise","72318"
"ENSMUSG00000068220","turquoise","16852"
"ENSMUSG00000042622","turquoise","17133"
"ENSMUSG00000022415","turquoise","20972"
"ENSMUSG00000022389","turquoise","21685"
"ENSMUSG00000022435","turquoise","22270"
"ENSMUSG00000022382","turquoise","22422"
"ENSMUSG00000022385","turquoise","29870"
"ENSMUSG00000035891","turquoise","223753"
"ENSMUSG00000029875","turquoise","239650"
"ENSMUSG00000037280","turquoise","207839"
"ENSMUSG00000046834","turquoise","16678"
"ENSMUSG00000022488","turquoise","105855"
"ENSMUSG00000022500","turquoise","56722"
"ENSMUSG00000071637","turquoise","12609"
"ENSMUSG00000105906","turquoise","110785"
"ENSMUSG00000105547","turquoise","110787"
"ENSMUSG00000076934","turquoise","16142"
"ENSMUSG00000076937","turquoise","110786"
"ENSMUSG00000076939","turquoise","404743"
"ENSMUSG00000076940","turquoise","110612"
"ENSMUSG00000043008","turquoise","239743"
"ENSMUSG00000013089","turquoise","104156"
"ENSMUSG00000060459","turquoise","385643"
"ENSMUSG00000022875","turquoise","16644"
"ENSMUSG00000022887","turquoise","17174"
"ENSMUSG00000079625","turquoise","277203"
"ENSMUSG00000022840","turquoise","224129"
"ENSMUSG00000022816","turquoise","14314"
"ENSMUSG00000002847","turquoise","85031"
"ENSMUSG00000052459","turquoise","11964"
"ENSMUSG00000022667","turquoise","57781"
"ENSMUSG00000062082","turquoise","239849"
"ENSMUSG00000090176","turquoise","271375"
"ENSMUSG00000022665","turquoise","67896"
"ENSMUSG00000022661","turquoise","17470"
"ENSMUSG00000022659","turquoise","14525"
"ENSMUSG00000061100","turquoise","57262"
"ENSMUSG00000043336","turquoise","78749"
"ENSMUSG00000052504","turquoise","13837"
"ENSMUSG00000052516","turquoise","268902"
"ENSMUSG00000053062","turquoise","67374"
"ENSMUSG00000022893","turquoise","11504"
"ENSMUSG00000022951","turquoise","54720"
"ENSMUSG00000074892","turquoise","93961"
"ENSMUSG00000040605","turquoise","56175"
"ENSMUSG00000000386","turquoise","17857"
"ENSMUSG00000023830","turquoise","16004"
"ENSMUSG00000023885","turquoise","21826"
"ENSMUSG00000036820","turquoise","245847"
"ENSMUSG00000024130","turquoise","27410"
"ENSMUSG00000075705","turquoise","27361"
"ENSMUSG00000024173","turquoise","100503895"
"ENSMUSG00000033825","turquoise","17229"
"ENSMUSG00000033200","turquoise","26945"
"ENSMUSG00000024112","turquoise","58226"
"ENSMUSG00000040276","turquoise","23969"
"ENSMUSG00000038677","turquoise","268935"
"ENSMUSG00000023067","turquoise","12575"
"ENSMUSG00000024030","turquoise","11307"
"ENSMUSG00000024300","turquoise","17916"
"ENSMUSG00000002289","turquoise","57875"
"ENSMUSG00000060586","turquoise","14969"
"ENSMUSG00000067341","turquoise","381091"
"ENSMUSG00000073418","turquoise","12268"
"ENSMUSG00000015451","turquoise","625018"
"ENSMUSG00000024371","turquoise","12263"
"ENSMUSG00000016283","turquoise","14990"
"ENSMUSG00000023913","turquoise","27226"
"ENSMUSG00000071068","turquoise","328833"
"ENSMUSG00000043740","turquoise","320148"
"ENSMUSG00000023992","turquoise","83433"
"ENSMUSG00000039316","turquoise","76438"
"ENSMUSG00000037095","turquoise","76905"
"ENSMUSG00000044469","turquoise","66443"
"ENSMUSG00000039481","turquoise","18188"
"ENSMUSG00000024164","turquoise","12266"
"ENSMUSG00000004730","turquoise","13733"
"ENSMUSG00000024059","turquoise","78785"
"ENSMUSG00000054469","turquoise","225010"
"ENSMUSG00000063889","turquoise","12916"
"ENSMUSG00000036103","turquoise","140792"
"ENSMUSG00000042834","turquoise","27528"
"ENSMUSG00000024353","turquoise","69816"
"ENSMUSG00000024349","turquoise","72512"
"ENSMUSG00000051439","turquoise","12475"
"ENSMUSG00000045498","turquoise","93874"
"ENSMUSG00000045062","turquoise","93878"
"ENSMUSG00000051242","turquoise","93880"
"ENSMUSG00000102543","turquoise","93708"
"ENSMUSG00000052102","turquoise","26384"
"ENSMUSG00000024501","turquoise","22240"
"ENSMUSG00000024480","turquoise","11777"
"ENSMUSG00000062210","turquoise","106869"
"ENSMUSG00000024529","turquoise","16948"
"ENSMUSG00000024534","turquoise","67847"
"ENSMUSG00000024538","turquoise","19038"
"ENSMUSG00000024600","turquoise","225579"
"ENSMUSG00000058152","turquoise","78923"
"ENSMUSG00000024621","turquoise","12978"
"ENSMUSG00000041482","turquoise","667742"
"ENSMUSG00000032845","turquoise","225638"
"ENSMUSG00000032688","turquoise","240354"
"ENSMUSG00000001473","turquoise","67951"
"ENSMUSG00000059336","turquoise","108052"
"ENSMUSG00000024900","turquoise","12894"
"ENSMUSG00000001750","turquoise","27060"
"ENSMUSG00000036908","turquoise","54445"
"ENSMUSG00000061451","turquoise","381199"
"ENSMUSG00000024661","turquoise","14319"
"ENSMUSG00000024663","turquoise","74760"
"ENSMUSG00000024737","turquoise","65221"
"ENSMUSG00000024730","turquoise","64381"
"ENSMUSG00000024672","turquoise","109225"
"ENSMUSG00000101389","turquoise","666907"
"ENSMUSG00000024679","turquoise","68774"
"ENSMUSG00000024680","turquoise","14126"
"ENSMUSG00000046805","turquoise","17476"
"ENSMUSG00000039126","turquoise","353211"
"ENSMUSG00000024659","turquoise","16952"
"ENSMUSG00000058624","turquoise","14544"
"ENSMUSG00000033207","turquoise","71738"
"ENSMUSG00000048572","turquoise","226040"
"ENSMUSG00000016496","turquoise","60533"
"ENSMUSG00000024810","turquoise","77125"
"ENSMUSG00000050370","turquoise","12642"
"ENSMUSG00000024781","turquoise","16889"
"ENSMUSG00000074896","turquoise","15959"
"ENSMUSG00000034459","turquoise","15957"
"ENSMUSG00000048612","turquoise","226101"
"ENSMUSG00000061132","turquoise","17060"
"ENSMUSG00000025086","turquoise","72133"
"ENSMUSG00000025094","turquoise","214084"
"ENSMUSG00000059326","turquoise","12982"
