"X","ID","Gene.name","logFC","logCPM","LR","PValue"
10807,"ENSMUSG00000111167","Gm39321",2.77142284629516,-0.566331792013221,11.2485913000358,0.000796834679996124
10843,"ENSMUSG00000047880","Cxcr5",1.06358289268731,3.18824654927603,9.0576936048305,0.00261591742432236
10961,"ENSMUSG00000111662","Gm7435",1.10571000623693,0.479574244431449,4.06272919673797,0.0438395914797492
10976,"ENSMUSG00000097334","2700012I20Rik",1.3645479731226,-0.682606451259289,4.56023499586012,0.0327225832267347
10993,"ENSMUSG00000032315","Cyp1a1",1.34030705294934,3.14280024699425,9.35597630764262,0.00222259542884602
11091,"ENSMUSG00000032373","Car12",3.38154996675599,0.265091886619566,5.66353340835765,0.0173211936314651
11222,"ENSMUSG00000103837","Gm37614",1.64335649661241,0.250735882661997,10.1049647574494,0.00147870420668914
11254,"ENSMUSG00000056418","BC043934",1.44627013300643,1.30038840318015,8.23961609191328,0.00409858006073405
11271,"ENSMUSG00000102861","Gm37637",1.68404753524088,-0.284774566115761,6.58602718647767,0.0102782291005992
11275,"ENSMUSG00000100281","4930422M22Rik",1.60606611228853,0.287371999261075,7.15176705581011,0.0074890164805032
11300,"ENSMUSG00000110765","Gm47468",1.67443085870552,0.0146392795985908,7.93842125620651,0.00483960387804173
11313,"ENSMUSG00000032564","Cpne4",1.3569541192473,0.140375948745838,5.94960163836587,0.0147206123566512
11323,"ENSMUSG00000032572","Col6a4",1.27980724835786,1.3683506426413,5.64216491961037,0.0175335437787811
11444,"ENSMUSG00000059741","Myl3",3.54379431972994,3.27683201483207,4.38458990360332,0.0362652152469142
11452,"ENSMUSG00000104654","Gm43814",1.05872209592431,1.05871875487608,6.70938380711222,0.00959068595472482
11531,"ENSMUSG00000111465","Gm47113",2.2436495500982,-0.0992696928764173,10.0753370008518,0.00150267136004725
11534,"ENSMUSG00000043773","1700048O20Rik",1.27938838557874,0.268442939226365,5.30064226418122,0.0213175625455365
11558,"ENSMUSG00000058492","Scp2-ps2",1.02032066569968,0.5372613423145,4.20742393139047,0.0402474147937144
11580,"ENSMUSG00000081208","Gm11400",1.34497732132878,0.546092626004805,8.2757875651119,0.00401772315666342
11692,"ENSMUSG00000104244","2900018N21Rik",2.07964439586556,-0.318824899155393,6.56242642931852,0.0104154252457748
11763,"ENSMUSG00000069917","Hba-a2",1.95314720840278,4.00461584509861,34.219984966305,4.92208720293256e-09
11841,"ENSMUSG00000020381","Mrnip",1.12739886030162,0.862040131572853,5.59284017136529,0.0180340322714862
11916,"ENSMUSG00000055333","Fat2",1.08149723530916,2.78497649281398,11.4653660561596,0.000709052629793484
12054,"ENSMUSG00000055775","Myh8",9.6223011363448,5.43402549074755,4.1698975940038,0.0411482866599929
12055,"ENSMUSG00000060180","Myh13",2.79563036298764,-0.142254886984063,12.6380007453325,0.00037798399351246
12140,"ENSMUSG00000020884","Asgr1",1.15138042341731,1.80815183916289,10.5698828118899,0.00114945012938373
12354,"ENSMUSG00000078763","Slfn1",1.15938770823802,2.90786005684259,6.62353866504425,0.0100639680076696
12355,"ENSMUSG00000000204","Slfn4",1.61061106903646,2.4114645769135,4.82333612662477,0.0280769523920407
12377,"ENSMUSG00000085235","Gm12576",1.46607869563563,0.816420624643131,5.36205079785822,0.020579559069708
12582,"ENSMUSG00000038020","Rapgefl1",1.01633993810301,1.98856953366868,4.93220418211128,0.0263606733572432
12589,"ENSMUSG00000037944","Ccr7",1.30973432545615,3.99354012883219,16.0074684934082,6.30931011787304e-05
12596,"ENSMUSG00000044041","Krt13",9.37609233480307,6.36817905255925,4.25015115136437,0.03924683720194
12717,"ENSMUSG00000081965","Gm11620",1.79249533772246,-0.379307449018557,6.11047765808812,0.0134382806183777
12982,"ENSMUSG00000033765","Calm4",10.5754474724619,2.07183170118146,4.94221416904065,0.0262084426886737
13071,"ENSMUSG00000085603","Gm11346",1.17188417361727,0.9688333738713,5.34307968970288,0.020804687017919
13126,"ENSMUSG00000039114","Nrn1",1.40170973685749,5.09809493814634,10.6518883433045,0.00109958581668539
13484,"ENSMUSG00000021640","Naip1",2.55364689952553,-1.18786222689544,6.78215779592217,0.00920735174496863
13562,"ENSMUSG00000025450","Gm9752",1.2581164807471,1.58232296106742,9.31041824524156,0.00227854461520666
13756,"ENSMUSG00000035431","Sstr1",2.30718361828588,-0.791345184388008,6.15031332934329,0.013138882142326
13827,"ENSMUSG00000021055","Esr2",1.63797536107611,2.01060048867271,8.66473265337832,0.00324427596991891
14106,"ENSMUSG00000097476","Gm26583",1.48986473582009,0.594169474678948,9.36361272346227,0.00221335455052795
14119,"ENSMUSG00000104213","Ighd",1.59105150264774,4.65062243315153,21.964121272334,2.7779534823381e-06
14495,"ENSMUSG00000033762","Recql4",1.13052501233805,-0.0365865953604725,4.65912650823848,0.0308889018036864
14576,"ENSMUSG00000022416","Cacna1i",1.52388464307042,1.42160053132099,9.989315474814,0.00157451123516172
14578,"ENSMUSG00000022408","Fam83f",1.08366006539262,0.677574202015021,4.32769542320171,0.0374969819940379
14810,"ENSMUSG00000087690","Gm16031",1.08065462383011,1.71859021185075,3.91542588792505,0.0478448912576083
14814,"ENSMUSG00000023034","Nr4a1",1.12848288370096,6.7612588959095,16.9162413605175,3.90658958241977e-05
15019,"ENSMUSG00000105128","Gm42870",1.53464596061486,0.219315871272947,6.41281044112399,0.0113299946657038
15072,"ENSMUSG00000068463","B630019A10Rik",1.26526327619303,-0.635977700277763,3.97409556929793,0.0462052606273292
15227,"ENSMUSG00000030775","Trat1",1.37081149622387,-0.155774420485815,3.99313027474384,0.0456861141910455
15327,"ENSMUSG00000084866","A930006K02Rik",1.22750861910798,-0.314315342058775,4.19780649703524,0.0404763032406591
15385,"ENSMUSG00000023795","Pisd-ps2",1.13584659704141,-0.0658830868296573,3.96004647704628,0.0465924169250218
15418,"ENSMUSG00000087478","4930506C21Rik",1.29509111738723,0.13249621661217,4.98711635822812,0.0255367306428534
15697,"ENSMUSG00000024027","Glp1r",1.183706999118,5.07023760849864,31.2792347858744,2.23456998459238e-08
15851,"ENSMUSG00000098269","Mir8094",1.93628714827825,-0.13519640392118,5.09706366108145,0.023966381415308
15916,"ENSMUSG00000025433","Crisp3",1.96843909536575,-0.687810382220228,6.02237694111175,0.0141256095273382
16125,"ENSMUSG00000043705","Capn13",1.89071780111781,0.241255045608315,8.09156059083261,0.0044471852155784
16338,"ENSMUSG00000038418","Egr1",1.40842893367646,6.37957232302508,8.01374989508589,0.00464235087460095
16459,"ENSMUSG00000024471","Myot",6.20854040541293,0.605092466063632,4.19131444891628,0.0406315818548077
16504,"ENSMUSG00000069372","Ctxn3",3.40991678991547,0.00778764346423103,4.19308814053916,0.0405890962117973
16561,"ENSMUSG00000024517","Grp",1.26834442428856,2.77638607589835,7.27693849257737,0.00698454754562615
16628,"ENSMUSG00000078963","Hsbp1l1",1.15164924150692,-0.156668848746609,4.75099123309522,0.029281422683382
16682,"ENSMUSG00000097233","Gm17552",1.01939903845567,0.697927991014417,4.34390472469202,0.0371416497284592
16758,"ENSMUSG00000044390","Tigd3",1.25473403603758,0.0308780864060663,5.25111507329071,0.0219327116062604
16874,"ENSMUSG00000024670","Cd6",1.029626863453,2.36024418500264,7.13940097071097,0.00754083446352649
16889,"ENSMUSG00000056290","Ms4a4b",1.01071738024516,3.74445787866298,9.61878326414702,0.00192597291435143
16893,"ENSMUSG00000058470","Gm8369",1.70809348696315,1.14635822097138,11.1886798744003,0.000822978765428626
16928,"ENSMUSG00000036192","Rorb",1.49948099102845,0.386051066009415,7.70704589809936,0.00550056943284398
17125,"ENSMUSG00000096996","Gm26792",1.22481947237102,1.23463673101148,9.72874805809944,0.0018140801013647
17146,"ENSMUSG00000097990","Gm19557",1.30321922134107,1.04915275214601,4.60329165658543,0.0319106317685292
17235,"ENSMUSG00000079190","AC133103.1",2.13315635931346,0.762853804633507,8.9646701683146,0.00275250385742088
17236,"ENSMUSG00000079808","AC168977.1",1.78717279826519,0.387603542197606,6.94639446873071,0.00839883401358397
