"X","ID","Gene.name","logFC","logCPM","LR","PValue","FDR","entrezgene_id"
"ENSMUSG00000028195","ENSMUSG00000028195","Cyr61",1.49457906646917,8.00969480982117,181.477883895494,2.30539545247939e-41,9.93567805132306e-38,NA
"ENSMUSG00000059824","ENSMUSG00000059824","Dbp",1.74587941600782,5.80422585556748,31.8334119172316,1.67978141281479e-08,1.2465327335591e-05,13170
"ENSMUSG00000020889","ENSMUSG00000020889","Nr1d1",1.40166250558674,6.20325745157911,30.5122002078967,3.31773507377305e-08,2.11831240506569e-05,217166
"ENSMUSG00000055254","ENSMUSG00000055254","Ntrk2",1.71114385905772,5.87487717247706,30.3851863338746,3.54222929876755e-08,2.18087467433764e-05,18212
