"X","ID","Gene.name","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000090799","ENSMUSG00000090799","Klhl33",1.09047777552027,0.337375929675596,4.99872472263906,0.0253660022393876,0.571613741967063
"ENSMUSG00000103133","ENSMUSG00000103133","Gm37303",1.74947724649329,-0.552849107832734,4.9546780743028,0.0260201690861596,0.579578501810322
"ENSMUSG00000032028","ENSMUSG00000032028","Nxpe2",1.26755084491161,-0.192957039130913,4.89856557241674,0.026879013581589,0.585059741329561
"ENSMUSG00000097882","ENSMUSG00000097882","0610038B21Rik",1.23653036411874,-0.109989414150601,4.89533946277401,0.0269292786857125,0.585414672462796
"ENSMUSG00000037977","ENSMUSG00000037977","6430571L13Rik",1.72303509915114,-0.449366090434073,4.85325301839165,0.0275940444953166,0.593874822789966
"ENSMUSG00000056328","ENSMUSG00000056328","Myh1",2.56757459950014,-1.44956300034993,4.84793652642669,0.0276792258721564,0.59422437709851
"ENSMUSG00000032401","ENSMUSG00000032401","Lctl",1.51381839546389,0.111026308515937,4.76224392998152,0.0290905990883876,0.607134186058976
"ENSMUSG00000032327","ENSMUSG00000032327","Stra6",1.32553608213352,-0.208214001066749,4.74188976979478,0.0294367190842859,0.609156907173279
"ENSMUSG00000047586","ENSMUSG00000047586","Nccrp1",2.0296309363348,-1.03407007505231,4.71767275334845,0.0298541218802585,0.613415026333464
"ENSMUSG00000039579","ENSMUSG00000039579","Grin3a",1.2119399852945,0.054481211846554,4.68724608282389,0.0303873123996798,0.619194872152532
"ENSMUSG00000060314","ENSMUSG00000060314","Zfp941",1.54864424073154,-0.367466432278097,4.67745072778423,0.0305610684861708,0.620544475421788
"ENSMUSG00000047511","ENSMUSG00000047511","Olfr1396",1.06993100344722,0.298113506971019,4.63811596569586,0.0312693128413802,0.623356622188899
"ENSMUSG00000031410","ENSMUSG00000031410","Nxf7",1.19313922422342,0.853714023043746,4.59600350517853,0.0320465772479017,0.6328189520923
"ENSMUSG00000053925","ENSMUSG00000053925","Gm9929",1.36703363307815,-0.663793326220315,4.47800053738056,0.0343338659280546,0.646956560861573
"ENSMUSG00000027776","ENSMUSG00000027776","Il12a",1.05188044069356,0.0701320641931234,4.44988728941704,0.0349035503390707,0.649788008868363
"ENSMUSG00000106547","ENSMUSG00000106547","B230303O12Rik",1.49000557341111,-0.810920261608889,4.41797731948175,0.0355621676667234,0.652882011082688
"ENSMUSG00000097327","ENSMUSG00000097327","E030030I06Rik",1.18365479393295,0.162089839636059,4.38106183819738,0.0363403517762891,0.660138381740198
"ENSMUSG00000098146","ENSMUSG00000098146","Gm26935",1.6391831935915,-0.575780896692128,4.3753081975991,0.0364632357326251,0.661673390310236
"ENSMUSG00000108624","ENSMUSG00000108624","Gm45091",1.52663912787514,-0.643016323210392,4.31659081971179,0.0377424658868342,0.672035919898756
"ENSMUSG00000103076","ENSMUSG00000103076","Gm37902",1.52663581612831,-0.811282204123507,4.31541517491768,0.0377685536708035,0.672035919898756
"ENSMUSG00000030771","ENSMUSG00000030771","Micalcl",1.24221771945197,-0.0661444325774309,4.30718935150496,0.037951615719354,0.672985039628122
"ENSMUSG00000110020","ENSMUSG00000110020","Gm45441",1.00941951254176,1.01515409972945,4.30125010759344,0.0380843688681193,0.674062048169927
"ENSMUSG00000051627","ENSMUSG00000051627","Hist1h1e",1.27947977231428,-0.316011450768274,4.28621592583793,0.0384225907729297,0.677960125214468
"ENSMUSG00000083718","ENSMUSG00000083718","Ccnb2-ps",1.26745098253506,0.919388181080844,4.27304736958444,0.0387214289709157,0.679793808707584
"ENSMUSG00000111738","ENSMUSG00000111738","Gm18329",1.62203844962169,-0.763092904293555,4.26259855267514,0.0389602809329481,0.679793808707584
"ENSMUSG00000094262","ENSMUSG00000094262","Igkv4-62",4.55757130889802,1.66194696960705,4.23590849051772,0.0395774368910455,0.683642720004744
"ENSMUSG00000104467","ENSMUSG00000104467","Gm37660",1.00497229011356,0.41661766843647,4.23098650587361,0.0396923638637112,0.683703415124968
"ENSMUSG00000020884","ENSMUSG00000020884","Asgr1",1.0015046507443,0.693869841106611,4.19443345136512,0.0405569027779306,0.684196938363467
"ENSMUSG00000038204","ENSMUSG00000038204","Asb10",1.00764391517876,0.109491559526163,4.18924870399489,0.0406811219805414,0.684196938363467
"ENSMUSG00000109724","ENSMUSG00000109724","Gm18194",1.49178723385887,-0.810556247813999,4.1182121635305,0.0424238892722448,0.70059721677631
"ENSMUSG00000111340","ENSMUSG00000111340","Gm47171",1.60040299968729,-0.576264372379908,4.08658794919645,0.0432248172947768,0.708993934676172
"ENSMUSG00000031230","ENSMUSG00000031230","Fgf16",1.33073501825406,-0.596629282922613,4.07550745745359,0.0435091952605941,0.709329635643161
"ENSMUSG00000085603","ENSMUSG00000085603","Gm11346",1.14797114501646,0.39566195356938,4.03740643622579,0.0445021645461682,0.711290090965433
"ENSMUSG00000047642","ENSMUSG00000047642","D930020B18Rik",1.10379822114103,-0.160084022165678,3.98853078075386,0.0458109935906857,0.71728948093536
"ENSMUSG00000037014","ENSMUSG00000037014","Sstr4",1.214157123111,-0.55153128814693,3.97203947731837,0.04626170868637,0.719770393541816
"ENSMUSG00000043932","ENSMUSG00000043932","Klri2",1.57638513257787,-0.784067377648485,3.93873490732746,0.0471862503704602,0.721951632960664
"ENSMUSG00000109005","ENSMUSG00000109005","Gm45221",1.40548127420065,-0.71308266450115,3.91085358466413,0.0479752244638838,0.721951632960664
"ENSMUSG00000097158","ENSMUSG00000097158","Gm26516",1.49298122940489,-0.836160055042667,3.89211197824009,0.048513380885707,0.725905434291028
"ENSMUSG00000068417","ENSMUSG00000068417","Pnp2",1.2945477965691,-0.318478195305076,3.87396136386171,0.0490406441387136,0.726989305752702
"ENSMUSG00000039661","ENSMUSG00000039661","Dusp26",1.62492779538984,-0.891413070952126,3.86943405832002,0.0491730998941176,0.726989305752702
"ENSMUSG00000026220","ENSMUSG00000026220","Slc16a14",1.5740812971016,-1.03355174333743,3.86655065210146,0.0492576568402752,0.727014337559508
