"Gene_ID","Gene.name","Count","entrezgene_id"
"ENSMUSG00000045382","Cxcr4",2812,12767
"ENSMUSG00000042581","Thsd7b",7,210417
"ENSMUSG00000026401","Cd55b",19,13137
"ENSMUSG00000087691","Gm15674",156,NA
"ENSMUSG00000086825","Gm15675",333,NA
"ENSMUSG00000026399","Cd55",2416,13136
"ENSMUSG00000085526","Gm16083",15,NA
"ENSMUSG00000026405","C4bp",7,12269
"ENSMUSG00000026409","Pfkfb2",1533,18640
"ENSMUSG00000046404","Yod1",921,226418
"ENSMUSG00000042510","AA986860",4096,212439
"ENSMUSG00000099556","Gm28857",33,NA
"ENSMUSG00000100106","Gm28856",23,433347
"ENSMUSG00000026415","Fcamr",115,64435
"ENSMUSG00000086706","Gm15848",68,NA
"ENSMUSG00000026417","Pigr",7185,18703
"ENSMUSG00000042474","Fcmr",571,69169
"ENSMUSG00000016528","Mapkapk2",6508,17164
"ENSMUSG00000016526","Dyrk3",302,226419
"ENSMUSG00000026427","Eif2d",1132,16865
"ENSMUSG00000026430","Rassf5",1341,54354
"ENSMUSG00000042349","Ikbke",427,56489
"ENSMUSG00000026425","Srgap2",3521,14270
"ENSMUSG00000055184","Fam72a",79,108900
"ENSMUSG00000004552","Ctse",174,13034
"ENSMUSG00000052688","Rab7b",543,226421
"ENSMUSG00000042268","Slc26a9",1443,320718
"ENSMUSG00000042251","Pm20d1",163,212933
"ENSMUSG00000013275","Slc41a1",1799,98396
"ENSMUSG00000026433","Rab29",464,226422
"ENSMUSG00000026434","Nucks1",2777,98415
"ENSMUSG00000026435","Slc45a3",498,212980
"ENSMUSG00000026436","Elk4",3209,13714
"ENSMUSG00000059149","Mfsd4a",1538,213006
"ENSMUSG00000103966","Gm37120",22,NA
"ENSMUSG00000026437","Cdk18",1051,18557
"ENSMUSG00000079330","Lemd1",11,213409
"ENSMUSG00000042115","Klhdc8a",454,213417
"ENSMUSG00000009772","Nuak2",708,74137
"ENSMUSG00000100658","F730311O21Rik",75,622304
"ENSMUSG00000042066","Tmcc2",8659,68875
"ENSMUSG00000042046","Dstyk",2223,213452
"ENSMUSG00000026439","Rbbp5",1357,213464
"ENSMUSG00000048174","Tmem81",215,74626
"ENSMUSG00000053024","Cntn2",12,21367
"ENSMUSG00000026442","Nfasc",32,269116
"ENSMUSG00000026443","Lrrn2",135,16980
"ENSMUSG00000054387","Mdm4",3661,17248
"ENSMUSG00000026447","Pik3c2b",1001,240752
"ENSMUSG00000102425","Gm26616",34,NA
"ENSMUSG00000046062","Ppp1r15b",4149,108954
"ENSMUSG00000041757","Plekha6",2608,240753
"ENSMUSG00000101693","Gm19461",134,NA
"ENSMUSG00000070644","Etnk2",9,214253
"ENSMUSG00000070643","Sox13",3218,20668
"ENSMUSG00000090553","Snrpe",691,20643
"ENSMUSG00000102976","Zc3h11a",888,70579
"ENSMUSG00000094410","Gm38394",501,NA
"ENSMUSG00000051998","Lax1",366,240754
"ENSMUSG00000026463","Atp2b4",3200,381290
"ENSMUSG00000010311","Optc",40,269120
"ENSMUSG00000090208","Gm15851",18,NA
"ENSMUSG00000041577","Prelp",13549,116847
"ENSMUSG00000041559","Fmod",589,14264
"ENSMUSG00000020423","Btg2",8025,12227
"ENSMUSG00000064246","Chil1",25066,NA
"ENSMUSG00000042429","Adora1",415,11539
"ENSMUSG00000026458","Ppfia4",98,68507
"ENSMUSG00000042305","Tmem183a",1732,57439
"ENSMUSG00000026456","Cyb5r1",1190,72017
"ENSMUSG00000026457","Adipor1",6746,72674
"ENSMUSG00000026455","Klhl12",681,240756
"ENSMUSG00000042229","Rabif",893,98710
"ENSMUSG00000042207","Kdm5b",2019,75605
"ENSMUSG00000026452","Syt2",38,20980
"ENSMUSG00000073557","Ppp1r12b",4654,329251
"ENSMUSG00000026429","Ube2t",34,67196
"ENSMUSG00000042793","Lgr6",349,329252
"ENSMUSG00000097993","Ptprv",190,13924
"ENSMUSG00000031506","Ptpn7",381,320139
"ENSMUSG00000026426","Arl8a",2894,68724
"ENSMUSG00000026424","Gpr37l1",16,171469
"ENSMUSG00000079139","Gm4204",486,NA
"ENSMUSG00000097680","Gm26642",39,NA
"ENSMUSG00000003051","Elf3",996,13710
"ENSMUSG00000041926","Rnpep",1980,215615
"ENSMUSG00000062580","Timm17a",1519,21854
"ENSMUSG00000048096","Lmod1",639,93689
"ENSMUSG00000041889","Shisa4",106,77552
"ENSMUSG00000041879","Ipo9",2853,226432
"ENSMUSG00000009418","Nav1",3041,215690
"ENSMUSG00000090399","Gm38399",143,NA
"ENSMUSG00000026421","Csrp1",14514,13007
"ENSMUSG00000041801","Phlda3",1948,27280
"ENSMUSG00000041782","Lad1",315,16763
"ENSMUSG00000026414","Tnnt2",3948,21956
"ENSMUSG00000026413","Pkp1",4,18772
"ENSMUSG00000026411","Tmem9",1060,66241
"ENSMUSG00000026407","Cacna1s",23,12292
"ENSMUSG00000102717","Gm37759",12,NA
"ENSMUSG00000041642","Kif21b",1432,16565
"ENSMUSG00000041605","5730559C18Rik",95,NA
"ENSMUSG00000041570","Camsap2",4036,67886
"ENSMUSG00000097403","9230116N13Rik",31,320054
"ENSMUSG00000026404","Ddx59",249,67997
"ENSMUSG00000041498","Kif14",59,381293
"ENSMUSG00000041483","Zfp281",2085,226442
"ENSMUSG00000097113","Gm19705",68,100503460
"ENSMUSG00000097448","Platr22",73,NA
"ENSMUSG00000026398","Nr5a2",72,26424
"ENSMUSG00000098206","A430106G13Rik",38,NA
"ENSMUSG00000026395","Ptprc",6226,19264
"ENSMUSG00000026393","Nek7",5338,59125
"ENSMUSG00000079283","2310009B15Rik",116,69549
"ENSMUSG00000056268","Dennd1b",1067,329260
"ENSMUSG00000063681","Crb1",25,170788
"ENSMUSG00000033964","Zbtb41",1445,226470
"ENSMUSG00000033952","Aspm",115,12316
"ENSMUSG00000104496","Gm5837",9,NA
"ENSMUSG00000026365","Cfh",7395,12628
"ENSMUSG00000052726","Kcnt2",37,240776
"ENSMUSG00000101795","Gm5835",21,NA
"ENSMUSG00000026361","Cdc73",2427,214498
"ENSMUSG00000033849","B3galt2",107,26878
"ENSMUSG00000018196","Glrx2",697,69367
"ENSMUSG00000018199","Trove2",3499,NA
"ENSMUSG00000018189","Uchl5",758,56207
"ENSMUSG00000100455","Gm29170",21,NA
"ENSMUSG00000026360","Rgs2",1595,19735
"ENSMUSG00000026358","Rgs1",180,50778
"ENSMUSG00000026357","Rgs18",330,64214
"ENSMUSG00000056220","Pla2g4a",817,18783
"ENSMUSG00000032487","Ptgs2",1580,19225
"ENSMUSG00000097754","Ptgs2os2",231,102639566
"ENSMUSG00000099875","Rbm3-ps",17,NA
"ENSMUSG00000006010","BC003331",1585,NA
"ENSMUSG00000006005","Tpr",6640,108989
"ENSMUSG00000006014","Prg4",55,96875
"ENSMUSG00000066842","Hmcn1",5676,545370
"ENSMUSG00000100954","Gm10138",72,NA
"ENSMUSG00000023150","Ivns1abp",6617,117198
"ENSMUSG00000052748","Swt1",1087,66875
"ENSMUSG00000053286","Trmt1l",1123,98685
"ENSMUSG00000103928","Gm37893",117,NA
"ENSMUSG00000026484","Rnf2",1185,19821
"ENSMUSG00000026483","Fam129a",4255,NA
"ENSMUSG00000100594","2810414N06Rik",40,102640772
"ENSMUSG00000043019","Edem3",3560,66967
"ENSMUSG00000032666","1700025G04Rik",1060,69399
"ENSMUSG00000014980","Tsen15",365,66637
"ENSMUSG00000032649","Colgalt2",768,269132
"ENSMUSG00000026482","Rgl1",3384,19731
"ENSMUSG00000055547","Apobec4",20,71281
"ENSMUSG00000008475","Arpc5",7374,67771
"ENSMUSG00000026480","Ncf2",1379,17970
"ENSMUSG00000042772","Smg7",2607,226517
"ENSMUSG00000042751","Nmnat2",313,226518
"ENSMUSG00000026479","Lamc2",6661,16782
"ENSMUSG00000026478","Lamc1",9999,226519
"ENSMUSG00000073538","E330020D12Rik",52,NA
"ENSMUSG00000042699","Dhx9",5319,13211
"ENSMUSG00000042684","Npl",126,74091
"ENSMUSG00000099858","Gm6652",17,NA
"ENSMUSG00000026475","Rgs16",175,19734
"ENSMUSG00000066800","Rnasel",1210,24014
"ENSMUSG00000100183","Gm28512",25,NA
"ENSMUSG00000045968","Teddm2",33,240817
"ENSMUSG00000026473","Glul",14455,14645
"ENSMUSG00000004110","Cacna1e",186,12290
"ENSMUSG00000096950","Gm9530",31,671336
"ENSMUSG00000056708","Ier5",2869,15939
"ENSMUSG00000026471","Mr1",1759,15064
"ENSMUSG00000026470","Stx6",2290,58244
"ENSMUSG00000033722","BC034090",306,207792
"ENSMUSG00000026469","Xpr1",2943,19775
"ENSMUSG00000073535","Gm5532",51,433367
"ENSMUSG00000033701","Acbd6",1038,72482
"ENSMUSG00000033684","Qsox1",4540,104009
"ENSMUSG00000033671","Cep350",3252,74081
"ENSMUSG00000026466","Tor1aip1",4234,208263
"ENSMUSG00000050565","Tor1aip2",4149,240832
"ENSMUSG00000060985","Tdrd5",131,214575
"ENSMUSG00000026602","Nphs2",187,170484
"ENSMUSG00000026601","Axdnd1",21,77352
"ENSMUSG00000078193","Gm2000",56,NA
"ENSMUSG00000026600","Soat1",4456,20652
"ENSMUSG00000101523","Gm10031",30,NA
"ENSMUSG00000026596","Abl2",1891,11352
"ENSMUSG00000060519","Tor3a",3234,30935
"ENSMUSG00000033557","Fam20b",3971,215015
"ENSMUSG00000026594","Ralgps2",1133,78255
"ENSMUSG00000033544","Angptl1",24,72713
"ENSMUSG00000070565","Rasal2",3227,226525
"ENSMUSG00000049881","2810025M15Rik",960,NA
"ENSMUSG00000033488","Cryzl2",322,226527
"ENSMUSG00000026589","Sec16b",211,89867
"ENSMUSG00000004031","Brinp2",20,240843
"ENSMUSG00000073530","Pappa2",135,23850
"ENSMUSG00000040782","Cop1",1922,26374
"ENSMUSG00000015829","Tnr",65,21960
"ENSMUSG00000090394","4930523C07Rik",4325,67647
"ENSMUSG00000026729","4930562F07Rik",21,75255
"ENSMUSG00000026725","Tnn",213,329278
"ENSMUSG00000058267","Mrps14",755,64659
"ENSMUSG00000014226","Cacybp",1511,12301
"ENSMUSG00000026721","Rabgap1l",5805,29809
"ENSMUSG00000040423","Rc3h1",2952,381305
"ENSMUSG00000043467","Zbtb37",818,240869
"ENSMUSG00000053332","Gas5",1451,14455
"ENSMUSG00000026709","Dars2",338,226539
"ENSMUSG00000026708","Cenpl",116,70454
"ENSMUSG00000026705","Klhl20",1399,226541
"ENSMUSG00000044835","Ankrd45",190,73844
"ENSMUSG00000102817","Gm6185",18,NA
"ENSMUSG00000026701","Prdx6",38740,11758
"ENSMUSG00000066755","Tnfsf18",11,240873
"ENSMUSG00000040323","Gm15429",26,NA
"ENSMUSG00000000817","Fasl",39,14103
"ENSMUSG00000040297","Suco",1999,226551
"ENSMUSG00000026698","Pigc",544,67292
"ENSMUSG00000040265","Dnm3",542,103967
"ENSMUSG00000078190","Dnm3os",182,474332
"ENSMUSG00000026694","Mettl13",427,71449
"ENSMUSG00000026696","Vamp4",1398,53330
"ENSMUSG00000026697","Myoc",18,17926
"ENSMUSG00000040225","Prrc2c",9303,226562
"ENSMUSG00000098259","Gm27616",28,NA
"ENSMUSG00000026692","Fmo4",179,226564
"ENSMUSG00000040181","Fmo1",18398,14261
"ENSMUSG00000040170","Fmo2",58559,55990
"ENSMUSG00000095576","Fmo6",52,226565
"ENSMUSG00000026691","Fmo3",1945,14262
"ENSMUSG00000026586","Prrx1",653,18933
"ENSMUSG00000040124","Gorab",263,98376
"ENSMUSG00000026585","Kifap3",1553,16579
"ENSMUSG00000026584","Scyl3",1041,240880
"ENSMUSG00000041406","BC055324",65,NA
"ENSMUSG00000041396","Mettl18",104,69962
"ENSMUSG00000026582","Sele",47,20339
"ENSMUSG00000026581","Sell",1825,20343
"ENSMUSG00000026580","Selp",140,20344
"ENSMUSG00000026579","F5",358,14067
"ENSMUSG00000040918","Slc19a2",405,116914
"ENSMUSG00000026578","Ccdc181",959,74895
"ENSMUSG00000026577","Blzf1",1172,66352
"ENSMUSG00000026575","Nme7",363,171567
"ENSMUSG00000026576","Atp1b1",14611,11931
"ENSMUSG00000104011","Gm32391",20,102634922
"ENSMUSG00000026574","Dpt",4566,56429
"ENSMUSG00000040848","Sft2d2",6017,108735
"ENSMUSG00000040843","Tiprl",1157,226591
"ENSMUSG00000102302","Gm38190",110,NA
"ENSMUSG00000040836","Gpr161",198,240888
"ENSMUSG00000026571","Dcaf6",2368,74106
"ENSMUSG00000026568","Mpc2",1324,70456
"ENSMUSG00000026566","Mpzl1",1254,68481
"ENSMUSG00000040723","Rcsd1",3890,226594
"ENSMUSG00000040713","Creg1",4967,433375
"ENSMUSG00000005763","Cd247",354,12503
"ENSMUSG00000026565","Pou2f1",1343,18986
"ENSMUSG00000026564","Dusp27",40,NA
"ENSMUSG00000040612","Ildr2",686,100039795
"ENSMUSG00000103400","Gm15853",23,NA
"ENSMUSG00000026563","Tada1",429,27878
"ENSMUSG00000040596","Pogk",838,71592
"ENSMUSG00000097823","Gm16701",58,100503962
"ENSMUSG00000097823","Gm16701",58,NA
"ENSMUSG00000060568","Fam78b",317,226610
"ENSMUSG00000026558","Uck2",1043,80914
"ENSMUSG00000052428","Tmco1",2324,68944
"ENSMUSG00000026687","Aldh9a1",2243,56752
"ENSMUSG00000026688","Mgst3",1075,66447
"ENSMUSG00000015843","Rxrg",51,20183
"ENSMUSG00000052534","Pbx1",5041,18514
"ENSMUSG00000026683","Nuf2",73,66977
"ENSMUSG00000026678","Rgs5",1026,19737
"ENSMUSG00000038530","Rgs4",976,19736
"ENSMUSG00000070532","Ccdc190",321,78465
"ENSMUSG00000026675","Hsd17b7",458,15490
"ENSMUSG00000026674","Ddr2",4382,18214
"ENSMUSG00000026670","Uap1",1784,107652
"ENSMUSG00000026667","Uhmk1",7301,16589
"ENSMUSG00000102418","Sh2d1b1",258,26904
"ENSMUSG00000102752","Gm7694",433,665574
"ENSMUSG00000038473","Nos1ap",205,70729
"ENSMUSG00000038463","Olfml2b",434,320078
"ENSMUSG00000026663","Atf6",3910,226641
"ENSMUSG00000053925","Gm9929",19,NA
"ENSMUSG00000026659","Dusp12",253,80915
"ENSMUSG00000070524","Fcrlb",26,435653
"ENSMUSG00000038421","Fcrla",261,98752
"ENSMUSG00000089838","Gm2962",18,NA
"ENSMUSG00000026656","Fcgr2b",766,14130
"ENSMUSG00000059089","Fcgr4",222,246256
"ENSMUSG00000059498","Fcgr3",959,14131
"ENSMUSG00000026649","Cfap126",626,75472
"ENSMUSG00000058076","Sdhc",2620,66052
"ENSMUSG00000056569","Mpz",283,17528
"ENSMUSG00000038370","Pcp4l1",2632,66425
"ENSMUSG00000005677","Nr1i3",19,12355
"ENSMUSG00000005674","Tomm40l",286,641376
"ENSMUSG00000058715","Fcer1g",904,14127
"ENSMUSG00000013593","Ndufs2",3652,226646
"ENSMUSG00000006403","Adamts4",33,240913
"ENSMUSG00000052423","B4galt3",1179,57370
"ENSMUSG00000062729","Ppox",883,19044
"ENSMUSG00000053483","Usp21",949,30941
"ENSMUSG00000062963","Ufc1",1463,66155
"ENSMUSG00000103983","Gm20045",158,NA
"ENSMUSG00000013973","Dedd",502,21945
"ENSMUSG00000013997","Nit1",1001,27045
"ENSMUSG00000006412","Pfdn2",1241,18637
"ENSMUSG00000102929","Gm37154",16,NA
"ENSMUSG00000045259","Klhdc9",91,68874
"ENSMUSG00000006411","Nectin4",589,71740
"ENSMUSG00000048865","Arhgap30",2481,226652
"ENSMUSG00000026641","Usf1",1843,22278
"ENSMUSG00000103711","Tstd1",96,226654
"ENSMUSG00000038235","F11r",8730,16456
"ENSMUSG00000060244","Alyref2",83,56009
"ENSMUSG00000038209","Itln1",131,16429
"ENSMUSG00000038209","Itln1",131,493583
"ENSMUSG00000004709","Cd244",186,NA
"ENSMUSG00000004707","Ly9",341,17085
"ENSMUSG00000038179","Slamf7",266,75345
"ENSMUSG00000015355","Cd48",542,12506
"ENSMUSG00000059058","Tma7-ps",319,NA
"ENSMUSG00000015316","Slamf1",85,27218
"ENSMUSG00000038147","Cd84",1651,12523
"ENSMUSG00000073492","Gm10521",44,NA
"ENSMUSG00000015314","Slamf6",396,30925
"ENSMUSG00000026556","Vangl2",363,93840
"ENSMUSG00000003458","Ncstn",3960,59287
"ENSMUSG00000026553","Copa",8776,12847
"ENSMUSG00000003464","Pex19",2515,19298
"ENSMUSG00000026554","Dcaf8",5700,98193
"ENSMUSG00000013698","Pea15a",8114,18611
"ENSMUSG00000007122","Casq1",90,12372
"ENSMUSG00000007107","Atp1a4",261,27222
"ENSMUSG00000038034","Igsf8",1746,140559
"ENSMUSG00000007097","Atp1a2",3336,98660
"ENSMUSG00000044708","Kcnj10",60,16513
"ENSMUSG00000050229","Pigm",1385,67556
"ENSMUSG00000026548","Slamf9",397,98365
"ENSMUSG00000037995","Igsf9",81,93842
"ENSMUSG00000026547","Tagln2",17097,21346
"ENSMUSG00000026546","Cfap45",525,71870
"ENSMUSG00000085184","4933439K11Rik",78,71319
"ENSMUSG00000053318","Slamf8",97,74748
"ENSMUSG00000026544","Dusp23",184,68440
"ENSMUSG00000005339","Fcer1a",42,14125
"ENSMUSG00000037872","Ackr1",29,13349
"ENSMUSG00000005338","Cadm3",122,94332
"ENSMUSG00000037860","Aim2",293,383619
"ENSMUSG00000037849","Ifi206",34,102639543
"ENSMUSG00000070501","Ifi214",37,545384
"ENSMUSG00000073491","Ifi213",94,623121
"ENSMUSG00000043263","Ifi209",306,236312
"ENSMUSG00000066677","Pydc3",310,NA
"ENSMUSG00000073490","Ifi207",333,226691
"ENSMUSG00000073489","Ifi204",1243,15951
"ENSMUSG00000090222","Ifi203-ps",588,NA
"ENSMUSG00000090272","Mndal",94,100040462
"ENSMUSG00000026536","Mnda",40,NA
"ENSMUSG00000039997","Ifi203",2027,15950
"ENSMUSG00000026535","Ifi202b",223,26388
"ENSMUSG00000054203","Ifi205",128,226695
"ENSMUSG00000045381","Olfr433",12,NA
"ENSMUSG00000047048","Olfr432",15,NA
"ENSMUSG00000026532","Spta1",536,20739
"ENSMUSG00000028354","Fmn2",84,54418
"ENSMUSG00000050069","Grem2",2885,23893
"ENSMUSG00000026527","Rgs7",27,24012
"ENSMUSG00000026526","Fh1",1994,14194
"ENSMUSG00000039783","Kmo",282,98256
"ENSMUSG00000026525","Opn3",47,13603
"ENSMUSG00000078185","Chml",662,12663
"ENSMUSG00000039748","Exo1",43,26909
"ENSMUSG00000057335","Cep170",2039,545389
"ENSMUSG00000026504","Sdccag8",586,76816
"ENSMUSG00000103367","Gm38158",107,NA
"ENSMUSG00000019699","Akt3",5222,23797
"ENSMUSG00000063659","Zbtb18",1928,30928
"ENSMUSG00000015961","Adss",2532,NA
"ENSMUSG00000102483","Catspere",119,NA
"ENSMUSG00000091476","Gm16432",616,NA
"ENSMUSG00000102493","Gm8010",45,NA
"ENSMUSG00000026502","Desi2",1027,78825
"ENSMUSG00000086350","B230369F24Rik",25,NA
"ENSMUSG00000026500","Cox20",177,66359
"ENSMUSG00000039630","Hnrnpu",15690,51810
"ENSMUSG00000104279","Gm38300",30,NA
"ENSMUSG00000026495","Efcab2",386,68226
"ENSMUSG00000026494","Kif26b",642,269152
"ENSMUSG00000055067","Smyd3",389,69726
"ENSMUSG00000026492","Tfb2m",580,15278
"ENSMUSG00000038949","Cnst",2237,226744
"ENSMUSG00000038936","Sccpdh",689,109232
"ENSMUSG00000026491","Ahctf1",3494,226747
"ENSMUSG00000026490","Cdc42bpa",6058,226751
"ENSMUSG00000026489","Coq8a",1195,67426
"ENSMUSG00000010609","Psen2",1208,19165
"ENSMUSG00000055676","Gm5069",68,NA
"ENSMUSG00000038855","Itpkb",11815,320404
"ENSMUSG00000053963","Stum",117,381310
"ENSMUSG00000026496","Parp1",2167,11545
"ENSMUSG00000058729","Lin9",237,72568
"ENSMUSG00000026499","Acbd3",2705,170760
"ENSMUSG00000103649","Gm37768",54,NA
"ENSMUSG00000060743","H3f3a",6216,15078
"ENSMUSG00000097347","Gm17275",189,NA
"ENSMUSG00000038806","Sde2",1435,208768
"ENSMUSG00000026520","Pycr2",762,69051
"ENSMUSG00000026519","Tmem63a",3789,208795
"ENSMUSG00000085563","2210411M09Rik",38,NA
"ENSMUSG00000038776","Ephx1",7102,13849
"ENSMUSG00000026516","Nvl",1075,67459
"ENSMUSG00000062169","Cnih4",1288,98417
"ENSMUSG00000038733","Wdr26",7278,226757
"ENSMUSG00000054135","A430110L20Rik",24,NA
"ENSMUSG00000081214","Rpl35a-ps2",16,NA
"ENSMUSG00000050625","Ccdc121",215,67656
"ENSMUSG00000047369","Dnah14",41,240960
"ENSMUSG00000004880","Lbr",3027,98386
"ENSMUSG00000022995","Enah",2232,13800
"ENSMUSG00000026511","Srp9",842,27058
"ENSMUSG00000038633","Degs1",3858,13244
"ENSMUSG00000047539","Fbxo28",1866,67948
"ENSMUSG00000026510","Trp53bp2",5031,209456
"ENSMUSG00000026509","Capn2",10416,12334
"ENSMUSG00000038599","Capn8",23,170725
"ENSMUSG00000104376","Gm37516",240,NA
"ENSMUSG00000038576","Susd4",687,96935
"ENSMUSG00000079164","Tlr5",390,53791
"ENSMUSG00000104367","Gm38079",18,NA
"ENSMUSG00000030768","Disp1",426,68897
"ENSMUSG00000046836","Brox",2494,71678
"ENSMUSG00000042901","Aida",2283,108909
"ENSMUSG00000056050","Mia3",3585,338366
"ENSMUSG00000072258","Taf1a",516,21339
"ENSMUSG00000039384","Dusp10",345,63953
"ENSMUSG00000044854","1700056E22Rik",24,73363
"ENSMUSG00000039377","Hlx",2834,15284
"ENSMUSG00000026621","1-Mar",24,NA
"ENSMUSG00000073481","2-Mar",2184,NA
"ENSMUSG00000039349","C130074G19Rik",5381,226777
"ENSMUSG00000026620","Mark1",386,226778
"ENSMUSG00000039318","Rab3gap2",2115,98732
"ENSMUSG00000026618","Iars2",2436,381314
"ENSMUSG00000026617","Bpnt1",935,23827
"ENSMUSG00000026615","Eprs",3294,NA
"ENSMUSG00000039246","Lyplal1",253,226791
"ENSMUSG00000039239","Tgfb2",2728,21808
"ENSMUSG00000001305","Rrp15",389,67223
"ENSMUSG00000026611","Spata17",107,74717
"ENSMUSG00000039210","Gpatch2",883,67769
"ENSMUSG00000104394","Gm37254",89,NA
"ENSMUSG00000104245","Gm38155",56,NA
"ENSMUSG00000026610","Esrrg",154,26381
"ENSMUSG00000026608","Kctd3",1136,226823
"ENSMUSG00000037624","Kcnk2",1378,16526
"ENSMUSG00000102824","Pdcd5-ps",44,NA
"ENSMUSG00000104507","A430027H14Rik",50,NA
"ENSMUSG00000026605","Cenpf",134,108000
"ENSMUSG00000026604","Ptpn14",5926,19250
"ENSMUSG00000104435","Gm37422",70,NA
"ENSMUSG00000026603","Smyd2",469,226830
"ENSMUSG00000010175","Prox1",167,19130
"ENSMUSG00000089872","Rps6kc1",905,320119
"ENSMUSG00000026634","Angel2",2332,52477
"ENSMUSG00000037568","Vash2",26,226841
"ENSMUSG00000066595","Flvcr1",751,226844
"ENSMUSG00000026632","Tatdn3",196,68972
"ENSMUSG00000062510","Nsl1",64,381318
"ENSMUSG00000026630","Batf3",68,381319
"ENSMUSG00000026628","Atf3",814,11910
"ENSMUSG00000073478","D730003I15Rik",98,NA
"ENSMUSG00000037499","Nenf",1209,66208
"ENSMUSG00000026627","Tmem206",505,NA
"ENSMUSG00000026626","Ppp2r5a",7933,226849
"ENSMUSG00000103114","Gm32200",31,102634668
"ENSMUSG00000037474","Dtl",89,76843
"ENSMUSG00000037461","Ints7",902,77065
"ENSMUSG00000026623","Lpgat1",6508,226856
"ENSMUSG00000102840","Gm38037",34,NA
"ENSMUSG00000026622","Nek2",447,18005
"ENSMUSG00000055833","1700034H15Rik",49,98736
"ENSMUSG00000037434","Slc30a1",3249,22782
"ENSMUSG00000049353","Rd3",119,74023
"ENSMUSG00000026637","Traf5",618,22033
"ENSMUSG00000103653","Gstp-ps",56,NA
"ENSMUSG00000037395","Rcor3",878,214742
"ENSMUSG00000097316","Gm10516",41,100038712
"ENSMUSG00000058248","Kcnh1",251,16510
"ENSMUSG00000037375","Hhat",81,226861
"ENSMUSG00000016262","Sertad4",185,214791
"ENSMUSG00000016200","Syt14",379,329324
"ENSMUSG00000016181","Diexf",463,NA
"ENSMUSG00000026638","Irf6",1180,54139
"ENSMUSG00000079144","A130010J15Rik",201,319266
"ENSMUSG00000037318","Traf3ip3",427,215243
"ENSMUSG00000026639","Lamb3",4819,16780
"ENSMUSG00000016194","Hsd11b1",10062,15483
"ENSMUSG00000103089","Gm38118",38,NA
"ENSMUSG00000009633","G0s2",1646,14373
"ENSMUSG00000104348","Gm37691",32,NA
"ENSMUSG00000016179","Camk1g",21,215303
"ENSMUSG00000026640","Plxna2",4457,18845
"ENSMUSG00000016494","Cd34",7660,12490
"ENSMUSG00000097325","Gm16897",76,320400
"ENSMUSG00000096929","A330023F24Rik",318,NA
"ENSMUSG00000016493","Cd46",114,17221
"ENSMUSG00000016481","Cr1l",2960,12946
"ENSMUSG00000026616","Cr2",364,12902
"ENSMUSG00000050530","Fam171a1",3244,269233
"ENSMUSG00000026643","Nmt2",1587,18108
"ENSMUSG00000049950","Rpp38",75,227522
"ENSMUSG00000026650","Meig1",197,104362
"ENSMUSG00000026648","Dclre1c",368,227525
"ENSMUSG00000026646","Suv39h2",83,64707
"ENSMUSG00000109865","Hspa14",1060,50497
"ENSMUSG00000051396","Gm45902",114,NA
"ENSMUSG00000039496","Cdnf",111,227526
"ENSMUSG00000026655","Fam107b",2886,66540
"ENSMUSG00000026657","Frmd4a",3602,209630
"ENSMUSG00000039449","Prpf18",2622,67229
"ENSMUSG00000048186","Bend7",1688,209645
"ENSMUSG00000026662","Sephs1",1742,109079
"ENSMUSG00000026664","Phyh",1943,16922
"ENSMUSG00000026669","Mcm10",70,70024
"ENSMUSG00000026672","Optn",839,71648
"ENSMUSG00000026676","Ccdc3",70,74186
"ENSMUSG00000039145","Camk1d",1091,227541
"ENSMUSG00000039128","Cdc123",1544,98828
"ENSMUSG00000025817","Nudt5",836,53893
"ENSMUSG00000056718","Gm13199",21,791411
"ENSMUSG00000025816","Sec61a2",382,57743
"ENSMUSG00000025815","Dhtkd1",116,209692
"ENSMUSG00000043241","Upf2",1922,326622
"ENSMUSG00000045319","Proser2",317,227545
"ENSMUSG00000039063","Echdc3",262,67856
"ENSMUSG00000039046","Usp6nl",2933,98910
"ENSMUSG00000002107","Celf2",4422,14007
"ENSMUSG00000015619","Gata3",516,14462
"ENSMUSG00000025782","Taf3",986,209361
"ENSMUSG00000025781","Atp5c1",3605,NA
"ENSMUSG00000037262","Kin",579,16588
"ENSMUSG00000037254","Itih2",281,16425
"ENSMUSG00000025780","Itih5",741,209378
"ENSMUSG00000061186","Sfmbt2",62,353282
"ENSMUSG00000026778","Prkcq",445,18761
"ENSMUSG00000086006","Gm13293",55,100503147
"ENSMUSG00000026773","Pfkfb3",3521,170768
"ENSMUSG00000102329","Gm10851",20,NA
"ENSMUSG00000037197","Rbm17",2011,76938
"ENSMUSG00000026770","Il2ra",129,16184
"ENSMUSG00000023206","Il15ra",330,16169
"ENSMUSG00000058594","Fbxo18",2179,NA
"ENSMUSG00000047909","Ankrd16",1324,320816
"ENSMUSG00000026768","Itga8",12640,241226
"ENSMUSG00000086843","E030013I19Rik",310,338535
"ENSMUSG00000026767","Mindy3",1248,66960
"ENSMUSG00000026730","Pter",194,19212
"ENSMUSG00000026727","Rsu1",2927,20163
