"","ID","Gene.name","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000044322","ENSMUSG00000044322","Dsc1",-7.39339316708362,-0.392324257565789,14.3914455613205,0.000148475277297272,0.00353531119520397
"ENSMUSG00000000266","ENSMUSG00000000266","Mid2",-0.441844861407652,6.62678380186477,14.3824908835843,0.000149183036211254,0.00354726394654593
"ENSMUSG00000045657","ENSMUSG00000045657","Pcdhb10",0.995925134296663,1.85683830113471,14.3744055383621,0.000149825003069264,0.00355762152604826
"ENSMUSG00000028832","ENSMUSG00000028832","Stmn1",-0.478799390855192,5.91615928146083,14.3281941131134,0.000153547889574643,0.00363238663814854
"ENSMUSG00000076621","ENSMUSG00000076621","Ighj1",1.68699190470857,1.32220791022503,14.3277109211969,0.000153587304644704,0.00363238663814854
"ENSMUSG00000055676","ENSMUSG00000055676","Gm5069",-1.25982811929678,0.73703129634744,14.3274846031333,0.000153605769430378,0.00363238663814854
"ENSMUSG00000094088","ENSMUSG00000094088","Ighv1-64",1.9161330304866,1.21839062275994,14.3072070450192,0.000155269275794665,0.00366669458277293
"ENSMUSG00000021423","ENSMUSG00000021423","Ly86",0.779653675052284,3.61855839642382,14.2894593362226,0.000156740123462121,0.00369636523715938
"ENSMUSG00000085295","ENSMUSG00000085295","4930430E12Rik",2.57644830014754,0.172162109591537,14.2868775212334,0.000156955258221653,0.00369638209902058
"ENSMUSG00000066861","ENSMUSG00000066861","Oas1g",1.29643249029637,0.920655211021662,14.2498675432725,0.000160072073761958,0.00376464185481908
"ENSMUSG00000047330","ENSMUSG00000047330","Kcne4",0.91404662339779,3.90251014539497,14.2360579485523,0.000161250959634489,0.00378720067185143
"ENSMUSG00000032649","ENSMUSG00000032649","Colgalt2",-0.636381165298463,4.23685577116038,14.2313498733092,0.000161654870075905,0.00379152150372588
"ENSMUSG00000028238","ENSMUSG00000028238","Atp6v0d2",1.11309964926939,6.70488404082222,14.2255286022479,0.000162155691743356,0.00379810050266808
"ENSMUSG00000026950","ENSMUSG00000026950","Neb",-3.10298095621015,2.39161560472359,14.2155083661204,0.000163021425749828,0.00381319722998818
"ENSMUSG00000030609","ENSMUSG00000030609","Aen",0.560868752241985,5.16854032974351,14.1896402236616,0.000165277978295615,0.00385834590607082
"ENSMUSG00000050708","ENSMUSG00000050708","Ftl1",0.750239413731456,10.5944277862259,14.1882601370869,0.000165399247322138,0.00385834590607082
"ENSMUSG00000074802","ENSMUSG00000074802","Gas2l3",0.968202141462412,2.91787673868794,14.1404920887055,0.00016965234718848,0.00395221190970569
"ENSMUSG00000099398","ENSMUSG00000099398","Ms4a14",2.02293794670243,-0.346493427675565,14.1203195250567,0.000171481362485411,0.00398942943034548
"ENSMUSG00000026675","ENSMUSG00000026675","Hsd17b7",0.698384296537894,3.9730646073276,14.1126855497935,0.000172178691901719,0.00400025400228267
"ENSMUSG00000038094","ENSMUSG00000038094","Atp13a4",-0.938323560147182,4.30038498364352,14.1060457720087,0.000172787527829118,0.0040089962210581
"ENSMUSG00000070469","ENSMUSG00000070469","Adamtsl3",0.483337604740858,5.46668927658969,14.096864207399,0.000173633007548338,0.00402088374169104
"ENSMUSG00000044811","ENSMUSG00000044811","Cd300c2",0.915058946836377,4.49048102180702,14.0954200991404,0.000173766366237011,0.00402088374169104
"ENSMUSG00000000318","ENSMUSG00000000318","Clec10a",1.01954163965864,2.72353062384621,14.0867827664547,0.000174566152306432,0.0040339757367434
"ENSMUSG00000020846","ENSMUSG00000020846","Rflnb",0.520234936906215,5.93657556605389,14.084107890244,0.000174814587380673,0.00403430879766455
"ENSMUSG00000041449","ENSMUSG00000041449","Serpina3h",1.88990029745005,0.279544475890398,14.063526951462,0.000176738037309692,0.0040732446860719
"ENSMUSG00000006457","ENSMUSG00000006457","Actn3",-3.25772663804336,0.836722846368038,14.0556668118271,0.000177478241508905,0.00408484299782646
"ENSMUSG00000020836","ENSMUSG00000020836","Coro6",-0.942806856155615,3.25701843942233,14.0495938822457,0.000178052278375414,0.00409259096921835
"ENSMUSG00000022587","ENSMUSG00000022587","Ly6e",0.456509263515768,8.91794284756515,14.0285729870661,0.000180053734047173,0.00413183257991876
"ENSMUSG00000004655","ENSMUSG00000004655","Aqp1",-0.557002700875473,9.4719493779893,14.0266403134863,0.000180238882771559,0.00413183257991876
"ENSMUSG00000043885","ENSMUSG00000043885","Slc36a4",0.39655817337725,5.88148111295615,14.0195663955722,0.000180918196002498,0.00414189745137725
"ENSMUSG00000028033","ENSMUSG00000028033","Kcnq5",-0.744977738431268,3.13137027708581,14.0107545091898,0.000181768015910387,0.00415583398710765
"ENSMUSG00000045136","ENSMUSG00000045136","Tubb2b",1.09694368583577,3.28911244271645,13.9826227394332,0.000184508052099786,0.00421289312602412
"ENSMUSG00000090206","ENSMUSG00000090206","Tepp",-1.62831472744881,-0.28107000267479,13.959257975583,0.00018681538549268,0.0042599344318893
"ENSMUSG00000106139","ENSMUSG00000106139","Gm30648",-1.19925968466318,0.912188319864824,13.9558694932425,0.000187152412021523,0.00426198207508459
"ENSMUSG00000027030","ENSMUSG00000027030","Stk39",-1.12099597885446,4.7615592324175,13.9474121035294,0.000187996278692834,0.00427555125116855
"ENSMUSG00000026785","ENSMUSG00000026785","Pkn3",0.663320852827717,5.02222219027291,13.9441122989094,0.000188326567180504,0.00427741988356352
"ENSMUSG00000076583","ENSMUSG00000076583","Igkv8-24",2.92262462818857,5.03878704871826,13.9174628667971,0.000191015511600001,0.00433278474272687
"ENSMUSG00000000794","ENSMUSG00000000794","Kcnn3",0.720183815322836,4.95019303433998,13.8918461953513,0.000193636703011755,0.00437832936799215
"ENSMUSG00000000957","ENSMUSG00000000957","Mmp14",0.579016468608451,6.49162523472041,13.8909810071264,0.000193725862037125,0.00437832936799215
"ENSMUSG00000044461","ENSMUSG00000044461","Shisa2",-0.738796099394369,3.64486433130771,13.8904041580935,0.000193785330226696,0.00437832936799215
"ENSMUSG00000105757","ENSMUSG00000105757","Ighv1-83",2.16691767635982,-0.109575776752404,13.8867183856454,0.000194165736145707,0.00438118210132963
"ENSMUSG00000027346","ENSMUSG00000027346","Gpcpd1",0.535582691476396,6.26182783553456,13.873888060802,0.00019549582163738,0.00440542806432261
