"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (house mouse)","17/122","294/9775",0.0578231292517007,4.63295974127356,7.11036846418179,1.26271327414716e-07,2.87898626505552e-05,2.48555139226861e-05,"245527/23886/17082/242316/21935/20307/238057/16323/22163/17329/16199/20311/330122/21926/20296/16193/12777",17
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis - Mus musculus (house mouse)","9/122","87/9775",0.103448275862069,8.28858111927643,7.67662776630511,1.23663508221162e-06,0.000140976399372125,0.000121710926512407,"140494/13038/381091/20311/330122/21926/20296/16193/12477",9
"Organismal Systems","Environmental adaptation","mmu04710","Circadian rhythm - Mus musculus (house mouse)","6/122","34/9775",0.176470588235294,14.1393442622951,8.62772528134178,3.37610363150058e-06,0.000256583875994044,0.000221519782137055,"353187/18628/11865/18143/13170/217166",6
"Human Diseases","Immune disease","mmu05310","Asthma - Mus musculus (house mouse)","5/122","25/9775",0.2,16.0245901639344,8.45581086535982,1.21341533862895e-05,0.000691646743018504,0.000597128074535828,"14126/14125/19074/381091/21926",5
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)","8/122","95/9775",0.0842105263157895,6.74719585849871,6.32797932095499,2.29567443015736e-05,0.00104682754015176,0.00090377077566195,"20307/17329/20311/330122/21926/20296/16193/12777",8
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis - Mus musculus (house mouse)","6/122","77/9775",0.0779220779220779,6.24334681711731,5.19275445528581,0.000384501971544679,0.0146110749186978,0.0126143629261149,"625018/18126/20311/70405/21926/16193",6
"Human Diseases","Infectious disease: parasitic","mmu05144","Malaria - Mus musculus (house mouse)","5/122","57/9775",0.087719298245614,7.02832901926948,5.13134077865776,0.000695439989218388,0.0226514739345418,0.019555981651705,"13349/21926/20296/16193/20339",5
"Human Diseases","Infectious disease: parasitic","mmu05143","African trypanosomiasis - Mus musculus (house mouse)","4/122","39/9775",0.102564102564103,8.2177385456074,5.07724472051712,0.00135545425459376,0.0386304462559223,0.0333513086327676,"21926/16193/20339/230899",4
"Organismal Systems","Immune system","mmu04672","Intestinal immune network for IgA production - Mus musculus (house mouse)","4/122","43/9775",0.0930232558139535,7.45329775066717,4.76759999736949,0.00195721823570368,0.04958286197116,0.0428069953305952,"21935/381091/16193/12777",4
