"gene","symbol","effectsize","pvalue","signif"
11287,"Pzp",-0.96432442609619,0.0849769837330032,"false"
11298,"Aanat",0.710015295117858,0.367990391250765,"false"
11302,"Aatk",-0.180923167812441,0.219710388234068,"false"
11303,"Abca1",0.443359400244346,0.000562217825168756,"true"
11304,"Abca4",0.275210231710076,0.229663403497462,"false"
11305,"Abca2",0.227188600948307,0.0135237965280996,"false"
11306,"Abcb7",0.0787242928071914,0.455869732350291,"false"
11307,"Abcg1",-0.0517286074494827,0.735164109659081,"false"
11308,"Abi1",0.0291204019409993,0.735110577560679,"false"
11350,"Abl1",0.122760803073106,0.158583406515268,"false"
11352,"Abl2",0.0359802287606772,0.761317213841812,"false"
11363,"Acadl",0.0955033403787044,0.327356002643894,"false"
11364,"Acadm",-0.189066742317207,0.0676700421711188,"false"
11370,"Acadvl",-0.0355565832516911,0.692790048110438,"false"
11409,"Acads",0.096573230694739,0.362194327694434,"false"
11416,"Slc33a1",-0.113104604273618,0.304816856945693,"false"
11418,"Asic2",1.31342010568959,0.0729398986574065,"false"
11419,"Asic1",0.0648470056573917,0.709089902758444,"false"
11421,"Ace",-0.208906734913435,0.169253649191176,"false"
11423,"Ache",0.555763433451179,0.0662081995037476,"false"
11425,"Apoc4",3.35117525988809,0.0749724911174262,"false"
11426,"Macf1",0.0734839594832642,0.570107763388209,"false"
11428,"Aco1",0.0368769685324592,0.756576239734133,"false"
11429,"Aco2",0.00476310503675896,0.954378526848997,"false"
11430,"Acox1",0.13436319963017,0.109438135560761,"false"
11431,"Acp1",-0.0302403415778225,0.803127937043423,"false"
11432,"Acp2",0.246779172453143,0.0249608241769092,"false"
11433,"Acp5",0.690744838343759,0.0122775603988992,"false"
11434,"Acr",1.78875941777058,0.0375245005290945,"false"
11435,"Chrna1",-0.522175370118933,0.30835720152068,"false"
11438,"Chrna4",1.3300932220503,0.184269251212551,"false"
11441,"Chrna7",0.750872853244527,0.0810918220597064,"false"
11443,"Chrnb1",-0.246560610746161,0.0442285121320623,"false"
11444,"Chrnb2",0.397495648440232,0.166318328914692,"false"
11447,"Chrnd",3.23330039204279,0.119344823464842,"false"
11448,"Chrne",1.74734022661983,0.0507566701749896,"false"
11449,"Chrng",1.72725347904164,0.33765962851795,"false"
11450,"Adipoq",0.436041365540852,0.150647814372246,"false"
11451,"Acrv1",1.67054270738802,0.318152351494154,"false"
11459,"Acta1",0.835275863001382,0.413642405131317,"false"
11461,"Actb",-0.232092297780626,0.00865854236982343,"false"
11464,"Actc1",-0.193951771683117,0.426007399539071,"false"
11465,"Actg1",-0.0837769352840745,0.386634271228917,"false"
11468,"Actg2",0.0451300382504542,0.843773545846318,"false"
11470,"Actl7a",-0.687166138387603,0.476954037764086,"false"
11472,"Actn2",-0.026533728410379,0.941461879749012,"false"
11474,"Actn3",-0.378964258276957,0.670953822826224,"false"
11475,"Acta2",0.0562155676848053,0.658124486653452,"false"
11477,"Acvr1",0.109059648197794,0.290095333787754,"false"
11479,"Acvr1b",-0.0475269603933032,0.583443605454372,"false"
11480,"Acvr2a",-0.0368727675631297,0.760523500241696,"false"
11481,"Acvr2b",0.0669865255475037,0.72421204000818,"false"
11482,"Acvrl1",-0.210365444382374,0.189491171950215,"false"
11484,"Aspa",0.572241456628107,0.000923287985762355,"false"
11486,"Ada",0.356030929430993,0.686458194499059,"false"
11487,"Adam10",0.296603638049133,0.00092353130392276,"false"
11488,"Adam11",0.064324194005937,0.804212385924082,"false"
11489,"Adam12",1.06926605186358,1.92576070590449e-08,"true"
11490,"Adam15",-0.0437235632528726,0.706307281695875,"false"
11491,"Adam17",-0.00603005535203393,0.945331371630438,"false"
11492,"Adam19",-0.119322094129943,0.437689330693654,"false"
11495,"Adam2",-2.09896155600653,0.184542287190532,"false"
11496,"Adam22",-0.122643265178415,0.406990259716898,"false"
11497,"Adam3",0.165888732218302,0.657351219000934,"false"
11498,"Adam4",-0.256993811396035,0.54463955690941,"false"
11499,"Adam5",0.673633243037383,0.0933597433758286,"false"
11500,"Adam7",-0.372069882809606,0.234291863517058,"false"
11501,"Adam8",0.712466571472682,6.3566264018706e-06,"true"
11502,"Adam9",0.235222497576481,0.0169662931528534,"false"
11504,"Adamts1",0.354081161554546,0.101469564646259,"false"
11512,"Adcy6",-0.0484032542361305,0.658694038186511,"false"
11513,"Adcy7",0.218394761512177,0.0994903249942977,"false"
11514,"Adcy8",-0.50471255106491,0.0222983080961579,"false"
11515,"Adcy9",0.0694441729583769,0.604142121969081,"false"
11516,"Adcyap1",-0.369176093624513,0.702200023518537,"false"
11517,"Adcyap1r1",-0.498460631132997,0.0108190284212732,"false"
11518,"Add1",-0.0221124711935689,0.776991676506417,"false"
11519,"Add2",1.28167106595888,5.59073730545037e-09,"true"
11520,"Plin2",0.216565727231282,0.244563181758058,"false"
11522,"Adh1",0.254755823011355,0.0622496238345483,"false"
11529,"Adh7",0.392909515839034,0.162604004404429,"false"
11532,"Adh5",-0.0900651426471681,0.350177199136824,"false"
