"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000025938",82.4666524832853,-1.64807136191061,0.380693613692206,-4.32912794603141,1.4970094659846e-05,0.00240448234703145
"ENSMUSG00000026077",154.167888352614,1.63176876794766,0.40613225307175,4.01782610370367,5.87375170460812e-05,0.00562845582376227
"ENSMUSG00000042474",234.55262350496,-1.38602600453487,0.333836294959279,-4.15181340514199,3.29851157777544e-05,0.00383651019028847
"ENSMUSG00000026581",701.890575794475,-1.10224029277397,0.267589559448827,-4.1191453621895,3.80280204997798e-05,0.00420171895966142
"ENSMUSG00000097823",35.6780644996866,1.28054368255142,0.321459279914717,3.98353310220551,6.78982088372493e-05,0.00618974752454167
"ENSMUSG00000038421",114.539123614929,-1.64530804159831,0.348810688707424,-4.71690832553118,2.39455519950349e-06,0.000673069557327106
"ENSMUSG00000026726",31.3847620747933,-1.13629193756083,0.358540016748679,-3.16921929068051,0.00152849024600843,0.0492886959826619
"ENSMUSG00000001998",680.962748285737,-1.78952010603663,0.533710962218566,-3.35297611013616,0.000799476068957084,0.0333600700831636
"ENSMUSG00000040154",10.6229149497214,-3.88366982899207,1.00054389939277,-3.88155865159845,0.000103789112813325,0.00829575065211722
"ENSMUSG00000042845",26.9598825751044,-2.42161644872871,0.752336025310478,-3.21879634532899,0.00128729876705937,0.0439479629685348
"ENSMUSG00000050600",61.04288550864,-1.20709096102302,0.316586730070947,-3.8128286702115,0.000137385352224583,0.00990172634729738
"ENSMUSG00000073008",87.0895874748966,-1.2254233456492,0.297142914671187,-4.12402007635024,3.72316421013077e-05,0.00419856325187442
"ENSMUSG00000031258",33.3841952599189,-1.99162501420224,0.484938174770166,-4.10696686262359,4.00888716224684e-05,0.00430636191027344
"ENSMUSG00000059994",100.084878329954,-1.40432642683361,0.322758937769197,-4.35100709074039,1.35513669340363e-05,0.00230852326608609
"ENSMUSG00000028148",15.9360598273609,-3.37969489348234,1.01264709057181,-3.33748541317976,0.000845401592702681,0.0345222708497112
"ENSMUSG00000081058",42.8671180871262,1.06843394328757,0.296650110664964,3.60166372732035,0.000316187190633195,0.0182897902515159
"ENSMUSG00000037922",181.263145433626,-1.43283418165581,0.264913543018761,-5.4086860389555,6.34888150600447e-08,6.69211791242284e-05
"ENSMUSG00000028410",6648.71239732235,1.11198099936295,0.220295650546986,5.04767568765855,4.47217457909094e-07,0.000235810185507589
"ENSMUSG00000014030",334.565917345694,-1.58868529385552,0.280669981576627,-5.66033205593018,1.51080377003714e-08,2.54797055816764e-05
"ENSMUSG00000028957",1507.38127233025,-1.62871528334539,0.343396771076675,-4.74295456605129,2.106235209831e-06,0.000637754904477919
"ENSMUSG00000097554",1098.24709719994,1.30081697646564,0.216031776910504,6.02141497454116,1.7289884176356e-09,7.76961397358507e-06
"ENSMUSG00000100801",1205.06934954502,1.00617804637626,0.206274986865147,4.87784806906351,1.07249481957556e-06,0.000420642444933529
"ENSMUSG00000037379",189.805994897639,1.52118292160327,0.36245203139485,4.19692204717184,2.70567008973698e-05,0.00340530791518016
"ENSMUSG00000029254",110.635085864726,-1.00995504967165,0.206659759865354,-4.88704259759938,1.02361952638026e-06,0.000411031983628647
"ENSMUSG00000029371",75.6219272136618,1.99524713395094,0.546015388347715,3.65419579105401,0.000257989346672,0.015594947425173
"ENSMUSG00000029544",72.1510141365934,1.03198022164754,0.243112009187034,4.24487554151884,2.18714782449872e-05,0.00304845025290669
"ENSMUSG00000079278",37.5980164202002,-1.57751245705648,0.311528977340291,-5.06377438954361,4.11036056464329e-07,0.000231070769742363
"ENSMUSG00000004951",2229.31638936676,1.32528348999821,0.377628542565797,3.50948972499157,0.00044896740547275,0.0230848636990791
"ENSMUSG00000029657",2806.16140528878,1.99902142004145,0.474989042668975,4.20856323086718,2.56999615303182e-05,0.00335992132720013
"ENSMUSG00000105646",29.2374162740482,-1.86831864372221,0.437008531380076,-4.27524524022917,1.90927012509363e-05,0.00282454742628984
"ENSMUSG00000030156",108.39512832787,-1.26877906059587,0.227480919571097,-5.57751860238691,2.43973701570546e-08,3.29996440363824e-05
"ENSMUSG00000003379",524.118607858832,-1.23146744278293,0.234964515985757,-5.24107837141495,1.59640890371488e-07,0.000141702295585008
"ENSMUSG00000044453",23.8117967618809,-1.75919195919588,0.472921425551813,-3.71983983839011,0.000199349151881107,0.0131844056724505
"ENSMUSG00000030468",143.620816465841,-1.31338332109341,0.349982962044335,-3.75270645582751,0.00017493565598709,0.0120419993396827
"ENSMUSG00000059824",806.875073357567,-2.760608826561,0.644476452336708,-4.28349060163754,1.83983873706271e-05,0.00274591861066925
"ENSMUSG00000058145",106.863130676873,1.30065295708394,0.295318640605505,4.40423589387097,1.0615738104944e-05,0.00188457287515664
"ENSMUSG00000109904",206.082269878541,-1.29872172604255,0.315480817854316,-4.11664244715594,3.84431764907466e-05,0.00421002708776909
"ENSMUSG00000030790",251.43918070617,1.08262362190957,0.284909313177022,3.79988849728091,0.000144761207397153,0.010344905774377
"ENSMUSG00000055116",308.872860931535,1.92992734939756,0.513858946374315,3.75575313617625,0.000172820981491844,0.0119943450734977
"ENSMUSG00000030724",245.251854879949,-1.45965395215467,0.327189404204036,-4.46118955381704,8.15059553658856e-06,0.00158653252049652
"ENSMUSG00000025511",1569.79531242039,-1.07077862044102,0.185180784453756,-5.78234196166512,7.36677654089164e-09,1.77486694803054e-05
"ENSMUSG00000093798",53.3339061853094,1.30969883444783,0.312907225826935,4.18558194361483,2.84436431114089e-05,0.00350147475236432
"ENSMUSG00000044770",103.499318499867,-1.32997902210103,0.247376152273468,-5.37634290887818,7.60139594883303e-08,7.54103192218053e-05
"ENSMUSG00000074497",79.4952083591487,-1.10311148632055,0.315993217386012,-3.49093406322393,0.000481335028803506,0.024357213706253
