"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000027380",350.234187237025,1.27557216693691,0.29122996670804,4.37994819473945,1.18707526746049e-05,0.00556515723826323
"ENSMUSG00000042750",207.61934722452,1.89771592533926,0.487773824009648,3.89056532336947,0.000100010948296775,0.0200048566179762
"ENSMUSG00000047844",255.838473901293,1.51870088700226,0.364830522086885,4.16275721207497,3.14427640735742e-05,0.00943408693263522
"ENSMUSG00000030787",3434.32665828538,1.78127468591711,0.422287434668379,4.21815697006456,2.46307331790826e-05,0.00769813039901243
"ENSMUSG00000054672",57.6715080068448,-1.22247496417174,0.325522146217763,-3.75542794361508,0.000173045543378858,0.0270419712684336
"ENSMUSG00000058396",1006.88857290801,1.20115033178676,0.236202815376509,5.08524985137082,3.67142430623035e-07,0.000423682364938983
"ENSMUSG00000005483",2367.02321004867,1.11651693454878,0.292372089928773,3.81882188146203,0.00013409053622679,0.0231221405111989
"ENSMUSG00000023243",311.416469063661,1.14262719207488,0.283878798499255,4.02505293849155,5.69624997219552e-05,0.0133523659504496
"ENSMUSG00000033730",79.0762226009574,-1.25456427086729,0.233427660756847,-5.37453130789895,7.67821418991059e-08,0.000230377138554077
"ENSMUSG00000041794",317.947330751733,1.32161923947456,0.319720424919133,4.13367159701741,3.57013513914123e-05,0.0100473816328436
"ENSMUSG00000066363",287.458286758317,1.43906458442641,0.277243734975703,5.1906117357441,2.09604293846409e-07,0.000349387068475981
"ENSMUSG00000041347",42.2451214096577,-1.13075736906145,0.323202354848,-3.49860498260675,0.000467698926107519,0.0494114034469366
"ENSMUSG00000095170",207.417885094576,-1.82756703622689,0.481912442409954,-3.79232174850596,0.000149245372628772,0.0246041657162289
"ENSMUSG00000022206",3261.64695636328,1.57791790468317,0.337005007388584,4.68217940412899,2.8384089420509e-06,0.00202770528326893
"ENSMUSG00000022596",31.5205887700365,1.59283188358965,0.451522891571533,3.52768799394815,0.00041920596372773,0.0469322975212194
"ENSMUSG00000061080",79.1970051504176,1.02678277966657,0.265592316257696,3.86601086256696,0.000110630012570412,0.0210084993491307
"ENSMUSG00000014773",770.287797271293,1.01824790695632,0.195465081297304,5.20935964724849,1.89493487666959e-07,0.000349387068475981
"ENSMUSG00000090877",2502.54701733314,3.57611509619931,0.697109763579665,5.12991681229069,2.89870249272395e-07,0.000382423412393478
"ENSMUSG00000091971",1505.62564512588,3.24404586759536,0.647568238348268,5.00958150120185,5.45485228568888e-07,0.000584526385642176
