"gene","kMEblue","kMEbrown","kMEgreen","kMEgrey","kMEred","kMEturquoise","kMEyellow","Gene.name","EntrezID"
"ENSMUSG00000003617",-0.813893255049449,-0.43588042459609,0.0110275224763825,-0.33085103476555,-0.353146065244653,0.904813387637735,-0.651250967390745,"Cp","12870"
"ENSMUSG00000003873",-0.776620600079009,-0.442050709822114,0.0972136465030939,-0.341524323761049,-0.502923068572771,0.817171529337322,-0.285934832872263,"Bax","12028"
"ENSMUSG00000003882",-0.899786946732239,-0.0526449072905608,-0.471322165330506,0.132366208952799,0.13441802849675,0.91479759561806,-0.615552998622156,"Il7r","16197"
"ENSMUSG00000004207",-0.957210053263891,-0.238767885642416,-0.267226720549646,-0.0313835457828315,-0.217124949311986,0.965798247140897,-0.452893321091983,"Psap","19156"
"ENSMUSG00000004609",-0.953531025811726,-0.286753818050616,-0.394218563273212,0.0799489190515409,-0.0657036721778919,0.966617462604113,-0.512562241438013,"Cd33","12489"
"ENSMUSG00000004698",-0.894651891910669,-0.0483614780436981,-0.549956147393423,0.242850759215966,0.164354984932124,0.885480127949796,-0.530484554983007,"Hdac9","79221"
"ENSMUSG00000004707",-0.930695351913804,-0.099116504928419,-0.502637542544046,0.221289477732425,0.0833618654458984,0.924049403755384,-0.468474290826627,"Ly9","17085"
"ENSMUSG00000004730",-0.972918360703253,-0.25368367480241,-0.262349436601541,-0.00447279486716602,-0.195171142981148,0.971928209070425,-0.491087077900424,"Adgre1","13733"
"ENSMUSG00000004891",-0.733013759761996,-0.405774622806668,0.267781640074399,-0.487849054960381,-0.597489655001451,0.801646319763639,-0.522778892686405,"Nes","18008"
"ENSMUSG00000004933",-0.898754573687504,-0.16557607580377,-0.538429813275987,0.24280522488833,0.138211499053931,0.893990230706429,-0.54667761976933,"Matk","17179"
"ENSMUSG00000005054",-0.86644656993465,-0.310936492971633,-0.249834093592475,0.0256621440250627,-0.254685998955996,0.842156040750462,-0.091119831795914,"Cstb","13014"
"ENSMUSG00000005087",-0.875922886215913,-0.233924236631203,-0.271776650878353,0.0713982992756155,-0.211216902065004,0.830324496410172,-0.205201576104054,"Cd44","12505"
"ENSMUSG00000005124",-0.888077733257878,-0.255347050922159,-0.183922565535663,0.00077812450871571,-0.176990941355483,0.887967710406867,-0.471054526559076,"Wisp1",NA
"ENSMUSG00000005125",-0.932765132738508,-0.283286449532083,-0.0813191528729112,-0.198871112494011,-0.411392332496874,0.939105956238941,-0.415335675266583,"Ndrg1","17988"
"ENSMUSG00000005142",-0.944946518010664,-0.152290233789078,-0.363267862781581,0.0871844281402361,-0.111195186355329,0.933779459608696,-0.421417454870486,"Man2b1","17159"
"ENSMUSG00000005339",-0.897548138614801,-0.353015191624145,-0.11536793448692,-0.186506029552897,-0.263031126018646,0.953198468586741,-0.611559022306048,"Fcer1a","14125"
"ENSMUSG00000005413",-0.887148635561089,-0.356654422839115,-0.0390235689330127,-0.191508167964596,-0.46488970476368,0.886197113913396,-0.254627240991734,"Hmox1","15368"
"ENSMUSG00000005611",-0.835731263191288,-0.0311065145966082,-0.302760160912284,-0.0232226544023777,0.0182480446725063,0.8773881111676,-0.732609841214028,"Mrvi1",NA
"ENSMUSG00000006219",-0.879024408337405,-0.239241341676739,-0.0727241715337191,-0.220937236492951,-0.256768545075884,0.936101499758839,-0.721965175794879,"Fblim1","74202"
"ENSMUSG00000006273",-0.91711388157324,-0.17052654689041,-0.208099845247107,-0.0411705879097259,-0.265616102090814,0.904285924620363,-0.36621965096888,"Atp6v1b2","11966"
"ENSMUSG00000006342",-0.923830386468289,-0.098905082089323,-0.333774263886981,0.11384321431953,-0.0625179932048841,0.887164959108285,-0.44352247328587,"Susd2","71733"
"ENSMUSG00000006519",-0.886478436163419,-0.264366700472245,-0.243999318151163,-0.0432221147501227,-0.261764436056521,0.893507958347323,-0.297642523483154,"Cyba","13057"
"ENSMUSG00000007783",-0.925328951032043,-0.304312259486199,-0.268616776220448,-0.00808849925324204,-0.166327976882659,0.93468639532962,-0.513665613097843,"Cpt1c","78070"
"ENSMUSG00000007891",-0.956974171244934,-0.233492439525617,-0.275624234283484,-0.000710478989021525,-0.221040057140231,0.948112480138063,-0.35781421502965,"Ctsd","13033"
"ENSMUSG00000009185",-0.913343220764806,-0.23203902534556,-0.103008928451903,-0.201822002372383,-0.262629928791866,0.959629793492508,-0.581406225894602,"Ccl8","20307"
"ENSMUSG00000009394",-0.933347597450876,-0.232599064344477,-0.360635576911493,0.0578409475436427,-0.0377877366934577,0.932808039279196,-0.590428587205852,"Syn2","20965"
"ENSMUSG00000009687",-0.877310359524727,-0.287234976301264,-0.219236939965591,-0.0828982638148186,-0.28359059534134,0.894724784773,-0.366779618480481,"Fxyd5","18301"
"ENSMUSG00000010307",-0.901407595010661,-0.157333684066628,-0.542993854675996,0.303942301366756,0.0452110142498545,0.863700885197236,-0.246885268414384,"Tmem86a","67893"
"ENSMUSG00000010476",-0.929299592331626,-0.105772228298165,-0.300659023720036,0.00284423251774929,-0.135323013085625,0.941722232908013,-0.579725459794157,"Ebf3","13593"
"ENSMUSG00000011263",-0.930351821405687,-0.29840704353388,-0.194649397248536,-0.0813291857914395,-0.301554049909689,0.937501424424531,-0.429825686399225,"Exoc3l2","74463"
"ENSMUSG00000012428",-0.747325244123989,-0.370361162132731,-0.0526133888844899,-0.262829265892289,-0.171379276073714,0.835335388884814,-0.731960060321977,"Steap4","117167"
"ENSMUSG00000013367",-0.82688318993345,-0.173344246406643,-0.408117868465493,0.125079420535736,0.134790683083925,0.84688166824688,-0.60902465879278,"Iglon5","210094"
"ENSMUSG00000014361",-0.823209750852424,-0.347429310876824,-0.233798224356198,-0.0877206159427446,-0.246884698947073,0.868028980424472,-0.510280036579212,"Mertk","17289"
"ENSMUSG00000014602",-0.962086651752034,-0.330410213856471,-0.241696390619463,-0.0413932383685818,-0.182408562984091,0.975940346870786,-0.561779848416961,"Kif1a","16560"
"ENSMUSG00000014686",-0.814053633909907,-0.143819090109553,-0.386151430872489,0.101533773044282,-0.0476340717391861,0.836047218158989,-0.404968280899361,"Ceacam16","330483"
"ENSMUSG00000015027",-0.932045438496301,-0.081172532913671,-0.431317121291069,0.099584778638549,0.00101923439788338,0.941482181231614,-0.476111337952627,"Galns","50917"
"ENSMUSG00000015243",-0.911098441446839,0.00715224697144246,-0.507992589594735,0.201375461181589,0.111675317005724,0.887830312016857,-0.557496192789788,"Abca1","11303"
"ENSMUSG00000015396",-0.836216540676692,-0.107437608161632,-0.0651398534927927,-0.247780126876778,-0.242794900174407,0.850652165087847,-0.568131781800243,"Cd83","12522"
"ENSMUSG00000015451",-0.873556152273052,-0.192816191641721,-0.170257048696792,-0.129189100813123,-0.1325690755282,0.923871451382267,-0.748482285960729,"C4a","625018"
"ENSMUSG00000015568",-0.867994878849466,0.00574827567650608,-0.446544233314446,0.0986076025102539,-0.0418511342120409,0.857154065701147,-0.465076769911829,"Lpl","16956"
"ENSMUSG00000015665",-0.897258252481468,-0.0920481213448814,-0.33042090349626,0.0822498197073955,-0.134226604571109,0.864979149003939,-0.423902882436615,"Awat1","245533"
"ENSMUSG00000015709",-0.965570982034587,-0.16895659129074,-0.309273233925769,-0.00178190447549373,-0.151113814957532,0.973526916029658,-0.538226240406887,"Arnt2","11864"
"ENSMUSG00000015852",-0.912137399569344,-0.309951949629874,-0.0512932412160218,-0.234915370497017,-0.343762887306102,0.948443882182358,-0.577678325119437,"Fcrls",NA
"ENSMUSG00000015950",-0.865969922617616,-0.102529752167961,-0.549442914885392,0.269668445195681,0.0955271249989933,0.839106714982892,-0.341512980392951,"Ncf1","17969"
"ENSMUSG00000016256",-0.936366022258305,-0.24763188326443,-0.332441851721098,0.0679679993338938,-0.169158525951753,0.924494435854997,-0.329171004459109,"Ctsz","64138"
"ENSMUSG00000016283",-0.969515201467467,-0.227835385726368,-0.341184240471196,0.0497244697552828,-0.0967375012188135,0.978336316246886,-0.496230267608704,"H2-M2","14990"
"ENSMUSG00000016494",-0.94163524489727,-0.20716344613652,-0.21133427701274,-0.1244886411631,-0.183101307224766,0.969082919971045,-0.619973621993702,"Cd34","12490"
"ENSMUSG00000016496",-0.841673279178678,-0.205113613928381,-0.48452727275469,0.273839495197366,0.0311962775594946,0.816532505157239,-0.356045823533783,"Cd274","60533"
"ENSMUSG00000016552",-0.921412746172551,-0.148956671295482,-0.442197767474382,0.116685251128387,0.0259600159857702,0.920030388129291,-0.446597484283072,"Foxred2","239554"
"ENSMUSG00000017309",-0.749644969024617,-0.315635333687344,-0.0110836431091418,-0.312221741602935,-0.454496797803055,0.802679692889071,-0.537819149317865,"Cd300lg","52685"
"ENSMUSG00000017390",-0.902818956370873,-0.0704991194295389,-0.542827576857897,0.301128203059802,0.0545217397356244,0.838241725235156,-0.159061233597066,"Aldoc","11676"
"ENSMUSG00000017400",-0.9678460399227,-0.173134572394959,-0.291531266778468,-0.0270157813336474,-0.148727644174593,0.984868634806963,-0.550596406295224,"Stac2","217154"
"ENSMUSG00000017760",-0.945231932878778,-0.218451317019384,-0.389558819566256,0.112540367472451,-0.115982866666613,0.927623397945938,-0.337469643765123,"Ctsa","19025"
"ENSMUSG00000017929",-0.83132209567231,-0.21365966969018,0.156176838869628,-0.43665287112234,-0.529283149764702,0.887678399607695,-0.618581064197701,"B4galt5","56336"
"ENSMUSG00000018008",-0.935729680612321,-0.231325627268488,-0.402253518294166,0.112224692933824,-0.0754614461603971,0.931845508964801,-0.37928503638186,"Cyth4","72318"
"ENSMUSG00000018593",-0.920475175661142,-0.281855741214011,-0.0219581983450593,-0.28688251198184,-0.417514698894439,0.961380121738848,-0.512532083125409,"Sparc","20692"
"ENSMUSG00000018774",-0.962986208444576,-0.187900614738509,-0.354539644452395,0.0663778746209814,-0.129209028595861,0.949802989078778,-0.411429158997272,"Cd68","12514"
"ENSMUSG00000018927",-0.928918319122337,-0.187956338679467,-0.378696084881721,0.145288897466678,-0.134454626777592,0.891528146116425,-0.241381657392265,"Ccl6","20305"
"ENSMUSG00000019122",-0.878623870343151,-0.167972090138562,-0.327654173181423,0.0341685489570963,-0.126778695001206,0.874965186491885,-0.467477355498781,"Ccl9","20308"
"ENSMUSG00000019194",-0.839193399969987,-0.270537138729303,0.0911302456786125,-0.360755479111856,-0.49838353314803,0.879591330709781,-0.42604580209319,"Scn1b","20266"
"ENSMUSG00000019796",-0.921094982586443,-0.350509991283215,-0.100164163855632,-0.212905815412985,-0.330123922817139,0.96457827226728,-0.534512466644492,"Lrp11","237253"
"ENSMUSG00000019806",-0.941921128525582,-0.259659957188393,-0.191409293994238,-0.112710033540802,-0.283779319423755,0.950587466016917,-0.408363751660514,"Aig1","66253"
"ENSMUSG00000019846",-0.80480298269713,-0.143266900116077,0.00819258211632604,-0.303159025921912,-0.317803352453973,0.876104585755024,-0.783033195601151,"Lama4","16775"
"ENSMUSG00000019874",-0.896444173060634,-0.119750925594133,-0.326170964927138,0.0467211188712596,-0.0840112408742848,0.898270588364299,-0.556444251504257,"Fabp7","12140"
"ENSMUSG00000019970",-0.84701048480985,-0.19578743675492,-0.317378576922948,0.00030881661970922,-0.182291416309538,0.846301151012953,-0.415034104866762,"Sgk1","20393"
"ENSMUSG00000019997",-0.921104790630036,-0.15320502849017,-0.415627637559492,0.105196504972992,-0.111209250725459,0.8844352469541,-0.350591814428991,"Ctgf",NA
"ENSMUSG00000020017",-0.928843614643694,-0.0434121222703919,-0.256941374623643,-0.0658371557134053,-0.100569338355014,0.946890652502116,-0.553662884328537,"Hal","15109"
"ENSMUSG00000020044",-0.807463134030184,-0.197706959852953,0.0659619009644213,-0.373823962939164,-0.354459756375342,0.884317590158946,-0.740373837557994,"Timp3","21859"
"ENSMUSG00000020053",-0.948669436530487,-0.254778348086257,-0.156001592470681,-0.165760519826522,-0.291520395955549,0.978019085961541,-0.543951565327754,"Igf1","16000"
"ENSMUSG00000020097",-0.954220891574688,-0.145620457542005,-0.292766853619327,0.000199466218828522,-0.105281008713939,0.959209019463971,-0.58987163518241,"Sgpl1","20397"
"ENSMUSG00000020099",-0.821326776642711,-0.47282417356721,0.087246854999855,-0.285338782396044,-0.424934921940293,0.864214277838329,-0.479696929546291,"Unc5b","107449"
"ENSMUSG00000020100",-0.925042871479135,-0.179263263038373,-0.489824063048813,0.249246863401221,0.121273853233643,0.903627891475921,-0.41231822785148,"Slc29a3","71279"
"ENSMUSG00000020120",-0.896234544849217,-0.161427103673527,-0.522138596423353,0.245541883660922,0.0939147493265832,0.874408942091469,-0.380990480070473,"Plek","56193"
"ENSMUSG00000020181",-0.875532278233236,0.0957666361336136,-0.403005206698458,0.097164387965123,-0.0195919696898865,0.869655769654726,-0.539272358401718,"Nav3","260315"
"ENSMUSG00000020303",-0.900598264351544,-0.238742111729238,-0.273316335701038,-0.0720702737139072,-0.0687809579083027,0.955207436582029,-0.676938828398964,"Stc2","20856"
"ENSMUSG00000020326",-0.823767794968388,-0.0579088423987813,0.0451933493793169,-0.354250281289918,-0.29902888640278,0.8827790543568,-0.741015725891681,"Ccng1","12450"
"ENSMUSG00000020334",-0.890783792509854,-0.258389816179318,-0.367827446470109,0.0407370822931388,-0.0148821570708326,0.926348312774531,-0.498448994541635,"Slc22a4","30805"
"ENSMUSG00000020340",-0.8050867613103,0.0227102551893555,-0.572446221348071,0.303293416881809,0.343519002432196,0.80005590484927,-0.520018464204892,"Cyfip2","76884"
"ENSMUSG00000020399",-0.914998328608431,-0.0548905935448202,-0.425260284352032,0.159324092857779,-0.0873830378663831,0.877955072353952,-0.312905327276734,"Havcr2","171285"
"ENSMUSG00000020473",-0.903171613656544,-0.228802626756144,-0.175627546234118,-0.166553240838972,-0.173724913112214,0.954565833810398,-0.697097543479643,"Aebp1","11568"
"ENSMUSG00000020598",-0.886606708791358,-0.271141333557893,-0.110052989974628,-0.178680074903654,-0.258737104316622,0.945302895997051,-0.640720640798367,"Nrcam","319504"
"ENSMUSG00000020604",-0.843865730828283,-0.0797285810962437,-0.603015908961378,0.328853353103372,0.252001179446284,0.838143216686646,-0.43227977256034,"Arsg","74008"
"ENSMUSG00000020658",-0.960196115411003,-0.27204739275827,-0.364551717884728,0.0649784106389537,-0.0910024338555977,0.957439406946618,-0.516669441389684,"Efr3b","668212"
"ENSMUSG00000020684",-0.912181226892979,-0.245311757067064,-0.377480536315837,0.0315496267678368,-0.0202183158189881,0.918717038113388,-0.474087646103415,"Rasl10b","276952"
"ENSMUSG00000020758",-0.901274724359761,-0.296856810517484,-0.263853717003429,-0.0120949168546711,-0.0968691990346921,0.924254226620638,-0.594206649998606,"Itgb4","192897"
"ENSMUSG00000020826",-0.95222446458502,-0.171667107743995,-0.470700181074494,0.176561453908841,0.0319849251574603,0.930722041171946,-0.442653244968841,"Nos2","18126"
"ENSMUSG00000020875",-0.852836050828114,-0.360340454301413,-0.108980323814454,-0.120209213253039,-0.278321325633869,0.883022012263946,-0.566225836712659,"Hoxb9","15417"
"ENSMUSG00000020901",-0.95662780355519,-0.145227671163076,-0.357970138269954,0.0382251347350185,-0.0961917892667316,0.956563411825446,-0.534714356608848,"Pik3r5","320207"
"ENSMUSG00000021003",-0.933080688288254,-0.182322771103266,-0.362470541215193,0.148881336450674,-0.151475676347632,0.873029979008974,-0.158290270481298,"Galc","14420"
"ENSMUSG00000021091",-0.895695160946667,-0.228206978249831,-0.0760727719366281,-0.258894750761998,-0.311954655740197,0.95259258047842,-0.672760006244965,"Serpina3n","20716"
"ENSMUSG00000021186",-0.920853818455121,-0.305541769937973,-0.132242539326799,-0.204624360923318,-0.287596947261132,0.96078417735417,-0.553770682311737,"Fbln5","23876"
"ENSMUSG00000021190",-0.952379495185917,-0.198796663542566,-0.250018159372642,-0.0393886707418621,-0.221029883990246,0.956884605443106,-0.416218020680667,"Lgmn","19141"
"ENSMUSG00000021198",-0.87061837905629,-0.166725947098996,-0.272178526144929,-0.0438342501605808,-0.0615700960295866,0.889621409134264,-0.643365751227114,"Unc79","217843"
"ENSMUSG00000021256",-0.852566848039777,-0.241316289841921,-0.0413441410708063,-0.225699500069518,-0.257966046835045,0.892442161030267,-0.674023930003788,"Vash1","238328"
"ENSMUSG00000021281",-0.852891629960858,-0.39402438977361,-0.0566765377684515,-0.169143248746755,-0.388351371222129,0.878227852894416,-0.387658422058713,"Tnfaip2","21928"
"ENSMUSG00000021306",-0.885225839405154,-0.15941407855615,-0.241735448380791,-0.0127682935119179,-0.226310455635561,0.872173758067923,-0.407495825124782,"Gpr137b","83924"
"ENSMUSG00000021322",-0.91086959619245,-0.0561818120558918,-0.429216486260383,0.110369908657519,0.0416133200535143,0.922393710673834,-0.528445795575661,"Aoah","27052"
"ENSMUSG00000021423",-0.906543092638494,-0.168788398765675,-0.499154403981999,0.191679295202409,0.111011668230746,0.914102006549589,-0.511307591977826,"Ly86","17084"
"ENSMUSG00000021457",-0.885534105669229,-0.110207907665058,-0.557206252068893,0.28684304203958,0.18362895934689,0.875576224664308,-0.533792538314557,"Syk","20963"
"ENSMUSG00000021477",-0.911036685884687,-0.205660011458789,-0.266115906000529,-0.0418476214514778,-0.174729775419946,0.936488618968139,-0.484025664650062,"Ctsl","13039"
"ENSMUSG00000021613",-0.89299675210611,-0.264718543412891,-0.225150824148869,-0.0839213067925045,-0.246195715575197,0.921982100957658,-0.434539105445836,"Hapln1","12950"
"ENSMUSG00000021614",-0.792024096679753,-0.123923190898403,0.0178081923414437,-0.241721465113986,-0.268079559143765,0.830097846782391,-0.626250818406723,"Vcan","13003"
"ENSMUSG00000021665",-0.958802927937005,-0.00182245770730048,-0.384944811941021,0.0349542742347446,-0.0323750404628416,0.961637855100506,-0.574192429985946,"Hexb","15212"
"ENSMUSG00000021803",-0.889531234964712,-0.27277244136533,-0.0729413552040421,-0.21696619069826,-0.244155343914998,0.930492935093072,-0.53590964351636,"Cdhr1","170677"
"ENSMUSG00000021806",-0.870747850508612,-0.246204685070398,-0.0639093970173168,-0.200277540929045,-0.373682294423397,0.910199667829764,-0.508229176170531,"Nid2","18074"
"ENSMUSG00000021886",-0.899641517225548,-0.0283854285496395,-0.372245310527498,0.0409216619268997,-0.00943688947156663,0.925577702356239,-0.552571467523503,"Gpr65","14744"
"ENSMUSG00000021939",-0.960891482241999,-0.214890219375964,-0.246522759359476,-0.0442814926947573,-0.211779636012117,0.970209018380827,-0.454210811957784,"Ctsb","13030"
"ENSMUSG00000021994",-0.942406006521275,-0.149989133496628,-0.397717644942105,0.10304701538403,0.0163940198552536,0.951466787513375,-0.625788712540445,"Wnt5a","22418"
"ENSMUSG00000021996",-0.8073259593784,-0.0369818422347237,-0.300791129019878,0.00142595304524983,-0.152350003436856,0.812167248374202,-0.254058394912828,"Esd","13885"
"ENSMUSG00000022150",-0.924713386534832,-0.304802159705853,-0.0993334174362547,-0.147044401040368,-0.290256643244876,0.952121613350608,-0.583680404843886,"Dab2","13132"
"ENSMUSG00000022180",-0.833732460981023,-0.3011167310619,-0.218942995654233,-0.0338439401094119,-0.308162538796374,0.844373228582123,-0.306933502184672,"Slc7a8","50934"
"ENSMUSG00000022225",-0.920483200345124,-0.226309680304039,-0.12135538599744,-0.210669498208522,-0.266350575126101,0.97004400962493,-0.634547918422115,"Cma1","17228"
"ENSMUSG00000022231",-0.809204861219251,-0.114971609051255,-0.384516817476126,0.119327395874601,0.134493611673869,0.826100891831668,-0.685567422594337,"Sema5a","20356"
"ENSMUSG00000022265",-0.856598671567153,0.195332221573773,-0.370671423927077,0.0398589246707574,0.083887562815469,0.869977620471294,-0.700224481359234,"Ank","11732"
"ENSMUSG00000022297",-0.865630161227975,-0.187673522607616,-0.682471848677002,0.445090667107412,0.266218857652839,0.805680591563438,-0.27671867817042,"Fzd6","14368"
"ENSMUSG00000022305",-0.948570390939691,-0.262126761431084,-0.269219132292184,0.0399662392205221,-0.199912999379216,0.923740668291315,-0.350019681088687,"Lrp12","239393"
"ENSMUSG00000022351",-0.84531956115609,-0.242450903171892,-0.0676131623677774,-0.160639683374351,-0.367435259695713,0.844840284790559,-0.262744510695483,"Sqle","20775"
"ENSMUSG00000022371",-0.822243791983229,0.0300268287700467,-0.228452631401808,-0.0641492364572388,-0.0603007079608153,0.843328769385028,-0.724922188318674,"Col14a1","12818"
"ENSMUSG00000022372",-0.84817609195935,-0.14391964786073,-0.450420419800679,0.183620173886861,-0.0498328231949343,0.81155387989375,-0.257546534809152,"Sla","20491"
"ENSMUSG00000022382",-0.834986615408746,0.179390349952823,-0.115633812850045,-0.158370309372584,-0.151056804722411,0.846888465725419,-0.590854529790158,"Wnt7b","22422"
"ENSMUSG00000022385",-0.80869100629621,-0.0463802910350132,-0.0163671470597179,-0.257029106550406,-0.292556144287012,0.8481456817297,-0.427759842507494,"Gtse1","29870"
"ENSMUSG00000022415",-0.874667339936706,-0.165166965648816,-0.50302364503993,0.3109362887253,0.0148418902779202,0.804261019290524,-0.120456283017801,"Syngr1","20972"
"ENSMUSG00000022440",-0.941894137647667,-0.256910027817979,-0.215594440809452,-0.047000184405341,-0.213439226748035,0.958632494416298,-0.407493437340123,"C1qtnf6","72709"
"ENSMUSG00000022488",-0.932193529692151,-0.153010777624231,-0.480276997557966,0.192826013790124,0.0644878919510975,0.928180014070819,-0.540966664059457,"Nckap1l","105855"
"ENSMUSG00000022500",-0.758129577309032,-0.190972963129291,0.215937401672152,-0.493793568722798,-0.586716577571959,0.816913607373582,-0.473099783837038,"Litaf","56722"
"ENSMUSG00000022659",-0.838415662838782,-0.273306517893734,0.0676394105127119,-0.347189447605436,-0.494827371411225,0.891239801625737,-0.580998010122533,"Gcsam","14525"
"ENSMUSG00000022661",-0.983204688611869,-0.224570794789659,-0.31927250426135,0.0396800741957193,-0.175223823819908,0.971904961208596,-0.425744020974532,"Cd200","17470"
"ENSMUSG00000022665",-0.948757759906943,-0.193559569839343,-0.169670610629699,-0.144942904056193,-0.222387392741247,0.975250638398744,-0.558221804696892,"Ccdc80","67896"
"ENSMUSG00000022667",-0.933511066974709,-0.282953862250933,-0.21179216022345,-0.040240520871905,-0.206604358603728,0.949435062950058,-0.513404683772221,"Cd200r1","57781"
"ENSMUSG00000022816",-0.919428206249815,-0.0869823797454322,-0.0952474865159318,-0.227950362518378,-0.281186593681946,0.951603802355786,-0.621382834691752,"Fstl1","14314"
"ENSMUSG00000022875",-0.778077395561062,-0.389000358034348,-0.1392680117924,-0.129911810246964,-0.115593588748297,0.850369298517613,-0.497774103929847,"Kng1","16644"
"ENSMUSG00000022887",-0.875739217199106,-0.228833730294346,-0.109393597121608,-0.198166839211388,-0.26876289576279,0.898544068136759,-0.583451073100807,"Masp1","17174"
"ENSMUSG00000022951",-0.800955595612951,-0.263045504656672,0.176151723392481,-0.443559554879646,-0.519307417628771,0.868959084503368,-0.537639876095776,"Rcan1","54720"
"ENSMUSG00000023224",-0.750953846591138,-0.0590896221349144,0.0385523280503803,-0.408466136233863,-0.296862011270185,0.848557493394271,-0.848038176241906,"Serping1","12258"
"ENSMUSG00000023349",-0.925352224214662,-0.248619469462128,-0.151235257561998,-0.143791069105104,-0.313290876586955,0.935968481957282,-0.430133375551655,"Clec4n","56620"
"ENSMUSG00000023367",-0.936969474763986,-0.306898696560839,-0.128060681188,-0.184931658780075,-0.256478061132857,0.976871587329236,-0.587280142282169,"Tmem176a","66058"
"ENSMUSG00000023830",-0.838954725654288,-0.41758351942063,-0.142473222644447,-0.0227383636970804,-0.219776120151695,0.84325796125599,-0.456349306210059,"Igf2r","16004"
"ENSMUSG00000023913",-0.920902071605977,-0.231993274123677,-0.480352277685403,0.18607227862515,-0.00682005631264876,0.90189941831724,-0.277441590656265,"Pla2g7","27226"
"ENSMUSG00000023992",-0.979175955000349,-0.211347855275747,-0.258775966796547,-0.0512277422275803,-0.181018781910884,0.99293158349526,-0.507452822071693,"Trem2","83433"
"ENSMUSG00000024059",-0.922290488556129,0.00692343368760472,-0.423964394311869,0.170466952885476,-0.03928550917494,0.877693872337842,-0.228679844646107,"Clip4","78785"
"ENSMUSG00000024112",-0.851143227995766,-0.49904537895073,-0.15802922657657,-0.0432738390165854,-0.217374253575434,0.8531848448878,-0.263780338146121,"Cacna1h","58226"
"ENSMUSG00000024173",-0.931092150071029,-0.227728186784268,-0.14532703450735,-0.164937530501773,-0.269088631076927,0.961943913081901,-0.554061184189159,"Tpsab1","100503895"
"ENSMUSG00000024300",-0.907194610752905,-0.152521923346114,-0.485646426227594,0.234859324719951,0.0162118851184163,0.867694136049893,-0.285674231363488,"Myo1f","17916"
"ENSMUSG00000024349",-0.956004234260876,-0.219457464467867,-0.186377178215943,-0.0531898174254367,-0.244823375308023,0.949441657909396,-0.423812464664038,"Tmem173",NA
"ENSMUSG00000024480",-0.780861868201983,-0.323178187813078,0.266628636199207,-0.514296169211702,-0.62824210957728,0.845654983544779,-0.464483434084661,"Ap3s1","11777"
"ENSMUSG00000024534",-0.864406143570845,-0.064816466317634,-0.265427766152205,-0.0672198128394933,-0.206163014905084,0.869759191174329,-0.495992831741695,"Sncaip","67847"
"ENSMUSG00000024538",-0.949815098495632,-0.134004861244531,-0.183422488525158,-0.155851671913247,-0.269149911390493,0.967322955540387,-0.493252569260005,"Ppic","19038"
"ENSMUSG00000024600",-0.885586343811737,-0.0879051313709858,-0.331156600723107,0.0123896771918192,-0.0136627498886154,0.921027894779672,-0.604550770340625,"Slc27a6","225579"
"ENSMUSG00000024621",-0.908854596082685,-0.247745405019155,-0.287544535710492,-0.0364359496597937,-0.109382478840117,0.944566486666694,-0.656600537695237,"Csf1r","12978"
"ENSMUSG00000024659",-0.818132514006568,-0.0740951254317209,-0.0704998659680433,-0.226832646611875,-0.366013424665554,0.8274064268666,-0.409452825021135,"Anxa1","16952"
"ENSMUSG00000024661",-0.867526141789938,-0.254062475369914,-0.151026049799683,-0.133358562166882,-0.317331622152685,0.891390030236917,-0.401646188928765,"Fth1","14319"
"ENSMUSG00000024663",-0.933643272777794,-0.234938388827215,-0.0703689269521744,-0.190002409372896,-0.326462069116414,0.961470115124698,-0.545088625093108,"Rab3il1","74760"
"ENSMUSG00000024672",-0.952218100900553,-0.25374877473762,-0.161796944225793,-0.139648585518794,-0.251700718800414,0.985622302069894,-0.56557734145667,"Ms4a7","109225"
"ENSMUSG00000024679",-0.89850691580054,-0.228372522850182,-0.0561285353929345,-0.223244223195005,-0.411922135594217,0.920208814705981,-0.444757078474285,"Ms4a6d","68774"
"ENSMUSG00000024680",-0.924729137531127,-0.226193010444744,-0.261483719786251,-0.0684030267402554,-0.144642911888131,0.964701380951738,-0.618571337431563,"Ms4a2","14126"
"ENSMUSG00000024730",-0.829258039274751,-0.315914903927101,-0.113184605683914,-0.0902337690981731,-0.37038824888923,0.830194247868657,-0.230803710183523,"Ms4a8a","64381"
"ENSMUSG00000024737",-0.897972528591766,-0.267391273038728,-0.342843056548416,0.112767679606661,-0.151889007456785,0.884033580129132,-0.324097694827704,"Slc15a3","65221"
"ENSMUSG00000024781",-0.976001294537157,-0.229694486847584,-0.330432415992925,0.0378905879657715,-0.123302185492918,0.975839944960191,-0.464854906264068,"Lipa","16889"
"ENSMUSG00000025044",-0.938380958931189,-0.262612758388732,-0.265969216849733,0.00301968033444431,-0.174343879017913,0.942434115015176,-0.403234277904188,"Msr1","20288"
"ENSMUSG00000025094",-0.861356939292918,-0.264453068620851,-0.143962806203333,-0.184826203377505,-0.278441754522731,0.895659399762173,-0.581848554800008,"Slc18a2","214084"
"ENSMUSG00000025128",-0.889208703681441,-0.112894284053633,-0.336788196777046,-0.00444151364788827,-0.00853253241566205,0.910598492807145,-0.671788769966548,"Bhlhe22","59058"
"ENSMUSG00000025232",-0.938185975796368,-0.287581300023932,-0.163073317783309,-0.0890263711622114,-0.344410313063646,0.926146417599352,-0.290681482043455,"Hexa","15211"
