"gene","kMEblue","kMEbrown","kMEgreen","kMEgrey","kMEred","kMEturquoise","kMEyellow"
"ENSMUSG00000026259",-0.0632238902997776,0.444627346814277,-0.812517745419384,0.864414882048914,0.731777065622185,-0.109053726591624,0.336921541830176
"ENSMUSG00000041642",0.0391996285271577,0.302771805458687,-0.856455748835696,0.901337384906888,0.977212281913641,-0.126171963468476,0.0686692090218975
"ENSMUSG00000026395",-0.286416949181801,0.206656536472372,-0.899585939820794,0.811916398954769,0.836171244185326,0.226240253919933,-0.137654786433845
"ENSMUSG00000038421",0.0771645806070754,0.330461795040052,-0.781736380564238,0.813024485629639,0.967479834620344,-0.150279750656019,0.0860263723542221
"ENSMUSG00000047909",0.162110895504406,0.0478072247795518,-0.759017863992248,0.851332301156191,0.803151582813102,-0.240559153041094,0.205898727796975
"ENSMUSG00000027347",0.0093170600617539,0.372588071692834,-0.762984809205453,0.803102939405304,0.943776287176236,-0.0793990105994087,-0.00675918411896824
"ENSMUSG00000042851",-0.0243655779120163,0.284636393381956,-0.896211504874686,0.817322232111527,0.906693334355604,-0.0467185714973445,0.085219322884297
"ENSMUSG00000000823",-0.20975707580076,0.169600211605796,-0.900947139535468,0.85012879171551,0.828129471166726,0.117364167341246,0.0862567463550031
"ENSMUSG00000059994",0.0411884042166627,0.218275558006125,-0.847581607990213,0.833781264571048,0.968365692916049,-0.103338397643527,0.0448550552151014
"ENSMUSG00000091575",-0.2169805845032,0.0114368016388018,-0.890578019513723,0.936268185874798,0.798591095768678,0.108116142388705,0.15528047801465
"ENSMUSG00000040943",0.263511348349976,0.021741066099163,-0.541743478591009,0.806342894760504,0.679802294900855,-0.375042451778997,0.347191081156033
"ENSMUSG00000037922",-0.0444002840324731,0.209175763244147,-0.824663411654183,0.825114667387096,0.952264950935791,-0.0344899952963827,0.0125154278869472
"ENSMUSG00000014030",0.12903332083111,0.28119240827835,-0.815642320921849,0.880579032852191,0.980639525418552,-0.221416943259335,0.194865250537012
"ENSMUSG00000029804",-0.0325241054046439,0.175672652273718,-0.856570168962836,0.941797364987506,0.86372469201845,-0.102858140588497,0.313811763552204
"ENSMUSG00000030091",0.370930665552697,0.327088218789873,-0.637812570735208,0.828021532121156,0.81767476758572,-0.482450147091646,0.428676983057025
"ENSMUSG00000030337",0.189791234525306,0.200251577630015,-0.761901165518176,0.875126049145723,0.887347212844943,-0.274126548533186,0.141823948356368
"ENSMUSG00000008496",0.0144934269696271,0.256404416879678,-0.818782482869408,0.812407626215228,0.950217883154849,-0.0689621489573983,-0.00972583891053739
"ENSMUSG00000030724",0.131411589273228,0.286864315269561,-0.754303667380259,0.826663901356941,0.976743422941444,-0.208548292936835,0.0615432400299535
"ENSMUSG00000030795",-0.197880232128329,0.139650662642242,-0.929718594674247,0.873857537970818,0.729790855533328,0.0789753244056072,0.220789709897137
"ENSMUSG00000047146",0.222773985115078,0.24833334126069,-0.750543529432072,0.851235405774702,0.88639287984293,-0.320036306148781,0.239785643941342
"ENSMUSG00000045193",-0.0252179397558588,0.221616030137455,-0.908530607861243,0.837726723636116,0.838964085132955,-0.0581329441943123,0.168082398106754
"ENSMUSG00000005540",-0.210270806884762,0.165934400410672,-0.915199394075477,0.85717887780555,0.91134004252817,0.133094902482021,0.0335688817553764
"ENSMUSG00000031659",-0.293975366433752,0.253051604818696,-0.809040394468741,0.830956473105745,0.652841023937598,0.157795603888594,0.0853043981839239
"ENSMUSG00000050357",0.216074155613124,0.285983988452168,-0.749016665352269,0.812602519063533,0.980062618858008,-0.271756553379347,0.0262148330820553
"ENSMUSG00000033730",-0.27208600785633,0.233867106344814,-0.80712140013577,0.809671089718592,0.727504967577053,0.171414572114991,-0.0371203976513233
"ENSMUSG00000034959",-0.0782035546280171,0.124271870928088,-0.856317524955742,0.897559710115055,0.891403882054029,-0.00282786780388343,0.125843438625992
"ENSMUSG00000035566",-0.163465610366928,0.355722559854246,-0.879396815513018,0.829831224363458,0.878743850940542,0.0791040090995852,-0.0346718491234016
"ENSMUSG00000032572",0.128531361741581,0.0971437702347536,-0.814020814859425,0.822402020796564,0.94020722710622,-0.190132281405812,0.115303692445823
"ENSMUSG00000021701",0.209321513005579,0.165499605952062,-0.720917974989981,0.844412659911279,0.774761253474768,-0.322673783154046,0.475373882447874
"ENSMUSG00000104213",0.0666851816951906,0.25227231435592,-0.842312317355377,0.858193076658644,0.994237599104517,-0.137750637068354,0.0746974690876321
"ENSMUSG00000022416",0.195704007544564,0.149873485511296,-0.746653230324095,0.839843253591182,0.952963687735227,-0.264061883979858,0.235797147013331
"ENSMUSG00000037548",-0.204804893369549,0.0999661458052333,-0.789396636030979,0.845137389825384,0.642132015587611,0.0620242232897901,0.481277556895667
"ENSMUSG00000041538",0.0208605030740515,0.283974012638065,-0.843787971653462,0.836273365040468,0.968607796373165,-0.0981211857536189,0.00748254990226782
"ENSMUSG00000038418",0.0563192796034749,-0.137416775652497,-0.684679323559703,0.82602080633866,0.733633071962215,-0.13316984211319,0.272496151748061
"ENSMUSG00000058470",-0.0305729944005833,0.205491762423385,-0.87485382969797,0.880665768524826,0.940691994163725,-0.0269921217982637,-0.00742531720054676
