"gene1","module1","X88","X89","X90","X92","X93","X94","X97","X99","X101","X103","X104","X105","X108","X109","X110","Gene.name","EntrezID"
"ENSMUSG00000053310","blue",308,309,382,350,353,240,811,232,314,227,249,281,442,250,496,"Nrgn","64011"
"ENSMUSG00000059495","blue",11609,9983,6548,11866,8761,8000,16667,7893,13135,7874,8013,7855,14389,9115,14229,"Arhgef12","69632"
"ENSMUSG00000066687","blue",2044,1291,2691,1291,1415,1860,5941,1384,1864,893,2004,1072,2086,1153,2647,"Zbtb16","235320"
"ENSMUSG00000032315","blue",230,153,141,163,140,230,464,55,91,43,47,16,143,20,97,"Cyp1a1","13076"
"ENSMUSG00000032249","blue",6016,5024,5818,5960,5237,4338,8277,4113,5902,4150,4066,4408,7396,4738,7170,"Anp32a","11737"
"ENSMUSG00000041729","blue",1596,1304,1024,1059,972,787,1688,814,1214,752,798,658,1530,861,1344,"Coro2b","235431"
"ENSMUSG00000036867","blue",6835,5907,6416,6464,4774,4277,10739,4297,7913,3432,3526,3137,8860,3305,7263,"Smad6","17130"
"ENSMUSG00000091956","blue",61,49,67,118,89,35,121,36,62,53,39,50,39,21,76,"C2cd4b","75697"
"ENSMUSG00000013584","blue",575,354,411,717,461,461,956,442,617,361,343,262,651,393,728,"Aldh1a2","19378"
"ENSMUSG00000041361","blue",1711,1421,1866,1832,1241,1107,2634,906,1553,997,991,810,1750,808,1514,"Myzap","102371"
"ENSMUSG00000033590","blue",3169,2678,2385,2483,2833,1880,3876,1732,2787,1645,1788,1931,3235,2126,2944,"Myo5c","208943"
"ENSMUSG00000042487","blue",616,541,516,438,317,315,657,384,475,283,295,293,800,350,460,"Leo1","235497"
"ENSMUSG00000056267","blue",371,355,315,540,411,342,747,244,397,248,278,316,401,305,472,"Cep70","68121"
"ENSMUSG00000037681","blue",394,394,370,646,466,401,827,305,399,259,307,287,490,297,455,"Esyt3","272636"
"ENSMUSG00000043154","blue",1027,893,804,1245,953,1055,1811,754,1375,719,694,785,1205,843,1390,"Ppp2r3a","235542"
"ENSMUSG00000032548","blue",13680,11335,12445,16161,12786,12002,25692,11437,13841,10531,10668,11138,14718,10051,16039,"Slco2a1","24059"
"ENSMUSG00000079355","blue",167,135,148,315,237,201,331,63,178,158,90,79,188,71,175,"Ackr4","252837"
"ENSMUSG00000010047","blue",2183,1946,1935,1886,1601,1337,3068,1388,1912,1271,1333,1181,2554,1493,2591,"Hyal2","15587"
"ENSMUSG00000056724","blue",1780,1457,1221,1817,1571,1191,2942,1251,1655,1075,1438,1329,1959,1239,2012,"Nbeal2","235627"
"ENSMUSG00000066319","blue",336,267,241,284,214,194,464,170,351,179,204,165,377,159,425,"Rtp3","235636"
"ENSMUSG00000043953","blue",923,828,791,1144,788,716,1403,564,725,605,615,593,974,638,945,"Ccrl2","54199"
"ENSMUSG00000041794","blue",381,317,651,419,247,348,874,248,278,116,128,136,311,143,236,"Myrip","245049"
"ENSMUSG00000044534","blue",1415,1166,1054,1380,1028,901,2179,885,1556,901,949,741,1663,904,1693,"Ackr2","59289"
"ENSMUSG00000020427","blue",2628,2571,2568,2828,2269,2141,4399,2036,3310,2344,2448,1681,4198,2757,4589,"Igfbp3","16009"
"ENSMUSG00000020160","blue",1289,1175,1036,1704,1205,1145,2212,787,1086,792,677,697,1449,756,1500,"Meis1","17268"
"ENSMUSG00000032878","blue",2014,1861,2122,2550,1781,1712,4072,1557,2452,1414,1438,1276,2773,1466,2691,"Ccdc85a","216613"
"ENSMUSG00000020467","blue",3277,2229,2061,2608,2131,2683,4752,2348,3401,2271,2025,1842,3691,2542,4257,"Efemp1","216616"
"ENSMUSG00000069919","blue",28244,29105,21792,37780,22580,23617,59844,10152,25087,18108,14116,14501,22938,12160,31709,"Hba-a1","15122"
"ENSMUSG00000069917","blue",248,307,276,508,317,324,860,126,125,108,144,140,207,161,220,"Hba-a2","110257"
"ENSMUSG00000044707","blue",118,121,89,55,53,30,78,48,70,27,24,36,130,40,53,"Ccnjl","380694"
"ENSMUSG00000048852","blue",80,109,84,109,79,91,114,49,109,66,40,45,43,52,104,"Gm12185","620913"
"ENSMUSG00000078921","blue",649,749,617,629,513,553,920,640,960,559,404,337,492,389,832,"Tgtp2","100039796"
"ENSMUSG00000078920","blue",850,841,722,1008,674,796,1299,712,1117,707,558,578,874,618,1080,"Ifi47","15953"
"ENSMUSG00000020357","blue",1724,1518,1421,2402,1558,1740,3675,1627,1953,1355,1368,1376,2010,1461,2323,"Flt4","14257"
"ENSMUSG00000018899","blue",2696,2377,2545,2745,2236,2127,4517,2578,3496,2057,1937,1807,3479,2246,4036,"Irf1","16362"
"ENSMUSG00000081769","blue",153,160,195,255,200,181,351,133,178,129,118,120,176,95,203,"Gm12216","622459"
"ENSMUSG00000020524","blue",811,788,575,717,493,669,970,408,731,439,436,206,791,476,735,"Gria1","14799"
"ENSMUSG00000082292","blue",395,471,280,396,238,315,519,286,629,250,222,141,276,219,365,"Gm12250","631323"
"ENSMUSG00000078853","blue",857,1163,965,1004,788,829,1382,851,1521,699,563,480,751,572,1042,"Igtp","16145"
"ENSMUSG00000069874","blue",1409,1458,1157,1270,1044,1079,1921,1149,1922,999,781,735,1105,906,1581,"Irgm2","54396"
"ENSMUSG00000004837","blue",1556,1337,1564,1702,1211,1335,2646,1122,1629,946,1001,833,1912,1133,1728,"Grap","71520"
"ENSMUSG00000020902","blue",3127,2727,2588,3540,2749,2528,4706,1827,2748,1690,1452,1568,3449,1605,2629,"Ntn1","18208"
"ENSMUSG00000052921","blue",3173,2911,2583,3690,2792,2306,5166,1865,2761,2053,2065,2170,3021,2180,3498,"Arhgef15","442801"
"ENSMUSG00000020884","blue",62,66,62,84,70,66,143,16,42,29,42,27,67,35,77,"Asgr1","11889"
"ENSMUSG00000040938","blue",944,861,1007,1433,1135,1049,2521,777,1168,825,935,865,1243,834,1302,"Slc16a11","216867"
"ENSMUSG00000020811","blue",619,541,508,696,628,495,906,274,429,367,259,310,600,329,484,"Wscd1","216881"
"ENSMUSG00000020788","blue",6993,6820,7058,10276,8526,7397,15116,5466,7676,5791,5409,4945,9292,4887,8399,"Atp2a3","53313"
"ENSMUSG00000020836","blue",202,230,201,295,206,202,389,150,210,83,152,126,175,125,329,"Coro6","216961"
"ENSMUSG00000017344","blue",217,254,184,202,193,203,335,161,182,145,139,121,316,159,228,"Vtn","22370"
"ENSMUSG00000018334","blue",886,759,569,764,604,564,1159,679,1046,463,622,543,1104,746,1110,"Ksr1","16706"
"ENSMUSG00000078763","blue",133,86,143,242,116,171,318,108,100,123,125,102,103,97,186,"Slfn1","20555"
"ENSMUSG00000000204","blue",187,42,132,141,84,68,352,50,40,71,65,123,64,103,172,"Slfn4","20558"
"ENSMUSG00000035085","blue",114,91,124,109,114,73,146,34,72,41,42,48,84,30,80,"1700020L24Rik","66330"
"ENSMUSG00000020682","blue",377,320,304,374,290,211,583,141,258,173,187,166,314,137,254,"Mmp28","118453"
"ENSMUSG00000000805","blue",3681,3135,3770,3841,3172,2683,5900,2927,4030,2769,2999,2206,5207,3022,5554,"Car4","12351"
"ENSMUSG00000069763","blue",11847,9218,10566,11831,8534,8508,18659,6075,10079,5559,5229,4389,12163,4585,10322,"Tmem100","67888"
"ENSMUSG00000038700","blue",344,306,274,306,228,219,482,215,346,176,200,153,402,195,376,"Hoxb5","15413"
"ENSMUSG00000061718","blue",261,274,357,297,244,300,456,163,238,166,156,163,224,168,311,"Ppp1r1b","19049"
"ENSMUSG00000058756","blue",2445,2125,1955,2615,1942,1711,3208,1638,2340,1594,1761,1706,2872,1714,2597,"Thra","21833"
"ENSMUSG00000020911","blue",4174,3281,4361,3921,4251,3726,6781,2721,4483,3844,3487,3518,5861,4261,5262,"Krt19","16669"
"ENSMUSG00000001552","blue",11180,9932,9696,11191,10315,8260,17413,8385,11881,8117,8204,7881,14380,8819,13978,"Jup","16480"
"ENSMUSG00000004044","blue",19258,16245,16945,18729,15759,14853,28903,14289,20731,13574,14255,13034,26616,15763,23938,"Cavin1","19285"
"ENSMUSG00000001240","blue",5998,5047,6001,5144,3644,3677,8295,3330,5140,2765,2531,2122,6236,2847,5341,"Ramp2","54409"
"ENSMUSG00000034936","blue",784,739,928,607,504,554,1203,607,835,290,368,311,1053,589,762,"Arl4d","80981"
"ENSMUSG00000006574","blue",309,320,85,283,176,231,697,69,151,157,88,100,174,81,228,"Slc4a1","20533"
"ENSMUSG00000085338","blue",133,98,122,138,108,104,226,64,118,56,64,69,82,63,104,"2410004I01Rik","69739"
"ENSMUSG00000048878","blue",2258,1994,2118,1856,1848,1727,3653,1940,2652,1362,1456,1611,2993,2046,2865,"Hexim1","192231"
"ENSMUSG00000018411","blue",3454,2959,2770,3412,2453,2031,4409,1589,2907,1534,1610,1416,3498,1770,3480,"Mapt","17762"
"ENSMUSG00000020681","blue",29415,24548,25961,35693,27033,23111,54393,19789,32363,20306,20342,19471,34036,18922,34779,"Ace","11421"
"ENSMUSG00000001029","blue",2539,2275,2372,2611,2081,1922,4213,2102,3150,1845,1792,1658,3668,1931,3594,"Icam2","15896"
"ENSMUSG00000018363","blue",5870,4753,3941,4785,4018,3494,7585,3688,5999,3110,3087,2952,6867,3753,5997,"Smurf2","66313"
"ENSMUSG00000078607","blue",1383,1191,918,1155,941,769,1704,871,1390,832,858,770,1571,1004,1585,"1810010H24Rik","69066"
"ENSMUSG00000040430","blue",3350,2972,2977,4780,3714,3289,6873,2304,3953,2579,2353,2472,4168,2245,4384,"Pitpnc1","71795"
"ENSMUSG00000020599","blue",512,385,316,470,327,282,733,283,391,225,271,238,471,209,558,"Rgs9","19739"
"ENSMUSG00000041828","blue",2501,2070,1583,3282,2288,2752,5674,1856,3274,2006,1903,1686,2806,2310,4127,"Abca8a","217258"
"ENSMUSG00000034471","blue",4505,4081,3356,3776,3301,2760,6844,3148,4723,2412,2859,2558,5352,3326,5350,"Caskin2","140721"
"ENSMUSG00000034282","blue",432,386,385,488,502,638,819,262,484,318,297,325,504,306,483,"Evpl","14027"
"ENSMUSG00000025150","blue",51421,46694,51063,61117,52906,63049,122600,36963,62169,47168,41735,39187,67163,46030,71445,"Cbr2","12409"
"ENSMUSG00000096107","blue",25,19,13,43,18,29,59,4,18,8,4,5,17,1,8,"Gm16505","100039182"
"ENSMUSG00000076431","blue",1414,1213,949,1233,1313,866,1603,953,1290,1171,840,1010,1701,882,1510,"Sox4","20677"
"ENSMUSG00000039004","blue",3663,2736,3000,4865,2772,3114,6169,1909,3629,1979,1880,1639,4067,1751,3392,"Bmp6","12161"
"ENSMUSG00000051335","blue",1363,1219,775,1261,829,724,1666,964,1494,705,742,694,1775,1004,1592,"Gfod1","328232"
"ENSMUSG00000021390","blue",7277,6146,5411,6896,4464,5597,11158,5174,8756,4782,4636,3017,9245,5583,8277,"Ogn","18295"
"ENSMUSG00000005320","blue",1389,1238,863,1315,920,941,1911,1021,1200,829,885,671,1564,931,1718,"Fgfr4","14186"
"ENSMUSG00000021495","blue",1652,1498,1287,2061,1726,1294,3021,1004,1338,906,1225,1269,1491,1058,2310,"Fam193b","212483"
"ENSMUSG00000021559","blue",4189,3773,3294,3565,3149,2474,5474,2950,3885,2584,2943,2752,4879,3337,4206,"Dapk1","69635"
"ENSMUSG00000044258","blue",3677,3051,3650,3619,2669,3001,6314,3790,4962,2591,2780,2889,6076,3374,5848,"Ctla2a","13024"
"ENSMUSG00000021573","blue",1584,1333,988,1243,1113,1274,2314,743,1865,1022,930,784,1750,922,2006,"Tppp","72948"
"ENSMUSG00000052485","blue",83,60,98,68,69,28,88,39,43,32,43,41,101,36,49,"Tmem171","380863"
"ENSMUSG00000023132","blue",145,318,315,254,166,201,294,156,337,191,139,61,124,63,182,"Gzma","14938"
"ENSMUSG00000021765","blue",425,383,449,408,305,381,625,205,384,236,222,219,411,244,382,"Fst","14313"
"ENSMUSG00000042284","blue",2994,2830,1707,4572,3240,2992,6217,2163,3940,2539,2307,2237,3624,2379,4549,"Itga1","109700"
"ENSMUSG00000020571","blue",5394,4765,4816,4113,4702,3094,5881,3808,5115,3566,3319,3957,7044,4915,6978,"Pdia6","71853"
"ENSMUSG00000020642","blue",4070,3326,2888,5124,3177,3033,6427,2170,3601,1943,1742,1786,4222,1778,3443,"Rnf144a","108089"
"ENSMUSG00000019256","blue",2578,2104,1726,3439,2634,2224,4491,1511,2750,2359,1903,2135,2803,1607,3157,"Ahr","11622"
"ENSMUSG00000045930","blue",8993,6522,7248,12750,8129,8100,17037,5434,9011,7327,6541,6342,9713,5814,10145,"Clec14a","66864"
"ENSMUSG00000046768","blue",1618,1299,1286,1389,905,907,1772,1239,1489,921,959,1016,1943,1214,1826,"Rhoj","80837"
"ENSMUSG00000063450","blue",4856,3774,3287,5381,4630,4386,8993,2930,4947,3365,3207,3359,4798,3517,5717,"Syne2","319565"
"ENSMUSG00000021055","blue",48,62,62,157,61,94,158,30,42,38,19,20,56,18,59,"Esr2","13983"
"ENSMUSG00000060716","blue",426,371,313,593,487,426,799,314,490,301,315,315,548,331,511,"Plekhh1","211945"
"ENSMUSG00000066438","blue",657,500,492,525,620,537,918,353,569,352,419,476,671,505,627,"Plekhd1","217682"
"ENSMUSG00000021224","blue",2987,2666,2370,2854,2505,2067,4352,2255,3348,1997,1965,1894,3629,2287,3676,"Numb","18222"
"ENSMUSG00000072949","blue",709,544,704,1079,399,491,1363,503,842,417,455,398,852,562,961,"Acot1","26897"
"ENSMUSG00000044456","blue",2993,2326,2469,2326,1864,1887,4138,1989,2853,1800,2044,1759,3451,2213,2984,"Rin3","217835"
"ENSMUSG00000066363","blue",194,298,343,529,236,297,549,342,528,145,131,112,211,151,336,"Serpina3f","238393"
"ENSMUSG00000021294","blue",1381,1134,807,1385,1173,816,1981,828,1541,929,986,935,1754,980,1623,"Kif26a","668303"
"ENSMUSG00000011171","blue",494,446,358,554,250,266,590,399,527,250,274,213,562,342,510,"Vipr2","22355"
"ENSMUSG00000054263","blue",2287,2178,2474,3976,2781,2652,5454,1589,2427,2131,2131,2136,2382,2140,3053,"Lifr","16880"
"ENSMUSG00000022197","blue",10550,9223,5954,10454,8830,7815,16433,6922,10240,7537,7218,7327,12236,8298,13039,"Pdzd2","68070"
"ENSMUSG00000022237","blue",4664,3670,2472,3599,3004,2118,5566,2135,4741,2341,2412,2140,4456,2148,4310,"Ankrd33b","67434"
"ENSMUSG00000051359","blue",1195,971,1031,1534,944,974,1948,796,1147,806,824,721,1384,821,1266,"Ncald","52589"
"ENSMUSG00000060429","blue",706,539,328,637,547,571,877,343,457,351,367,339,508,353,568,"Sntb1","20649"
"ENSMUSG00000022376","blue",551,526,359,573,514,524,927,283,380,320,276,288,511,273,417,"Adcy8","11514"
"ENSMUSG00000053469","blue",78,76,67,89,55,77,114,24,58,34,24,28,43,31,37,"Tg","21819"
"ENSMUSG00000036661","blue",2969,2607,2493,3212,2465,2207,4717,2431,3008,1896,2380,2282,3618,2106,2956,"Dennd3","105841"
"ENSMUSG00000022595","blue",321,265,254,249,225,259,531,191,277,173,187,148,347,169,310,"Lypd2","68311"
"ENSMUSG00000022579","blue",2533,2183,2964,2997,2108,2150,4449,1959,2177,1054,1234,1215,2845,1416,2290,"Gpihbp1","68453"
"ENSMUSG00000091694","blue",55,227,41,101,51,54,194,7,76,26,9,7,14,13,45,"Apol11b","328563"
"ENSMUSG00000033170","blue",1504,1324,1186,1500,1241,1099,2504,1051,1685,863,930,972,1780,1155,1782,"Card10","105844"
"ENSMUSG00000049521","blue",2908,2570,2578,2642,2378,2360,4599,2292,3198,1863,1842,2090,4006,2372,4155,"Cdc42ep1","104445"
"ENSMUSG00000055065","blue",9054,7954,6636,9045,8550,6051,13770,6277,8880,5148,6746,7063,10512,7294,12606,"Ddx17","67040"
"ENSMUSG00000053411","blue",1214,1020,1007,1879,1343,1344,2686,938,1353,948,1111,1053,1284,999,1678,"Cbx7","52609"
"ENSMUSG00000042428","blue",1040,857,786,1069,910,874,1969,675,1135,770,635,609,1353,775,1127,"Mgat3","17309"
"ENSMUSG00000061740","blue",910,800,819,1091,700,778,1443,467,651,434,421,381,833,401,723,"Cyp2d22","56448"
"ENSMUSG00000022623","blue",3995,3315,2704,4232,3311,2641,6633,2632,3673,2602,2983,2896,4104,2923,5252,"Shank3","58234"
"ENSMUSG00000036158","blue",2796,2147,1920,3312,2296,1463,3873,1233,2794,2346,1980,1608,2648,1398,3155,"Prickle1","106042"
"ENSMUSG00000022475","blue",3999,3526,3192,4845,4291,3301,6798,2791,3970,3110,3214,3448,4186,3136,4962,"Hdac7","56233"
"ENSMUSG00000023000","blue",164,163,93,100,98,80,164,97,126,77,69,64,206,90,176,"Dhh","13363"
"ENSMUSG00000023011","blue",747,508,509,809,566,610,1285,398,747,423,442,282,793,399,774,"Faim2","72393"
"ENSMUSG00000000530","blue",17147,13562,13988,17483,13669,13120,28761,11340,18768,10744,10849,9082,20689,10187,18962,"Acvrl1","11482"
"ENSMUSG00000061397","blue",1090,1055,1453,1452,1507,1141,2299,623,1135,1212,1409,667,1497,1513,1584,"Krt79","223917"
"ENSMUSG00000023046","blue",2101,1647,1999,2170,1466,1762,3606,1098,2189,1132,1018,702,2218,1019,2172,"Igfbp6","16012"
"ENSMUSG00000039457","blue",2652,2180,2122,2583,2577,2845,4368,1506,2585,1533,1722,1603,2750,1849,3031,"Ppl","19041"
"ENSMUSG00000003526","blue",458,448,457,637,509,498,1028,328,423,266,348,337,491,300,507,"Prodh","19125"
"ENSMUSG00000041378","blue",9122,8246,10218,9609,6570,7590,16522,8693,10837,5721,6453,5821,13423,6426,11306,"Cldn5","12741"
"ENSMUSG00000022537","blue",869,757,730,1019,770,539,1288,431,738,558,574,576,922,488,983,"Tmem44","224090"
"ENSMUSG00000022844","blue",300,284,283,306,235,177,388,215,320,204,164,204,471,206,355,"Pdia5","72599"
"ENSMUSG00000061080","blue",105,73,109,94,50,70,168,70,101,45,36,38,114,54,100,"Lsamp","268890"
"ENSMUSG00000075033","blue",441,390,375,592,413,438,806,335,489,313,314,263,494,270,530,"Nxpe3","385658"
"ENSMUSG00000035258","blue",1950,1740,1437,2202,1595,1686,3490,1271,2091,1274,1262,858,2105,1200,2188,"Abi3bp","320712"
"ENSMUSG00000022747","blue",1229,1110,1297,1655,1333,1299,2364,948,1598,1052,1013,1033,1774,958,1774,"St3gal6","54613"
"ENSMUSG00000041134","blue",5675,5231,3881,7836,5585,4705,10244,3643,6269,4438,4140,4269,7199,4083,7364,"Cyyr1","224405"
"ENSMUSG00000022941","blue",1100,983,910,1031,946,767,1677,660,985,734,689,590,1286,665,1387,"Ripply3","170765"
"ENSMUSG00000014773","blue",977,863,827,658,595,724,1667,845,931,336,398,501,1159,487,957,"Dll1","13388"
"ENSMUSG00000045551","blue",183,172,180,199,193,129,324,75,194,119,132,66,214,146,284,"Fpr1","14293"
"ENSMUSG00000052270","blue",275,245,285,316,286,221,523,137,338,179,235,73,284,251,387,"Fpr2","14289"
"ENSMUSG00000039218","blue",11818,10314,5838,12234,11817,8786,21634,8927,11261,8384,9528,9561,11361,8493,15657,"Srrm2","75956"
"ENSMUSG00000039628","blue",121,94,84,80,55,77,164,40,80,46,44,47,82,46,81,"Hs3st6","328779"
"ENSMUSG00000024163","blue",2103,1652,1377,2205,1936,1552,3709,1388,1960,1352,1769,1697,2039,1588,2887,"Mapk8ip3","30957"
"ENSMUSG00000063011","blue",1230,914,762,989,872,962,2197,1100,1363,821,716,628,1634,790,1675,"Msln","56047"
"ENSMUSG00000024190","blue",8296,7600,8249,12825,8843,9120,21566,6284,9453,7230,9515,10760,11779,8115,8178,"Dusp1","19252"
"ENSMUSG00000024008","blue",137,106,135,175,179,134,221,79,158,135,140,37,195,140,198,"Cpne5","240058"
"ENSMUSG00000024011","blue",466,396,493,573,336,499,929,278,475,296,294,314,503,306,528,"Pi16","74116"
"ENSMUSG00000024027","blue",584,525,409,1018,762,726,1415,273,467,352,291,229,429,206,464,"Glp1r","14652"
"ENSMUSG00000041119","blue",533,527,748,737,488,492,1191,494,452,362,444,426,715,405,579,"Pde9a","18585"
"ENSMUSG00000073424","blue",234,196,215,225,213,189,443,126,202,132,145,105,233,141,256,"Cyp4f15","106648"
"ENSMUSG00000042099","blue",2957,2942,2729,3104,2658,2109,4904,2161,2633,1840,2295,1988,3425,2305,3641,"Kank3","80880"
"ENSMUSG00000096727","blue",875,1041,1090,1295,1113,1080,1947,970,1295,920,834,942,1038,897,1374,"Psmb9","16912"
"ENSMUSG00000015468","blue",4245,3773,3295,4202,3624,2616,6802,2923,3946,2685,2935,3008,4713,3016,5492,"Notch4","18132"
"ENSMUSG00000035929","blue",6888,8107,8167,10151,8327,8402,16832,9300,11014,6628,7161,6994,8757,8560,10732,"H2-Q4","15015"
"ENSMUSG00000055413","blue",653,843,684,1063,866,819,1719,836,993,596,675,643,763,709,1043,"H2-Q5","15016"
"ENSMUSG00000073409","blue",2157,2827,2427,3436,2598,3040,5515,2569,3490,1745,1868,1649,2035,2069,3088,"H2-Q6","110557"
"ENSMUSG00000060550","blue",1089,1574,1364,1960,1468,1582,2927,1284,1667,933,939,834,962,994,1589,"H2-Q7","15018"
"ENSMUSG00000090509","blue",219,213,271,234,245,229,340,106,195,148,151,120,243,213,220,"Sfta2","433102"
"ENSMUSG00000003541","blue",2636,2067,2632,3078,2327,1917,4527,1430,2076,2025,1790,1893,2911,1452,3052,"Ier3","15937"
"ENSMUSG00000073405","blue",677,839,807,1135,880,1050,1874,754,1019,683,647,740,736,805,1232,"H2-T-ps","667803"
"ENSMUSG00000073400","blue",92,99,32,87,64,62,217,17,58,39,27,31,65,30,70,"Trim10","19824"
"ENSMUSG00000036036","blue",658,562,484,450,536,372,855,477,542,333,490,549,690,388,844,"Zfp57","22715"
"ENSMUSG00000024462","blue",1289,1051,854,1355,1266,929,2312,881,1207,790,1139,1100,1233,979,1749,"Gabbr1","54393"
"ENSMUSG00000056492","blue",36862,30351,26480,41174,30368,28345,58720,24228,38255,23033,24055,23115,40534,24873,39542,"Adgrf5","224792"
"ENSMUSG00000040260","blue",1695,1302,1052,1014,910,750,1447,1178,1627,761,1008,1005,1821,1039,1444,"Daam2","76441"
"ENSMUSG00000024206","blue",485,429,332,414,372,400,660,233,426,329,314,313,533,307,601,"Rfx2","19725"
"ENSMUSG00000024066","blue",7368,7519,10594,9856,7305,6858,15484,5486,8374,5181,5599,4735,7630,5428,8584,"Xdh","22436"
"ENSMUSG00000045038","blue",2413,2035,1725,2869,2102,2185,4312,1791,2738,1786,1788,1677,2958,1825,3234,"Prkce","18754"
"ENSMUSG00000024140","blue",71342,67162,48032,87046,59103,59670,119044,42625,50308,43985,43718,40724,55118,35257,70436,"Epas1","13819"
"ENSMUSG00000005836","blue",1401,1124,1098,1464,1363,1023,2027,875,1454,1070,911,978,1606,913,1617,"Gata6","14465"
"ENSMUSG00000102697","blue",536,428,422,798,537,530,1196,389,650,478,455,347,625,335,583,"Pcdhac2","353237"
"ENSMUSG00000024451","blue",5846,4907,4161,5593,4611,3955,8895,3504,5029,3264,3573,3356,5854,3458,6386,"Arap3","106952"
"ENSMUSG00000051375","blue",8676,7478,6483,8903,6561,5567,14628,6545,10757,6769,6957,5611,11854,6641,11677,"Pcdh1","75599"
"ENSMUSG00000024440","blue",1192,1131,956,1023,745,670,1767,876,1316,827,927,859,1665,1007,1583,"Pcdh12","53601"
"ENSMUSG00000038791","blue",9654,8624,10992,9095,7924,7501,18951,8238,13348,8022,7469,6453,16097,8723,14979,"Scgb3a2","117158"
"ENSMUSG00000071856","blue",1226,1155,1119,1558,1192,1000,2040,910,1524,835,915,955,1881,1088,1965,"Mcc","328949"
"ENSMUSG00000019647","blue",1643,1470,1482,2197,1562,1518,3025,1040,1590,1110,1063,1184,1748,1075,1958,"Sema6a","20358"
"ENSMUSG00000052713","blue",1412,1226,1120,1912,1564,1385,2655,976,1268,1327,1228,1480,1608,1111,1665,"Zfp608","269023"
"ENSMUSG00000033032","blue",5626,4706,4845,5948,4675,4180,8924,4086,6328,4024,4406,3742,7415,4367,6615,"Afap1l1","106877"
"ENSMUSG00000045730","blue",1235,1251,1250,1835,1309,1539,2791,1000,1439,937,1152,955,1734,1296,1560,"Adrb2","11555"
"ENSMUSG00000024517","blue",120,111,177,169,93,146,205,59,72,31,30,20,105,18,58,"Grp","225642"
"ENSMUSG00000024526","blue",134,95,95,98,88,127,198,49,183,93,55,49,170,65,183,"Cidea","12683"
"ENSMUSG00000024511","blue",710,551,547,677,525,456,956,401,688,373,398,456,716,540,602,"Rab27b","80718"
"ENSMUSG00000053846","blue",1573,1257,1231,1179,790,790,1680,545,941,547,688,462,1651,591,1138,"Lipg","16891"
"ENSMUSG00000025880","blue",2806,2173,2612,2713,2024,1620,3982,1975,3140,1821,1968,1671,3568,1933,4010,"Smad7","17131"
"ENSMUSG00000024548","blue",963,654,523,1164,831,883,1688,753,1065,750,764,718,1012,701,1083,"Setbp1","240427"
"ENSMUSG00000056214","blue",1236,1013,953,1325,868,924,1777,928,1478,813,862,648,1586,923,1466,"Pard6g","93737"
"ENSMUSG00000040663","blue",213,226,229,377,314,206,506,177,193,179,223,228,233,153,349,"Clcf1","56708"
"ENSMUSG00000056917","blue",2675,2249,2188,2865,2359,2014,4428,1998,2412,1954,2000,1848,2994,1842,3284,"Sipa1","20469"
"ENSMUSG00000092274","blue",26219,25398,22717,29078,30112,18285,52803,16213,22163,18567,28465,27799,25200,21097,41350,"Neat1","66961"
"ENSMUSG00000024772","blue",4453,3799,4063,4088,3396,2975,6300,3063,4082,2740,2841,2528,5438,2871,4606,"Ehd1","13660"
"ENSMUSG00000024948","blue",2250,1963,1879,2890,2169,1906,4500,1532,1990,1495,1669,1511,2301,1389,2780,"Map4k2","26412"
"ENSMUSG00000032946","blue",1340,1391,1174,1537,1227,1063,2571,880,1154,834,932,742,1361,760,1521,"Rasgrp2","19395"
"ENSMUSG00000033768","blue",439,413,494,621,333,330,742,246,425,250,261,183,485,212,414,"Nrxn2","18190"
"ENSMUSG00000052188","blue",149,168,177,266,153,118,306,97,168,66,99,46,190,70,183,"Gm14964","100008567"
"ENSMUSG00000069833","blue",58106,42629,36887,61826,49915,48676,102464,35288,59842,42140,43931,44427,62545,44985,71382,"Ahnak","66395"
"ENSMUSG00000024653","blue",460589,383874,446374,451961,344769,384475,795297,283977,477491,306227,278350,271669,538410,318828,514924,"Scgb1a1","22287"
"ENSMUSG00000039982","blue",1115,908,847,971,716,612,1292,831,957,655,782,829,1376,843,1013,"Dtx4","207521"
"ENSMUSG00000036192","blue",12,16,18,45,27,29,44,6,15,5,4,2,8,5,11,"Rorb","225998"
"ENSMUSG00000067297","blue",208,112,139,146,84,74,198,72,110,76,75,62,125,61,152,"Ifit1bl2","112419"
"ENSMUSG00000067279","blue",609,613,466,500,426,290,559,380,746,374,295,370,771,294,635,"Ppp1r3c","53412"
"ENSMUSG00000025006","blue",1064,890,663,1099,811,940,1912,704,1288,781,650,694,1205,786,1395,"Sorbs1","20411"
"ENSMUSG00000025034","blue",4146,3619,3287,3762,3118,2723,5430,2844,3907,2655,2654,2657,5284,2855,4674,"Trim8","93679"
"ENSMUSG00000053617","blue",5640,4773,3553,5270,4140,3700,7678,4124,5602,3305,3714,3815,6624,4015,6501,"Sh3pxd2a","14218"
"ENSMUSG00000025064","blue",118,101,93,156,93,218,213,49,111,50,68,29,124,48,112,"Col17a1","12821"
"ENSMUSG00000035283","blue",1248,1018,1067,1687,1272,1098,2249,661,1455,1269,1109,862,1505,832,1642,"Adrb1","11554"
