gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID
ENSMUSG00000095794	turquoise	286	415	276	357	309	521	1219	2262	1064	1140	1157	4404	1106	898	3439	Igkv6-17	667865
ENSMUSG00000076591	turquoise	2	8	0	3	8	8	27	8	19	51	4	17	40	15	20	Igkv8-16	640340
ENSMUSG00000094797	turquoise	348	319	389	237	135	238	963	1476	1737	1286	1778	1271	931	709	3222	Igkv6-15	108022
ENSMUSG00000096844	turquoise	16	31	30	94	26	47	139	282	136	56	432	219	395	69	479	Igkv6-14	667881
ENSMUSG00000076594	turquoise	38	65	79	23	50	37	176	1375	448	529	1126	268	1268	160	299	Igkv6-13	667899
ENSMUSG00000094117	turquoise	71	140	210	240	220	165	1063	766	1168	1348	250	525	1149	285	1161	Igkv3-12	667914
ENSMUSG00000076596	turquoise	43	60	44	68	85	54	238	432	227	503	362	112	152	302	728	Igkv3-10	667924
ENSMUSG00000095338	turquoise	1	0	0	3	0	1	0	43	11	1	0	1	0	0	10	Igkv3-9	667928
ENSMUSG00000076598	turquoise	49	199	116	108	130	171	899	860	721	637	188	449	334	126	858	Igkv3-7	108005
ENSMUSG00000095335	turquoise	78	154	137	120	122	362	457	878	1316	1085	397	436	637	338	1272	Igkv3-5	667940
ENSMUSG00000096715	turquoise	69	98	68	76	107	129	391	469	291	177	291	220	359	430	592	Igkv3-4	626347
ENSMUSG00000095351	turquoise	92	204	44	103	125	128	405	632	235	306	115	157	512	386	1126	Igkv3-2	626583
ENSMUSG00000095682	turquoise	11	27	25	10	16	24	46	131	27	161	51	92	29	20	97	Igkv3-1	108004
ENSMUSG00000076604	turquoise	9	16	16	25	13	17	75	90	53	84	35	62	51	26	97	Igkj1	110759
ENSMUSG00000076605	turquoise	19	54	18	36	29	34	77	139	77	84	90	107	67	72	159	Igkj2	110760
ENSMUSG00000076608	turquoise	10	33	17	27	30	34	97	96	72	79	56	76	113	48	122	Igkj5	110763
ENSMUSG00000076609	turquoise	5011	9286	6924	6215	7589	8937	27414	55436	35994	39861	27592	33747	40077	23896	68907	Igkc	16071
ENSMUSG00000056737	turquoise	1137	874	1113	1272	1329	1224	2148	1941	1522	1920	1727	2150	2225	2678	2274	Capg	12332
ENSMUSG00000079523	turquoise	5198	4234	5333	5346	4668	4345	8481	6585	6968	5971	5704	6184	9390	8184	9267	Tmsb10	19240
ENSMUSG00000052861	turquoise	1029	885	684	1220	913	742	2283	976	1568	1162	1123	1272	1633	1180	2418	Dnah6	330355
ENSMUSG00000030017	turquoise	564	468	415	318	407	371	800	1043	1585	862	831	840	2679	834	1786	Reg3g	19695
ENSMUSG00000033788	turquoise	775	869	757	1036	1086	653	1620	1504	1605	1477	1649	2015	2106	2417	2517	Dysf	26903
ENSMUSG00000051343	turquoise	932	780	700	1199	986	963	1859	1404	1509	1346	1412	1648	1617	1759	1946	Rab11fip5	52055
ENSMUSG00000030000	turquoise	72	72	62	140	80	71	252	194	276	213	264	243	315	307	432	Add2	11519
ENSMUSG00000030046	turquoise	0	0	0	0	0	0	0	1	45	1	0	0	0	3	0	Bmp10	12154
ENSMUSG00000030047	turquoise	392	344	409	549	463	503	965	714	561	723	636	896	837	1080	950	Arhgap25	232201
ENSMUSG00000033174	turquoise	3262	2914	3386	4203	3138	2695	6135	3857	5968	4567	4464	5086	6250	5932	6921	Mgll	23945
ENSMUSG00000033152	turquoise	160	127	149	170	132	129	300	299	275	246	230	205	346	240	324	Podxl2	319655
ENSMUSG00000064080	turquoise	473	396	312	507	415	540	944	641	920	696	692	1103	1066	903	1312	Fbln2	14115
ENSMUSG00000030096	turquoise	4719	4481	3983	7599	7477	5869	11506	7319	8397	9606	9725	11284	9129	12127	12769	Slc6a6	21366
ENSMUSG00000030022	turquoise	1625	1461	884	1084	1265	878	1593	2198	2348	1182	1736	1306	2459	2151	3029	Adamts9	101401
ENSMUSG00000030074	turquoise	108	89	42	75	60	78	169	131	206	111	121	160	196	175	215	Gxylt2	232313
ENSMUSG00000035357	turquoise	976	785	747	975	728	612	1554	1499	1613	1197	1290	1595	1906	1546	1801	Pdzrn3	55983
ENSMUSG00000030077	turquoise	28	30	24	19	21	100	60	130	79	122	69	190	88	97	145	Chl1	12661
ENSMUSG00000034648	turquoise	7	9	7	7	4	42	14	78	10	87	90	135	34	131	80	Lrrn1	16979
ENSMUSG00000030103	turquoise	1244	1258	1370	1566	2053	1648	3167	2181	2411	2435	2120	2732	2913	3081	3975	Bhlhe40	20893
ENSMUSG00000030104	turquoise	2142	2019	1524	1827	1794	1615	3227	2568	2906	2261	2031	2472	3518	2842	3789	Edem1	192193
ENSMUSG00000034387	turquoise	1	3	6	6	9	5	5	12	6	21	40	49	15	48	29	Ssu2	243612
ENSMUSG00000009394	turquoise	165	114	108	227	181	153	381	329	418	362	358	458	347	443	613	Syn2	20965
ENSMUSG00000030123	turquoise	4254	4001	3173	5486	4354	3627	7503	5318	5472	5191	5440	6439	7833	7338	8339	Plxnd1	67784
ENSMUSG00000030111	turquoise	1	0	3	158	1	0	23	8	2	13	148	155	3	6	770	A2m	232345
ENSMUSG00000030116	turquoise	195	157	187	203	221	214	329	343	331	338	320	607	416	615	524	Mfap5	50530
ENSMUSG00000040613	turquoise	209	189	238	319	260	268	526	430	356	658	604	715	518	640	615	Apobec1	11810
ENSMUSG00000003153	turquoise	208	242	302	630	566	320	666	600	548	706	635	678	793	748	812	Slc2a3	20527
ENSMUSG00000040552	turquoise	115	105	91	141	111	122	255	292	243	404	299	522	299	322	341	C3ar1	12267
ENSMUSG00000030148	turquoise	137	112	145	167	132	156	252	222	241	245	254	246	258	338	339	Clec4a2	26888
ENSMUSG00000023349	turquoise	560	423	555	540	667	540	993	1258	950	1026	1231	1124	1439	2079	1524	Clec4n	56620
ENSMUSG00000030144	turquoise	46	31	95	52	49	40	169	204	85	148	167	219	178	278	191	Clec4d	17474
ENSMUSG00000038527	turquoise	214	151	221	223	274	217	417	298	355	339	329	363	363	467	487	C1rl	232371
ENSMUSG00000055172	turquoise	1625	1209	1267	1547	1371	1479	3115	2114	2386	2020	1791	1817	2510	2343	3028	C1ra	50909
ENSMUSG00000038521	turquoise	1995	1693	1563	2089	1679	1979	4093	2809	3411	2503	2478	2389	3655	2898	4013	C1s1	50908
ENSMUSG00000000182	turquoise	4	0	1	8	1	0	7	7	2	3	24	43	14	9	71	Fgf23	64654
ENSMUSG00000000184	turquoise	4153	3646	3154	3865	3474	2879	7548	5210	7548	4846	4457	5540	8506	5823	8763	Ccnd2	12444
ENSMUSG00000047228	turquoise	244	178	132	304	180	208	624	342	386	306	255	296	686	262	545	A2ml1	232400
ENSMUSG00000053063	turquoise	144	125	144	218	169	184	404	262	290	321	310	327	301	335	423	Clec12a	232413
ENSMUSG00000079293	turquoise	1515	1163	1535	1947	2002	1765	2851	2827	2078	3138	2742	3581	3000	5010	3259	Clec7a	56644
ENSMUSG00000030162	turquoise	466	338	328	483	581	442	759	730	587	753	719	1103	713	1319	1042	Olr1	108078
ENSMUSG00000067591	turquoise	65	56	70	84	78	96	93	186	99	157	166	170	169	297	174	Klra3	16634
ENSMUSG00000090698	turquoise	62	90	101	173	149	231	335	431	199	212	343	752	343	663	503	Apold1	381823
ENSMUSG00000030208	turquoise	7317	5996	5461	6053	5054	5209	10243	7519	9822	6161	6021	6358	12057	8123	10867	Emp1	13730
ENSMUSG00000030214	turquoise	831	671	685	788	742	824	1489	1184	1418	1263	1136	1335	1613	1469	1829	Plbd1	66857
ENSMUSG00000030217	turquoise	305	267	269	387	288	336	624	538	502	501	543	570	581	631	727	Art4	109978
ENSMUSG00000030218	turquoise	6091	4405	4742	4708	4480	5839	10790	13397	12108	11113	11173	11825	13899	17418	17178	Mgp	17313
ENSMUSG00000030237	turquoise	2	3	2	0	1	2	13	18	41	50	58	62	46	71	95	Slco1a4	28250
ENSMUSG00000063975	turquoise	33	55	51	34	65	52	108	129	110	84	64	100	126	115	115	Slco1a5	108096
ENSMUSG00000030256	turquoise	398	266	311	538	652	542	876	711	653	1053	865	1070	699	1158	1197	Bhlhe41	79362
ENSMUSG00000058818	turquoise	455	335	444	465	525	513	1040	925	656	987	890	1043	923	1432	1106	Pirb	18733
ENSMUSG00000089942	turquoise	36	29	28	34	55	30	74	76	66	82	82	82	98	113	92	Pira2	18725
ENSMUSG00000055541	turquoise	145	111	133	195	155	167	380	212	232	280	293	278	232	312	337	Lair1	52855
ENSMUSG00000070873	turquoise	427	333	435	437	462	413	617	478	539	525	594	552	657	872	784	Lilra5	232801
ENSMUSG00000081723	turquoise	127	128	128	146	149	154	242	220	228	315	280	210	284	411	296	Gm15931	112136069
ENSMUSG00000043017	turquoise	152	99	117	140	165	201	317	398	256	444	399	424	413	590	456	Ptgir	19222
ENSMUSG00000011263	turquoise	56	63	84	77	101	59	162	282	132	239	315	438	335	746	516	Exoc3l2	74463
ENSMUSG00000002985	turquoise	12157	10988	13364	13137	13715	11612	22846	24970	23226	21416	22137	24944	30195	30370	32985	Apoe	11816
ENSMUSG00000014686	turquoise	1	9	11	7	5	9	28	33	13	18	35	47	15	30	30	Ceacam16	330483
ENSMUSG00000040907	turquoise	153	145	184	184	180	185	473	251	196	248	245	379	257	294	315	Atp1a3	232975
ENSMUSG00000060188	turquoise	738	632	857	780	649	645	1418	1231	1264	1181	931	1083	1676	1254	1623	Cxcl17	232983
ENSMUSG00000005547	turquoise	1693	1497	1320	2502	1751	2283	5322	2857	4127	3583	2681	1682	3481	3122	5385	Cyp2a5	13087
ENSMUSG00000003363	turquoise	2351	2018	2243	2308	2646	2312	3916	4734	3553	4459	4583	5795	4949	7623	5281	Pld3	18807
ENSMUSG00000030579	turquoise	699	585	946	860	863	817	1489	1169	966	1161	1154	1398	1347	1723	1468	Tyrobp	22177
ENSMUSG00000030577	turquoise	500	355	377	941	842	700	1378	692	592	972	837	806	828	994	892	Cd22	12483
ENSMUSG00000009687	turquoise	1412	1171	1594	1548	1455	1315	2692	1939	1961	2061	2116	2219	2656	2821	2929	Fxyd5	18301
ENSMUSG00000019194	turquoise	902	831	979	792	872	807	1515	1284	1592	1341	1284	1572	1991	1665	1818	Scn1b	20266
ENSMUSG00000074170	turquoise	131	132	141	137	116	169	299	268	266	166	215	184	296	359	366	Plekhf1	72287
ENSMUSG00000013367	turquoise	22	6	9	15	13	15	41	41	32	61	35	56	33	34	40	Iglon5	210094
ENSMUSG00000004609	turquoise	483	399	457	602	510	452	1113	885	838	914	861	1067	888	1171	1173	Cd33	12489
ENSMUSG00000002204	turquoise	5593	5506	6354	6728	8271	5926	10427	7046	9276	7331	8049	8914	10162	10767	9977	Napsa	16541
ENSMUSG00000007783	turquoise	89	74	85	93	101	78	212	164	165	152	173	233	185	184	290	Cpt1c	78070
ENSMUSG00000050708	turquoise	22571	18126	24145	23021	22666	21047	40037	36848	33482	35487	34567	42009	44290	54397	47967	Ftl1	14325
ENSMUSG00000003873	turquoise	970	820	1054	943	1060	800	1790	1378	1458	1152	1262	1310	1821	1463	2017	Bax	12028
ENSMUSG00000059824	turquoise	62	112	185	737	1196	804	1178	393	563	1584	939	1509	209	1054	1971	Dbp	13170
ENSMUSG00000040046	turquoise	3	2	7	2	3	9	11	74	62	91	86	102	79	108	105	Tph1	21990
ENSMUSG00000040026	turquoise	44	37	40	26	49	37	172	655	134	710	365	542	497	883	570	Saa3	20210
ENSMUSG00000010307	turquoise	201	219	253	334	316	269	469	378	329	478	452	521	420	613	610	Tmem86a	67893
ENSMUSG00000099620	turquoise	1	1	2	0	1	0	0	26	5	30	30	14	16	21	33	Mrgprb13	620137
ENSMUSG00000070547	turquoise	5	5	8	5	9	18	22	222	146	193	252	153	133	227	257	Mrgprb1	233231
ENSMUSG00000074109	turquoise	0	3	5	1	2	9	16	78	49	103	102	90	57	97	120	Mrgprx2	243978
ENSMUSG00000050425	turquoise	3	5	2	3	1	3	8	78	41	72	85	54	47	95	117	Mrgprb2	243979
ENSMUSG00000030609	turquoise	634	508	526	539	484	514	986	891	1038	678	725	863	1164	922	1268	Aen	68048
ENSMUSG00000030605	turquoise	5035	4376	5007	5290	4832	4217	8396	8472	6488	7551	6771	13132	8735	11166	8956	Mfge8	17304
ENSMUSG00000039062	turquoise	1391	1412	1454	1712	1702	1384	2707	2696	2127	2622	2543	3651	2814	4097	2966	Anpep	16790
ENSMUSG00000070469	turquoise	572	611	513	782	734	676	1542	1107	1106	951	967	1134	1180	1065	1550	Adamtsl3	269959
ENSMUSG00000015709	turquoise	61	36	46	64	53	75	112	287	136	259	248	454	192	483	306	Arnt2	11864
ENSMUSG00000030562	turquoise	1069	853	876	1615	1253	1446	2739	1311	2242	1672	1470	1620	1902	1901	2505	Nox4	50490
ENSMUSG00000061119	turquoise	726	567	609	878	779	845	1591	1319	1388	1291	1310	1429	1530	1724	1780	Prcp	72461
ENSMUSG00000048078	turquoise	72	66	52	94	65	85	167	132	153	152	140	236	168	184	209	Tenm4	23966
ENSMUSG00000030737	turquoise	548	532	558	747	621	676	1327	860	943	1005	1163	1118	1021	1609	1459	Slco2b1	101488
ENSMUSG00000051048	turquoise	33	39	45	37	61	34	52	128	90	93	80	195	123	135	149	P4ha3	320452
ENSMUSG00000048779	turquoise	296	229	213	321	272	240	515	475	459	464	427	490	511	503	642	P2ry6	233571
ENSMUSG00000032860	turquoise	314	290	274	434	461	369	667	706	685	511	590	864	867	960	943	P2ry2	18442
ENSMUSG00000037060	turquoise	575	429	508	576	463	407	844	645	739	599	671	621	1082	977	1074	Cavin3	109042
ENSMUSG00000031016	turquoise	526	416	397	653	776	748	1389	715	928	835	910	772	779	1052	1294	Wee1	22390
ENSMUSG00000030772	turquoise	2255	1799	1530	2021	1380	1765	3368	2663	3482	2235	2067	2625	3507	2667	3797	Dkk3	50781
ENSMUSG00000030671	turquoise	502	420	312	533	482	466	836	666	956	508	494	507	802	781	1034	Pde3b	18576
ENSMUSG00000030657	turquoise	167	114	138	245	183	182	441	311	267	293	324	394	344	441	434	Xylt1	233781
ENSMUSG00000030650	turquoise	88	81	86	106	123	70	232	231	261	215	163	223	376	196	310	Tmc5	74424
ENSMUSG00000030954	turquoise	13	15	14	10	20	24	60	132	211	185	114	135	314	139	224	Gp2	67133
ENSMUSG00000052889	turquoise	210	145	135	447	292	330	616	337	352	480	351	400	370	415	449	Prkcb	18751
ENSMUSG00000030683	turquoise	73	64	69	63	91	81	116	236	145	245	257	390	220	435	395	Sez6l2	233878
ENSMUSG00000030789	turquoise	2129	1715	1774	1996	2688	2360	4096	3918	3026	3988	4113	4752	4092	6232	4830	Itgax	16411
ENSMUSG00000030862	turquoise	97	79	80	83	86	95	171	229	250	245	196	406	252	307	298	Cpxm2	55987
ENSMUSG00000054555	turquoise	111	105	91	149	150	94	320	263	340	287	322	304	407	407	515	Adam12	11489
ENSMUSG00000010476	turquoise	11	13	6	16	9	21	32	61	25	50	55	114	49	117	82	Ebf3	13593
ENSMUSG00000025473	turquoise	390	304	295	365	366	346	966	720	646	623	618	908	940	777	1012	Adam8	11501
ENSMUSG00000025498	turquoise	356	225	245	330	285	280	626	478	397	493	364	567	444	459	652	Irf7	54123
ENSMUSG00000025511	turquoise	654	615	793	1443	1703	1629	2860	1477	1793	1905	1584	1850	1485	1992	2679	Tspan4	64540
ENSMUSG00000066108	turquoise	948	930	1072	789	1063	907	2391	1268	1845	1480	1177	1516	1936	1214	2472	Muc5b	74180
ENSMUSG00000007891	turquoise	10549	8287	12203	11539	13493	10897	17231	28837	17951	27558	25049	42807	26069	48078	30775	Ctsd	13033
ENSMUSG00000045362	turquoise	60	49	57	119	115	98	145	169	123	153	148	268	176	259	154	Tnfrsf26	244237
ENSMUSG00000037613	turquoise	75	70	108	106	143	66	134	180	153	162	147	230	174	317	215	Tnfrsf23	79201
ENSMUSG00000048965	turquoise	87	67	81	130	109	80	177	147	144	174	171	202	148	176	215	Mrgpre	244238
ENSMUSG00000058454	turquoise	382	333	384	382	423	386	622	576	477	536	503	742	763	770	772	Dhcr7	13360
ENSMUSG00000070348	turquoise	4656	4235	3826	4029	5928	3545	7154	6904	10033	7456	6801	7894	12350	8362	11531	Ccnd1	12443
ENSMUSG00000048677	turquoise	487	448	417	402	506	383	1061	742	807	475	568	687	791	882	1335	Tpcn2	233979
ENSMUSG00000040675	turquoise	148	126	145	248	335	330	572	298	388	458	383	413	308	391	546	Mthfd1l	270685
ENSMUSG00000079685	turquoise	56	39	30	49	66	51	93	93	109	92	95	132	124	158	154	Ulbp1	77777
ENSMUSG00000019796	turquoise	100	95	114	112	96	83	211	236	244	219	226	304	303	298	311	Lrp11	237253
ENSMUSG00000019806	turquoise	591	489	554	667	625	548	1070	868	924	804	729	925	1041	1149	1165	Aig1	66253
ENSMUSG00000019970	turquoise	2853	2462	3036	3675	3041	3036	6845	4416	4658	3853	5302	5518	5861	8093	5788	Sgk1	20393
ENSMUSG00000037370	turquoise	143	166	129	197	192	192	333	293	297	309	268	301	349	388	454	Enpp1	18605
ENSMUSG00000039031	turquoise	769	695	761	1050	947	942	1663	1193	1336	1236	1028	1224	1492	1388	2011	Arhgap18	73910
ENSMUSG00000019899	turquoise	1417	1368	939	1676	1272	1278	2979	1616	2357	1778	1675	1854	1993	2011	2921	Lama2	16773
ENSMUSG00000039697	turquoise	619	519	494	844	607	573	1130	785	895	845	814	938	1015	1142	1286	Ncoa7	211329
ENSMUSG00000019846	turquoise	2155	1824	1445	2095	1654	1826	3670	2663	2946	2359	2423	2725	3382	3420	4236	Lama4	16775
ENSMUSG00000038481	turquoise	1591	1564	1392	2439	2321	1500	3574	1480	2619	2502	2294	2925	2545	2726	3955	Cdk19	78334
ENSMUSG00000062593	turquoise	863	657	772	858	883	838	2252	2375	1377	2039	2004	2968	2016	2973	2526	Lilrb4a	14728
ENSMUSG00000019874	turquoise	1	0	0	0	0	1	2	11	3	10	7	38	2	16	7	Fabp7	12140
ENSMUSG00000020108	turquoise	799	1000	1012	1003	1029	1021	2046	1789	1788	826	1207	1641	2529	3042	1480	Ddit4	74747
ENSMUSG00000058297	turquoise	12026	14292	14138	17147	14297	10869	31974	22780	27770	19711	22270	23463	31339	24143	31243	Spock2	94214
ENSMUSG00000004207	turquoise	26554	21991	26639	28814	28116	25969	49763	52927	41467	51877	51431	68651	57576	83846	64629	Psap	19156
ENSMUSG00000020100	turquoise	486	413	374	600	587	493	979	785	722	732	711	900	855	858	923	Slc29a3	71279
ENSMUSG00000020099	turquoise	1203	1162	893	1266	1180	796	1782	1718	2110	1619	1765	2054	2684	2160	2848	Unc5b	107449
ENSMUSG00000020097	turquoise	2020	1617	1513	2048	1976	1890	3726	2613	2952	2636	2569	2946	3281	3386	3641	Sgpl1	20397
ENSMUSG00000037868	turquoise	158	120	128	172	235	148	329	231	200	292	347	299	247	334	371	Egr2	13654
ENSMUSG00000037855	turquoise	395	284	287	411	342	417	780	571	771	606	563	721	771	715	886	Zfp365	216049
ENSMUSG00000019947	turquoise	1312	1066	600	1509	1359	1171	2083	1200	1417	1265	1397	1542	1490	1634	1842	Arid5b	71371
ENSMUSG00000060044	turquoise	39	39	42	84	41	40	95	84	91	109	125	150	129	208	169	Tmem26	327766
ENSMUSG00000006344	turquoise	154	166	238	228	273	155	314	246	251	301	263	289	312	390	378	Ggt5	23887
ENSMUSG00000006342	turquoise	307	220	225	270	337	287	522	388	420	418	379	511	455	457	669	Susd2	71733
ENSMUSG00000009092	turquoise	51	56	45	36	44	43	129	151	122	106	92	107	147	77	283	Derl3	70377
ENSMUSG00000001435	turquoise	2106	1891	1977	2924	3018	1838	3682	3028	3984	3089	3141	3805	4206	3990	4696	Col18a1	12822
ENSMUSG00000020262	turquoise	1922	1873	1390	2046	1500	1565	3801	2496	2898	2107	2197	2191	3315	2915	3423	Adarb1	110532
ENSMUSG00000000290	turquoise	2677	2253	2567	2913	3207	2871	5854	5463	4157	5969	5692	6414	5829	8934	6986	Itgb2	16414
ENSMUSG00000005054	turquoise	698	683	969	864	1102	743	1459	1388	1150	1217	1201	1487	1569	1902	1577	Cstb	13014
ENSMUSG00000004933	turquoise	45	32	31	57	50	49	130	90	72	94	104	104	81	129	105	Matk	17179
ENSMUSG00000034854	turquoise	763	636	718	848	884	739	1454	1324	1151	1352	1204	1740	1442	1970	1472	Mfsd12	73822
ENSMUSG00000034591	turquoise	285	260	238	343	268	182	542	477	500	433	452	484	610	529	584	Slc41a2	338365
ENSMUSG00000020044	turquoise	19386	18232	14655	19300	16867	17562	38592	28213	34520	24199	25999	26267	37506	34043	41161	Timp3	21859
ENSMUSG00000020053	turquoise	311	247	295	373	273	285	481	1024	807	840	849	1244	976	1493	1237	Igf1	16000
ENSMUSG00000035311	turquoise	1606	1460	1518	1926	2377	1542	2928	2140	2326	1971	1995	2438	2514	2775	2811	Gnptab	432486
ENSMUSG00000074802	turquoise	93	79	52	119	101	92	205	211	173	204	178	224	192	268	239	Gas2l3	237436
ENSMUSG00000020017	turquoise	88	88	87	93	115	144	227	298	266	241	233	291	266	268	283	Hal	15109
ENSMUSG00000035916	turquoise	9	1	7	9	9	6	29	52	22	28	10	8	21	28	30	Ptprq	237523
ENSMUSG00000020181	turquoise	34	31	30	44	33	57	67	64	64	94	67	85	59	119	126	Nav3	260315
ENSMUSG00000056888	turquoise	221	231	236	244	245	219	538	475	469	461	399	442	599	479	627	Glipr1	73690
ENSMUSG00000069516	turquoise	70197	61026	82170	81445	96662	72798	135420	122649	123616	134174	135015	167742	156814	218988	169300	Lyz2	17105
ENSMUSG00000069515	turquoise	4762	3792	5227	5308	5368	5859	12147	17954	22995	21149	21145	21865	24819	24148	23394	Lyz1	17110
ENSMUSG00000034707	turquoise	6818	5893	5895	7656	7408	6624	12828	9520	9420	9365	9276	11182	11393	13377	12062	Gns	75612
ENSMUSG00000020102	turquoise	694	642	628	931	935	811	1883	888	1354	1147	1103	1152	1205	1445	1793	Slc16a7	20503
ENSMUSG00000025355	turquoise	933	766	706	562	880	763	1541	2369	1430	2933	2537	3434	2453	4285	2733	Mmp19	58223
ENSMUSG00000025352	turquoise	71	51	60	113	85	91	191	145	151	161	151	178	161	167	179	Gdf11	14561
ENSMUSG00000025351	turquoise	3765	3359	4934	4336	4640	3685	6653	6343	5655	5514	5477	7316	7490	8654	7799	Cd63	12512
ENSMUSG00000025348	turquoise	674	710	884	863	888	549	1224	1102	1200	857	1028	1278	1411	1251	1421	Itga7	16404
ENSMUSG00000031497	turquoise	474	356	409	628	396	445	1134	716	1085	625	763	640	1049	834	1105	Tnfsf13b	24099
ENSMUSG00000031502	turquoise	16834	15555	14367	16520	16039	11541	27020	24437	27491	23823	26418	32604	35281	35350	42697	Col4a1	12826
ENSMUSG00000031503	turquoise	14022	12991	11583	14521	13423	10389	24903	19443	23370	19564	22214	26618	28140	28253	32996	Col4a2	12827
ENSMUSG00000031443	turquoise	523	461	642	584	790	519	871	810	624	946	1009	804	927	1462	1224	F7	14068
ENSMUSG00000038457	turquoise	15	11	13	25	16	24	29	20	16	40	26	61	44	85	67	Tmem255b	272465
ENSMUSG00000031451	turquoise	8135	7493	8428	10485	9135	8582	17389	13403	16514	12167	12483	12842	17477	15383	19519	Gas6	14456
ENSMUSG00000031548	turquoise	620	427	451	706	435	587	1007	921	951	926	772	1200	976	938	1341	Sfrp1	20377
ENSMUSG00000056313	turquoise	917	910	871	895	868	595	1465	916	1227	889	1123	1065	1768	1655	2024	Tcim	69068
ENSMUSG00000025044	turquoise	164	157	164	193	212	164	324	557	341	466	379	856	471	704	448	Msr1	20288
ENSMUSG00000031596	turquoise	1617	1399	1240	1860	2035	1547	3034	1570	2074	2093	2056	2063	2092	2936	2722	Slc7a2	11988
ENSMUSG00000031594	turquoise	1	2	9	6	24	0	15	45	19	32	35	28	45	41	76	Fgl1	234199
ENSMUSG00000070047	turquoise	3036	2453	1907	3220	3422	2503	5098	3267	4416	3816	3290	4667	4089	3944	5826	Fat1	14107
ENSMUSG00000031626	turquoise	357	303	298	384	344	372	725	695	1038	658	689	931	1132	1032	1169	Sorbs2	234214
ENSMUSG00000050914	turquoise	62	77	130	112	156	108	219	164	178	153	174	217	188	204	349	Ankrd37	654824
ENSMUSG00000038173	turquoise	39	22	34	28	33	30	74	92	80	93	114	160	116	173	181	Enpp6	320981
ENSMUSG00000031517	turquoise	1677	1601	1823	2423	1913	1428	4584	2370	3370	2184	2068	1964	3647	2456	3842	Gpm6a	234267
ENSMUSG00000037921	turquoise	134	79	113	219	143	119	327	169	168	257	228	241	143	196	282	Ddx60	234311
ENSMUSG00000031604	turquoise	724	772	862	740	870	736	1455	1049	1171	951	892	1211	1692	1423	1522	Msmo1	66234
ENSMUSG00000036437	turquoise	167	147	140	255	255	245	562	267	353	418	323	313	388	442	592	Npy1r	18166
ENSMUSG00000015568	turquoise	5569	4032	5568	6454	5215	6457	11677	8133	8128	8283	8121	10345	8673	12960	10879	Lpl	16956
ENSMUSG00000036330	turquoise	37	34	25	44	41	41	68	83	71	72	80	102	77	112	98	Slc18a1	110877
ENSMUSG00000006273	turquoise	3069	2588	2653	3059	3208	2905	5257	4074	4260	3932	3792	4829	5038	5973	5298	Atp6v1b2	11966
ENSMUSG00000007888	turquoise	401	540	700	655	897	329	1029	964	902	820	878	1009	1276	1193	1185	Crlf1	12931
ENSMUSG00000038508	turquoise	96	85	129	61	196	99	298	627	777	302	389	390	797	766	891	Gdf15	23886
ENSMUSG00000000792	turquoise	24	6	17	30	20	17	66	54	66	47	55	47	83	65	70	Slc5a5	114479
ENSMUSG00000050147	turquoise	11	9	10	18	11	9	14	51	29	47	60	57	66	78	84	F2rl3	14065
ENSMUSG00000005413	turquoise	755	787	945	793	965	665	1215	1379	1572	1275	1463	1836	1838	2315	1789	Hmox1	15368
ENSMUSG00000064325	turquoise	694	722	641	932	797	979	2001	1776	1913	2197	1773	1762	1704	2306	2946	Hhip	15245
ENSMUSG00000031709	turquoise	536	426	376	500	474	452	926	809	888	750	682	819	1042	1142	1202	Tbc1d9	71310
ENSMUSG00000034656	turquoise	86	86	76	125	106	111	253	216	202	166	233	270	202	240	277	Cacna1a	12286
ENSMUSG00000052837	turquoise	1773	1445	2122	2864	2279	1588	3920	2349	2887	3304	2593	2665	3204	2569	4317	Junb	16477
ENSMUSG00000005142	turquoise	2441	2141	2225	2746	2741	2600	4913	4029	3454	3707	3924	5185	4531	5735	5055	Man2b1	17159
ENSMUSG00000045333	turquoise	92	89	84	98	70	92	141	138	165	146	169	185	235	242	280	Zfp423	94187
ENSMUSG00000031665	turquoise	16	14	11	8	11	5	34	64	69	34	47	59	81	71	122	Sall1	58198
ENSMUSG00000031740	turquoise	2340	1961	1600	2473	1585	2231	4279	4773	4391	4036	3860	4994	4839	4981	6216	Mmp2	17390
ENSMUSG00000033192	turquoise	267	167	246	226	248	239	490	398	364	373	358	373	443	537	466	Lpcat2	270084
ENSMUSG00000031762	turquoise	171	109	211	189	192	198	353	387	329	254	294	349	381	505	476	Mt2	17750
ENSMUSG00000031765	turquoise	669	577	835	873	899	865	1550	1344	1315	911	1115	1271	1401	1908	1818	Mt1	17748
ENSMUSG00000031785	turquoise	2288	2311	2571	2889	3800	2113	3731	2598	3136	2612	2804	3372	3736	3699	3861	Adgrg1	14766
ENSMUSG00000031883	turquoise	17	19	16	26	24	19	50	62	34	44	75	69	64	66	78	Car7	12354
ENSMUSG00000031886	turquoise	108	113	107	101	145	119	288	256	254	264	246	252	366	350	480	Ces2e	234673
ENSMUSG00000031903	turquoise	1308	1123	1225	1270	1267	1067	2017	1496	1549	1519	1410	1568	2132	2263	2284	Pla2g15	192654
ENSMUSG00000031910	turquoise	87	93	67	120	104	77	249	144	190	187	223	213	233	199	224	Has3	15118
