gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID
ENSMUSG00000033860	turquoise	8	10	58	15	63	16	20	75	31	38	48	37	80	106	91	Fgg	99571
ENSMUSG00000028001	turquoise	6	7	38	8	36	2	11	56	24	37	43	33	75	89	74	Fga	14161
ENSMUSG00000027995	turquoise	666	482	429	675	703	541	967	610	739	879	919	677	913	1020	1185	Tlr2	24088
ENSMUSG00000056498	turquoise	399	362	444	540	490	478	867	653	621	721	676	661	794	967	872	Tmem154	320782
ENSMUSG00000004891	turquoise	3635	3690	3281	3504	3513	2907	6832	4693	6181	4096	4944	5172	7622	5899	8233	Nes	18008
ENSMUSG00000059743	turquoise	550	588	831	556	623	490	989	699	757	600	682	733	1283	910	930	Fdps	110196
ENSMUSG00000028041	turquoise	1942	1730	1661	1675	1605	1275	2843	2244	2328	1816	1989	2256	3267	2523	3330	Adam15	11490
ENSMUSG00000000794	turquoise	565	463	411	477	543	353	696	531	615	737	726	778	786	1217	1053	Kcnn3	140493
ENSMUSG00000027907	turquoise	4075	3130	4383	3644	4156	3738	6850	5571	6268	5552	5163	6250	7587	7365	7755	S100a11	20195
ENSMUSG00000028111	turquoise	1346	1172	1542	1107	1771	1844	2760	6937	3154	6427	5590	7984	6019	10824	5063	Ctsk	13038
ENSMUSG00000038642	turquoise	4525	3949	4852	4356	5567	4951	7958	8193	7322	8273	8584	9887	9897	13147	10887	Ctss	13040
ENSMUSG00000027875	turquoise	435	493	450	831	333	390	1169	667	884	549	545	537	840	571	1196	Hmgcs2	15360
ENSMUSG00000027848	turquoise	1318	1054	1137	1422	1063	1438	2401	1911	2187	1881	1809	1854	2393	2226	2734	Olfml3	99543
ENSMUSG00000002233	turquoise	2048	1759	2039	1914	1627	1519	3248	2717	2671	2028	2208	2389	3917	2905	3622	Rhoc	11853
ENSMUSG00000062127	turquoise	3856	3470	3238	3468	2765	3364	6338	4812	5637	2918	3723	4003	6421	5261	6354	Cttnbp2nl	80281
ENSMUSG00000000562	turquoise	62	67	87	69	118	58	107	157	153	176	139	146	220	300	223	Adora3	11542
ENSMUSG00000040809	turquoise	2332	1544	2456	2494	2442	2209	3461	2428	2731	2871	3259	2523	3010	5966	3218	Chil3	12655
ENSMUSG00000040747	turquoise	886	633	846	1177	986	1041	1943	1468	1404	1671	1363	1655	1676	1907	1786	Cd53	12508
ENSMUSG00000068744	turquoise	80	45	57	44	71	75	113	202	219	192	177	218	214	189	309	Psrc1	56742
ENSMUSG00000045326	turquoise	100	68	95	86	71	82	178	154	180	154	136	187	199	199	219	Fndc7	320181
ENSMUSG00000027962	turquoise	1959	1692	1442	1691	1358	1180	2688	2615	3248	2097	2232	2181	3399	2896	3267	Vcam1	22329
ENSMUSG00000028007	turquoise	772	760	977	974	1177	781	1272	1118	1247	1063	1011	1242	1583	1413	1388	Snx7	76561
ENSMUSG00000028028	turquoise	414	369	327	597	578	549	1136	594	714	573	683	729	620	706	1041	Alpk1	71481
ENSMUSG00000058952	turquoise	10	27	28	22	55	17	43	78	61	72	57	57	73	85	116	Cfi	12630
ENSMUSG00000028031	turquoise	22	47	44	40	55	38	52	125	49	115	119	232	147	254	204	Dkk2	56811
ENSMUSG00000054690	turquoise	633	608	756	1108	890	792	1741	1259	1277	1372	1516	1771	1869	2296	2474	Emcn	59308
ENSMUSG00000059921	turquoise	401	254	190	491	313	386	643	377	518	496	430	426	501	483	733	Unc5c	22253
ENSMUSG00000028255	turquoise	3	19	0	0	18	11	8	72	63	28	29	14	378	16	26	Clca1	23844
ENSMUSG00000028197	turquoise	29	19	10	24	31	34	66	114	55	115	103	177	96	202	146	Col24a1	71355
ENSMUSG00000028037	turquoise	307	140	134	266	193	197	483	481	374	549	379	507	374	440	780	Ifi44	99899
ENSMUSG00000039146	turquoise	48	27	35	48	39	36	80	88	68	111	95	95	66	120	158	Ifi44l	15061
ENSMUSG00000040016	turquoise	89	66	44	62	79	69	143	141	166	137	118	218	192	183	146	Ptger3	19218
ENSMUSG00000085295	turquoise	7	7	8	3	12	5	8	40	10	34	37	51	19	59	31	4930430E12Rik	71639
ENSMUSG00000028249	turquoise	6413	5137	5564	6353	6254	5419	10551	7792	8970	7765	7321	8998	10905	10152	11551	Sdcbp	53378
ENSMUSG00000051279	turquoise	78	60	63	121	71	78	163	249	285	214	205	246	200	265	288	Gdf6	242316
ENSMUSG00000028211	turquoise	2039	1796	1680	2374	2061	2210	4383	3326	3750	3283	3609	3258	3729	3630	4869	Trp53inp1	60599
ENSMUSG00000028238	turquoise	1174	1104	1391	1197	1539	1199	2064	2752	1761	2673	2600	3255	2760	5075	2815	Atp6v0d2	242341
ENSMUSG00000028278	turquoise	485	375	366	462	422	436	783	738	787	691	621	777	978	876	1079	Rragd	52187
ENSMUSG00000028459	turquoise	143	125	123	273	219	202	406	232	193	282	211	307	236	207	305	Cd72	12517
ENSMUSG00000028327	turquoise	35	24	60	36	89	44	88	134	72	152	157	232	115	236	113	Stra6l	74152
ENSMUSG00000039813	turquoise	231	225	370	378	478	331	596	502	490	583	522	675	596	818	623	Tbc1d2	381605
ENSMUSG00000028339	turquoise	612	544	529	718	843	553	981	1535	1303	1361	1690	2087	1680	3063	2660	Col15a1	12819
ENSMUSG00000028341	turquoise	356	366	167	68	184	454	575	433	529	110	185	689	565	602	1523	Nr4a3	18124
ENSMUSG00000015243	turquoise	2243	1761	1710	2587	2432	2478	4992	3095	3276	3067	3024	3513	3637	4248	4589	Abca1	11303
ENSMUSG00000028369	turquoise	2188	2023	1560	2796	2289	2200	5075	2987	3549	3440	3365	3990	3721	4048	5415	Svep1	64817
ENSMUSG00000039196	turquoise	29	42	61	34	56	35	58	118	80	124	106	138	126	147	120	Orm1	18405
ENSMUSG00000045917	turquoise	321	320	437	477	557	368	653	467	504	489	549	631	543	749	559	Tmem268	230279
ENSMUSG00000028364	turquoise	964	569	507	515	563	656	1152	2787	2283	2504	2492	3760	2818	3360	3211	Tnc	21923
ENSMUSG00000028373	turquoise	511	567	368	637	553	639	1170	978	1069	1007	958	839	1129	1241	1455	Astn2	56079
ENSMUSG00000028351	turquoise	72	52	62	66	53	64	125	184	181	146	134	165	161	178	230	Brinp1	56710
ENSMUSG00000028399	turquoise	1388	1111	921	1596	1304	1409	2724	1734	2150	1798	1798	1698	1969	2191	2538	Ptprd	19266
ENSMUSG00000059049	turquoise	361	299	314	400	406	461	764	678	715	632	529	669	642	677	927	Frem1	329872
ENSMUSG00000028494	turquoise	3487	3073	3700	4004	3289	3069	6289	5397	5291	4732	4770	6355	6382	8399	7207	Plin2	11520
ENSMUSG00000028497	turquoise	390	315	352	482	416	390	847	548	669	663	545	674	721	692	836	Hacd4	66775
ENSMUSG00000044303	turquoise	41	72	98	63	126	75	145	333	350	326	330	355	458	372	518	Cdkn2a	12578
ENSMUSG00000028600	turquoise	957	746	583	914	774	872	1991	1547	1872	1359	1213	1397	1708	1458	2263	Podn	242608
ENSMUSG00000028698	turquoise	549	466	415	617	619	512	1085	1023	1132	799	781	896	1249	1082	1464	Pik3r3	18710
ENSMUSG00000028691	turquoise	5250	4353	5478	5413	6050	4614	8807	6987	7544	6968	6370	7379	9478	9394	9796	Prdx1	18477
ENSMUSG00000006390	turquoise	3350	3706	4576	4442	5769	3456	5928	4691	5741	5096	4740	6128	6848	6226	6984	Elovl1	54325
ENSMUSG00000028655	turquoise	283	299	347	215	400	291	452	378	357	270	353	398	559	533	425	Mfsd2a	76574
ENSMUSG00000047945	turquoise	416	369	440	462	552	411	720	759	803	713	683	757	1054	889	1115	Marcksl1	17357
ENSMUSG00000050493	turquoise	26	22	42	60	25	40	74	120	87	114	164	199	136	323	238	Fam167b	230766
ENSMUSG00000025743	turquoise	3878	3262	3362	4622	3876	3870	7675	4942	5553	5164	4966	5706	6621	6468	6886	Sdc3	20970
ENSMUSG00000028581	turquoise	4276	3505	4164	5023	5101	4647	8386	7048	6044	7427	7021	8342	7694	10918	8506	Laptm5	16792
ENSMUSG00000028893	turquoise	429	412	496	494	600	580	996	943	878	615	714	857	979	1064	1141	Sesn2	230784
ENSMUSG00000056529	turquoise	197	205	246	196	255	271	622	427	369	545	470	544	570	588	595	Ptafr	19204
ENSMUSG00000000682	turquoise	483	374	515	634	479	575	1108	830	725	858	704	823	894	747	1009	Cd52	23833
ENSMUSG00000028673	turquoise	1812	1767	2201	2271	2198	1897	3540	2739	3110	2673	2643	2955	3618	3622	3566	Fuca1	71665
ENSMUSG00000036905	turquoise	601	474	511	459	462	530	1117	1386	1219	1191	1163	1506	1533	1538	1935	C1qb	12260
ENSMUSG00000036896	turquoise	625	516	638	541	523	526	1254	1439	1334	1286	1175	1522	1501	1588	2044	C1qc	12262
ENSMUSG00000036887	turquoise	924	765	908	833	788	879	1862	2031	2077	1864	1725	2248	2451	2222	2753	C1qa	12259
ENSMUSG00000028763	turquoise	7645	6534	4934	7713	6932	5500	13689	8939	9776	9944	10850	13497	11122	13879	18472	Hspg2	15530
ENSMUSG00000028766	turquoise	1006	994	969	1202	1090	944	2411	1261	2100	1507	1728	1457	2172	1607	2514	Alpl	11647
ENSMUSG00000041202	turquoise	170	142	114	196	184	167	502	542	561	644	603	538	573	795	856	Pla2g2d	18782
ENSMUSG00000041193	turquoise	4	8	4	7	4	7	10	29	25	21	27	53	17	21	36	Pla2g5	18784
ENSMUSG00000006219	turquoise	1475	1223	1040	1510	1229	1220	2520	1857	2125	1932	1736	2097	2584	2358	3146	Fblim1	74202
ENSMUSG00000028583	turquoise	3349	2849	4151	4013	3800	3142	7714	5208	5466	4903	5092	5648	6702	5970	7194	Pdpn	14726
ENSMUSG00000028599	turquoise	1359	1087	1134	1271	1508	1201	2346	1811	1784	1785	1743	2057	2300	2759	2413	Tnfrsf1b	21938
ENSMUSG00000028989	turquoise	76	47	101	50	62	72	154	191	119	105	127	102	95	152	177	Angptl7	654812
ENSMUSG00000028996	turquoise	7	15	23	16	6	5	11	37	19	14	31	42	47	67	51	Rbp7	63954
ENSMUSG00000039911	turquoise	528	410	383	346	384	349	693	506	669	478	523	585	791	741	791	Spsb1	74646
ENSMUSG00000028965	turquoise	37	34	31	25	57	56	79	75	45	70	54	129	79	95	90	Tnfrsf9	21942
ENSMUSG00000028957	turquoise	500	547	504	1633	1891	1768	3348	1058	1483	1685	1672	2013	903	1802	2926	Per3	18628
ENSMUSG00000042116	turquoise	159	150	185	213	252	238	322	465	404	317	411	575	643	789	706	Vwa1	246228
ENSMUSG00000001467	turquoise	638	681	714	572	667	625	1268	1052	1072	790	945	1140	1724	1402	1371	Cyp51	13121
ENSMUSG00000012428	turquoise	545	410	412	551	440	394	1454	890	951	915	850	870	1496	960	1379	Steap4	117167
ENSMUSG00000040584	turquoise	891	826	855	1429	1051	1093	2411	1375	1862	1359	1279	1529	1902	1657	2398	Abcb1a	18671
ENSMUSG00000028970	turquoise	167	115	102	177	123	158	302	232	292	187	221	239	309	290	377	Abcb1b	18669
ENSMUSG00000044968	turquoise	166	128	160	175	186	196	377	315	293	250	287	283	311	454	416	Napepld	242864
ENSMUSG00000028978	turquoise	507	501	418	384	421	263	716	652	607	393	509	623	800	741	837	Nos3	18127
ENSMUSG00000025746	turquoise	7	6	7	8	5	5	22	26	21	40	26	72	32	29	52	Il6	16193
ENSMUSG00000029135	turquoise	2609	2165	2035	2360	2505	3258	5952	3966	3980	1928	2597	5049	4419	5035	6386	Fosl2	14284
ENSMUSG00000011034	turquoise	85	72	83	113	164	128	259	175	139	215	171	177	209	216	232	Slc5a1	20537
ENSMUSG00000054520	turquoise	303	289	344	481	405	302	714	499	486	572	572	557	577	653	671	Sh3bp2	24055
ENSMUSG00000029103	turquoise	2695	2313	2699	2892	2731	2579	5054	3735	3956	3179	3403	4146	4607	4497	4989	Lrpap1	16976
ENSMUSG00000036596	turquoise	71	67	51	64	44	58	138	158	150	155	174	154	178	185	217	Cpz	242939
ENSMUSG00000029093	turquoise	998	968	1020	1365	1803	1034	1872	1442	1655	1526	1515	2033	1739	2015	2031	Sorcs2	81840
ENSMUSG00000029119	turquoise	1439	1382	1442	1892	1951	1672	3181	2138	2368	2330	2091	2572	2671	2798	3247	Man2b2	17160
ENSMUSG00000029086	turquoise	819	691	609	761	713	699	1628	1203	1527	1247	1159	1151	1766	1374	1662	Prom1	19126
ENSMUSG00000029092	turquoise	1	2	0	1	1	0	0	14	2	4	14	14	15	16	17	D5Ertd615e	52401
ENSMUSG00000031558	turquoise	1262	1029	723	1354	1273	1279	2412	1943	2134	2115	1866	2120	2075	2372	3283	Slit2	20563
ENSMUSG00000072941	turquoise	5716	4644	4264	5291	4334	4997	9620	6823	8197	6636	6667	6888	9502	8671	10872	Sod3	20657
ENSMUSG00000039252	turquoise	299	224	194	270	301	242	513	397	562	565	489	560	664	695	901	Lgi2	246316
ENSMUSG00000029189	turquoise	105	93	121	107	199	93	157	200	97	175	147	263	165	259	156	Sel1l3	231238
ENSMUSG00000029108	turquoise	285	187	158	271	173	270	431	289	398	337	247	406	342	315	520	Pcdh7	54216
ENSMUSG00000029174	turquoise	732	665	585	814	753	750	1459	1170	1162	1098	1164	1182	1381	1496	1594	Tbc1d1	57915
ENSMUSG00000036256	turquoise	8331	7413	8445	8810	8458	7343	15933	13939	15908	12420	13597	15276	20054	18549	22431	Igfbp7	29817
ENSMUSG00000067149	turquoise	2128	4899	3925	2789	3365	4014	13443	30059	20883	20647	15715	17672	21644	12255	36783	Jchain	16069
ENSMUSG00000029373	turquoise	160	191	225	354	335	130	436	291	379	287	317	316	451	406	502	Pf4	56744
ENSMUSG00000029417	turquoise	28	48	38	30	24	31	80	154	124	95	115	105	79	100	92	Cxcl9	17329
ENSMUSG00000034855	turquoise	32	48	56	34	23	37	80	122	103	139	98	131	128	105	138	Cxcl10	15945
ENSMUSG00000023078	turquoise	174	117	117	99	115	124	384	367	244	269	217	403	389	238	200	Cxcl13	55985
ENSMUSG00000035273	turquoise	171	190	173	267	261	192	457	466	380	455	345	495	478	514	433	Hpse	15442
ENSMUSG00000029307	turquoise	1	2	0	2	0	0	0	3	1	5	0	49	3	7	1	Dmp1	13406
ENSMUSG00000029306	turquoise	0	0	1	1	1	0	3	3	0	4	0	159	6	65	2	Ibsp	15891
ENSMUSG00000029304	turquoise	1685	1433	2169	2141	4233	1873	2644	13678	2959	9803	7710	24237	7426	18329	9411	Spp1	20750
ENSMUSG00000054720	turquoise	2378	2402	2093	2884	3316	1954	3745	2822	3628	3022	3182	3710	4260	3755	4795	Lrrc8c	100604
ENSMUSG00000014158	turquoise	191	217	214	223	181	152	432	367	336	249	292	305	478	378	554	Trpv4	63873
ENSMUSG00000029561	turquoise	876	518	546	805	642	593	1583	973	882	879	835	980	999	939	1512	Oasl2	23962
ENSMUSG00000029602	turquoise	7	10	8	20	15	32	26	39	20	41	21	70	18	48	46	Rasal1	19415
ENSMUSG00000032690	turquoise	245	95	80	103	129	116	341	184	217	182	168	241	210	167	483	Oas2	246728
ENSMUSG00000032661	turquoise	94	34	35	68	60	63	125	101	52	126	86	146	57	89	120	Oas3	246727
ENSMUSG00000052776	turquoise	161	92	122	120	104	100	238	242	191	238	179	288	258	298	332	Oas1a	246730
ENSMUSG00000029608	turquoise	1	0	0	2	3	0	7	36	6	39	28	53	24	63	27	Rph3a	19894
ENSMUSG00000064267	turquoise	351	311	351	504	467	414	837	595	529	702	601	707	733	910	744	Hvcn1	74096
ENSMUSG00000029401	turquoise	289	255	310	342	345	267	563	536	449	428	395	563	613	641	596	Rilpl2	80291
ENSMUSG00000034324	turquoise	408	333	320	390	237	310	526	566	636	476	503	398	714	592	657	Tmem132c	208213
ENSMUSG00000044017	turquoise	257	169	150	218	190	222	458	344	397	295	309	361	373	390	446	Adgrd1	243277
ENSMUSG00000025534	turquoise	1201	1103	1137	1341	1387	1243	2375	2175	1855	2194	1999	2934	2432	3266	2828	Gusb	110006
ENSMUSG00000015950	turquoise	726	628	823	975	1055	971	2004	1346	1136	1659	1701	1402	1452	2291	1891	Ncf1	17969
ENSMUSG00000040751	turquoise	97	81	96	127	118	111	298	236	152	215	209	250	210	218	296	Lat2	56743
ENSMUSG00000037411	turquoise	1055	944	1168	1215	1640	1237	2525	1977	2699	2225	2919	3010	2815	3800	4021	Serpine1	18787
ENSMUSG00000047592	turquoise	23	20	19	22	24	27	46	78	58	94	71	118	69	91	106	Nxpe5	381680
ENSMUSG00000025854	turquoise	343	329	391	400	416	373	777	971	542	829	759	1245	908	1193	803	Fam20c	80752
ENSMUSG00000029581	turquoise	593	559	432	590	595	566	1126	1627	1305	1330	1375	1713	1889	2097	2147	Fscn1	14086
ENSMUSG00000052271	turquoise	40	43	53	47	101	41	95	120	101	70	66	98	119	66	183	Bhlha15	17341
ENSMUSG00000029622	turquoise	4536	3740	5293	4840	5110	4454	8329	5994	6064	5440	5439	6099	7813	7611	7890	Arpc1b	11867
ENSMUSG00000060063	turquoise	782	576	894	898	798	799	1517	993	970	1044	944	1084	1352	1530	1336	Alox5ap	11690
ENSMUSG00000029661	turquoise	7556	6822	4952	7259	6374	7094	11405	11239	12293	11321	10662	14367	13191	14230	16004	Col1a2	12843
ENSMUSG00000068794	turquoise	29	22	17	26	20	22	64	48	95	72	50	106	55	85	104	Col28a1	213945
ENSMUSG00000042717	turquoise	216	217	180	268	276	336	552	265	351	374	357	399	374	406	704	Ppp1r3a	140491
ENSMUSG00000068748	turquoise	286	251	208	230	213	231	530	388	510	428	361	380	599	467	565	Ptprz1	19283
ENSMUSG00000051855	turquoise	257	210	176	203	223	158	402	385	588	403	400	450	565	469	731	Mest	17294
ENSMUSG00000029763	turquoise	1358	1146	986	1406	1346	1113	2328	1742	2209	1873	1746	2042	2415	2065	2812	Exoc4	20336
ENSMUSG00000029762	turquoise	451	378	439	533	564	561	934	920	924	838	789	937	1009	1003	956	Akr1b8	14187
ENSMUSG00000029925	turquoise	237	220	225	318	290	269	478	409	380	498	568	645	474	723	615	Tbxas1	21391
ENSMUSG00000029915	turquoise	81	86	109	131	139	112	189	235	141	239	200	288	232	287	241	Clec5a	23845
ENSMUSG00000029810	turquoise	6240	4850	5714	6103	6156	5522	11630	8623	9518	8461	7777	9108	11469	10323	12789	Tmem176b	65963
ENSMUSG00000023367	turquoise	5703	4606	4872	5696	5602	4918	10997	8214	9146	8244	7466	8688	10829	9761	11664	Tmem176a	66058
ENSMUSG00000108084	turquoise	28	22	22	26	32	22	46	127	69	73	89	95	116	126	129	Gm7932	666105
ENSMUSG00000029811	turquoise	21	19	35	42	33	45	114	165	150	169	134	194	185	190	247	Aoc1	76507
ENSMUSG00000029816	turquoise	1643	1332	1572	1601	2085	1768	2947	9644	3243	7803	6613	13199	6495	12753	6481	Gpnmb	93695
ENSMUSG00000029819	turquoise	6	7	9	11	7	14	22	175	27	103	78	276	88	187	88	Npy	109648
ENSMUSG00000038301	turquoise	467	373	420	528	500	443	830	658	766	660	644	688	775	891	856	Snx10	71982
ENSMUSG00000053007	turquoise	391	290	157	289	258	246	461	464	596	290	305	261	536	429	874	Creb5	231991
ENSMUSG00000086040	turquoise	597	575	580	723	529	562	1322	922	1044	736	966	1106	954	1082	1348	Wipf3	330319
ENSMUSG00000019124	turquoise	561	508	577	809	570	520	1488	845	1164	885	930	828	1188	1010	1265	Scrn1	69938
ENSMUSG00000029802	turquoise	353	321	458	598	454	525	1171	645	618	637	756	911	759	1121	1043	Abcg2	26357
ENSMUSG00000029919	turquoise	73	53	66	125	79	84	165	221	219	278	263	372	195	348	369	Hpgds	54486
ENSMUSG00000049001	turquoise	4537	4166	4768	6232	6746	5116	12268	9052	11459	9666	8589	11649	11465	10439	12708	Ndnf	68169
ENSMUSG00000076501	turquoise	20	50	37	48	38	43	176	249	475	212	53	179	217	265	625	Igkv2-137	692187
ENSMUSG00000096336	turquoise	83	151	182	123	125	93	272	1568	957	710	337	1375	724	173	1678	Igkv1-135	243420
ENSMUSG00000094491	turquoise	14	11	18	2	28	2	37	52	215	215	36	46	66	83	121	Igkv1-133	628027
ENSMUSG00000096461	turquoise	1	4	3	18	4	8	19	40	43	30	12	0	8	24	78	Igkv14-130	628072
ENSMUSG00000093906	turquoise	0	2	2	4	0	1	5	29	12	2	4	0	43	8	3	Igkv9-129	692182
ENSMUSG00000076508	turquoise	47	166	52	46	104	91	256	199	322	262	313	397	537	143	407	Igkv17-127	243433
ENSMUSG00000094345	turquoise	58	24	37	40	15	85	82	114	85	58	116	66	45	14	152	Igkv14-126	628127
ENSMUSG00000096632	turquoise	6	33	52	29	27	68	69	849	125	336	137	104	310	607	228	Igkv9-124	243431
ENSMUSG00000076512	turquoise	6	5	5	7	19	1	4	15	41	100	19	27	9	11	37	Igkv9-123	628144
ENSMUSG00000095497	turquoise	139	22	5	4	2	29	15	718	70	25	102	22	13	280	32	Igkv1-122	434024
ENSMUSG00000076514	turquoise	21	52	57	67	61	41	236	694	109	80	134	488	291	102	314	Igkv17-121	667435
ENSMUSG00000094872	turquoise	30	77	49	43	48	105	275	375	255	319	139	333	651	143	310	Igkv9-120	434025
ENSMUSG00000094335	turquoise	147	203	197	103	149	256	899	1367	963	1806	804	396	1280	947	1535	Igkv1-117	16098
ENSMUSG00000076518	turquoise	0	4	4	4	4	8	36	28	104	36	5	8	6	2	32	Igkv2-112	381776
ENSMUSG00000095771	turquoise	57	76	96	78	130	48	278	544	610	442	338	608	594	270	684	Igkv14-111	545847
ENSMUSG00000093861	turquoise	243	398	336	218	208	275	1471	1879	1085	1501	1088	781	1114	604	2217	Igkv1-110	381777
ENSMUSG00000105606	turquoise	96	91	45	62	22	51	249	204	454	163	167	101	191	142	608	Igkv2-109	628268
ENSMUSG00000076522	turquoise	163	136	95	113	106	52	313	1362	826	725	196	635	1552	426	1144	Igkv16-104	381778
ENSMUSG00000076523	turquoise	104	87	144	105	128	56	445	902	560	466	131	585	864	596	850	Igkv15-103	692169
ENSMUSG00000096515	turquoise	11	66	29	23	8	28	49	86	76	94	61	60	185	128	298	Igkv14-100	243439
ENSMUSG00000076525	turquoise	6	1	5	0	2	1	29	77	81	40	48	2	2	34	50	Igkv1-99	434028
ENSMUSG00000076526	turquoise	18	18	20	12	20	50	74	52	70	68	67	139	118	200	159	Igkv12-98	435900
ENSMUSG00000094420	turquoise	89	290	166	152	182	244	592	1690	674	1185	539	1021	870	486	2547	Igkv10-96	692165
ENSMUSG00000096490	turquoise	28	57	52	87	87	125	242	652	329	474	125	332	192	138	442	Igkv10-94	667550
ENSMUSG00000098814	turquoise	38	59	84	43	72	193	166	782	601	622	272	225	454	306	688	Igkv19-93	692161
ENSMUSG00000076532	turquoise	14	74	96	55	49	25	287	400	196	139	137	83	359	162	332	Igkv4-91	434033
ENSMUSG00000076534	turquoise	12	30	37	34	21	51	130	58	150	98	62	18	318	102	99	Igkv12-89	384411
ENSMUSG00000076535	turquoise	5	8	23	15	13	9	10	8	90	20	54	25	33	31	57	Igkv1-88	692154
ENSMUSG00000076536	turquoise	14	20	16	6	2	11	22	33	7	250	25	22	85	19	53	Igkv4-86	243451
ENSMUSG00000079543	turquoise	46	218	43	58	134	35	133	402	282	818	379	649	250	543	482	Igkv13-85	434036
ENSMUSG00000076538	turquoise	33	160	33	34	30	45	173	367	470	955	63	266	493	168	530	Igkv13-84	692152
ENSMUSG00000076540	turquoise	3	14	22	19	63	25	104	156	147	79	45	37	27	75	432	Igkv4-80	545848
ENSMUSG00000076541	turquoise	23	27	1	3	18	7	100	43	17	50	19	94	645	15	21	Igkv4-79	213684
ENSMUSG00000076543	turquoise	33	67	35	51	36	63	242	294	233	770	236	89	221	159	369	Igkv4-74	236047
ENSMUSG00000076545	turquoise	53	99	175	79	64	191	814	764	549	877	219	708	1013	229	1235	Igkv4-72	385109
ENSMUSG00000076547	turquoise	26	60	30	38	42	28	93	277	200	158	47	352	733	228	559	Igkv4-70	385120
ENSMUSG00000076548	turquoise	3	3	1	0	5	3	15	8	46	19	4	13	5	0	97	Igkv4-69	628541
ENSMUSG00000076549	turquoise	20	52	16	33	26	40	104	371	91	315	25	152	474	430	389	Igkv4-68	384515
ENSMUSG00000076550	turquoise	29	35	26	34	188	113	200	205	121	158	125	48	236	94	285	Igkv4-63	628571
ENSMUSG00000094262	turquoise	0	3	9	0	0	0	13	4	1	2	265	25	5	1	256	Igkv4-62	636752
ENSMUSG00000076552	turquoise	14	52	46	49	29	60	69	68	150	167	81	106	116	99	353	Igkv4-61	546244
ENSMUSG00000094006	turquoise	49	122	69	98	71	140	554	708	552	844	197	640	348	311	676	Igkv4-59	667683
ENSMUSG00000095633	turquoise	58	22	20	35	42	5	100	38	139	326	100	65	11	9	281	Igkv4-58	381831
ENSMUSG00000076555	turquoise	39	85	43	29	96	183	161	1260	692	517	141	440	504	316	823	Igkv4-57-1	384514
ENSMUSG00000076556	turquoise	41	100	50	30	55	82	224	444	591	474	62	412	812	86	574	Igkv4-57	235952
ENSMUSG00000096833	turquoise	75	51	36	29	50	92	274	873	455	233	101	389	378	291	448	Igkv4-55	385253
ENSMUSG00000095753	turquoise	49	104	34	30	51	33	203	549	138	267	66	209	405	320	614	Igkv4-53	546213
ENSMUSG00000094993	turquoise	0	1	1	7	3	0	3	69	0	8	1	114	4	6	40	Igkv4-51	619806
ENSMUSG00000076562	turquoise	26	43	81	23	30	22	81	1147	89	282	147	55	38	88	57	Igkv4-50	381782
ENSMUSG00000076563	turquoise	51	169	147	99	135	149	667	1924	544	559	360	1229	522	961	1173	Igkv5-48	619846
ENSMUSG00000076564	turquoise	29	153	106	85	67	337	353	1442	749	982	150	243	1274	194	2287	Igkv12-46	692245
ENSMUSG00000094094	turquoise	3	8	12	4	6	5	29	43	17	20	18	40	148	10	24	Igkv5-45	545850
ENSMUSG00000096422	turquoise	73	355	112	170	84	195	1226	1245	985	1485	511	724	654	971	2339	Igkv12-44	545851
ENSMUSG00000094433	turquoise	108	118	107	144	242	310	342	1716	979	744	513	848	1936	670	1596	Igkv5-43	381783
ENSMUSG00000095007	turquoise	38	144	103	32	56	71	481	472	519	437	61	232	477	222	429	Igkv12-41	619960
ENSMUSG00000076569	turquoise	56	343	106	77	81	214	663	696	774	327	474	686	1022	268	1670	Igkv5-39	620017
ENSMUSG00000076570	turquoise	0	7	1	3	11	3	73	10	8	85	3	17	8	43	11	Igkv12-38	620050
ENSMUSG00000076571	turquoise	1	0	21	0	7	0	8	60	4	0	12	5	0	3	148	Igkv5-37	384417
ENSMUSG00000104769	turquoise	0	1	0	3	7	6	8	2	3	3	5	4	33	1	81	Igkv8-34	620126
ENSMUSG00000076576	turquoise	110	75	47	45	203	61	262	431	128	370	220	126	628	94	1043	Igkv6-32	434039
ENSMUSG00000076577	turquoise	81	244	130	60	142	160	558	866	1435	244	663	261	152	358	1931	Igkv8-30	384419
ENSMUSG00000094356	turquoise	23	67	24	30	173	41	376	341	270	255	223	140	243	203	781	Igkv8-28	434040
ENSMUSG00000076580	turquoise	148	60	37	117	96	131	294	609	373	354	88	400	346	277	446	Igkv8-27	434041
ENSMUSG00000094930	turquoise	51	263	139	94	96	127	613	684	423	647	349	268	250	487	859	Igkv6-25	381784
ENSMUSG00000076583	turquoise	37	185	314	74	485	161	1207	374	545	349	4572	532	404	284	895	Igkv8-24	677858
ENSMUSG00000095630	turquoise	241	134	190	79	101	122	362	956	464	926	411	769	662	576	1318	Igkv6-23	637227
ENSMUSG00000076586	turquoise	85	108	126	214	58	269	416	487	281	812	437	350	234	185	656	Igkv8-21	620400
ENSMUSG00000076587	turquoise	23	53	24	64	34	77	51	169	213	392	67	181	178	145	193	Igkv6-20	108024
ENSMUSG00000096594	turquoise	28	139	63	37	129	65	320	894	471	150	493	466	118	144	398	Igkv8-19	232065
